mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	timesig	staff	voice	duration	gracenote	tremolo	nominal_duration	scalar	tied	tpc	midi	name	octave	chord_id
14	14	52	52	0.5	0	0	4/4	1	1	1/8			1/8	1		3	93	A6	6	63
14	14	52	52	0.5	0	0	4/4	1	1	1/8			1/8	1		3	93	A6	6	63
14	14	105/2	105/2	0.0	1/8	1/8	4/4	1	1	0	acciaccatura		1/8	1		-3	75	Eb5	5	64
14	14	105/2	105/2	0.5	1/8	1/8	4/4	1	1	1/8			1/8	1		-3	87	Eb6	6	65
14	14	53	53	0.0	1/4	1/4	4/4	2	1	0	acciaccatura		1/8	1		-3	63	Eb4	4	70
14	14	53	53	0.5	1/4	1/4	4/4	2	1	1/8			1/8	1		-3	63	Eb4	4	71
14	14	53	53	0.5	1/4	1/4	4/4	1	1	1/8			1/8	1		-3	75	Eb5	5	66
14	14	53	53	0.5	1/4	1/4	4/4	1	1	1/8			1/8	1		-3	87	Eb6	6	66
14	14	55	55	0.5	3/4	3/4	4/4	2	1	1/8			1/8	1		-7	35	Cb2	2	72
14	14	55	55	0.5	3/4	3/4	4/4	2	1	1/8			1/8	1		-7	47	Cb3	3	72
14	14	55	55	0.5	3/4	3/4	4/4	1	1	1/8			1/8	1		-6	54	Gb3	3	67
14	14	55	55	0.5	3/4	3/4	4/4	1	1	1/8			1/8	1		3	57	A3	3	67
14	14	55	55	0.5	3/4	3/4	4/4	1	1	1/8			1/8	1		-3	63	Eb4	4	67
15	15	56	56	0.5	0	0	4/4	2	1	1/8			1/8	1		-2	34	Bb1	1	74
15	15	56	56	0.5	0	0	4/4	2	1	1/8			1/8	1		-2	46	Bb2	2	74
15	15	56	56	0.5	0	0	4/4	1	1	1/8			1/8	1		-6	54	Gb3	3	73
15	15	56	56	0.5	0	0	4/4	1	1	1/8			1/8	1		-2	58	Bb3	3	73
15	15	56	56	0.5	0	0	4/4	1	1	1/8			1/8	1		-3	63	Eb4	4	73
15	15	56	56	0.5	0	0	4/4	1	1	1/8			1/8	1		-6	66	Gb4	4	73
16	16	60	60	0.0	0	0	4/4	1	1	0	acciaccatura		1/8	1		-2	70	Bb4	4	75
16	16	60	60	0.0	0	0	4/4	1	1	0	acciaccatura		1/8	1		-3	75	Eb5	5	76
16	16	60	60	0.0	0	0	4/4	2	1	0	acciaccatura		1/8	1		-3	63	Eb4	4	79
16	16	60	60	2.0	0	0	4/4	2	1	1/2			1/2	1		-3	63	Eb4	4	80
16	16	60	60	0.5	0	0	4/4	1	1	1/8			1/8	1		-3	75	Eb5	5	77
16	16	60	60	0.5	0	0	4/4	1	1	1/8			1/8	1		-3	87	Eb6	6	77
16	16	60	60	0.5	0	0	4/4	1	1	1/8			1/8	1		-3	87	Eb6	6	77
16	16	62	62	0.0	1/2	1/2	4/4	2	1	0	acciaccatura		1/8	1		-2	58	Bb3	3	81
16	16	62	62	2.0	1/2	1/2	4/4	2	1	1/2			1/2	1		-2	58	Bb3	3	82
16	16	62	62	2.0	1/2	1/2	4/4	1	1	1/2			1/2	1		-2	70	Bb4	4	78
16	16	62	62	2.0	1/2	1/2	4/4	1	1	1/2			1/2	1		-2	82	Bb5	5	78
17	17	64	64	0.0	0	0	4/4	1	1	0	acciaccatura		1/8	1		-2	70	Bb4	4	83
17	17	64	64	0.0	0	0	4/4	2	1	0	acciaccatura		1/8	1		-2	70	Bb4	4	89
17	17	64	64	0.5	0	0	4/4	1	1	1/8			1/8	1		-2	70	Bb4	4	84
17	17	64	64	0.5	0	0	4/4	2	1	1/8			1/8	1		-2	70	Bb4	4	90
17	17	64	64	0.5	0	0	4/4	1	1	1/8			1/8	1		-2	82	Bb5	5	84
17	17	64	64	0.5	0	0	4/4	1	1	1/8			1/8	1		-2	82	Bb5	5	84
17	17	129/2	129/2	0.0	1/8	1/8	4/4	1	1	0	acciaccatura		1/8	1		-3	63	Eb4	4	85
17	17	129/2	129/2	0.5	1/8	1/8	4/4	1	1	1/8			1/8	1		-3	75	Eb5	5	86
17	17	65	65	0.0	1/4	1/4	4/4	2	1	0	acciaccatura		1/8	1		-3	63	Eb4	4	91
17	17	65	65	0.5	1/4	1/4	4/4	1	1	1/8			1/8	1		-3	63	Eb4	4	87
17	17	65	65	0.5	1/4	1/4	4/4	2	1	1/8			1/8	1		-3	63	Eb4	4	92
17	17	65	65	0.5	1/4	1/4	4/4	1	1	1/8			1/8	1		-3	75	Eb5	5	87
17	17	67	67	0.5	3/4	3/4	4/4	2	1	1/8			1/8	1		-2	34	Bb1	1	93
17	17	67	67	0.5	3/4	3/4	4/4	2	1	1/8			1/8	1		-2	46	Bb2	2	93
17	17	67	67	0.5	3/4	3/4	4/4	1	1	1/8			1/8	1		-6	54	Gb3	3	88
17	17	67	67	0.5	3/4	3/4	4/4	1	1	1/8			1/8	1		-2	58	Bb3	3	88
17	17	67	67	0.5	3/4	3/4	4/4	1	1	1/8			1/8	1		-3	63	Eb4	4	88
17	17	67	67	0.5	3/4	3/4	4/4	1	1	1/8			1/8	1		-6	66	Gb4	4	88
18	18	68	68	0.5	0	0	4/4	2	1	1/8			1/8	1		3	33	A1	1	101
18	18	68	68	0.5	0	0	4/4	2	1	1/8			1/8	1		3	45	A2	2	101
18	18	68	68	0.5	0	0	4/4	1	1	1/8			1/8	1		0	60	C4	4	94
18	18	68	68	0.5	0	0	4/4	1	1	1/8			1/8	1		-3	63	Eb4	4	94
18	18	68	68	0.5	0	0	4/4	1	1	1/8			1/8	1		-6	66	Gb4	4	94
18	18	68	68	0.5	0	0	4/4	1	1	1/8			1/8	1		0	72	C5	5	94
18	18	137/2	137/2	0.0	1/8	1/8	4/4	1	1	0	acciaccatura		1/8	1		0	72	C5	5	95
18	18	137/2	137/2	0.0	1/8	1/8	4/4	2	1	0	acciaccatura		1/8	1		0	60	C4	4	102
18	18	137/2	137/2	0.5	1/8	1/8	4/4	2	1	1/8			1/8	1		0	72	C5	5	103
18	18	137/2	137/2	0.5	1/8	1/8	4/4	1	1	1/8			1/8	1		0	96	C7	7	96
18	18	69	69	0.5	1/4	1/4	4/4	2	1	1/8			1/8	1		0	60	C4	4	104
18	18	69	69	0.5	1/4	1/4	4/4	1	1	1/8			1/8	1		0	72	C5	5	97
18	18	69	69	0.5	1/4	1/4	4/4	2	1	1/8			1/8	1		0	72	C5	5	104
18	18	69	69	0.5	1/4	1/4	4/4	1	1	1/8			1/8	1		0	84	C6	6	97
18	18	139/2	139/2	0.0	3/8	3/8	4/4	1	1	0	acciaccatura		1/8	1		-3	63	Eb4	4	98
18	18	139/2	139/2	0.0	3/8	3/8	4/4	2	1	0	acciaccatura		1/8	1		-3	51	Eb3	3	105
18	18	139/2	139/2	0.5	3/8	3/8	4/4	2	1	1/8			1/8	1		-3	63	Eb4	4	106
18	18	139/2	139/2	0.5	3/8	3/8	4/4	1	1	1/8			1/8	1		-3	75	Eb5	5	99
18	18	70	70	0.5	1/2	1/2	4/4	2	1	1/8			1/8	1		-3	51	Eb3	3	107
18	18	70	70	0.5	1/2	1/2	4/4	1	1	1/8			1/8	1		-3	63	Eb4	4	100
18	18	70	70	0.5	1/2	1/2	4/4	2	1	1/8			1/8	1		-3	63	Eb4	4	107
18	18	70	70	0.5	1/2	1/2	4/4	1	1	1/8			1/8	1		-3	75	Eb5	5	100
19	19	72	72	0.5	0	0	4/4	2	1	1/8			1/8	1		1	31	G1	1	116
19	19	72	72	0.5	0	0	4/4	2	1	1/8			1/8	1		1	43	G2	2	116
19	19	72	72	0.5	0	0	4/4	1	1	1/8			1/8	1		0	60	C4	4	108
19	19	72	72	0.5	0	0	4/4	1	1	1/8			1/8	1		-3	63	Eb4	4	108
19	19	72	72	0.5	0	0	4/4	1	1	1/8			1/8	1		1	67	G4	4	108
19	19	72	72	0.5	0	0	4/4	1	1	1/8			1/8	1		0	72	C5	5	108
19	19	145/2	145/2	0.0	1/8	1/8	4/4	1	1	0	acciaccatura		1/8	1		0	72	C5	5	109
19	19	145/2	145/2	0.0	1/8	1/8	4/4	2	1	0	acciaccatura		1/8	1		0	60	C4	4	117
19	19	145/2	145/2	0.5	1/8	1/8	4/4	2	1	1/8			1/8	1		0	72	C5	5	118
19	19	145/2	145/2	0.5	1/8	1/8	4/4	1	1	1/8			1/8	1		0	96	C7	7	110
19	19	73	73	0.5	1/4	1/4	4/4	2	1	1/8			1/8	1		0	60	C4	4	119
19	19	73	73	0.5	1/4	1/4	4/4	1	1	1/8			1/8	1		0	72	C5	5	111
19	19	73	73	0.5	1/4	1/4	4/4	2	1	1/8			1/8	1		0	72	C5	5	119
19	19	73	73	0.5	1/4	1/4	4/4	1	1	1/8			1/8	1		0	84	C6	6	111
19	19	147/2	147/2	0.0	3/8	3/8	4/4	1	1	0	acciaccatura		1/8	1		-3	63	Eb4	4	112
19	19	147/2	147/2	0.0	3/8	3/8	4/4	2	1	0	acciaccatura		1/8	1		-3	51	Eb3	3	120
19	19	147/2	147/2	0.5	3/8	3/8	4/4	2	1	1/8			1/8	1		-3	63	Eb4	4	121
19	19	147/2	147/2	0.5	3/8	3/8	4/4	1	1	1/8			1/8	1		-3	75	Eb5	5	113
19	19	74	74	0.5	1/2	1/2	4/4	2	1	1/8			1/8	1		-3	51	Eb3	3	122
19	19	74	74	0.5	1/2	1/2	4/4	1	1	1/8			1/8	1		-3	63	Eb4	4	114
19	19	74	74	0.5	1/2	1/2	4/4	2	1	1/8			1/8	1		-3	63	Eb4	4	122
19	19	74	74	0.5	1/2	1/2	4/4	1	1	1/8			1/8	1		-3	75	Eb5	5	114
19	19	303/4	303/4	0.25	15/16	15/16	4/4	2	1	1/16			1/16	1		6	30	F#1	1	123
19	19	303/4	303/4	0.25	15/16	15/16	4/4	2	1	1/16			1/16	1		0	36	C2	2	123
19	19	303/4	303/4	0.25	15/16	15/16	4/4	2	1	1/16			1/16	1		6	42	F#2	2	123
19	19	303/4	303/4	0.25	15/16	15/16	4/4	1	1	1/16			1/16	1		-3	75	Eb5	5	115
19	19	303/4	303/4	0.25	15/16	15/16	4/4	1	1	1/16			1/16	1		3	81	A5	5	115
19	19	303/4	303/4	0.25	15/16	15/16	4/4	1	1	1/16			1/16	1		-3	87	Eb6	6	115
20	20	76	76	1.75	0	0	4/4	2	1	7/16			1/4	7/4		6	30	F#1	1	128
20	20	76	76	1.75	0	0	4/4	2	1	7/16			1/4	7/4		0	36	C2	2	128
20	20	76	76	1.75	0	0	4/4	2	1	7/16			1/4	7/4		6	42	F#2	2	128
20	20	76	76	1.75	0	0	4/4	1	1	7/16			1/4	7/4		-3	75	Eb5	5	124
20	20	76	76	1.75	0	0	4/4	1	1	7/16			1/4	7/4		3	81	A5	5	124
20	20	76	76	1.75	0	0	4/4	1	1	7/16			1/4	7/4		-3	87	Eb6	6	124
20	20	311/4	311/4	0.25	7/16	7/16	4/4	2	1	1/16			1/16	1		0	36	C2	2	129
20	20	311/4	311/4	0.25	7/16	7/16	4/4	2	1	1/16			1/16	1		6	42	F#2	2	129
20	20	311/4	311/4	0.25	7/16	7/16	4/4	2	1	1/16			1/16	1		0	48	C3	3	129
20	20	311/4	311/4	0.25	7/16	7/16	4/4	1	1	1/16			1/16	1		3	69	A4	4	125
20	20	311/4	311/4	0.25	7/16	7/16	4/4	1	1	1/16			1/16	1		-3	75	Eb5	5	125
20	20	311/4	311/4	0.25	7/16	7/16	4/4	1	1	1/16			1/16	1		3	81	A5	5	125
20	20	78	78	1.75	1/2	1/2	4/4	2	1	7/16			1/4	7/4		0	36	C2	2	130
20	20	78	78	1.75	1/2	1/2	4/4	2	1	7/16			1/4	7/4		6	42	F#2	2	130
20	20	78	78	1.75	1/2	1/2	4/4	2	1	7/16			1/4	7/4		0	48	C3	3	130
20	20	78	78	1.75	1/2	1/2	4/4	1	1	7/16			1/4	7/4		3	69	A4	4	126
20	20	78	78	1.75	1/2	1/2	4/4	1	1	7/16			1/4	7/4		-3	75	Eb5	5	126
20	20	78	78	1.75	1/2	1/2	4/4	1	1	7/16			1/4	7/4		3	81	A5	5	126
20	20	319/4	319/4	0.25	15/16	15/16	4/4	2	1	1/16			1/16	1		6	42	F#2	2	131
20	20	319/4	319/4	0.25	15/16	15/16	4/4	2	1	1/16			1/16	1		0	48	C3	3	131
20	20	319/4	319/4	0.25	15/16	15/16	4/4	2	1	1/16			1/16	1		6	54	F#3	3	131
20	20	319/4	319/4	0.25	15/16	15/16	4/4	1	1	1/16			1/16	1		-3	87	Eb6	6	127
20	20	319/4	319/4	0.25	15/16	15/16	4/4	1	1	1/16			1/16	1		3	93	A6	6	127
20	20	319/4	319/4	0.25	15/16	15/16	4/4	1	1	1/16			1/16	1		-3	99	Eb7	7	127
21	21	80	80	0.5	0	0	4/4	2	1	1/8			1/8	1		6	42	F#2	2	140
21	21	80	80	0.5	0	0	4/4	2	1	1/8			1/8	1		0	48	C3	3	140
21	21	80	80	0.5	0	0	4/4	2	1	1/8			1/8	1		6	54	F#3	3	140
21	21	80	80	0.5	0	0	4/4	1	1	1/8			1/8	1		-3	75	Eb5	5	132
21	21	80	80	0.5	0	0	4/4	1	1	1/8			1/8	1		3	81	A5	5	132
21	21	80	80	0.5	0	0	4/4	1	1	1/8			1/8	1		-3	87	Eb6	6	132
21	21	323/4	323/4	0.25	3/16	3/16	4/4	2	1	1/16			1/16	1		0	48	C3	3	141
21	21	323/4	323/4	0.25	3/16	3/16	4/4	2	1	1/16			1/16	1		6	54	F#3	3	141
21	21	323/4	323/4	0.25	3/16	3/16	4/4	2	1	1/16			1/16	1		0	60	C4	4	141
21	21	323/4	323/4	0.25	3/16	3/16	4/4	1	1	1/16			1/16	1		3	69	A4	4	133
21	21	323/4	323/4	0.25	3/16	3/16	4/4	1	1	1/16			1/16	1		-3	75	Eb5	5	133
21	21	323/4	323/4	0.25	3/16	3/16	4/4	1	1	1/16			1/16	1		3	81	A5	5	133
21	21	81	81	0.5	1/4	1/4	4/4	2	1	1/8			1/8	1		0	48	C3	3	142
21	21	81	81	0.5	1/4	1/4	4/4	2	1	1/8			1/8	1		6	54	F#3	3	142
21	21	81	81	0.5	1/4	1/4	4/4	2	1	1/8			1/8	1		0	60	C4	4	142
21	21	81	81	0.5	1/4	1/4	4/4	1	1	1/8			1/8	1		3	69	A4	4	134
21	21	81	81	0.5	1/4	1/4	4/4	1	1	1/8			1/8	1		-3	75	Eb5	5	134
21	21	81	81	0.5	1/4	1/4	4/4	1	1	1/8			1/8	1		3	81	A5	5	134
21	21	327/4	327/4	0.25	7/16	7/16	4/4	2	1	1/16			1/16	1		6	54	F#3	3	143
