mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	tied	tpc	midi	name	octave	chord_id
1	1	0	0	1.0	0	0	4/4	2	1	1/4		1/4	1		2	38	D2	2	11
1	1	1/3	1/3	0.3333333333333333	1/12	1/12	4/4	1	1	1/12		1/8	2/3		-4	56	Ab3	3	0
1	1	1/3	1/3	0.3333333333333333	1/12	1/12	4/4	1	1	1/12		1/8	2/3		-1	65	F4	4	0
1	1	2/3	2/3	0.3333333333333333	1/6	1/6	4/4	1	1	1/12		1/8	2/3		-7	59	Cb4	4	1
1	1	2/3	2/3	0.3333333333333333	1/6	1/6	4/4	1	1	1/12		1/8	2/3		-4	68	Ab4	4	1
1	1	1	1	0.3333333333333333	1/4	1/4	4/4	1	1	1/12		1/8	2/3		-4	56	Ab3	3	2
1	1	1	1	0.3333333333333333	1/4	1/4	4/4	1	1	1/12		1/8	2/3		-1	65	F4	4	2
1	1	1	1	2.0	1/4	1/4	4/4	2	1	1/2		1/2	1	1	-1	77	F5	5	12
1	1	4/3	4/3	0.3333333333333333	1/3	1/3	4/4	1	1	1/12		1/8	2/3		-7	59	Cb4	4	3
1	1	4/3	4/3	0.3333333333333333	1/3	1/3	4/4	1	1	1/12		1/8	2/3		-4	68	Ab4	4	3
1	1	5/3	5/3	0.3333333333333333	5/12	5/12	4/4	1	1	1/12		1/8	2/3		-4	56	Ab3	3	4
1	1	5/3	5/3	0.3333333333333333	5/12	5/12	4/4	1	1	1/12		1/8	2/3		-1	65	F4	4	4
1	1	2	2	0.3333333333333333	1/2	1/2	4/4	1	1	1/12		1/8	2/3		-7	59	Cb4	4	5
1	1	2	2	0.3333333333333333	1/2	1/2	4/4	1	1	1/12		1/8	2/3		-4	68	Ab4	4	5
1	1	7/3	7/3	0.3333333333333333	7/12	7/12	4/4	1	1	1/12		1/8	2/3		-4	56	Ab3	3	6
1	1	7/3	7/3	0.3333333333333333	7/12	7/12	4/4	1	1	1/12		1/8	2/3		-1	65	F4	4	6
1	1	8/3	8/3	0.3333333333333333	2/3	2/3	4/4	1	1	1/12		1/8	2/3		-7	59	Cb4	4	7
1	1	8/3	8/3	0.3333333333333333	2/3	2/3	4/4	1	1	1/12		1/8	2/3		-4	68	Ab4	4	7
1	1	3	3	0.3333333333333333	3/4	3/4	4/4	1	1	1/12		1/8	2/3		-4	56	Ab3	3	8
1	1	3	3	0.3333333333333333	3/4	3/4	4/4	1	1	1/12		1/8	2/3		-1	65	F4	4	8
1	1	3	3	1.0	3/4	3/4	4/4	2	1	1/4		1/4	1	-1	-1	77	F5	5	13
1	1	10/3	10/3	0.3333333333333333	5/6	5/6	4/4	1	1	1/12		1/8	2/3		-7	59	Cb4	4	9
