mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	timesig	staff	voice	duration	tremolo	nominal_duration	scalar	tied	tpc	midi	name	octave	chord_id
28	28	219/2	219/2	0.125	3/8	3/8	4/4	1	1	1/32		1/32	1		0	72	C5	5	426
28	28	877/8	877/8	0.125	13/32	13/32	4/4	1	1	1/32		1/32	1		-4	80	Ab5	5	427
28	28	439/4	439/4	0.125	7/16	7/16	4/4	1	1	1/32		1/32	1		-4	68	Ab4	4	428
28	28	439/4	439/4	0.125	7/16	7/16	4/4	1	1	1/32		1/32	1		0	72	C5	5	428
28	28	879/8	879/8	0.125	15/32	15/32	4/4	1	1	1/32		1/32	1		-4	80	Ab5	5	429
28	28	110	110	0.125	1/2	1/2	4/4	1	1	1/32		1/32	1		-4	68	Ab4	4	430
28	28	110	110	0.125	1/2	1/2	4/4	1	1	1/32		1/32	1		0	72	C5	5	430
28	28	881/8	881/8	0.125	17/32	17/32	4/4	1	1	1/32		1/32	1		-4	80	Ab5	5	431
28	28	441/4	441/4	0.125	9/16	9/16	4/4	1	1	1/32		1/32	1		-4	68	Ab4	4	432
28	28	441/4	441/4	0.125	9/16	9/16	4/4	1	1	1/32		1/32	1		0	72	C5	5	432
28	28	883/8	883/8	0.125	19/32	19/32	4/4	1	1	1/32		1/32	1		-4	80	Ab5	5	433
28	28	221/2	221/2	0.125	5/8	5/8	4/4	1	1	1/32		1/32	1		-4	68	Ab4	4	434
28	28	221/2	221/2	0.125	5/8	5/8	4/4	1	1	1/32		1/32	1		0	72	C5	5	434
28	28	885/8	885/8	0.125	21/32	21/32	4/4	1	1	1/32		1/32	1		-4	80	Ab5	5	435
28	28	443/4	443/4	0.125	11/16	11/16	4/4	1	1	1/32		1/32	1		-4	68	Ab4	4	436
28	28	443/4	443/4	0.125	11/16	11/16	4/4	1	1	1/32		1/32	1		0	72	C5	5	436
28	28	887/8	887/8	0.125	23/32	23/32	4/4	1	1	1/32		1/32	1		-4	80	Ab5	5	437
28	28	111	111	1.0	3/4	3/4	4/4	2	1	1/4		1/4	1		-3	51	Eb3	3	447
28	28	111	111	1.0	3/4	3/4	4/4	2	1	1/4		1/4	1		-3	63	Eb4	4	447
28	28	111	111	0.125	3/4	3/4	4/4	1	1	1/32		1/32	1		-4	68	Ab4	4	438
28	28	111	111	0.125	3/4	3/4	4/4	1	1	1/32		1/32	1		0	72	C5	5	438
28	28	889/8	889/8	0.125	25/32	25/32	4/4	1	1	1/32		1/32	1		-4	80	Ab5	5	439
28	28	445/4	445/4	0.125	13/16	13/16	4/4	1	1	1/32		1/32	1		-4	68	Ab4	4	440
28	28	445/4	445/4	0.125	13/16	13/16	4/4	1	1	1/32		1/32	1		0	72	C5	5	440
28	28	891/8	891/8	0.125	27/32	27/32	4/4	1	1	1/32		1/32	1		-4	80	Ab5	5	441
28	28	223/2	223/2	0.125	7/8	7/8	4/4	1	1	1/32		1/32	1		-4	68	Ab4	4	442
28	28	223/2	223/2	0.125	7/8	7/8	4/4	1	1	1/32		1/32	1		0	72	C5	5	442
28	28	893/8	893/8	0.125	29/32	29/32	4/4	1	1	1/32		1/32	1		-4	80	Ab5	5	443
28	28	447/4	447/4	0.125	15/16	15/16	4/4	1	1	1/32		1/32	1		-4	68	Ab4	4	444
28	28	447/4	447/4	0.125	15/16	15/16	4/4	1	1	1/32		1/32	1		0	72	C5	5	444
28	28	895/8	895/8	0.125	31/32	31/32	4/4	1	1	1/32		1/32	1		-4	80	Ab5	5	445
29	29	112	112	2.0	0	0	4/4	2	1	1/2		1/2	1		0	48	C3	3	480
29	29	112	112	2.0	0	0	4/4	2	1	1/2		1/2	1		0	60	C4	4	480
29	29	112	112	0.125	0	0	4/4	1	1	1/32		1/32	1		8	68	G#4	4	448
29	29	112	112	0.125	0	0	4/4	1	1	1/32		1/32	1		9	75	D#5	5	448
29	29	897/8	897/8	0.125	1/32	1/32	4/4	1	1	1/32		1/32	1		8	80	G#5	5	449
29	29	449/4	449/4	0.125	1/16	1/16	4/4	1	1	1/32		1/32	1		8	68	G#4	4	450
29	29	449/4	449/4	0.125	1/16	1/16	4/4	1	1	1/32		1/32	1		9	75	D#5	5	450
29	29	899/8	899/8	0.125	3/32	3/32	4/4	1	1	1/32		1/32	1		8	80	G#5	5	451
29	29	225/2	225/2	0.125	1/8	1/8	4/4	1	1	1/32		1/32	1		8	68	G#4	4	452
29	29	225/2	225/2	0.125	1/8	1/8	4/4	1	1	1/32		1/32	1		9	75	D#5	5	452
29	29	901/8	901/8	0.125	5/32	5/32	4/4	1	1	1/32		1/32	1		8	80	G#5	5	453
29	29	451/4	451/4	0.125	3/16	3/16	4/4	1	1	1/32		1/32	1		8	68	G#4	4	454
29	29	451/4	451/4	0.125	3/16	3/16	4/4	1	1	1/32		1/32	1		9	75	D#5	5	454
29	29	903/8	903/8	0.125	7/32	7/32	4/4	1	1	1/32		1/32	1		8	80	G#5	5	455
29	29	113	113	0.125	1/4	1/4	4/4	1	1	1/32		1/32	1		3	69	A4	4	456
29	29	113	113	0.125	1/4	1/4	4/4	1	1	1/32		1/32	1		9	75	D#5	5	456
29	29	113	113	0.125	1/4	1/4	4/4	1	1	1/32		1/32	1		6	78	F#5	5	456
29	29	905/8	905/8	0.125	9/32	9/32	4/4	1	1	1/32		1/32	1		3	81	A5	5	457
29	29	453/4	453/4	0.125	5/16	5/16	4/4	1	1	1/32		1/32	1		3	69	A4	4	458
29	29	453/4	453/4	0.125	5/16	5/16	4/4	1	1	1/32		1/32	1		9	75	D#5	5	458
29	29	453/4	453/4	0.125	5/16	5/16	4/4	1	1	1/32		1/32	1		6	78	F#5	5	458
29	29	907/8	907/8	0.125	11/32	11/32	4/4	1	1	1/32		1/32	1		3	81	A5	5	459
29	29	227/2	227/2	0.125	3/8	3/8	4/4	1	1	1/32		1/32	1		3	69	A4	4	460
29	29	227/2	227/2	0.125	3/8	3/8	4/4	1	1	1/32		1/32	1		9	75	D#5	5	460
29	29	227/2	227/2	0.125	3/8	3/8	4/4	1	1	1/32		1/32	1		6	78	F#5	5	460
29	29	909/8	909/8	0.125	13/32	13/32	4/4	1	1	1/32		1/32	1		3	81	A5	5	461
29	29	455/4	455/4	0.125	7/16	7/16	4/4	1	1	1/32		1/32	1		3	69	A4	4	462
29	29	455/4	455/4	0.125	7/16	7/16	4/4	1	1	1/32		1/32	1		9	75	D#5	5	462
29	29	455/4	455/4	0.125	7/16	7/16	4/4	1	1	1/32		1/32	1		6	78	F#5	5	462
29	29	911/8	911/8	0.125	15/32	15/32	4/4	1	1	1/32		1/32	1		3	81	A5	5	463
29	29	114	114	1.75	1/2	1/2	4/4	2	1	7/16		1/4	7/4		8	44	G#2	2	481
29	29	114	114	1.75	1/2	1/2	4/4	2	1	7/16		1/4	7/4		8	56	G#3	3	481
29	29	114	114	0.125	1/2	1/2	4/4	1	1	1/32		1/32	1		5	71	B4	4	464
29	29	114	114	0.125	1/2	1/2	4/4	1	1	1/32		1/32	1		9	75	D#5	5	464
29	29	114	114	0.125	1/2	1/2	4/4	1	1	1/32		1/32	1		6	78	F#5	5	464
29	29	913/8	913/8	0.125	17/32	17/32	4/4	1	1	1/32		1/32	1		5	83	B5	5	465
29	29	457/4	457/4	0.125	9/16	9/16	4/4	1	1	1/32		1/32	1		5	71	B4	4	466
29	29	457/4	457/4	0.125	9/16	9/16	4/4	1	1	1/32		1/32	1		9	75	D#5	5	466
29	29	457/4	457/4	0.125	9/16	9/16	4/4	1	1	1/32		1/32	1		6	78	F#5	5	466
29	29	915/8	915/8	0.125	19/32	19/32	4/4	1	1	1/32		1/32	1		5	83	B5	5	467
29	29	229/2	229/2	0.125	5/8	5/8	4/4	1	1	1/32		1/32	1		5	71	B4	4	468
29	29	229/2	229/2	0.125	5/8	5/8	4/4	1	1	1/32		1/32	1		9	75	D#5	5	468
29	29	229/2	229/2	0.125	5/8	5/8	4/4	1	1	1/32		1/32	1		6	78	F#5	5	468
29	29	917/8	917/8	0.125	21/32	21/32	4/4	1	1	1/32		1/32	1		5	83	B5	5	469
29	29	459/4	459/4	0.125	11/16	11/16	4/4	1	1	1/32		1/32	1		5	71	B4	4	470
29	29	459/4	459/4	0.125	11/16	11/16	4/4	1	1	1/32		1/32	1		9	75	D#5	5	470
29	29	459/4	459/4	0.125	11/16	11/16	4/4	1	1	1/32		1/32	1		6	78	F#5	5	470
29	29	919/8	919/8	0.125	23/32	23/32	4/4	1	1	1/32		1/32	1		5	83	B5	5	471
29	29	115	115	0.125	3/4	3/4	4/4	1	1	1/32		1/32	1		0	72	C5	5	472
29	29	115	115	0.125	3/4	3/4	4/4	1	1	1/32		1/32	1		9	75	D#5	5	472
29	29	115	115	0.125	3/4	3/4	4/4	1	1	1/32		1/32	1		6	78	F#5	5	472
29	29	921/8	921/8	0.125	25/32	25/32	4/4	1	1	1/32		1/32	1		0	84	C6	6	473
29	29	461/4	461/4	0.125	13/16	13/16	4/4	1	1	1/32		1/32	1		0	72	C5	5	474
29	29	461/4	461/4	0.125	13/16	13/16	4/4	1	1	1/32		1/32	1		9	75	D#5	5	474
29	29	461/4	461/4	0.125	13/16	13/16	4/4	1	1	1/32		1/32	1		6	78	F#5	5	474
29	29	923/8	923/8	0.125	27/32	27/32	4/4	1	1	1/32		1/32	1		0	84	C6	6	475
29	29	231/2	231/2	0.125	7/8	7/8	4/4	1	1	1/32		1/32	1		0	72	C5	5	476
29	29	231/2	231/2	0.125	7/8	7/8	4/4	1	1	1/32		1/32	1		9	75	D#5	5	476
29	29	231/2	231/2	0.125	7/8	7/8	4/4	1	1	1/32		1/32	1		6	78	F#5	5	476
29	29	925/8	925/8	0.125	29/32	29/32	4/4	1	1	1/32		1/32	1		0	84	C6	6	477
29	29	463/4	463/4	0.25	15/16	15/16	4/4	2	1	1/16		1/16	1		3	45	A2	2	482
29	29	463/4	463/4	0.25	15/16	15/16	4/4	2	1	1/16		1/16	1		3	57	A3	3	482
29	29	463/4	463/4	0.125	15/16	15/16	4/4	1	1	1/32		1/32	1		0	72	C5	5	478
29	29	463/4	463/4	0.125	15/16	15/16	4/4	1	1	1/32		1/32	1		9	75	D#5	5	478
29	29	463/4	463/4	0.125	15/16	15/16	4/4	1	1	1/32		1/32	1		6	78	F#5	5	478
29	29	927/8	927/8	0.125	31/32	31/32	4/4	1	1	1/32		1/32	1		0	84	C6	6	479
30	30	116	116	2.0	0	0	4/4	2	1	1/2		1/2	1		5	47	B2	2	515
30	30	116	116	2.0	0	0	4/4	2	1	1/2		1/2	1		5	59	B3	3	515
30	30	116	116	0.125	0	0	4/4	1	1	1/32		1/32	1		4	76	E5	5	483
30	30	116	116	0.125	0	0	4/4	1	1	1/32		1/32	1		8	80	G#5	5	483
30	30	929/8	929/8	0.125	1/32	1/32	4/4	1	1	1/32		1/32	1		4	88	E6	6	484
30	30	465/4	465/4	0.125	1/16	1/16	4/4	1	1	1/32		1/32	1		4	76	E5	5	485
30	30	465/4	465/4	0.125	1/16	1/16	4/4	1	1	1/32		1/32	1		8	80	G#5	5	485
30	30	931/8	931/8	0.125	3/32	3/32	4/4	1	1	1/32		1/32	1		4	88	E6	6	486
30	30	233/2	233/2	0.125	1/8	1/8	4/4	1	1	1/32		1/32	1		4	76	E5	5	487
30	30	233/2	233/2	0.125	1/8	1/8	4/4	1	1	1/32		1/32	1		8	80	G#5	5	487
30	30	933/8	933/8	0.125	5/32	5/32	4/4	1	1	1/32		1/32	1		4	88	E6	6	488
30	30	467/4	467/4	0.125	3/16	3/16	4/4	1	1	1/32		1/32	1		4	76	E5	5	489
30	30	467/4	467/4	0.125	3/16	3/16	4/4	1	1	1/32		1/32	1		8	80	G#5	5	489
30	30	935/8	935/8	0.125	7/32	7/32	4/4	1	1	1/32		1/32	1		4	88	E6	6	490
30	30	117	117	0.125	1/4	1/4	4/4	1	1	1/32		1/32	1		4	76	E5	5	491
30	30	117	117	0.125	1/4	1/4	4/4	1	1	1/32		1/32	1		8	80	G#5	5	491
30	30	937/8	937/8	0.125	9/32	9/32	4/4	1	1	1/32		1/32	1		4	88	E6	6	492
30	30	469/4	469/4	0.125	5/16	5/16	4/4	1	1	1/32		1/32	1		4	76	E5	5	493
30	30	469/4	469/4	0.125	5/16	5/16	4/4	1	1	1/32		1/32	1		8	80	G#5	5	493
30	30	939/8	939/8	0.125	11/32	11/32	4/4	1	1	1/32		1/32	1		4	88	E6	6	494
30	30	235/2	235/2	0.125	3/8	3/8	4/4	1	1	1/32		1/32	1		4	76	E5	5	495
30	30	235/2	235/2	0.125	3/8	3/8	4/4	1	1	1/32		1/32	1		8	80	G#5	5	495
30	30	941/8	941/8	0.125	13/32	13/32	4/4	1	1	1/32		1/32	1		4	88	E6	6	496
30	30	471/4	471/4	0.125	7/16	7/16	4/4	1	1	1/32		1/32	1		4	76	E5	5	497
30	30	471/4	471/4	0.125	7/16	7/16	4/4	1	1	1/32		1/32	1		8	80	G#5	5	497
30	30	943/8	943/8	0.125	15/32	15/32	4/4	1	1	1/32		1/32	1		4	88	E6	6	498
30	30	118	118	0.5	1/2	1/2	4/4	2	1	1/8		1/8	1		4	40	E2	2	516
30	30	118	118	0.5	1/2	1/2	4/4	2	1	1/8		1/8	1		4	52	E3	3	516
30	30	118	118	0.125	1/2	1/2	4/4	1	1	1/32		1/32	1		4	76	E5	5	499
30	30	118	118	0.125	1/2	1/2	4/4	1	1	1/32		1/32	1		8	80	G#5	5	499
30	30	945/8	945/8	0.125	17/32	17/32	4/4	1	1	1/32		1/32	1		4	88	E6	6	500
30	30	473/4	473/4	0.125	9/16	9/16	4/4	1	1	1/32		1/32	1		4	76	E5	5	501
30	30	473/4	473/4	0.125	9/16	9/16	4/4	1	1	1/32		1/32	1		8	80	G#5	5	501
30	30	947/8	947/8	0.125	19/32	19/32	4/4	1	1	1/32		1/32	1		4	88	E6	6	502
30	30	237/2	237/2	0.125	5/8	5/8	4/4	1	1	1/32		1/32	1		4	76	E5	5	503
30	30	237/2	237/2	0.125	5/8	5/8	4/4	1	1	1/32		1/32	1		8	80	G#5	5	503
30	30	949/8	949/8	0.125	21/32	21/32	4/4	1	1	1/32		1/32	1		4	88	E6	6	504
30	30	475/4	475/4	0.125	11/16	11/16	4/4	1	1	1/32		1/32	1		4	76	E5	5	505
30	30	475/4	475/4	0.125	11/16	11/16	4/4	1	1	1/32		1/32	1		8	80	G#5	5	505
30	30	951/8	951/8	0.125	23/32	23/32	4/4	2	1	1/32		1/32	1		4	64	E4	4	517
30	30	951/8	951/8	0.125	23/32	23/32	4/4	1	1	1/32		1/32	1		4	88	E6	6	506
30	30	119	119	0.875	3/4	3/4	4/4	2	1	7/32		1/8	7/4		4	64	E4	4	518
30	30	119	119	0.125	3/4	3/4	4/4	1	1	1/32		1/32	1		4	76	E5	5	507
30	30	119	119	0.125	3/4	3/4	4/4	1	1	1/32		1/32	1		8	80	G#5	5	507
30	30	953/8	953/8	0.125	25/32	25/32	4/4	1	1	1/32		1/32	1		4	88	E6	6	508
30	30	477/4	477/4	0.125	13/16	13/16	4/4	1	1	1/32		1/32	1		4	76	E5	5	509
30	30	477/4	477/4	0.125	13/16	13/16	4/4	1	1	1/32		1/32	1		8	80	G#5	5	509
30	30	955/8	955/8	0.125	27/32	27/32	4/4	1	1	1/32		1/32	1		4	88	E6	6	510
30	30	239/2	239/2	0.125	7/8	7/8	4/4	1	1	1/32		1/32	1		4	76	E5	5	511
30	30	239/2	239/2	0.125	7/8	7/8	4/4	1	1	1/32		1/32	1		8	80	G#5	5	511
30	30	957/8	957/8	0.125	29/32	29/32	4/4	1	1	1/32		1/32	1		4	88	E6	6	512
30	30	479/4	479/4	0.125	15/16	15/16	4/4	1	1	1/32		1/32	1		4	76	E5	5	513
30	30	479/4	479/4	0.125	15/16	15/16	4/4	1	1	1/32		1/32	1		8	80	G#5	5	513
30	30	959/8	959/8	0.125	31/32	31/32	4/4	2	1	1/32		1/32	1		5	71	B4	4	519
30	30	959/8	959/8	0.125	31/32	31/32	4/4	1	1	1/32		1/32	1		4	88	E6	6	514
31	31	120	120	2.0	0	0	4/4	2	1	1/2		1/2	1		5	71	B4	4	552
31	31	120	120	0.125	0	0	4/4	1	1	1/32		1/32	1		4	76	E5	5	520
31	31	120	120	0.125	0	0	4/4	1	1	1/32		1/32	1		8	80	G#5	5	520
31	31	961/8	961/8	0.125	1/32	1/32	4/4	1	1	1/32		1/32	1		4	88	E6	6	521
31	31	481/4	481/4	0.125	1/16	1/16	4/4	1	1	1/32		1/32	1		4	76	E5	5	522
31	31	481/4	481/4	0.125	1/16	1/16	4/4	1	1	1/32		1/32	1		8	80	G#5	5	522
31	31	963/8	963/8	0.125	3/32	3/32	4/4	1	1	1/32		1/32	1		4	88	E6	6	523
31	31	241/2	241/2	0.125	1/8	1/8	4/4	1	1	1/32		1/32	1		4	76	E5	5	524
31	31	241/2	241/2	0.125	1/8	1/8	4/4	1	1	1/32		1/32	1		8	80	G#5	5	524
31	31	965/8	965/8	0.125	5/32	5/32	4/4	1	1	1/32		1/32	1		4	88	E6	6	525
31	31	483/4	483/4	0.125	3/16	3/16	4/4	1	1	1/32		1/32	1		4	76	E5	5	526
31	31	483/4	483/4	0.125	3/16	3/16	4/4	1	1	1/32		1/32	1		8	80	G#5	5	526
31	31	967/8	967/8	0.125	7/32	7/32	4/4	1	1	1/32		1/32	1		4	88	E6	6	527
31	31	121	121	0.125	1/4	1/4	4/4	1	1	1/32		1/32	1		4	76	E5	5	528
31	31	121	121	0.125	1/4	1/4	4/4	1	1	1/32		1/32	1		8	80	G#5	5	528
31	31	969/8	969/8	0.125	9/32	9/32	4/4	1	1	1/32		1/32	1		4	88	E6	6	529
31	31	485/4	485/4	0.125	5/16	5/16	4/4	1	1	1/32		1/32	1		4	76	E5	5	530
31	31	485/4	485/4	0.125	5/16	5/16	4/4	1	1	1/32		1/32	1		8	80	G#5	5	530
31	31	971/8	971/8	0.125	11/32	11/32	4/4	1	1	1/32		1/32	1		4	88	E6	6	531
31	31	243/2	243/2	0.125	3/8	3/8	4/4	1	1	1/32		1/32	1		4	76	E5	5	532
31	31	243/2	243/2	0.125	3/8	3/8	4/4	1	1	1/32		1/32	1		8	80	G#5	5	532
31	31	973/8	973/8	0.125	13/32	13/32	4/4	1	1	1/32		1/32	1		4	88	E6	6	533
31	31	487/4	487/4	0.125	7/16	7/16	4/4	1	1	1/32		1/32	1		4	76	E5	5	534
31	31	487/4	487/4	0.125	7/16	7/16	4/4	1	1	1/32		1/32	1		8	80	G#5	5	534
31	31	975/8	975/8	0.125	15/32	15/32	4/4	1	1	1/32		1/32	1		4	88	E6	6	535
31	31	122	122	0.125	1/2	1/2	4/4	1	1	1/32		1/32	1		4	76	E5	5	536
31	31	122	122	0.125	1/2	1/2	4/4	1	1	1/32		1/32	1		8	80	G#5	5	536
31	31	977/8	977/8	0.125	17/32	17/32	4/4	1	1	1/32		1/32	1		4	88	E6	6	537
31	31	489/4	489/4	0.125	9/16	9/16	4/4	1	1	1/32		1/32	1		4	76	E5	5	538
31	31	489/4	489/4	0.125	9/16	9/16	4/4	1	1	1/32		1/32	1		8	80	G#5	5	538
31	31	979/8	979/8	0.125	19/32	19/32	4/4	1	1	1/32		1/32	1		4	88	E6	6	539
31	31	245/2	245/2	0.125	5/8	5/8	4/4	1	1	1/32		1/32	1		4	76	E5	5	540
31	31	245/2	245/2	0.125	5/8	5/8	4/4	1	1	1/32		1/32	1		8	80	G#5	5	540
31	31	981/8	981/8	0.125	21/32	21/32	4/4	1	1	1/32		1/32	1		4	88	E6	6	541
31	31	491/4	491/4	0.125	11/16	11/16	4/4	1	1	1/32		1/32	1		4	76	E5	5	542
31	31	491/4	491/4	0.125	11/16	11/16	4/4	1	1	1/32		1/32	1		8	80	G#5	5	542
31	31	983/8	983/8	0.125	23/32	23/32	4/4	2	1	1/32		1/32	1		4	52	E3	3	553
31	31	983/8	983/8	0.125	23/32	23/32	4/4	1	1	1/32		1/32	1		4	88	E6	6	543
31	31	123	123	0.875	3/4	3/4	4/4	2	1	7/32		1/8	7/4		4	52	E3	3	554
31	31	123	123	0.125	3/4	3/4	4/4	1	1	1/32		1/32	1		4	76	E5	5	544
31	31	123	123	0.125	3/4	3/4	4/4	1	1	1/32		1/32	1		8	80	G#5	5	544
31	31	985/8	985/8	0.125	25/32	25/32	4/4	1	1	1/32		1/32	1		4	88	E6	6	545
31	31	493/4	493/4	0.125	13/16	13/16	4/4	1	1	1/32		1/32	1		4	76	E5	5	546
31	31	493/4	493/4	0.125	13/16	13/16	4/4	1	1	1/32		1/32	1		8	80	G#5	5	546
31	31	987/8	987/8	0.125	27/32	27/32	4/4	1	1	1/32		1/32	1		4	88	E6	6	547
31	31	247/2	247/2	0.125	7/8	7/8	4/4	1	1	1/32		1/32	1		4	76	E5	5	548
31	31	247/2	247/2	0.125	7/8	7/8	4/4	1	1	1/32		1/32	1		8	80	G#5	5	548
31	31	989/8	989/8	0.125	29/32	29/32	4/4	1	1	1/32		1/32	1		4	88	E6	6	549
31	31	495/4	495/4	0.125	15/16	15/16	4/4	1	1	1/32		1/32	1		4	76	E5	5	550
31	31	495/4	495/4	0.125	15/16	15/16	4/4	1	1	1/32		1/32	1		8	80	G#5	5	550
31	31	991/8	991/8	0.125	31/32	31/32	4/4	2	1	1/32		1/32	1		5	59	B3	3	555
31	31	991/8	991/8	0.125	31/32	31/32	4/4	1	1	1/32		1/32	1		4	88	E6	6	551
32	32	124	124	1.0	0	0	4/4	2	1	1/4		1/4	1		5	59	B3	3	588
32	32	124	124	0.125	0	0	4/4	1	1	1/32		1/32	1		4	76	E5	5	556
32	32	124	124	0.125	0	0	4/4	1	1	1/32		1/32	1		8	80	G#5	5	556
32	32	993/8	993/8	0.125	1/32	1/32	4/4	1	1	1/32		1/32	1		4	88	E6	6	557
32	32	497/4	497/4	0.125	1/16	1/16	4/4	1	1	1/32		1/32	1		4	76	E5	5	558
32	32	497/4	497/4	0.125	1/16	1/16	4/4	1	1	1/32		1/32	1		8	80	G#5	5	558
32	32	995/8	995/8	0.125	3/32	3/32	4/4	1	1	1/32		1/32	1		4	88	E6	6	559
32	32	249/2	249/2	0.125	1/8	1/8	4/4	1	1	1/32		1/32	1		4	76	E5	5	560
32	32	249/2	249/2	0.125	1/8	1/8	4/4	1	1	1/32		1/32	1		8	80	G#5	5	560
32	32	997/8	997/8	0.125	5/32	5/32	4/4	1	1	1/32		1/32	1		4	88	E6	6	561
32	32	499/4	499/4	0.125	3/16	3/16	4/4	1	1	1/32		1/32	1		4	76	E5	5	562
32	32	499/4	499/4	0.125	3/16	3/16	4/4	1	1	1/32		1/32	1		8	80	G#5	5	562
32	32	999/8	999/8	0.125	7/32	7/32	4/4	1	1	1/32		1/32	1		4	88	E6	6	563
32	32	125	125	0.125	1/4	1/4	4/4	1	1	1/32		1/32	1		4	76	E5	5	564
32	32	125	125	0.125	1/4	1/4	4/4	1	1	1/32		1/32	1		8	80	G#5	5	564
32	32	1001/8	1001/8	0.125	9/32	9/32	4/4	1	1	1/32		1/32	1		4	88	E6	6	565
32	32	501/4	501/4	0.125	5/16	5/16	4/4	1	1	1/32		1/32	1		4	76	E5	5	566
32	32	501/4	501/4	0.125	5/16	5/16	4/4	1	1	1/32		1/32	1		8	80	G#5	5	566
32	32	1003/8	1003/8	0.125	11/32	11/32	4/4	1	1	1/32		1/32	1		4	88	E6	6	567
32	32	251/2	251/2	0.125	3/8	3/8	4/4	1	1	1/32		1/32	1		4	76	E5	5	568
32	32	251/2	251/2	0.125	3/8	3/8	4/4	1	1	1/32		1/32	1		8	80	G#5	5	568
32	32	1005/8	1005/8	0.125	13/32	13/32	4/4	1	1	1/32		1/32	1		4	88	E6	6	569
32	32	503/4	503/4	0.125	7/16	7/16	4/4	1	1	1/32		1/32	1		4	76	E5	5	570
32	32	503/4	503/4	0.125	7/16	7/16	4/4	1	1	1/32		1/32	1		8	80	G#5	5	570
32	32	1007/8	1007/8	0.125	15/32	15/32	4/4	2	1	1/32		1/32	1		4	40	E2	2	589
32	32	1007/8	1007/8	0.125	15/32	15/32	4/4	1	1	1/32		1/32	1		4	88	E6	6	571
32	32	126	126	0.5	1/2	1/2	4/4	2	1	1/8		1/8	1		4	40	E2	2	590
32	32	126	126	0.125	1/2	1/2	4/4	1	1	1/32		1/32	1		4	76	E5	5	572
32	32	126	126	0.125	1/2	1/2	4/4	1	1	1/32		1/32	1		8	80	G#5	5	572
32	32	1009/8	1009/8	0.125	17/32	17/32	4/4	1	1	1/32		1/32	1		4	88	E6	6	573
32	32	505/4	505/4	0.125	9/16	9/16	4/4	1	1	1/32		1/32	1		4	76	E5	5	574
32	32	505/4	505/4	0.125	9/16	9/16	4/4	1	1	1/32		1/32	1		8	80	G#5	5	574
32	32	1011/8	1011/8	0.125	19/32	19/32	4/4	1	1	1/32		1/32	1		4	88	E6	6	575
32	32	253/2	253/2	0.125	5/8	5/8	4/4	1	1	1/32		1/32	1		4	76	E5	5	576
32	32	253/2	253/2	0.125	5/8	5/8	4/4	1	1	1/32		1/32	1		8	80	G#5	5	576
32	32	1013/8	1013/8	0.125	21/32	21/32	4/4	1	1	1/32		1/32	1		4	88	E6	6	577
32	32	507/4	507/4	0.125	11/16	11/16	4/4	1	1	1/32		1/32	1		4	76	E5	5	578
32	32	507/4	507/4	0.125	11/16	11/16	4/4	1	1	1/32		1/32	1		8	80	G#5	5	578
32	32	1015/8	1015/8	0.125	23/32	23/32	4/4	1	1	1/32		1/32	1		4	88	E6	6	579
32	32	127	127	0.5	3/4	3/4	4/4	2	1	1/8		1/8	1		5	47	B2	2	591
32	32	127	127	0.125	3/4	3/4	4/4	1	1	1/32		1/32	1		4	76	E5	5	580
32	32	127	127	0.125	3/4	3/4	4/4	1	1	1/32		1/32	1		8	80	G#5	5	580
32	32	1017/8	1017/8	0.125	25/32	25/32	4/4	1	1	1/32		1/32	1		4	88	E6	6	581
32	32	509/4	509/4	0.125	13/16	13/16	4/4	1	1	1/32		1/32	1		4	76	E5	5	582
32	32	509/4	509/4	0.125	13/16	13/16	4/4	1	1	1/32		1/32	1		8	80	G#5	5	582
32	32	1019/8	1019/8	0.125	27/32	27/32	4/4	1	1	1/32		1/32	1		4	88	E6	6	583
32	32	255/2	255/2	0.125	7/8	7/8	4/4	1	1	1/32		1/32	1		4	76	E5	5	584
32	32	255/2	255/2	0.125	7/8	7/8	4/4	1	1	1/32		1/32	1		8	80	G#5	5	584
32	32	1021/8	1021/8	0.125	29/32	29/32	4/4	1	1	1/32		1/32	1		4	88	E6	6	585
32	32	511/4	511/4	0.125	15/16	15/16	4/4	1	1	1/32		1/32	1		4	76	E5	5	586
32	32	511/4	511/4	0.125	15/16	15/16	4/4	1	1	1/32		1/32	1		8	80	G#5	5	586
32	32	1023/8	1023/8	0.125	31/32	31/32	4/4	1	1	1/32		1/32	1		4	88	E6	6	587
33	33	128	128	0.5	0	0	4/4	2	1	1/8		1/8	1		8	32	G#1	1	624
33	33	128	128	0.125	0	0	4/4	1	1	1/32		1/32	1		11	77	E#5	5	592
33	33	128	128	0.125	0	0	4/4	1	1	1/32		1/32	1		7	85	C#6	6	592
33	33	1025/8	1025/8	0.125	1/32	1/32	4/4	1	1	1/32		1/32	1		11	89	E#6	6	593
33	33	513/4	513/4	0.125	1/16	1/16	4/4	1	1	1/32		1/32	1		11	77	E#5	5	594
33	33	513/4	513/4	0.125	1/16	1/16	4/4	1	1	1/32		1/32	1		7	85	C#6	6	594
33	33	1027/8	1027/8	0.125	3/32	3/32	4/4	1	1	1/32		1/32	1		11	89	E#6	6	595
33	33	257/2	257/2	0.125	1/8	1/8	4/4	1	1	1/32		1/32	1		11	77	E#5	5	596
