mc	mn	quarterbeats	duration_qb	mc_onset	mn_onset	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	tied	tpc	midi	name	octave	chord_id
1	1	0	1.0	0	0	3/8	2	2	1/4		1/4	1		-4	44	Ab2	2	7
1	1	0	1.0	0	0	3/8	2	2	1/4		1/4	1		-3	51	Eb3	3	7
1	1	0	0.16666666666666666	0	0	3/8	2	1	1/24		1/16	2/3		0	60	C4	4	0
1	1	1/6	0.16666666666666666	1/24	1/24	3/8	2	1	1/24		1/16	2/3		-2	58	Bb3	3	1
1	1	1/3	0.16666666666666666	1/12	1/12	3/8	2	1	1/24		1/16	2/3		-4	56	Ab3	3	2
1	1	1/2	0.25	1/8	1/8	3/8	2	1	1/16		1/16	1		-3	51	Eb3	3	3
1	1	3/4	0.25	3/16	3/16	3/8	2	1	1/16		1/16	1		-4	44	Ab2	2	4
1	1	1	0.25	1/4	1/4	3/8	2	1	1/16		1/16	1		-3	51	Eb3	3	5
1	1	5/4	0.25	5/16	5/16	3/8	2	1	1/16		1/16	1		-4	56	Ab3	3	6
2	2	3/2	0.16666666666666666	0	0	3/8	2	1	1/24		1/16	2/3		0	60	C4	4	8
2	2	5/3	0.16666666666666666	1/24	1/24	3/8	2	1	1/24		1/16	2/3		-2	58	Bb3	3	9
2	2	11/6	0.16666666666666666	1/12	1/12	3/8	2	1	1/24		1/16	2/3		-4	56	Ab3	3	10
2	2	2	0.25	1/8	1/8	3/8	2	1	1/16		1/16	1		-3	51	Eb3	3	11
2	2	9/4	0.25	3/16	3/16	3/8	2	1	1/16		1/16	1		-4	44	Ab2	2	12
2	2	5/2	0.25	1/4	1/4	3/8	2	1	1/16		1/16	1		-3	51	Eb3	3	13
2	2	11/4	0.25	5/16	5/16	3/8	2	1	1/16		1/16	1		-4	56	Ab3	3	14
3	3	3	1.0	0	0	3/8	2	2	1/4		1/4	1		-4	44	Ab2	2	22
3	3	3	1.0	0	0	3/8	2	2	1/4		1/4	1		-3	51	Eb3	3	22
3	3	3	0.16666666666666666	0	0	3/8	2	1	1/24		1/16	2/3		0	60	C4	4	15
3	3	19/6	0.16666666666666666	1/24	1/24	3/8	2	1	1/24		1/16	2/3		-2	58	Bb3	3	16
3	3	10/3	0.16666666666666666	1/12	1/12	3/8	2	1	1/24		1/16	2/3		-4	56	Ab3	3	17
3	3	7/2	0.25	1/8	1/8	3/8	2	1	1/16		1/16	1		-3	51	Eb3	3	18
3	3	15/4	0.25	3/16	3/16	3/8	2	1	1/16		1/16	1		-4	44	Ab2	2	19
3	3	4	0.25	1/4	1/4	3/8	2	1	1/16		1/16	1		-3	51	Eb3	3	20
3	3	17/4	0.25	5/16	5/16	3/8	2	1	1/16		1/16	1		-4	56	Ab3	3	21
4	4	9/2	0.16666666666666666	0	0	3/8	2	1	1/24		1/16	2/3		0	60	C4	4	24
4	4	14/3	0.16666666666666666	1/24	1/24	3/8	2	1	1/24		1/16	2/3		-2	58	Bb3	3	25
4	4	29/6	0.16666666666666666	1/12	1/12	3/8	2	1	1/24		1/16	2/3		-4	56	Ab3	3	26
4	4	5	0.25	1/8	1/8	3/8	2	1	1/16		1/16	1		-3	51	Eb3	3	27
4	4	21/4	0.25	3/16	3/16	3/8	2	1	1/16		1/16	1		-4	44	Ab2	2	28
4	4	11/2	0.25	1/4	1/4	3/8	2	1	1/16		1/16	1		-3	51	Eb3	3	29
4	4	11/2	0.5	1/4	1/4	3/8	1	1	1/8		1/8	1		-3	63	Eb4	4	23
4	4	23/4	0.25	5/16	5/16	3/8	2	1	1/16		1/16	1		-4	56	Ab3	3	30
5	5	6	0.16666666666666666	0	0	3/8	2	1	1/24		1/16	2/3		-5	61	Db4	4	34
5	5	6	0.5	0	0	3/8	1	1	1/8		1/8	1		-3	63	Eb4	4	31
5	5	37/6	0.16666666666666666	1/24	1/24	3/8	2	1	1/24		1/16	2/3		0	60	C4	4	35
5	5	19/3	0.16666666666666666	1/12	1/12	3/8	2	1	1/24		1/16	2/3		-2	58	Bb3	3	36
5	5	13/2	0.25	1/8	1/8	3/8	2	1	1/16		1/16	1		-3	51	Eb3	3	37
5	5	13/2	0.5	1/8	1/8	3/8	1	1	1/8		1/8	1		-3	63	Eb4	4	32
5	5	27/4	0.25	3/16	3/16	3/8	2	1	1/16		1/16	1		-4	44	Ab2	2	38
5	5	7	0.25	1/4	1/4	3/8	2	1	1/16		1/16	1		-3	51	Eb3	3	39
5	5	7	0.5	1/4	1/4	3/8	1	1	1/8		1/8	1		-2	70	Bb4	4	33
5	5	29/4	0.25	5/16	5/16	3/8	2	1	1/16		1/16	1		-2	58	Bb3	3	40
6	6	15/2	0.16666666666666666	0	0	3/8	2	1	1/24		1/16	2/3		-5	61	Db4	4	43
6	6	15/2	1.0	0	0	3/8	1	1	1/4		1/4	1		-3	75	Eb5	5	41
6	6	23/3	0.16666666666666666	1/24	1/24	3/8	2	1	1/24		1/16	2/3		0	60	C4	4	44
6	6	47/6	0.16666666666666666	1/12	1/12	3/8	2	1	1/24		1/16	2/3		-2	58	Bb3	3	45
6	6	8	0.25	1/8	1/8	3/8	2	1	1/16		1/16	1		-3	51	Eb3	3	46
6	6	33/4	0.25	3/16	3/16	3/8	2	1	1/16		1/16	1		-4	44	Ab2	2	47
6	6	17/2	0.25	1/4	1/4	3/8	2	1	1/16		1/16	1		-3	51	Eb3	3	48
6	6	17/2	0.5	1/4	1/4	3/8	1	1	1/8		1/8	1		-1	77	F5	5	42
6	6	35/4	0.25	5/16	5/16	3/8	2	1	1/16		1/16	1		-2	58	Bb3	3	49
7	7	9	0.16666666666666666	0	0	3/8	2	1	1/24		1/16	2/3		0	60	C4	4	52
7	7	9	1.0	0	0	3/8	1	1	1/4		1/4	1		-3	75	Eb5	5	50
7	7	55/6	0.16666666666666666	1/24	1/24	3/8	2	1	1/24		1/16	2/3		-2	58	Bb3	3	53
7	7	28/3	0.16666666666666666	1/12	1/12	3/8	2	1	1/24		1/16	2/3		-4	56	Ab3	3	54
7	7	19/2	0.25	1/8	1/8	3/8	2	1	1/16		1/16	1		-3	51	Eb3	3	55
7	7	39/4	0.25	3/16	3/16	3/8	2	1	1/16		1/16	1		-4	44	Ab2	2	56
7	7	10	0.25	1/4	1/4	3/8	2	1	1/16		1/16	1		-3	51	Eb3	3	57
7	7	10	0.5	1/4	1/4	3/8	1	1	1/8		1/8	1		-4	80	Ab5	5	51
7	7	41/4	0.25	5/16	5/16	3/8	2	1	1/16		1/16	1		-4	56	Ab3	3	58
8	8	21/2	0.16666666666666666	0	0	3/8	2	1	1/24		1/16	2/3		0	60	C4	4	61
8	8	21/2	1.0	0	0	3/8	1	1	1/4		1/4	1		0	72	C5	5	59
8	8	32/3	0.16666666666666666	1/24	1/24	3/8	2	1	1/24		1/16	2/3		-2	58	Bb3	3	62
8	8	65/6	0.16666666666666666	1/12	1/12	3/8	2	1	1/24		1/16	2/3		-4	56	Ab3	3	63
8	8	11	0.25	1/8	1/8	3/8	2	1	1/16		1/16	1		-3	51	Eb3	3	64
8	8	45/4	0.25	3/16	3/16	3/8	2	1	1/16		1/16	1		-4	44	Ab2	2	65
8	8	23/2	0.25	1/4	1/4	3/8	2	1	1/16		1/16	1		-3	51	Eb3	3	66
8	8	23/2	0.5	1/4	1/4	3/8	1	1	1/8		1/8	1		0	72	C5	5	60
8	8	47/4	0.25	5/16	5/16	3/8	2	1	1/16		1/16	1		-4	56	Ab3	3	67
9	9	12	0.16666666666666666	0	0	3/8	2	1	1/24		1/16	2/3		-5	61	Db4	4	71
9	9	12	0.5	0	0	3/8	1	1	1/8		1/8	1		0	72	C5	5	68
9	9	73/6	0.16666666666666666	1/24	1/24	3/8	2	1	1/24		1/16	2/3		0	60	C4	4	72
9	9	37/3	0.16666666666666666	1/12	1/12	3/8	2	1	1/24		1/16	2/3		-2	58	Bb3	3	73
9	9	25/2	0.25	1/8	1/8	3/8	2	1	1/16		1/16	1		-3	51	Eb3	3	74
9	9	25/2	0.5	1/8	1/8	3/8	1	1	1/8		1/8	1		-3	75	Eb5	5	69
9	9	51/4	0.25	3/16	3/16	3/8	2	1	1/16		1/16	1		-4	44	Ab2	2	75
9	9	13	0.25	1/4	1/4	3/8	2	1	1/16		1/16	1		-3	51	Eb3	3	76
9	9	13	0.5	1/4	1/4	3/8	1	1	1/8		1/8	1		-2	70	Bb4	4	70
9	9	53/4	0.25	5/16	5/16	3/8	2	1	1/16		1/16	1		-2	58	Bb3	3	77
10	10	27/2	0.16666666666666666	0	0	3/8	2	1	1/24		1/16	2/3		-5	61	Db4	4	80
10	10	27/2	1.0	0	0	3/8	1	1	1/4		1/4	1		-3	63	Eb4	4	78
10	10	41/3	0.16666666666666666	1/24	1/24	3/8	2	1	1/24		1/16	2/3		0	60	C4	4	81
10	10	83/6	0.16666666666666666	1/12	1/12	3/8	2	1	1/24		1/16	2/3		-2	58	Bb3	3	82
10	10	14	0.25	1/8	1/8	3/8	2	1	1/16		1/16	1		-3	51	Eb3	3	83
10	10	57/4	0.25	3/16	3/16	3/8	2	1	1/16		1/16	1		-4	44	Ab2	2	84
10	10	29/2	0.25	1/4	1/4	3/8	2	1	1/16		1/16	1		-3	51	Eb3	3	85
10	10	29/2	0.5	1/4	1/4	3/8	1	1	1/8		1/8	1		0	72	C5	5	79
10	10	59/4	0.25	5/16	5/16	3/8	2	1	1/16		1/16	1		-2	58	Bb3	3	86
11	11	15	0.16666666666666666	0	0	3/8	2	1	1/24		1/16	2/3		0	60	C4	4	90
11	11	15	0.5	0	0	3/8	1	1	1/8		1/8	1		-2	70	Bb4	4	87
11	11	91/6	0.16666666666666666	1/24	1/24	3/8	2	1	1/24		1/16	2/3		-2	58	Bb3	3	91
11	11	46/3	0.16666666666666666	1/12	1/12	3/8	2	1	1/24		1/16	2/3		-4	56	Ab3	3	92
11	11	31/2	0.25	1/8	1/8	3/8	2	1	1/16		1/16	1		-3	51	Eb3	3	93
11	11	31/2	0.5	1/8	1/8	3/8	1	1	1/8		1/8	1		-3	75	Eb5	5	88
11	11	63/4	0.25	3/16	3/16	3/8	2	1	1/16		1/16	1		-4	44	Ab2	2	94
11	11	16	0.25	1/4	1/4	3/8	2	1	1/16		1/16	1		-3	51	Eb3	3	95
