mc	mn	mc_onset	mn_onset	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	tied	tpc	midi	volta	chord_id
1	1	0	0	4/4	1	1	1/4		1/4	1		4	64		0
1	1	1/4	1/4	4/4	1	1	1/8		1/8	1		1	67		1
1	1	3/8	3/8	4/4	1	1	1/8		1/8	1		3	69		2
1	1	1/2	1/2	4/4	1	1	1/2		1/2	1		5	71		3
2	2	0	0	4/4	1	1	1/4		1/4	1		10	70		4
2	2	1/4	1/4	4/4	1	1	1/8		1/8	1		5	71		5
2	2	3/8	3/8	4/4	1	1	1/8		1/8	1		1	67		6
2	2	1/2	1/2	4/4	1	1	1/2		1/2	1		4	64		7
3	3	0	0	4/4	1	1	1/2		1/2	1		5	59		8
3	3	1/2	1/2	4/4	2	1	1/4		1/4	1		4	52		9
3	3	3/4	3/4	4/4	2	1	1/8		1/8	1		1	55		10
3	3	7/8	7/8	4/4	2	1	1/8		1/8	1		3	57		11
4	4	0	0	4/4	2	1	1/2		1/2	1		5	59		12
4	4	1/2	1/2	4/4	2	1	1/4		1/4	1		10	58		13
4	4	3/4	3/4	4/4	2	1	1/8		1/8	1		5	59		14
4	4	7/8	7/8	4/4	2	1	1/8		1/8	1		1	55		15
5	5	0	0	4/4	2	1	1/2		1/2	1		4	52		16
5	5	1/2	1/2	4/4	2	1	3/8		1/4	3/2		5	47		17
6	6	0	0	4/4	2	1	1/8		1/8	1		9	63		30
6	6	0	0	4/4	1	1	1/16		1/16	1		6	66		18
6	6	1/16	1/16	4/4	1	1	1/16		1/16	1		5	59		19
6	6	1/8	1/8	4/4	2	1	1/16		1/16	1		4	64		31
6	6	1/8	1/8	4/4	1	1	1/8		1/8	1		1	67		20
6	6	3/16	3/16	4/4	2	1	1/16		1/16	1		5	59		32
6	6	1/4	1/4	4/4	2	1	1/8		1/8	1		9	63		33
6	6	1/4	1/4	4/4	1	1	1/16		1/16	1		6	66		21
6	6	5/16	5/16	4/4	1	1	1/16		1/16	1		5	59		22
6	6	3/8	3/8	4/4	2	1	1/16		1/16	1		4	64		34
6	6	3/8	3/8	4/4	1	1	1/8		1/8	1		1	67		23
6	6	7/16	7/16	4/4	2	1	1/16		1/16	1		5	59		35
6	6	1/2	1/2	4/4	2	1	1/8		1/8	1		9	63		36
6	6	1/2	1/2	4/4	1	1	1/16		1/16	1		6	66		24
6	6	9/16	9/16	4/4	1	1	1/16		1/16	1		5	59		25
6	6	5/8	5/8	4/4	2	1	1/16		1/16	1		4	64		37
6	6	5/8	5/8	4/4	1	1	1/8		1/8	1		1	67		26
6	6	11/16	11/16	4/4	2	1	1/16		1/16	1		5	59		38
6	6	3/4	3/4	4/4	2	1	1/8		1/8	1		9	63		39
6	6	3/4	3/4	4/4	1	1	1/16		1/16	1		6	66		27
6	6	13/16	13/16	4/4	1	1	1/16		1/16	1		5	59		28
6	6	7/8	7/8	4/4	2	1	1/16		1/16	1		4	64		40
6	6	7/8	7/8	4/4	1	1	1/8		1/8	1		1	67		29
6	6	15/16	15/16	4/4	2	1	1/16		1/16	1		5	59		41
7	7	0	0	4/4	2	1	1/8		1/8	1		9	63		50
7	7	0	0	4/4	1	1	1/16		1/16	1		6	66		42
7	7	1/16	1/16	4/4	1	1	1/16		1/16	1		5	59		43
7	7	1/8	1/8	4/4	2	1	1/16		1/16	1		4	64		51
7	7	1/8	1/8	4/4	1	1	1/8		1/8	1		1	67		44
7	7	3/16	3/16	4/4	2	1	1/16		1/16	1		5	59		52
7	7	1/4	1/4	4/4	2	1	1/8		1/8	1		9	63		53
7	7	1/4	1/4	4/4	1	1	1/16		1/16	1		6	66		45
7	7	5/16	5/16	4/4	1	1	1/16		1/16	1		5	59		46
7	7	3/8	3/8	4/4	2	1	1/16		1/16	1		4	64		54
7	7	3/8	3/8	4/4	1	1	1/8		1/8	1		1	67		47
7	7	7/16	7/16	4/4	2	1	1/16		1/16	1		5	59		55
7	7	1/2	1/2	4/4	2	1	1/4		1/4	1		9	63		56
7	7	1/2	1/2	4/4	1	1	1/4		1/4	1		6	66		48
7	7	3/4	3/4	4/4	1	1	1/8		1/8	1		5	71		49
8	8	0	0	4/4	2	2	3/4		1/2	3/2		6	54		74
8	8	0	0	4/4	2	1	1/6		1/4	2/3		4	64		68
8	8	0	0	4/4	1	1	1/12		1/8	2/3		10	70		57
8	8	1/12	1/12	4/4	1	1	1/12		1/8	2/3		6	66		58
8	8	1/6	1/6	4/4	2	1	1/12		1/8	2/3		9	63		69
8	8	1/6	1/6	4/4	1	1	1/12		1/8	2/3		5	71		59
8	8	1/4	1/4	4/4	2	1	1/6		1/4	2/3		2	62		70
8	8	1/4	1/4	4/4	1	1	1/12		1/8	2/3		10	70		60
8	8	1/3	1/3	4/4	1	1	1/12		1/8	2/3		6	66		61
8	8	5/12	5/12	4/4	2	1	1/12		1/8	2/3		7	61		71
8	8	5/12	5/12	4/4	1	1	1/12		1/8	2/3		5	71		62
8	8	1/2	1/2	4/4	2	1	1/4		1/4	1		0	60		72
8	8	1/2	1/2	4/4	1	1	1/12		1/8	2/3		10	70		63
8	8	7/12	7/12	4/4	1	1	1/12		1/8	2/3		6	66		64
8	8	2/3	2/3	4/4	1	1	1/12		1/8	2/3		5	71		65
8	8	3/4	3/4	4/4	2	1	1/4		1/4	1		1	55		73
8	8	3/4	3/4	4/4	2	1	1/4		1/4	1		5	59		73
8	8	3/4	3/4	4/4	1	1	1/6		1/4	2/3		4	64		66
8	8	11/12	11/12	4/4	1	1	1/12		1/8	2/3		5	71		67
9	9	0	0	4/4	2	2	3/4		1/2	3/2		6	54		92
9	9	0	0	4/4	2	1	1/6		1/4	2/3		4	64		86
9	9	0	0	4/4	1	1	1/12		1/8	2/3		10	70		75
9	9	1/12	1/12	4/4	1	1	1/12		1/8	2/3		6	66		76
9	9	1/6	1/6	4/4	2	1	1/12		1/8	2/3		9	63		87
9	9	1/6	1/6	4/4	1	1	1/12		1/8	2/3		5	71		77
9	9	1/4	1/4	4/4	2	1	1/6		1/4	2/3		2	62		88
9	9	1/4	1/4	4/4	1	1	1/12		1/8	2/3		10	70		78
9	9	1/3	1/3	4/4	1	1	1/12		1/8	2/3		6	66		79
9	9	5/12	5/12	4/4	2	1	1/12		1/8	2/3		7	61		89
9	9	5/12	5/12	4/4	1	1	1/12		1/8	2/3		5	71		80
9	9	1/2	1/2	4/4	2	1	1/4		1/4	1		0	60		90
9	9	1/2	1/2	4/4	1	1	1/12		1/8	2/3		10	70		81
9	9	7/12	7/12	4/4	1	1	1/12		1/8	2/3		6	66		82
9	9	2/3	2/3	4/4	1	1	1/12		1/8	2/3		5	71		83
9	9	3/4	3/4	4/4	2	1	1/4		1/4	1		1	55		91
9	9	3/4	3/4	4/4	2	1	1/4		1/4	1		5	59		91
9	9	3/4	3/4	4/4	1	1	1/6		1/4	2/3		4	64		84
9	9	11/12	11/12	4/4	1	1	1/12		1/8	2/3		5	71		85
10	10	0	0	4/4	2	1	1/4		1/4	1		9	51		101
10	10	0	0	4/4	2	1	1/4		1/4	1		5	59		101
10	10	0	0	4/4	1	1	1/6		1/4	2/3		6	66		93
10	10	1/6	1/6	4/4	1	1	1/12		1/8	2/3		5	71		94
10	10	1/4	1/4	4/4	2	1	1/4		1/4	1		4	52		102
10	10	1/4	1/4	4/4	2	1	1/4		1/4	1		5	59		102
10	10	1/4	1/4	4/4	1	1	1/6		1/4	2/3		1	67		95
10	10	5/12	5/12	4/4	1	1	1/12		1/8	2/3		5	71		96
10	10	1/2	1/2	4/4	2	1	1/4		1/4	1		6	54		103
10	10	1/2	1/2	4/4	2	1	1/4		1/4	1		5	59		103
10	10	1/2	1/2	4/4	1	1	1/6		1/4	2/3		9	63		97
10	10	2/3	2/3	4/4	1	1	1/12		1/8	2/3		5	71		98
10	10	3/4	3/4	4/4	2	1	1/4		1/4	1		1	55		104
10	10	3/4	3/4	4/4	2	1	1/4		1/4	1		5	59		104
10	10	3/4	3/4	4/4	1	1	1/6		1/4	2/3		4	64		99
10	10	11/12	11/12	4/4	1	1	1/12		1/8	2/3		5	71		100
11	11	0	0	4/4	2	1	1/4		1/4	1		9	51		113
11	11	0	0	4/4	2	1	1/4		1/4	1		5	59		113
11	11	0	0	4/4	1	1	1/6		1/4	2/3		6	66		105
11	11	1/6	1/6	4/4	1	1	1/12		1/8	2/3		5	71		106
11	11	1/4	1/4	4/4	2	1	1/4		1/4	1		4	52		114
11	11	1/4	1/4	4/4	2	1	1/4		1/4	1		5	59		114
11	11	1/4	1/4	4/4	1	1	1/6		1/4	2/3		1	67		107
11	11	5/12	5/12	4/4	1	1	1/12		1/8	2/3		5	71		108
11	11	1/2	1/2	4/4	2	1	1/4		1/4	1		6	54		115
11	11	1/2	1/2	4/4	2	1	1/4		1/4	1		5	59		115
11	11	1/2	1/2	4/4	1	1	1/6		1/4	2/3		9	63		109
11	11	2/3	2/3	4/4	1	1	1/12		1/8	2/3		5	71		110
11	11	3/4	3/4	4/4	2	1	1/4		1/4	1		1	55		116
11	11	3/4	3/4	4/4	2	1	1/4		1/4	1		5	59		116
11	11	3/4	3/4	4/4	1	1	1/6		1/4	2/3		4	64		111
11	11	11/12	11/12	4/4	1	1	1/12		1/8	2/3		5	71		112
12	12	0	0	4/4	2	1	1/8		1/8	1		9	51		125
12	12	0	0	4/4	2	1	1/8		1/8	1		5	59		125
12	12	0	0	4/4	1	1	1/8		1/8	1		6	66		117
12	12	0	0	4/4	1	1	1/8		1/8	1		5	71		117
12	12	1/8	1/8	4/4	2	1	1/8		1/8	1		9	51		126
12	12	1/8	1/8	4/4	2	1	1/8		1/8	1		5	59		126
12	12	1/8	1/8	4/4	1	1	1/8		1/8	1		6	66		118
12	12	1/8	1/8	4/4	1	1	1/8		1/8	1		5	71		118
12	12	1/4	1/4	4/4	2	1	1/8		1/8	1		4	52		127
12	12	1/4	1/4	4/4	2	1	1/8		1/8	1		5	59		127
12	12	1/4	1/4	4/4	1	1	1/8		1/8	1		1	67		119
12	12	1/4	1/4	4/4	1	1	1/8		1/8	1		5	71		119
12	12	3/8	3/8	4/4	2	1	1/8		1/8	1		1	55		128
12	12	3/8	3/8	4/4	2	1	1/8		1/8	1		5	59		128
12	12	3/8	3/8	4/4	1	1	1/8		1/8	1		4	64		120
12	12	3/8	3/8	4/4	1	1	1/8		1/8	1		5	71		120
12	12	1/2	1/2	4/4	2	1	1/8		1/8	1		0	48		129
12	12	1/2	1/2	4/4	2	1	1/8		1/8	1		6	54		129
12	12	1/2	1/2	4/4	1	1	1/8		1/8	1		9	63		121
12	12	1/2	1/2	4/4	1	1	1/8		1/8	1		5	71		121
12	12	5/8	5/8	4/4	2	1	1/8		1/8	1		0	48		130
12	12	5/8	5/8	4/4	2	1	1/8		1/8	1		1	55		130
12	12	5/8	5/8	4/4	1	1	1/8		1/8	1		4	64		122
12	12	5/8	5/8	4/4	1	1	1/8		1/8	1		5	71		122
12	12	3/4	3/4	4/4	2	1	1/8		1/8	1		0	48		131
12	12	3/4	3/4	4/4	2	1	1/8		1/8	1		9	51		131
12	12	3/4	3/4	4/4	1	1	1/8		1/8	1		6	66		123
12	12	3/4	3/4	4/4	1	1	1/8		1/8	1		5	71		123
12	12	7/8	7/8	4/4	2	1	1/8		1/8	1		0	48		132
12	12	7/8	7/8	4/4	2	1	1/8		1/8	1		4	52		132
12	12	7/8	7/8	4/4	1	1	1/8		1/8	1		1	67		124
12	12	7/8	7/8	4/4	1	1	1/8		1/8	1		5	71		124
13	13	0	0	4/4	2	1	1/8		1/8	1		9	51		141
13	13	0	0	4/4	2	1	1/8		1/8	1		5	59		141
13	13	0	0	4/4	1	1	1/8		1/8	1		6	66		133
13	13	0	0	4/4	1	1	1/8		1/8	1		5	71		133
13	13	1/8	1/8	4/4	2	1	1/8		1/8	1		9	51		142
13	13	1/8	1/8	4/4	2	1	1/8		1/8	1		5	59		142
13	13	1/8	1/8	4/4	1	1	1/8		1/8	1		6	66		134
13	13	1/8	1/8	4/4	1	1	1/8		1/8	1		5	71		134
13	13	1/4	1/4	4/4	2	1	1/8		1/8	1		4	52		143
13	13	1/4	1/4	4/4	2	1	1/8		1/8	1		5	59		143
13	13	1/4	1/4	4/4	1	1	1/8		1/8	1		1	67		135
13	13	1/4	1/4	4/4	1	1	1/8		1/8	1		5	71		135
13	13	3/8	3/8	4/4	2	1	1/8		1/8	1		1	55		144
13	13	3/8	3/8	4/4	2	1	1/8		1/8	1		5	59		144
13	13	3/8	3/8	4/4	1	1	1/8		1/8	1		4	64		136
13	13	3/8	3/8	4/4	1	1	1/8		1/8	1		5	71		136
13	13	1/2	1/2	4/4	2	1	1/8		1/8	1		0	48		145
13	13	1/2	1/2	4/4	2	1	1/8		1/8	1		6	54		145
13	13	1/2	1/2	4/4	1	1	1/8		1/8	1		9	63		137
13	13	1/2	1/2	4/4	1	1	1/8		1/8	1		5	71		137
13	13	5/8	5/8	4/4	2	1	1/8		1/8	1		0	48		146
13	13	5/8	5/8	4/4	2	1	1/8		1/8	1		1	55		146
13	13	5/8	5/8	4/4	1	1	1/8		1/8	1		4	64		138
13	13	5/8	5/8	4/4	1	1	1/8		1/8	1		5	71		138
13	13	3/4	3/4	4/4	2	1	1/8		1/8	1		0	48		147
13	13	3/4	3/4	4/4	2	1	1/8		1/8	1		9	51		147
13	13	3/4	3/4	4/4	1	1	1/8		1/8	1		6	66		139
13	13	3/4	3/4	4/4	1	1	1/8		1/8	1		5	71		139
13	13	7/8	7/8	4/4	2	1	1/8		1/8	1		0	48		148
13	13	7/8	7/8	4/4	2	1	1/8		1/8	1		4	52		148
13	13	7/8	7/8	4/4	1	1	1/8		1/8	1		1	67		140
13	13	7/8	7/8	4/4	1	1	1/8		1/8	1		5	71		140
14	14	0	0	4/4	2	1	3/8		1/4	3/2		5	47		153
14	14	0	0	4/4	2	1	3/8		1/4	3/2		6	54		153
14	14	0	0	4/4	2	1	3/8		1/4	3/2		5	59		153
14	14	0	0	4/4	1	1	3/8		1/4	3/2		9	63		149
14	14	0	0	4/4	1	1	3/8		1/4	3/2		5	71		149
14	14	3/8	3/8	4/4	2	1	1/8		1/8	1		1	67		154
14	14	3/8	3/8	4/4	1	1	1/8		1/8	1		1	79		150
14	14	1/2	1/2	4/4	2	1	1/4		1/4	1		6	66		155
14	14	1/2	1/2	4/4	1	1	1/4		1/4	1		6	78		151
14	14	3/4	3/4	4/4	2	1	1/4		1/4	1		9	63		156
14	14	3/4	3/4	4/4	1	1	1/4		1/4	1		9	75		152
15	15	0	0	4/4	2	1	3/8		1/4	3/2		5	59		161
15	15	0	0	4/4	1	1	3/8		1/4	3/2		5	71		157
15	15	3/8	3/8	4/4	2	1	1/8		1/8	1		1	55		162
15	15	3/8	3/8	4/4	1	1	1/8		1/8	1		1	67		158
15	15	1/2	1/2	4/4	2	1	1/4		1/4	1		6	54		163
15	15	1/2	1/2	4/4	1	1	1/4		1/4	1		6	66		159
15	15	3/4	3/4	4/4	2	1	1/4		1/4	1		9	51		164
15	15	3/4	3/4	4/4	1	1	1/4		1/4	1		9	63		160
16	16	0	0	4/4	2	1	1/16		1/16	1		5	47		177
16	16	0	0	4/4	1	1	1/16		1/16	1		5	59		165
16	16	1/16	1/16	4/4	2	1	1/16		1/16	1		5	47		178
16	16	1/16	1/16	4/4	1	1	1/16		1/16	1		5	59		166
16	16	1/8	1/8	4/4	2	1	1/8		1/8	1		1	55		179
16	16	1/8	1/8	4/4	1	1	1/8		1/8	1		1	67		167
16	16	1/4	1/4	4/4	2	1	1/16		1/16	1		6	54		180
16	16	1/4	1/4	4/4	1	1	1/16		1/16	1		6	66		168
16	16	5/16	5/16	4/4	2	1	1/16		1/16	1		6	54		181
16	16	5/16	5/16	4/4	1	1	1/16		1/16	1		6	66		169
16	16	3/8	3/8	4/4	2	1	1/8		1/8	1		9	51		182
16	16	3/8	3/8	4/4	1	1	1/8		1/8	1		9	63		170
16	16	1/2	1/2	4/4	2	1	1/16		1/16	1		5	47		183
16	16	1/2	1/2	4/4	1	1	1/16		1/16	1		5	59		171
16	16	9/16	9/16	4/4	2	1	1/16		1/16	1		5	47		184
16	16	9/16	9/16	4/4	1	1	1/16		1/16	1		5	59		172
16	16	5/8	5/8	4/4	2	1	1/8		1/8	1		1	43		185
16	16	5/8	5/8	4/4	1	1	1/8		1/8	1		1	55		173
16	16	3/4	3/4	4/4	2	1	1/16		1/16	1		6	42		186
16	16	3/4	3/4	4/4	1	1	1/16		1/16	1		6	54		174
16	16	13/16	13/16	4/4	2	1	1/16		1/16	1		6	42		187
16	16	13/16	13/16	4/4	1	1	1/16		1/16	1		6	54		175
16	16	7/8	7/8	4/4	2	1	1/8		1/8	1		9	39		188
16	16	7/8	7/8	4/4	1	1	1/8		1/8	1		9	51		176
17	17	0	0	4/4	2	1	1/16		1/16	1		5	35		203
17	17	0	0	4/4	1	2	1/16		1/16	1		5	47		191
17	17	0	0	4/4	1	1	1/2		1/2	1		5	59		189
17	17	1/16	1/16	4/4	2	1	1/16		1/16	1		5	35		204
17	17	1/16	1/16	4/4	1	2	1/16		1/16	1		5	47		192
17	17	1/8	1/8	4/4	2	1	1/8		1/8	1		1	43		205
17	17	1/8	1/8	4/4	1	2	1/8		1/8	1		1	55		193
17	17	1/4	1/4	4/4	2	1	1/16		1/16	1		6	42		206
17	17	1/4	1/4	4/4	1	2	1/16		1/16	1		6	54		194
17	17	5/16	5/16	4/4	2	1	1/16		1/16	1		6	42		207
17	17	5/16	5/16	4/4	1	2	1/16		1/16	1		6	54		195
17	17	3/8	3/8	4/4	2	1	1/8		1/8	1		9	39		208
17	17	3/8	3/8	4/4	1	2	1/8		1/8	1		9	51		196
17	17	1/2	1/2	4/4	2	1	1/16		1/16	1		5	35		209
17	17	1/2	1/2	4/4	1	2	1/16		1/16	1		5	47		197
17	17	1/2	1/2	4/4	1	1	1/2		1/2	1		5	59		190
17	17	9/16	9/16	4/4	2	1	1/16		1/16	1		5	35		210
17	17	9/16	9/16	4/4	1	2	1/16		1/16	1		5	47		198
17	17	5/8	5/8	4/4	2	1	1/8		1/8	1		1	43		211
