mc	mn	mc_onset	mn_onset	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	tied	tpc	midi	volta	chord_id
1	1	0	0	4/4	2	1	1/4		1/4	1		2	38		11
1	1	1/12	1/12	4/4	1	1	1/12		1/8	2/3		-4	56		0
1	1	1/12	1/12	4/4	1	1	1/12		1/8	2/3		-1	65		0
1	1	1/6	1/6	4/4	1	1	1/12		1/8	2/3		-7	59		1
1	1	1/6	1/6	4/4	1	1	1/12		1/8	2/3		-4	68		1
1	1	1/4	1/4	4/4	1	1	1/12		1/8	2/3		-4	56		2
1	1	1/4	1/4	4/4	1	1	1/12		1/8	2/3		-1	65		2
1	1	1/4	1/4	4/4	2	1	1/2		1/2	1	1	-1	77		12
1	1	1/3	1/3	4/4	1	1	1/12		1/8	2/3		-7	59		3
1	1	1/3	1/3	4/4	1	1	1/12		1/8	2/3		-4	68		3
1	1	5/12	5/12	4/4	1	1	1/12		1/8	2/3		-4	56		4
1	1	5/12	5/12	4/4	1	1	1/12		1/8	2/3		-1	65		4
1	1	1/2	1/2	4/4	1	1	1/12		1/8	2/3		-7	59		5
1	1	1/2	1/2	4/4	1	1	1/12		1/8	2/3		-4	68		5
1	1	7/12	7/12	4/4	1	1	1/12		1/8	2/3		-4	56		6
1	1	7/12	7/12	4/4	1	1	1/12		1/8	2/3		-1	65		6
1	1	2/3	2/3	4/4	1	1	1/12		1/8	2/3		-7	59		7
1	1	2/3	2/3	4/4	1	1	1/12		1/8	2/3		-4	68		7
1	1	3/4	3/4	4/4	1	1	1/12		1/8	2/3		-4	56		8
1	1	3/4	3/4	4/4	1	1	1/12		1/8	2/3		-1	65		8
1	1	3/4	3/4	4/4	2	1	1/4		1/4	1	-1	-1	77		13
1	1	5/6	5/6	4/4	1	1	1/12		1/8	2/3		-7	59		9
1	1	5/6	5/6	4/4	1	1	1/12		1/8	2/3		-4	68		9
1	1	11/12	11/12	4/4	1	1	1/12		1/8	2/3		-4	56		10
1	1	11/12	11/12	4/4	1	1	1/12		1/8	2/3		-1	65		10
2	2	0	0	4/4	2	1	1/4		1/4	1		-3	39		25
2	2	1/12	1/12	4/4	1	1	1/12		1/8	2/3		-4	56		14
2	2	1/12	1/12	4/4	1	1	1/12		1/8	2/3		-5	61		14
