mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur	crescendo_hairpin	diminuendo_line	decrescendo_hairpin	Trill:trill	pedal	Pedal_<sym>keyboardPedalPed</sym>	Ottava:8va
86	86	266	266	0.125	1/8	1/8	Chord	6/8	3	1	1/32		1/32	1	1489																14
86	86	2129/8	2129/8	0.125	5/32	5/32	Chord	6/8	3	1	1/32		1/32	1	1490																14
86	86	1065/4	1065/4	0.125	3/16	3/16	Chord	6/8	3	1	1/32		1/32	1	1491																14
86	86	2131/8	2131/8	0.125	7/32	7/32	Chord	6/8	3	1	1/32		1/32	1	1492																14
86	86	533/2	533/2	0.125	1/4	1/4	Chord	6/8	3	1	1/32		1/32	1	1493																14
86	86	2133/8	2133/8	0.125	9/32	9/32	Chord	6/8	3	1	1/32		1/32	1	1494																14
86	86	1067/4	1067/4	0.125	5/16	5/16	Chord	6/8	3	1	1/32		1/32	1	1495																14
86	86	2135/8	2135/8	0.125	11/32	11/32	Chord	6/8	3	1	1/32		1/32	1	1496																14
86	86	267	267	0.125	3/8	3/8	Chord	6/8	3	1	1/32		1/32	1	1497																14
86	86	2137/8	2137/8	0.125	13/32	13/32	Chord	6/8	3	1	1/32		1/32	1	1498																14
86	86	1069/4	1069/4	0.125	7/16	7/16	Chord	6/8	3	1	1/32		1/32	1	1499																14
86	86	2139/8	2139/8	0.125	15/32	15/32	Chord	6/8	3	1	1/32		1/32	1	1500																14
86	86	535/2	535/2	0.0	1/2	1/2	Spanner	6/8	3	1	0																	13			14
86	86	535/2	535/2	0.0	1/2	1/2	Chord	6/8	3	1	0	acciaccatura	1/8	2/3	1501													13			14
86	86	535/2	535/2	0.6666666666666666	1/2	1/2	Chord	6/8	3	1	1/6		1/4	2/3	1502													13			14
86	86	1609/6	1609/6	0.0	2/3	2/3	Spanner	6/8	3	1	0																				14
86	86	1609/6	1609/6	0.16666666666666666	2/3	2/3	Chord	6/8	3	1	1/24		1/16	2/3	1503									152							14
86	86	805/3	805/3	0.16666666666666666	17/24	17/24	Chord	6/8	3	1	1/24		1/16	2/3	1504																14
86	86	531/2	531/2	0.5	0	0	Chord	6/8	4	1	1/8		1/8	1	1505														12		
86	86	266	266	0.5	1/8	1/8	Chord	6/8	4	1	1/8		1/8	1	1506		articStaccatoBelow							153					12		
86	86	533/2	533/2	0.5	1/4	1/4	Chord	6/8	4	1	1/8		1/8	1	1507		articStaccatoBelow							153					12		
86	86	267	267	0.5	3/8	3/8	Chord	6/8	4	1	1/8		1/8	1	1508		articStaccatoBelow							153					12		
86	86	535/2	535/2	0.5	1/2	1/2	Chord	6/8	4	1	1/8		1/8	1	1509		articStaccatoBelow												12		
86	86	268	268	0.5	5/8	5/8	Chord	6/8	4	1	1/8		1/8	1	1510														12		
86	86	531/2	531/2	0.5	0	0	Chord	6/8	4	2	1/8		1/8	1	1511														12		
86	86	268	268	0.5	5/8	5/8	Chord	6/8	4	2	1/8		1/8	1	1512														12		
86	86	535/2	535/2	0.6666666666666666	1/2	1/2	Chord	6/8	4	3	1/6		1/4	2/3	1513		ornamentTrill												12		
87	87	269	269	0.0	1/8	1/8	Tempo	6/8	1	1	0								𝅘𝅥=90	90.0	𝅘𝅥	90.0	0.0								
87	87	271	271	0.0	5/8	5/8	Tempo	6/8	1	1	0								𝅘𝅥=80	80.0	𝅘𝅥	80.0	0.0								
87	87	2149/8	2149/8	0.125	1/32	1/32	Chord	6/8	3	1	1/32		1/32	1	1514																14
87	87	1075/4	1075/4	0.125	1/16	1/16	Chord	6/8	3	1	1/32		1/32	1	1515																14
87	87	2151/8	2151/8	0.125	3/32	3/32	Chord	6/8	3	1	1/32		1/32	1	1516																14
87	87	269	269	0.125	1/8	1/8	Chord	6/8	3	1	1/32		1/32	1	1517																14
87	87	2153/8	2153/8	0.125	5/32	5/32	Chord	6/8	3	1	1/32		1/32	1	1518																14
87	87	1077/4	1077/4	0.125	3/16	3/16	Chord	6/8	3	1	1/32		1/32	1	1519																14
87	87	2155/8	2155/8	0.125	7/32	7/32	Chord	6/8	3	1	1/32		1/32	1	1520																14
87	87	539/2	539/2	0.125	1/4	1/4	Chord	6/8	3	1	1/32		1/32	1	1521																14
87	87	2157/8	2157/8	0.125	9/32	9/32	Chord	6/8	3	1	1/32		1/32	1	1522																14
87	87	1079/4	1079/4	0.125	5/16	5/16	Chord	6/8	3	1	1/32		1/32	1	1523																14
87	87	2159/8	2159/8	0.125	11/32	11/32	Chord	6/8	3	1	1/32		1/32	1	1524																14
87	87	270	270	0.125	3/8	3/8	Chord	6/8	3	1	1/32		1/32	1	1525																14
87	87	2161/8	2161/8	0.125	13/32	13/32	Chord	6/8	3	1	1/32		1/32	1	1526																14
87	87	1081/4	1081/4	0.125	7/16	7/16	Chord	6/8	3	1	1/32		1/32	1	1527																14
87	87	2163/8	2163/8	0.125	15/32	15/32	Chord	6/8	3	1	1/32		1/32	1	1528																14
87	87	541/2	541/2	0.0	1/2	1/2	Spanner	6/8	3	1	0																	14			14
87	87	541/2	541/2	0.0	1/2	1/2	Chord	6/8	3	1	0	acciaccatura	1/8	2/3	1529													14			14
87	87	541/2	541/2	0.6666666666666666	1/2	1/2	Chord	6/8	3	1	1/6		1/4	2/3	1530													14			14
87	87	1627/6	1627/6	0.0	2/3	2/3	Spanner	6/8	3	1	0																				14
87	87	1627/6	1627/6	0.16666666666666666	2/3	2/3	Chord	6/8	3	1	1/24		1/16	2/3	1531									154							14
87	87	814/3	814/3	0.16666666666666666	17/24	17/24	Chord	6/8	3	1	1/24		1/16	2/3	1532																14
87	87	537/2	537/2	0.5	0	0	Chord	6/8	4	1	1/8		1/8	1	1533														12		
87	87	269	269	0.5	1/8	1/8	Chord	6/8	4	1	1/8		1/8	1	1534		articStaccatoBelow							155					12		
87	87	539/2	539/2	0.5	1/4	1/4	Chord	6/8	4	1	1/8		1/8	1	1535		articStaccatoBelow							155					12		
87	87	270	270	0.5	3/8	3/8	Chord	6/8	4	1	1/8		1/8	1	1536		articStaccatoBelow							155					12		
87	87	541/2	541/2	0.5	1/2	1/2	Chord	6/8	4	1	1/8		1/8	1	1537		articStaccatoBelow												12		
87	87	271	271	0.5	5/8	5/8	Chord	6/8	4	1	1/8		1/8	1	1538														12		
87	87	537/2	537/2	0.5	0	0	Chord	6/8	4	2	1/8		1/8	1	1539														12		
87	87	271	271	0.5	5/8	5/8	Chord	6/8	4	2	1/8		1/8	1	1540														12		
87	87	541/2	541/2	0.6666666666666666	1/2	1/2	Chord	6/8	4	3	1/6		1/4	2/3	1541		ornamentTrill												12		
88	88	272	272	0.0	1/8	1/8	Tempo	6/8	1	1	0								𝅘𝅥=90	90.0	𝅘𝅥	90.0	0.0								
88	88	274	274	0.0	5/8	5/8	Tempo	6/8	1	1	0								𝅘𝅥=80	80.0	𝅘𝅥	80.0	0.0								
88	88	2173/8	2173/8	0.125	1/32	1/32	Chord	6/8	3	1	1/32		1/32	1	1542																14
88	88	1087/4	1087/4	0.125	1/16	1/16	Chord	6/8	3	1	1/32		1/32	1	1543																14
88	88	2175/8	2175/8	0.125	3/32	3/32	Chord	6/8	3	1	1/32		1/32	1	1544																14
88	88	272	272	0.125	1/8	1/8	Chord	6/8	3	1	1/32		1/32	1	1545																14
88	88	2177/8	2177/8	0.125	5/32	5/32	Chord	6/8	3	1	1/32		1/32	1	1546																14
88	88	1089/4	1089/4	0.125	3/16	3/16	Chord	6/8	3	1	1/32		1/32	1	1547																14
88	88	2179/8	2179/8	0.125	7/32	7/32	Chord	6/8	3	1	1/32		1/32	1	1548																14
88	88	545/2	545/2	0.125	1/4	1/4	Chord	6/8	3	1	1/32		1/32	1	1549																14
88	88	2181/8	2181/8	0.125	9/32	9/32	Chord	6/8	3	1	1/32		1/32	1	1550																14
88	88	1091/4	1091/4	0.125	5/16	5/16	Chord	6/8	3	1	1/32		1/32	1	1551																14
88	88	2183/8	2183/8	0.125	11/32	11/32	Chord	6/8	3	1	1/32		1/32	1	1552																14
88	88	273	273	0.125	3/8	3/8	Chord	6/8	3	1	1/32		1/32	1	1553																14
88	88	2185/8	2185/8	0.125	13/32	13/32	Chord	6/8	3	1	1/32		1/32	1	1554																14
88	88	1093/4	1093/4	0.125	7/16	7/16	Chord	6/8	3	1	1/32		1/32	1	1555																14
88	88	2187/8	2187/8	0.125	15/32	15/32	Chord	6/8	3	1	1/32		1/32	1	1556																14
88	88	547/2	547/2	0.0	1/2	1/2	Spanner	6/8	3	1	0																	15			14
88	88	547/2	547/2	0.0	1/2	1/2	Chord	6/8	3	1	0	acciaccatura	1/8	2/3	1557													15			14
88	88	547/2	547/2	0.6666666666666666	1/2	1/2	Chord	6/8	3	1	1/6		1/4	2/3	1558													15			14
88	88	1645/6	1645/6	0.0	2/3	2/3	Spanner	6/8	3	1	0																				14
88	88	1645/6	1645/6	0.16666666666666666	2/3	2/3	Chord	6/8	3	1	1/24		1/16	2/3	1559									156							14
88	88	823/3	823/3	0.16666666666666666	17/24	17/24	Chord	6/8	3	1	1/24		1/16	2/3	1560																14
88	88	543/2	543/2	0.5	0	0	Chord	6/8	4	1	1/8		1/8	1	1561														12		
88	88	272	272	0.5	1/8	1/8	Chord	6/8	4	1	1/8		1/8	1	1562		articStaccatoBelow							157					12		
88	88	545/2	545/2	0.5	1/4	1/4	Chord	6/8	4	1	1/8		1/8	1	1563		articStaccatoBelow							157					12		
88	88	273	273	0.5	3/8	3/8	Chord	6/8	4	1	1/8		1/8	1	1564		articStaccatoBelow							157					12		
88	88	547/2	547/2	0.5	1/2	1/2	Chord	6/8	4	1	1/8		1/8	1	1565		articStaccatoBelow												12		
88	88	274	274	0.5	5/8	5/8	Chord	6/8	4	1	1/8		1/8	1	1566														12		
88	88	543/2	543/2	0.5	0	0	Chord	6/8	4	2	1/8		1/8	1	1567														12		
88	88	274	274	0.5	5/8	5/8	Chord	6/8	4	2	1/8		1/8	1	1568														12		
88	88	547/2	547/2	0.6666666666666666	1/2	1/2	Chord	6/8	4	3	1/6		1/4	2/3	1569		ornamentTrill												12		
89	89	275	275	0.0	1/8	1/8	Tempo	6/8	1	1	0								𝅘𝅥=90	90.0	𝅘𝅥	90.0	0.0								
89	89	277	277	0.0	5/8	5/8	Tempo	6/8	1	1	0								𝅘𝅥=80	80.0	𝅘𝅥	80.0	0.0								
89	89	2197/8	2197/8	0.125	1/32	1/32	Chord	6/8	3	1	1/32		1/32	1	1570																14
89	89	1099/4	1099/4	0.125	1/16	1/16	Chord	6/8	3	1	1/32		1/32	1	1571																14
89	89	2199/8	2199/8	0.125	3/32	3/32	Chord	6/8	3	1	1/32		1/32	1	1572																14
89	89	275	275	0.125	1/8	1/8	Chord	6/8	3	1	1/32		1/32	1	1573																14
89	89	2201/8	2201/8	0.125	5/32	5/32	Chord	6/8	3	1	1/32		1/32	1	1574																14
89	89	1101/4	1101/4	0.125	3/16	3/16	Chord	6/8	3	1	1/32		1/32	1	1575																14
89	89	2203/8	2203/8	0.125	7/32	7/32	Chord	6/8	3	1	1/32		1/32	1	1576																14
89	89	551/2	551/2	0.125	1/4	1/4	Chord	6/8	3	1	1/32		1/32	1	1577																14
89	89	2205/8	2205/8	0.125	9/32	9/32	Chord	6/8	3	1	1/32		1/32	1	1578																14
89	89	1103/4	1103/4	0.125	5/16	5/16	Chord	6/8	3	1	1/32		1/32	1	1579																14
89	89	2207/8	2207/8	0.125	11/32	11/32	Chord	6/8	3	1	1/32		1/32	1	1580																14
89	89	276	276	0.125	3/8	3/8	Chord	6/8	3	1	1/32		1/32	1	1581																14
89	89	2209/8	2209/8	0.125	13/32	13/32	Chord	6/8	3	1	1/32		1/32	1	1582																14
89	89	1105/4	1105/4	0.125	7/16	7/16	Chord	6/8	3	1	1/32		1/32	1	1583																14
89	89	2211/8	2211/8	0.125	15/32	15/32	Chord	6/8	3	1	1/32		1/32	1	1584																14
89	89	553/2	553/2	0.0	1/2	1/2	Spanner	6/8	3	1	0																	16			14
89	89	553/2	553/2	0.0	1/2	1/2	Chord	6/8	3	1	0	acciaccatura	1/8	2/3	1585													16			14
89	89	553/2	553/2	0.6666666666666666	1/2	1/2	Chord	6/8	3	1	1/6		1/4	2/3	1586													16			14
89	89	1663/6	1663/6	0.0	2/3	2/3	Spanner	6/8	3	1	0																				14
89	89	1663/6	1663/6	0.16666666666666666	2/3	2/3	Chord	6/8	3	1	1/24		1/16	2/3	1587									158							14
89	89	832/3	832/3	0.16666666666666666	17/24	17/24	Chord	6/8	3	1	1/24		1/16	2/3	1588																14
89	89	549/2	549/2	0.5	0	0	Chord	6/8	4	1	1/8		1/8	1	1589														12		
89	89	275	275	0.5	1/8	1/8	Chord	6/8	4	1	1/8		1/8	1	1590		articStaccatoBelow							159					12		
89	89	551/2	551/2	0.5	1/4	1/4	Chord	6/8	4	1	1/8		1/8	1	1591		articStaccatoBelow							159					12		
89	89	276	276	0.5	3/8	3/8	Chord	6/8	4	1	1/8		1/8	1	1592		articStaccatoBelow							159					12		
89	89	553/2	553/2	0.5	1/2	1/2	Chord	6/8	4	1	1/8		1/8	1	1593		articStaccatoBelow												12		
89	89	277	277	0.5	5/8	5/8	Chord	6/8	4	1	1/8		1/8	1	1594														12		
89	89	549/2	549/2	0.5	0	0	Chord	6/8	4	2	1/8		1/8	1	1595														12		
89	89	277	277	0.5	5/8	5/8	Chord	6/8	4	2	1/8		1/8	1	1596														12		
89	89	553/2	553/2	0.6666666666666666	1/2	1/2	Chord	6/8	4	3	1/6		1/4	2/3	1597		ornamentTrill												12		
90	90	278	278	0.0	1/8	1/8	Tempo	6/8	1	1	0								𝅘𝅥=90	90.0	𝅘𝅥	90.0	0.0								
90	90	280	280	0.0	5/8	5/8	Tempo	6/8	1	1	0								𝅘𝅥=80	80.0	𝅘𝅥	80.0	0.0								
90	90	555/2	555/2	0.0	0	0	Spanner	6/8	3	1	0														6						14
90	90	2221/8	2221/8	0.125	1/32	1/32	Chord	6/8	3	1	1/32		1/32	1	1598										6						14
90	90	1111/4	1111/4	0.125	1/16	1/16	Chord	6/8	3	1	1/32		1/32	1	1599										6						14
90	90	2223/8	2223/8	0.125	3/32	3/32	Chord	6/8	3	1	1/32		1/32	1	1600										6						14
90	90	278	278	0.125	1/8	1/8	Chord	6/8	3	1	1/32		1/32	1	1601										6						14
90	90	2225/8	2225/8	0.125	5/32	5/32	Chord	6/8	3	1	1/32		1/32	1	1602										6						14
90	90	1113/4	1113/4	0.125	3/16	3/16	Chord	6/8	3	1	1/32		1/32	1	1603										6						14
90	90	2227/8	2227/8	0.125	7/32	7/32	Chord	6/8	3	1	1/32		1/32	1	1604										6						14
90	90	557/2	557/2	0.125	1/4	1/4	Chord	6/8	3	1	1/32		1/32	1	1605										6						14
90	90	2229/8	2229/8	0.125	9/32	9/32	Chord	6/8	3	1	1/32		1/32	1	1606										6						14
90	90	1115/4	1115/4	0.125	5/16	5/16	Chord	6/8	3	1	1/32		1/32	1	1607										6						14
90	90	2231/8	2231/8	0.125	11/32	11/32	Chord	6/8	3	1	1/32		1/32	1	1608										6						14
90	90	279	279	0.125	3/8	3/8	Chord	6/8	3	1	1/32		1/32	1	1609										6						14
90	90	2233/8	2233/8	0.125	13/32	13/32	Chord	6/8	3	1	1/32		1/32	1	1610										6						14
90	90	1117/4	1117/4	0.125	7/16	7/16	Chord	6/8	3	1	1/32		1/32	1	1611										6						14
90	90	2235/8	2235/8	0.125	15/32	15/32	Chord	6/8	3	1	1/32		1/32	1	1612										6						14
90	90	559/2	559/2	0.0	1/2	1/2	Spanner	6/8	3	1	0																				14
90	90	559/2	559/2	0.0	1/2	1/2	Spanner	6/8	3	1	0																	17			14
90	90	559/2	559/2	0.0	1/2	1/2	Spanner	6/8	3	1	0																6	17			14
90	90	559/2	559/2	0.0	1/2	1/2	Chord	6/8	3	1	0	acciaccatura	1/8	2/3	1613												6	17			14
90	90	559/2	559/2	0.6666666666666666	1/2	1/2	Chord	6/8	3	1	1/6		1/4	2/3	1614												6	17			14
90	90	1681/6	1681/6	0.0	2/3	2/3	Spanner	6/8	3	1	0																6				14
90	90	1681/6	1681/6	0.16666666666666666	2/3	2/3	Chord	6/8	3	1	1/24		1/16	2/3	1615									160			6				14
90	90	841/3	841/3	0.16666666666666666	17/24	17/24	Chord	6/8	3	1	1/24		1/16	2/3	1616												6				14
90	90	555/2	555/2	0.5	0	0	Chord	6/8	4	1	1/8		1/8	1	1617														12		
90	90	278	278	0.5	1/8	1/8	Chord	6/8	4	1	1/8		1/8	1	1618		articStaccatoBelow							161					12		
90	90	557/2	557/2	0.5	1/4	1/4	Chord	6/8	4	1	1/8		1/8	1	1619		articStaccatoBelow							161					12		
90	90	279	279	0.5	3/8	3/8	Chord	6/8	4	1	1/8		1/8	1	1620		articStaccatoBelow							161					12		
90	90	559/2	559/2	0.5	1/2	1/2	Chord	6/8	4	1	1/8		1/8	1	1621		articStaccatoBelow												12		
90	90	280	280	0.5	5/8	5/8	Chord	6/8	4	1	1/8		1/8	1	1622														12		
90	90	555/2	555/2	0.5	0	0	Chord	6/8	4	2	1/8		1/8	1	1623														12		
90	90	280	280	0.5	5/8	5/8	Chord	6/8	4	2	1/8		1/8	1	1624														12		
90	90	559/2	559/2	0.6666666666666666	1/2	1/2	Chord	6/8	4	3	1/6		1/4	2/3	1625		ornamentTrill												12		
91	91	561/2	561/2	0.0	0	0	Tempo	6/8	1	1	0								𝅘𝅥=90	90.0	𝅘𝅥	90.0	0.0								
91	91	282	282	0.0	3/8	3/8	Tempo	6/8	1	1	0								𝅘𝅥=80	80.0	𝅘𝅥	80.0	0.0								
91	91	2245/8	2245/8	0.125	1/32	1/32	Chord	6/8	3	1	1/32		1/32	1	1626												6				14
91	91	1123/4	1123/4	0.125	1/16	1/16	Chord	6/8	3	1	1/32		1/32	1	1627												6				14
91	91	2247/8	2247/8	0.125	3/32	3/32	Chord	6/8	3	1	1/32		1/32	1	1628												6				14
91	91	281	281	0.0	1/8	1/8	Spanner	6/8	3	1	0																				14
91	91	281	281	0.0	1/8	1/8	Spanner	6/8	3	1	0															0					14
91	91	281	281	0.125	1/8	1/8	Chord	6/8	3	1	1/32		1/32	1	1629											0					14
91	91	2249/8	2249/8	0.125	5/32	5/32	Chord	6/8	3	1	1/32		1/32	1	1630											0					14
91	91	1125/4	1125/4	0.125	3/16	3/16	Chord	6/8	3	1	1/32		1/32	1	1631											0					14
91	91	2251/8	2251/8	0.125	7/32	7/32	Chord	6/8	3	1	1/32		1/32	1	1632											0					14
91	91	563/2	563/2	0.125	1/4	1/4	Chord	6/8	3	1	1/32		1/32	1	1633											0					14
91	91	2253/8	2253/8	0.125	9/32	9/32	Chord	6/8	3	1	1/32		1/32	1	1634											0					14
91	91	1127/4	1127/4	0.125	5/16	5/16	Chord	6/8	3	1	1/32		1/32	1	1635											0					14
91	91	2255/8	2255/8	0.125	11/32	11/32	Chord	6/8	3	1	1/32		1/32	1	1636											0					14
91	91	282	282	0.125	3/8	3/8	Chord	6/8	3	1	1/32		1/32	1	1637											0					14
91	91	2257/8	2257/8	0.125	13/32	13/32	Chord	6/8	3	1	1/32		1/32	1	1638											0					14
91	91	1129/4	1129/4	0.125	7/16	7/16	Chord	6/8	3	1	1/32		1/32	1	1639											0					14
91	91	2259/8	2259/8	0.125	15/32	15/32	Chord	6/8	3	1	1/32		1/32	1	1640											0					14
91	91	565/2	565/2	0.125	1/2	1/2	Chord	6/8	3	1	1/32		1/32	1	1641											0					14
91	91	2261/8	2261/8	0.125	17/32	17/32	Chord	6/8	3	1	1/32		1/32	1	1642											0					14
91	91	1131/4	1131/4	0.125	9/16	9/16	Chord	6/8	3	1	1/32		1/32	1	1643											0					14
91	91	2263/8	2263/8	0.125	19/32	19/32	Chord	6/8	3	1	1/32		1/32	1	1644											0					14
91	91	283	283	0.125	5/8	5/8	Chord	6/8	3	1	1/32		1/32	1	1645											0					14
91	91	2265/8	2265/8	0.125	21/32	21/32	Chord	6/8	3	1	1/32		1/32	1	1646											0					14
91	91	1133/4	1133/4	0.125	11/16	11/16	Chord	6/8	3	1	1/32		1/32	1	1647											0					14
91	91	2267/8	2267/8	0.125	23/32	23/32	Chord	6/8	3	1	1/32		1/32	1	1648											0					14
91	91	561/2	561/2	1.5	0	0	Chord	6/8	4	1	3/8		1/4	3/2	1649														12		
91	91	282	282	1.5	3/8	3/8	Chord	6/8	4	1	3/8		1/4	3/2	1650														12		
92	92	567/2	567/2	0.0	0	0	Tempo	6/8	1	1	0								𝅘𝅥=70	70.0	𝅘𝅥	70.0	0.0								
92	92	285	285	0.0	3/8	3/8	Tempo	6/8	1	1	0								𝅘𝅥=60	60.0	𝅘𝅥	60.0	0.0								
92	92	286	286	0.0	5/8	5/8	Tempo	6/8	1	1	0								𝅘𝅥=70	70.0	𝅘𝅥	70.0	0.0								
92	92	1145/4	1145/4	0.0	11/16	11/16	Tempo	6/8	1	1	0								𝅘𝅥=80	80.0	𝅘𝅥	80.0	0.0								
92	92	567/2	567/2	0.125	0	0	Chord	6/8	3	1	1/32		1/32	1	1651											0					14
92	92	2269/8	2269/8	0.125	1/32	1/32	Chord	6/8	3	1	1/32		1/32	1	1652											0					14
92	92	1135/4	1135/4	0.125	1/16	1/16	Chord	6/8	3	1	1/32		1/32	1	1653											0					14
92	92	2271/8	2271/8	0.125	3/32	3/32	Chord	6/8	3	1	1/32		1/32	1	1654											0					14
92	92	284	284	0.125	1/8	1/8	Chord	6/8	3	1	1/32		1/32	1	1655											0					14
92	92	2273/8	2273/8	0.125	5/32	5/32	Chord	6/8	3	1	1/32		1/32	1	1656											0					14
92	92	1137/4	1137/4	0.125	3/16	3/16	Chord	6/8	3	1	1/32		1/32	1	1657											0					14
92	92	2275/8	2275/8	0.125	7/32	7/32	Chord	6/8	3	1	1/32		1/32	1	1658											0					14
92	92	569/2	569/2	0.125	1/4	1/4	Chord	6/8	3	1	1/32		1/32	1	1659											0					14
92	92	2277/8	2277/8	0.125	9/32	9/32	Chord	6/8	3	1	1/32		1/32	1	1660											0					14
92	92	1139/4	1139/4	0.125	5/16	5/16	Chord	6/8	3	1	1/32		1/32	1	1661											0					14
92	92	2279/8	2279/8	0.125	11/32	11/32	Chord	6/8	3	1	1/32		1/32	1	1662											0					14
92	92	285	285	0.125	3/8	3/8	Chord	6/8	3	1	1/32		1/32	1	1663											0					14
92	92	2281/8	2281/8	0.125	13/32	13/32	Chord	6/8	3	1	1/32		1/32	1	1664											0					14
92	92	1141/4	1141/4	0.125	7/16	7/16	Chord	6/8	3	1	1/32		1/32	1	1665											0					14
92	92	2283/8	2283/8	0.125	15/32	15/32	Chord	6/8	3	1	1/32		1/32	1	1666											0					14
92	92	571/2	571/2	0.125	1/2	1/2	Chord	6/8	3	1	1/32		1/32	1	1667											0					14
92	92	2285/8	2285/8	0.125	17/32	17/32	Chord	6/8	3	1	1/32		1/32	1	1668											0					14
92	92	1143/4	1143/4	0.125	9/16	9/16	Chord	6/8	3	1	1/32		1/32	1	1669											0					14
92	92	2287/8	2287/8	0.125	19/32	19/32	Chord	6/8	3	1	1/32		1/32	1	1670											0					14
92	92	286	286	0.125	5/8	5/8	Chord	6/8	3	1	1/32		1/32	1	1671											0					14
92	92	2289/8	2289/8	0.125	21/32	21/32	Chord	6/8	3	1	1/32		1/32	1	1672											0					14
92	92	1145/4	1145/4	0.125	11/16	11/16	Chord	6/8	3	1	1/32		1/32	1	1673											0					14
92	92	2291/8	2291/8	0.125	23/32	23/32	Chord	6/8	3	1	1/32		1/32	1	1674											0					14
92	92	567/2	567/2	1.5	0	0	Chord	6/8	4	1	3/8		1/4	3/2	1675														12		
92	92	285	285	1.5	3/8	3/8	Chord	6/8	4	1	3/8		1/4	3/2	1676														12		
93	93	577/2	577/2	0.0	1/2	1/2	Tempo	6/8	1	1	0								𝅘𝅥=85	85.0	𝅘𝅥	85.0	0.0								
93	93	1155/4	1155/4	0.0	9/16	9/16	Tempo	6/8	1	1	0								𝅘𝅥=90	90.0	𝅘𝅥	90.0	0.0								
93	93	289	289	0.0	5/8	5/8	Tempo	6/8	1	1	0								𝅘𝅥=95	95.0	𝅘𝅥	95.0	0.0								
93	93	1157/4	1157/4	0.0	11/16	11/16	Tempo	6/8	1	1	0								𝅘𝅥=100	100.0	𝅘𝅥	100.0	0.0								
93	93	573/2	573/2	0.125	0	0	Chord	6/8	3	1	1/32		1/32	1	1677											0					14
93	93	2293/8	2293/8	0.125	1/32	1/32	Chord	6/8	3	1	1/32		1/32	1	1678											0					14
93	93	1147/4	1147/4	0.125	1/16	1/16	Chord	6/8	3	1	1/32		1/32	1	1679											0					14
93	93	2295/8	2295/8	0.125	3/32	3/32	Chord	6/8	3	1	1/32		1/32	1	1680											0					14
93	93	287	287	0.125	1/8	1/8	Chord	6/8	3	1	1/32		1/32	1	1681											0					14
93	93	2297/8	2297/8	0.125	5/32	5/32	Chord	6/8	3	1	1/32		1/32	1	1682											0					14
93	93	1149/4	1149/4	0.125	3/16	3/16	Chord	6/8	3	1	1/32		1/32	1	1683											0					14
93	93	2299/8	2299/8	0.125	7/32	7/32	Chord	6/8	3	1	1/32		1/32	1	1684											0					14
93	93	575/2	575/2	0.125	1/4	1/4	Chord	6/8	3	1	1/32		1/32	1	1685											0					14
93	93	2301/8	2301/8	0.125	9/32	9/32	Chord	6/8	3	1	1/32		1/32	1	1686											0					14
93	93	1151/4	1151/4	0.125	5/16	5/16	Chord	6/8	3	1	1/32		1/32	1	1687											0					14
93	93	2303/8	2303/8	0.125	11/32	11/32	Chord	6/8	3	1	1/32		1/32	1	1688											0					14
93	93	288	288	0.0	3/8	3/8	Spanner	6/8	3	1	0																				14
93	93	2305/8	2305/8	0.125	13/32	13/32	Chord	6/8	3	1	1/32		1/32	1	1689																14
93	93	2307/8	2307/8	0.125	15/32	15/32	Chord	6/8	3	1	1/32		1/32	1	1690																14
93	93	2309/8	2309/8	0.125	17/32	17/32	Chord	6/8	3	1	1/32		1/32	1	1691																14
93	93	2311/8	2311/8	0.125	19/32	19/32	Chord	6/8	3	1	1/32		1/32	1	1692																14
93	93	2313/8	2313/8	0.125	21/32	21/32	Chord	6/8	3	1	1/32		1/32	1	1693																14
93	93	2315/8	2315/8	0.125	23/32	23/32	Chord	6/8	3	1	1/32		1/32	1	1694																14
93	93	288	288	0.0	3/8	3/8	Dynamic	6/8	3	2	0					ppp															14
93	93	288	288	0.125	3/8	3/8	Chord	6/8	3	2	1/32		1/32	1	1695																14
93	93	1153/4	1153/4	0.125	7/16	7/16	Chord	6/8	3	2	1/32		1/32	1	1696																14
93	93	577/2	577/2	0.125	1/2	1/2	Chord	6/8	3	2	1/32		1/32	1	1697																14
93	93	1155/4	1155/4	0.125	9/16	9/16	Chord	6/8	3	2	1/32		1/32	1	1698																14
93	93	289	289	0.125	5/8	5/8	Chord	6/8	3	2	1/32		1/32	1	1699																14
93	93	1157/4	1157/4	0.125	11/16	11/16	Chord	6/8	3	2	1/32		1/32	1	1700																14
94	94	292	292	0.0	5/8	5/8	Tempo	6/8	1	1	0								𝅘𝅥=90	90.0	𝅘𝅥	90.0	0.0								
94	94	1169/4	1169/4	0.0	11/16	11/16	Tempo	6/8	1	1	0								𝅘𝅥=80	80.0	𝅘𝅥	80.0	0.0								
94	94	2317/8	2317/8	0.125	1/32	1/32	Chord	6/8	3	1	1/32		1/32	1	1701																14
94	94	2319/8	2319/8	0.125	3/32	3/32	Chord	6/8	3	1	1/32		1/32	1	1702																14
94	94	2321/8	2321/8	0.125	5/32	5/32	Chord	6/8	3	1	1/32		1/32	1	1703																14
