mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	tremolo	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	slur	TextLine	TextLine_ritard.	TextLine_stringendo	decrescendo_hairpin	crescendo_line	crescendo_hairpin	diminuendo_line	Ottava:8va
29	27	105	105	4.0	0	0	Chord	4/4	2	1	1		1	1	264												
30	28	109	109	1.0	0	0	Chord	4/4	1	1	1/4		1/4	1	265								3				
30	28	110	110	0.0	1/4	1/4	Spanner	4/4	1	1	0																
30	28	112	112	1.0	3/4	3/4	Chord	4/4	1	1	1/4		1/4	1	266				42								
30	28	109	109	1.0	0	0	Chord	4/4	2	1	1/4		1/4	1	267												
30	28	112	112	1.0	3/4	3/4	Chord	4/4	2	1	1/4		1/4	1	268												
31	29	113	113	0.0	0	0	Spanner	4/4	1	1	0								42						4		
31	29	113	113	1.0	0	0	Chord	4/4	1	1	1/4		1/4	1	269				42						4		
31	29	114	114	2.0	1/4	1/4	Chord	4/4	1	1	1/2		1/2	1	270				42						4		
31	29	116	116	1.0	3/4	3/4	Chord	4/4	1	1	1/4		1/4	1	271				42						4		
31	29	113	113	2.0	0	0	Chord	4/4	1	2	1/2		1/2	1	272										4		
31	29	115	115	2.0	1/2	1/2	Chord	4/4	1	2	1/2		1/2	1	273										4		
31	29	113	113	2.0	0	0	Chord	4/4	2	1	1/2		1/2	1	274												
31	29	115	115	2.0	1/2	1/2	Chord	4/4	2	1	1/2		1/2	1	275												
32	30	117	117	0.0	0	0	Spanner	4/4	1	1	0								42								
32	30	117	117	0.0	0	0	Spanner	4/4	1	1	0								42				4				
32	30	117	117	4.0	0	0	Chord	4/4	1	1	1		1	1	276				42				4				
32	30	117	117	4.0	0	0	Chord	4/4	2	1	1		1	1	277												
33	31	121	121	1.0	0	0	Chord	4/4	1	1	1/4		1/4	1	278								4				
33	31	122	122	0.0	1/4	1/4	Spanner	4/4	1	1	0																
33	31	124	124	1.0	3/4	3/4	Chord	4/4	1	1	1/4		1/4	1	279												
33	31	121	121	1.0	0	0	Chord	4/4	2	1	1/4		1/4	1	280												
33	31	124	124	1.0	3/4	3/4	Chord	4/4	2	1	1/4		1/4	1	281												
34	32	125	125	0.0	0	0	Spanner	4/4	1	1	0												5				
34	32	125	125	4.0	0	0	Chord	4/4	1	1	1		1	1	282								5				
34	32	125	125	4.0	0	0	Chord	4/4	2	1	1		1	1	283												
35	33	129	129	1.0	0	0	Chord	4/4	1	1	1/4		1/4	1	284								5				
35	33	130	130	0.0	1/4	1/4	Spanner	4/4	1	1	0																
35	33	129	129	1.0	0	0	Chord	4/4	1	2	1/4		1/4	1	285												
35	33	129	129	1.0	0	0	Chord	4/4	2	1	1/4		1/4	1	286												
36	34	133	133	0.0	0	0	StaffText	4/4	1	1	0							Tempo I									
36	34	267/2	267/2	0.5	1/8	1/8	Chord	4/4	1	1	1/8		1/8	1	287				43								
36	34	134	134	0.5	1/4	1/4	Chord	4/4	1	1	1/8		1/8	1	288				43								
36	34	269/2	269/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8		1/8	1	289				43								
36	34	271/2	271/2	0.5	5/8	5/8	Chord	4/4	1	1	1/8		1/8	1	290				43								
36	34	136	136	0.5	3/4	3/4	Chord	4/4	1	1	1/8		1/8	1	291				43								
36	34	273/2	273/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	292												
36	34	133	133	0.0	0	0	Spanner	4/4	2	1	0												6				
36	34	133	133	0.5	0	0	Chord	4/4	2	1	1/8		1/8	1	293				44				6				
36	34	267/2	267/2	1.0	1/8	1/8	Chord	4/4	2	1	1/4		1/4	1	294				44				6				
36	34	269/2	269/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8		1/8	1	295				44				6				
36	34	135	135	0.0	1/2	1/2	Spanner	4/4	2	1	0								44								
36	34	135	135	0.5	1/2	1/2	Chord	4/4	2	1	1/8		1/8	1	296				44								
36	34	271/2	271/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8		1/8	1	297				44								
36	34	136	136	0.5	3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	298				44								
36	34	273/2	273/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8		1/8	1	299				44								
36	34	133	133	1.0	0	0	Chord	4/4	2	2	1/4		1/4	1	300												
37	35	275/2	275/2	0.5	1/8	1/8	Chord	4/4	1	1	1/8		1/8	1	301				45								
37	35	138	138	0.5	1/4	1/4	Chord	4/4	1	1	1/8		1/8	1	302				45								
37	35	277/2	277/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8		1/8	1	303				45								
37	35	279/2	279/2	0.5	5/8	5/8	Chord	4/4	1	1	1/8		1/8	1	304				45								
37	35	140	140	0.5	3/4	3/4	Chord	4/4	1	1	1/8		1/8	1	305				45								
37	35	281/2	281/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	306												
37	35	137	137	1.0	0	0	Chord	4/4	2	1	1/4		1/4	1	307				44								
37	35	138	138	2.0	1/4	1/4	Chord	4/4	2	1	1/2		1/2	1	308												
37	35	140	140	1.0	3/4	3/4	Chord	4/4	2	1	1/4		1/4	1	309				46								
38	36	283/2	283/2	0.5	1/8	1/8	Chord	4/4	1	1	1/8		1/8	1	310				47								
38	36	142	142	0.5	1/4	1/4	Chord	4/4	1	1	1/8		1/8	1	311				47								
38	36	285/2	285/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8		1/8	1	312				47								
38	36	287/2	287/2	0.5	5/8	5/8	Chord	4/4	1	1	1/8		1/8	1	313				47								
38	36	289/2	289/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	314												
38	36	141	141	1.0	0	0	Chord	4/4	2	1	1/4		1/4	1	315		articAccentAbove		46								
38	36	142	142	0.75	1/4	1/4	Chord	4/4	2	1	3/16		1/8	3/2	316				46								
38	36	571/4	571/4	0.25	7/16	7/16	Chord	4/4	2	1	1/16		1/16	1	317				46								
38	36	143	143	1.0	1/2	1/2	Chord	4/4	2	1	1/4		1/4	1	318				46								
38	36	144	144	1.0	3/4	3/4	Chord	4/4	2	1	1/4		1/4	1	319				46								
38	36	141	141	2.0	0	0	Chord	4/4	2	2	1/2		1/2	1	320												
38	36	143	143	0.5	1/2	1/2	Chord	4/4	2	2	1/8		1/8	1	321												
39	37	291/2	291/2	0.5	1/8	1/8	Chord	4/4	1	1	1/8		1/8	1	322				48								
39	37	146	146	0.5	1/4	1/4	Chord	4/4	1	1	1/8		1/8	1	323				48								
39	37	293/2	293/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8		1/8	1	324				48								
39	37	147	147	1.0	1/2	1/2	Chord	4/4	1	1	1/4		1/4	1	325												
39	37	145	145	2.0	0	0	Chord	4/4	2	1	1/2		1/2	1	326				46								
39	37	147	147	0.0	1/2	1/2	Spanner	4/4	2	1	0								46						5		
39	37	147	147	0.5	1/2	1/2	Chord	4/4	2	1	1/8		1/8	1	327				46						5		
39	37	295/2	295/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8		1/8	1	328				46						5		
39	37	148	148	0.75	3/4	3/4	Chord	4/4	2	1	3/16		1/8	3/2	329				46						5		
39	37	595/4	595/4	0.25	15/16	15/16	Chord	4/4	2	1	1/16		1/16	1	330										5		
40	38	299/2	299/2	0.5	1/8	1/8	Chord	4/4	1	1	1/8		1/8	1	331				49								
40	38	150	150	0.5	1/4	1/4	Chord	4/4	1	1	1/8		1/8	1	332				49								
40	38	301/2	301/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8		1/8	1	333				49								
40	38	303/2	303/2	0.5	5/8	5/8	Chord	4/4	1	1	1/8		1/8	1	334				49								
40	38	152	152	0.5	3/4	3/4	Chord	4/4	1	1	1/8		1/8	1	335				49								
40	38	305/2	305/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	336												
40	38	149	149	0.0	0	0	Spanner	4/4	2	1	0																
40	38	149	149	0.5	0	0	Chord	4/4	2	1	1/8		1/8	1	337				50								
40	38	299/2	299/2	1.0	1/8	1/8	Chord	4/4	2	1	1/4		1/4	1	338		articAccentAbove		50								
40	38	301/2	301/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8		1/8	1	339				50								
40	38	151	151	0.5	1/2	1/2	Chord	4/4	2	1	1/8		1/8	1	340				50								
40	38	303/2	303/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8		1/8	1	341				50								
40	38	152	152	0.5	3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	342				50								
40	38	305/2	305/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8		1/8	1	343				50								
41	39	307/2	307/2	0.5	1/8	1/8	Chord	4/4	1	1	1/8		1/8	1	344				51								
41	39	154	154	0.5	1/4	1/4	Chord	4/4	1	1	1/8		1/8	1	345				51								
41	39	309/2	309/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8		1/8	1	346				51								
41	39	311/2	311/2	0.5	5/8	5/8	Chord	4/4	1	1	1/8		1/8	1	347				51								
41	39	156	156	0.5	3/4	3/4	Chord	4/4	1	1	1/8		1/8	1	348				51								
41	39	313/2	313/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	349												
41	39	153	153	1.0	0	0	Chord	4/4	2	1	1/4		1/4	1	350				50								
41	39	154	154	2.0	1/4	1/4	Chord	4/4	2	1	1/2		1/2	1	351												
41	39	156	156	1.0	3/4	3/4	Chord	4/4	2	1	1/4		1/4	1	352				52								
42	40	315/2	315/2	0.5	1/8	1/8	Chord	4/4	1	1	1/8		1/8	1	353				53								
42	40	158	158	0.5	1/4	1/4	Chord	4/4	1	1	1/8		1/8	1	354				53								
42	40	317/2	317/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8		1/8	1	355												
42	40	319/2	319/2	0.5	5/8	5/8	Chord	4/4	1	1	1/8		1/8	1	356				54								
42	40	321/2	321/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	357												
42	40	157	157	1.0	0	0	Chord	4/4	2	1	1/4		1/4	1	358		articAccentAbove		52								
42	40	158	158	0.75	1/4	1/4	Chord	4/4	2	1	3/16		1/8	3/2	359				52								
42	40	635/4	635/4	0.25	7/16	7/16	Chord	4/4	2	1	1/16		1/16	1	360				52								
42	40	159	159	1.0	1/2	1/2	Chord	4/4	2	1	1/4		1/4	1	361				52								
42	40	160	160	1.0	3/4	3/4	Chord	4/4	2	1	1/4		1/4	1	362				52								
42	40	157	157	2.0	0	0	Chord	4/4	2	2	1/2		1/2	1	363												
42	40	159	159	0.5	1/2	1/2	Chord	4/4	2	2	1/8		1/8	1	364												
43	41	323/2	323/2	0.5	1/8	1/8	Chord	4/4	1	1	1/8		1/8	1	365				55								
43	41	162	162	0.5	1/4	1/4	Chord	4/4	1	1	1/8		1/8	1	366				55								
43	41	325/2	325/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8		1/8	1	367				55								
43	41	163	163	1.0	1/2	1/2	Chord	4/4	1	1	1/4		1/4	1	368												
43	41	161	161	3.0	0	0	Chord	4/4	2	1	3/4		1/2	3/2	369												
43	41	161	161	0.5	0	0	Chord	4/4	2	2	1/8		1/8	1	370												
44	41	164	164	0.0	0	3/4	Dynamic	4/4	1	1	0					p											
44	41	164	164	0.0	0	3/4	StaffText	4/4	1	1	0							"<font size=""12""/>espressivo"									
44	41	164	164	1.0	0	3/4	Chord	4/4	1	1	1/4		1/4	1	371												
45	42	165	165	2.0	0	0	Chord	4/4	1	1	1/2		1/2	1	372												
45	42	167	167	1.5	1/2	1/2	Chord	4/4	1	1	3/8		1/4	3/2	373												
45	42	337/2	337/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	374				56								
45	42	166	166	1.0	1/4	1/4	Chord	4/4	1	2	1/4		1/4	1	375				57								
45	42	167	167	1.5	1/2	1/2	Chord	4/4	1	2	3/8		1/4	3/2	376												
45	42	331/2	331/2	0.0	1/8	1/8	Dynamic	4/4	2	1	0					p											
45	42	331/2	331/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8		1/8	1	377				58								
45	42	166	166	0.5	1/4	1/4	Chord	4/4	2	1	1/8		1/8	1	378				58								
45	42	333/2	333/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8		1/8	1	379				58								
45	42	335/2	335/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8		1/8	1	380				58								
45	42	168	168	0.5	3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	381				58								
45	42	337/2	337/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8		1/8	1	382				58								
46	43	169	169	0.0	0	0	Spanner	4/4	1	1	0								56				7				
46	43	169	169	2.0	0	0	Chord	4/4	1	1	1/2		1/2	1	383				56				7				
46	43	171	171	0.0	1/2	1/2	Spanner	4/4	1	1	0								56								
46	43	171	171	1.5	1/2	1/2	Chord	4/4	1	1	3/8		1/4	3/2	384				56								
46	43	345/2	345/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	385												
46	43	339/2	339/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8		1/8	1	386				58								
46	43	170	170	0.5	1/4	1/4	Chord	4/4	2	1	1/8		1/8	1	387				58								
46	43	341/2	341/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8		1/8	1	388				58								
46	43	171	171	1.0	1/2	1/2	Chord	4/4	2	1	1/4		1/4	1	389												
47	44	173	173	2.0	0	0	Chord	4/4	1	1	1/2		1/2	1	390				59								
47	44	175	175	0.0	1/2	1/2	Spanner	4/4	1	1	0								59						6		
47	44	175	175	0.5	1/2	1/2	Chord	4/4	1	1	1/8		1/8	1	391				59						6		
47	44	351/2	351/2	0.5	5/8	5/8	Chord	4/4	1	1	1/8		1/8	1	392				59						6		
47	44	176	176	0.75	3/4	3/4	Chord	4/4	1	1	3/16		1/8	3/2	393				59						6		
47	44	707/4	707/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16		1/16	1	394										6		
47	44	174	174	1.0	1/4	1/4	Chord	4/4	1	2	1/4		1/4	1	395				60						6		
47	44	175	175	1.0	1/2	1/2	Chord	4/4	1	2	1/4		1/4	1	396										6		
47	44	347/2	347/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8		1/8	1	397				61								
47	44	174	174	0.5	1/4	1/4	Chord	4/4	2	1	1/8		1/8	1	398				61								
47	44	349/2	349/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8		1/8	1	399				61								
47	44	351/2	351/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8		1/8	1	400				61								
47	44	176	176	0.5	3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	401				61								
47	44	353/2	353/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8		1/8	1	402				61								
48	45	177	177	0.0	0	0	Spanner	4/4	1	1	0																
48	45	177	177	0.0	0	0	Spanner	4/4	1	1	0												8				
48	45	177	177	2.0	0	0	Chord	4/4	1	1	1/2		1/2	1	403				62				8				
48	45	179	179	1.0	1/2	1/2	Chord	4/4	1	1	1/4		1/4	1	404				62				8				
48	45	180	180	1.0	3/4	3/4	Chord	4/4	1	1	1/4		1/4	1	405								8				
48	45	355/2	355/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8		1/8	1	406				61								
48	45	178	178	0.5	1/4	1/4	Chord	4/4	2	1	1/8		1/8	1	407				61								
48	45	357/2	357/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8		1/8	1	408				61								
48	45	179	179	1.0	1/2	1/2	Chord	4/4	2	1	1/4		1/4	1	409												
49	46	181	181	0.0	0	0	Spanner	4/4	1	1	0																
49	46	182	182	1.0	1/4	1/4	Chord	4/4	1	1	1/4		1/4	1	410				63								
49	46	183	183	0.0	1/2	1/2	Spanner	4/4	1	1	0														7		
49	46	183	183	1.5	1/2	1/2	Chord	4/4	1	1	3/8		1/4	3/2	411										7		
49	46	369/2	369/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	412				64						7		
49	46	181	181	2.0	0	0	Chord	4/4	1	2	1/2		1/2	1	413										7		
49	46	183	183	1.5	1/2	1/2	Chord	4/4	1	2	3/8		1/4	3/2	414										7		
49	46	363/2	363/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8		1/8	1	415				65								
49	46	182	182	0.5	1/4	1/4	Chord	4/4	2	1	1/8		1/8	1	416				65								
49	46	365/2	365/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8		1/8	1	417				65								
49	46	367/2	367/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8		1/8	1	418				65								
49	46	184	184	0.5	3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	419				65								
49	46	369/2	369/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8		1/8	1	420				65								
50	47	185	185	0.0	0	0	Spanner	4/4	1	1	0								64								
50	47	185	185	0.0	0	0	Spanner	4/4	1	1	0								64				9				
50	47	185	185	2.0	0	0	Chord	4/4	1	1	1/2		1/2	1	421				64				9				
50	47	187	187	1.5	1/2	1/2	Chord	4/4	1	1	3/8		1/4	3/2	422				64				9				
50	47	377/2	377/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	423								9				
50	47	371/2	371/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8		1/8	1	424				65								
50	47	186	186	0.5	1/4	1/4	Chord	4/4	2	1	1/8		1/8	1	425				65								
50	47	373/2	373/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8		1/8	1	426				65								
50	47	187	187	1.0	1/2	1/2	Chord	4/4	2	1	1/4		1/4	1	427												
51	48	189	189	0.0	0	0	Spanner	4/4	1	1	0																
51	48	190	190	0.0	1/4	1/4	Spanner	4/4	1	1	0														8		
51	48	190	190	1.0	1/4	1/4	Chord	4/4	1	1	1/4		1/4	1	428				66						8		
51	48	191	191	1.0	1/2	1/2	Chord	4/4	1	1	1/4		1/4	1	429										8		
51	48	189	189	2.0	0	0	Chord	4/4	1	2	1/2		1/2	1	430				67						8		
51	48	191	191	0.5	1/2	1/2	Chord	4/4	1	2	1/8		1/8	1	431				67						8		
51	48	383/2	383/2	0.5	5/8	5/8	Chord	4/4	1	2	1/8		1/8	1	432				67						8		
51	48	192	192	0.75	3/4	3/4	Chord	4/4	1	2	3/16		1/8	3/2	433				67						8		
51	48	771/4	771/4	0.25	15/16	15/16	Chord	4/4	1	2	1/16		1/16	1	434										8		
51	48	379/2	379/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8		1/8	1	435				68								
51	48	190	190	0.5	1/4	1/4	Chord	4/4	2	1	1/8		1/8	1	436				68								
51	48	381/2	381/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8		1/8	1	437				68								
51	48	383/2	383/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8		1/8	1	438				68								
51	48	192	192	0.5	3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	439				68								
51	48	385/2	385/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8		1/8	1	440				68								
52	49	193	193	0.0	0	0	Spanner	4/4	1	1	0																
52	49	193	193	0.0	0	0	Spanner	4/4	1	1	0												10				
52	49	193	193	2.0	0	0	Chord	4/4	1	1	1/2		1/2	1	441				69				10				
52	49	195	195	0.0	1/2	1/2	StaffText	4/4	1	1	0							"<font size=""12""/>rall."	69								
52	49	195	195	0.0	1/2	1/2	Spanner	4/4	1	1	0								69								
52	49	195	195	1.0	1/2	1/2	Chord	4/4	1	1	1/4		1/4	1	442				69								
52	49	196	196	1.0	3/4	3/4	Chord	4/4	1	1	1/4		1/4	1	443				69								
52	49	387/2	387/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8		1/8	1	444				68								
52	49	194	194	0.5	1/4	1/4	Chord	4/4	2	1	1/8		1/8	1	445				68								
52	49	389/2	389/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8		1/8	1	446				68								
52	49	195	195	1.0	1/2	1/2	Chord	4/4	2	1	1/4		1/4	1	447												
53	50	197	197	0.0	0	0	StaffText	4/4	1	1	0							smorz.	69								
53	50	197	197	1.0	0	0	Chord	4/4	1	1	1/4		1/4	1	448				69								
53	50	198	198	1.0	1/4	1/4	Chord	4/4	1	1	1/4		1/4	1	449				69								
53	50	199	199	1.0	1/2	1/2	Chord	4/4	1	1	1/4		1/4	1	450				69								
53	50	200	200	1.0	3/4	3/4	Chord	4/4	1	1	1/4		1/4	1	451												
53	50	395/2	395/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8		1/8	1	452				70								
53	50	198	198	0.5	1/4	1/4	Chord	4/4	2	1	1/8		1/8	1	453				70								
53	50	397/2	397/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8		1/8	1	454				70								
53	50	199	199	1.0	1/2	1/2	Chord	4/4	2	1	1/4		1/4	1	455												
54	51	201	201	0.0	0	0	StaffText	4/4	1	1	0							"<font size=""12""/><i>a tempo</i>"									
54	51	201	201	0.5	0	0	Chord	4/4	1	1	1/8		1/8	1	456				71								
54	51	403/2	403/2	1.0	1/8	1/8	Chord	4/4	1	1	1/4		1/4	1	457				71								
54	51	405/2	405/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8		1/8	1	458				71								
54	51	203	203	0.5	1/2	1/2	Chord	4/4	1	1	1/8		1/8	1	459				71								
54	51	407/2	407/2	0.5	5/8	5/8	Chord	4/4	1	1	1/8		1/8	1	460				71								
54	51	204	204	0.5	3/4	3/4	Chord	4/4	1	1	1/8		1/8	1	461				71								
54	51	409/2	409/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	462												
54	51	201	201	4.0	0	0	Chord	4/4	1	2	1		1	1	463												
54	51	201	201	0.0	0	0	StaffText	4/4	2	1	0							"<font size=""12""/>dolcissimo"									
54	51	201	201	4.0	0	0	Chord	4/4	2	1	1		1	1	464												
55	52	205	205	1.0	0	0	Chord	4/4	1	1	1/4		1/4	1	465				72								
55	52	206	206	1.0	1/4	1/4	Chord	4/4	1	1	1/4		1/4	1	466				72								
55	52	207	207	2.0	1/2	1/2	Chord	4/4	1	1	1/2		1/2	1	467												
55	52	205	205	4.0	0	0	Chord	4/4	1	2	1		1	1	468												
55	52	205	205	0.5	0	0	Chord	4/4	2	1	1/8		1/8	1	469				73								
55	52	411/2	411/2	1.0	1/8	1/8	Chord	4/4	2	1	1/4		1/4	1	470				73								
55	52	413/2	413/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8		1/8	1	471				73								
55	52	207	207	0.5	1/2	1/2	Chord	4/4	2	1	1/8		1/8	1	472				73								
55	52	415/2	415/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8		1/8	1	473				73								
55	52	208	208	0.5	3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	474				73								
55	52	417/2	417/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8		1/8	1	475												
56	53	209	209	0.5	0	0	Chord	4/4	1	1	1/8		1/8	1	476				74								
56	53	419/2	419/2	1.0	1/8	1/8	Chord	4/4	1	1	1/4		1/4	1	477				74								
56	53	421/2	421/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8		1/8	1	478				74								
56	53	211	211	0.5	1/2	1/2	Chord	4/4	1	1	1/8		1/8	1	479				74								
56	53	423/2	423/2	0.5	5/8	5/8	Chord	4/4	1	1	1/8		1/8	1	480				74								
56	53	212	212	0.5	3/4	3/4	Chord	4/4	1	1	1/8		1/8	1	481				74								
56	53	425/2	425/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	482												
56	53	209	209	4.0	0	0	Chord	4/4	1	2	1		1	1	483												
56	53	209	209	4.0	0	0	Chord	4/4	2	1	1		1	1	484												
57	54	213	213	1.0	0	0	Chord	4/4	1	1	1/4		1/4	1	485				75								
57	54	214	214	0.0	1/4	1/4	Spanner	4/4	1	1	0								75				11				
57	54	214	214	1.0	1/4	1/4	Chord	4/4	1	1	1/4		1/4	1	486				75				11				
57	54	215	215	2.0	1/2	1/2	Chord	4/4	1	1	1/2		1/2	1	487								11				
57	54	213	213	4.0	0	0	Chord	4/4	1	2	1		1	1	488								11				
57	54	213	213	0.5	0	0	Chord	4/4	2	1	1/8		1/8	1	489				76								
57	54	427/2	427/2	1.0	1/8	1/8	Chord	4/4	2	1	1/4		1/4	1	490				76								
57	54	429/2	429/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8		1/8	1	491				76								
57	54	215	215	0.5	1/2	1/2	Chord	4/4	2	1	1/8		1/8	1	492				76								
57	54	431/2	431/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8		1/8	1	493				76								
57	54	216	216	0.5	3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	494				76								
57	54	433/2	433/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8		1/8	1	495												
58	55	217	217	0.0	0	0	StaffText	4/4	1	1	0							"<font size=""12""/>sempre dolciss."									
58	55	217	217	0.0	0	0	Spanner	4/4	1	1	0																
58	55	217	217	0.5	0	0	Chord	4/4	1	1	1/8		1/8	1	496				77								
58	55	435/2	435/2	1.0	1/8	1/8	Chord	4/4	1	1	1/4		1/4	1	497				77								
58	55	437/2	437/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8		1/8	1	498				77								
58	55	219	219	0.5	1/2	1/2	Chord	4/4	1	1	1/8		1/8	1	499				77								
58	55	439/2	439/2	0.5	5/8	5/8	Chord	4/4	1	1	1/8		1/8	1	500				77								
58	55	220	220	0.5	3/4	3/4	Chord	4/4	1	1	1/8		1/8	1	501				77								
58	55	441/2	441/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	502												
58	55	217	217	4.0	0	0	Chord	4/4	2	1	1		1	1	503												
59	56	221	221	1.0	0	0	Chord	4/4	1	1	1/4		1/4	1	504				78								
59	56	222	222	1.0	1/4	1/4	Chord	4/4	1	1	1/4		1/4	1	505				78								
59	56	223	223	2.0	1/2	1/2	Chord	4/4	1	1	1/2		1/2	1	506												
59	56	221	221	4.0	0	0	Chord	4/4	1	2	1		1	1	507												
59	56	443/2	443/2	1.0	1/8	1/8	Chord	4/4	2	1	1/4		1/4	1	508				79								
59	56	445/2	445/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8		1/8	1	509				79								
59	56	223	223	0.5	1/2	1/2	Chord	4/4	2	1	1/8		1/8	1	510				79								
59	56	447/2	447/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8		1/8	1	511				79								
59	56	224	224	0.5	3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	512				79								
59	56	449/2	449/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8		1/8	1	513												
60	57	225	225	0.5	0	0	Chord	4/4	1	1	1/8		1/8	1	514				80								
60	57	451/2	451/2	1.0	1/8	1/8	Chord	4/4	1	1	1/4		1/4	1	515				80								
60	57	453/2	453/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8		1/8	1	516				80								
60	57	227	227	0.5	1/2	1/2	Chord	4/4	1	1	1/8		1/8	1	517				80								
60	57	455/2	455/2	0.5	5/8	5/8	Chord	4/4	1	1	1/8		1/8	1	518				80								
60	57	228	228	0.5	3/4	3/4	Chord	4/4	1	1	1/8		1/8	1	519				80								
60	57	457/2	457/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	520												
60	57	225	225	4.0	0	0	Chord	4/4	2	1	1		1	1	521												
61	58	229	229	1.0	0	0	Chord	4/4	1	1	1/4		1/4	1	522				81								
61	58	230	230	1.0	1/4	1/4	Chord	4/4	1	1	1/4		1/4	1	523				81								
61	58	231	231	2.0	1/2	1/2	Chord	4/4	1	1	1/2		1/2	1	524												
61	58	229	229	4.0	0	0	Chord	4/4	1	2	1		1	1	525												
61	58	459/2	459/2	0.0	1/8	1/8	Spanner	4/4	2	1	0												12				
