mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	tremolo	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	slur	TextLine	TextLine_ritard.	crescendo_hairpin	crescendo_line	decrescendo_hairpin	Ottava:8va
71	71	280	280	0.0	0	0	StaffText	4/4	1	1	0							"<font size=""12""/>espressivo"							
71	71	280	280	2.0	0	0	Chord	4/4	1	1	1/2		1/2	1	1275										
71	71	282	282	2.0	1/2	1/2	Chord	4/4	1	1	1/2		1/2	1	1276										
71	71	280	280	0.3333333333333333	0	0	Chord	4/4	1	2	1/12		1/8	2/3	1277				53						
71	71	841/3	841/3	0.3333333333333333	1/12	1/12	Chord	4/4	1	2	1/12		1/8	2/3	1278				53						
71	71	842/3	842/3	0.3333333333333333	1/6	1/6	Chord	4/4	1	2	1/12		1/8	2/3	1279				53						
71	71	281	281	0.3333333333333333	1/4	1/4	Chord	4/4	1	2	1/12		1/8	2/3	1280				53						
71	71	844/3	844/3	0.3333333333333333	1/3	1/3	Chord	4/4	1	2	1/12		1/8	2/3	1281				53						
71	71	845/3	845/3	0.3333333333333333	5/12	5/12	Chord	4/4	1	2	1/12		1/8	2/3	1282										
71	71	282	282	0.3333333333333333	1/2	1/2	Chord	4/4	1	2	1/12		1/8	2/3	1283				54						
71	71	847/3	847/3	0.3333333333333333	7/12	7/12	Chord	4/4	1	2	1/12		1/8	2/3	1284				54						
71	71	848/3	848/3	0.3333333333333333	2/3	2/3	Chord	4/4	1	2	1/12		1/8	2/3	1285				54						
71	71	283	283	0.3333333333333333	3/4	3/4	Chord	4/4	1	2	1/12		1/8	2/3	1286				54						
71	71	850/3	850/3	0.3333333333333333	5/6	5/6	Chord	4/4	1	2	1/12		1/8	2/3	1287				54						
71	71	851/3	851/3	0.3333333333333333	11/12	11/12	Chord	4/4	1	2	1/12		1/8	2/3	1288										
71	71	280	280	2.0	0	0	Chord	4/4	2	1	1/2		1/2	1	1289										
71	71	282	282	2.0	1/2	1/2	Chord	4/4	2	1	1/2		1/2	1	1290										
71	71	282	282	1.0	1/2	1/2	Chord	4/4	2	2	1/4		1/4	1	1291										
71	71	283	283	1.0	3/4	3/4	Chord	4/4	2	2	1/4		1/4	1	1292										
72	72	284	284	2.0	0	0	Chord	4/4	1	1	1/2		1/2	1	1293		articAccentAbove								
72	72	287	287	1.0	3/4	3/4	Chord	4/4	1	1	1/4		1/4	1	1294										
72	72	284	284	0.3333333333333333	0	0	Chord	4/4	1	2	1/12		1/8	2/3	1295				55						
72	72	853/3	853/3	0.3333333333333333	1/12	1/12	Chord	4/4	1	2	1/12		1/8	2/3	1296				55						
72	72	854/3	854/3	0.3333333333333333	1/6	1/6	Chord	4/4	1	2	1/12		1/8	2/3	1297				55						
72	72	285	285	0.3333333333333333	1/4	1/4	Chord	4/4	1	2	1/12		1/8	2/3	1298				55						
72	72	856/3	856/3	0.3333333333333333	1/3	1/3	Chord	4/4	1	2	1/12		1/8	2/3	1299				55						
72	72	857/3	857/3	0.3333333333333333	5/12	5/12	Chord	4/4	1	2	1/12		1/8	2/3	1300										
72	72	286	286	0.3333333333333333	1/2	1/2	Chord	4/4	1	2	1/12		1/8	2/3	1301				56						
72	72	859/3	859/3	0.3333333333333333	7/12	7/12	Chord	4/4	1	2	1/12		1/8	2/3	1302				56						
72	72	860/3	860/3	0.3333333333333333	2/3	2/3	Chord	4/4	1	2	1/12		1/8	2/3	1303										
72	72	287	287	0.3333333333333333	3/4	3/4	Chord	4/4	1	2	1/12		1/8	2/3	1304				57						
72	72	862/3	862/3	0.3333333333333333	5/6	5/6	Chord	4/4	1	2	1/12		1/8	2/3	1305				57						
72	72	863/3	863/3	0.3333333333333333	11/12	11/12	Chord	4/4	1	2	1/12		1/8	2/3	1306										
72	72	284	284	2.0	0	0	Chord	4/4	2	1	1/2		1/2	1	1307										
72	72	286	286	2.0	1/2	1/2	Chord	4/4	2	1	1/2		1/2	1	1308										
73	73	288	288	1.0	0	0	Chord	4/4	1	1	1/4		1/4	1	1309										
73	73	289	289	1.0	1/4	1/4	Chord	4/4	1	1	1/4		1/4	1	1310										
73	73	290	290	1.0	1/2	1/2	Chord	4/4	1	1	1/4		1/4	1	1311		articAccentAbove								
73	73	871/3	871/3	0.0	7/12	7/12	Spanner	4/4	1	1	0													4	
73	73	291	291	1.0	3/4	3/4	Chord	4/4	1	1	1/4		1/4	1	1312									4	
73	73	865/3	865/3	0.3333333333333333	1/12	1/12	Chord	4/4	1	2	1/12		1/8	2/3	1313				58					4	
73	73	866/3	866/3	0.3333333333333333	1/6	1/6	Chord	4/4	1	2	1/12		1/8	2/3	1314				58					4	
73	73	289	289	0.3333333333333333	1/4	1/4	Chord	4/4	1	2	1/12		1/8	2/3	1315				58					4	
73	73	868/3	868/3	0.3333333333333333	1/3	1/3	Chord	4/4	1	2	1/12		1/8	2/3	1316				58					4	
73	73	869/3	869/3	0.3333333333333333	5/12	5/12	Chord	4/4	1	2	1/12		1/8	2/3	1317									4	
73	73	871/3	871/3	0.3333333333333333	7/12	7/12	Chord	4/4	1	2	1/12		1/8	2/3	1318				59					4	
73	73	872/3	872/3	0.3333333333333333	2/3	2/3	Chord	4/4	1	2	1/12		1/8	2/3	1319				59					4	
73	73	291	291	0.3333333333333333	3/4	3/4	Chord	4/4	1	2	1/12		1/8	2/3	1320				59					4	
73	73	874/3	874/3	0.3333333333333333	5/6	5/6	Chord	4/4	1	2	1/12		1/8	2/3	1321				59					4	
73	73	875/3	875/3	0.3333333333333333	11/12	11/12	Chord	4/4	1	2	1/12		1/8	2/3	1322									4	
73	73	288	288	4.0	0	0	Chord	4/4	2	1	1		1	1	1323										
74	74	292	292	1.0	0	0	Chord	4/4	1	1	1/4		1/4	1	1324				60					4	
74	74	293	293	1.0	1/4	1/4	Chord	4/4	1	1	1/4		1/4	1	1325				60					4	
74	74	294	294	1.5	1/2	1/2	Chord	4/4	1	1	3/8		1/4	3/2	1326		articAccentAbove		60					4	
74	74	591/2	591/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	1327									4	
74	74	877/3	877/3	0.3333333333333333	1/12	1/12	Chord	4/4	1	2	1/12		1/8	2/3	1328				61					4	
74	74	878/3	878/3	0.3333333333333333	1/6	1/6	Chord	4/4	1	2	1/12		1/8	2/3	1329				61					4	
74	74	293	293	0.3333333333333333	1/4	1/4	Chord	4/4	1	2	1/12		1/8	2/3	1330				61					4	
74	74	880/3	880/3	0.3333333333333333	1/3	1/3	Chord	4/4	1	2	1/12		1/8	2/3	1331				61					4	
74	74	881/3	881/3	0.3333333333333333	5/12	5/12	Chord	4/4	1	2	1/12		1/8	2/3	1332									4	
74	74	294	294	2.0	1/2	1/2	Chord	4/4	1	2	1/2		1/2	1	1333									4	
74	74	292	292	2.0	0	0	Chord	4/4	2	1	1/2		1/2	1	1334										
74	74	294	294	2.0	1/2	1/2	Chord	4/4	2	1	1/2		1/2	1	1335										
75	75	296	296	0.0	0	0	Spanner	4/4	1	1	0														
75	75	296	296	4.0	0	0	Chord	4/4	1	1	1		1	1	1336										
75	75	296	296	4.0	0	0	Chord	4/4	2	1	1		1	1	1337										
76	76	301	301	0.0	1/4	1/4	Dynamic	4/4	2	1	0					mf									
76	76	301	301	1.0	1/4	1/4	Chord	4/4	2	1	1/4		1/4	1	1338				62						
76	76	302	302	1.75	1/2	1/2	Chord	4/4	2	1	7/16		1/4	7/4	1339				62						
76	76	1215/4	1215/4	0.25	15/16	15/16	Chord	4/4	2	1	1/16		1/16	1	1340				62						
77	77	304	304	4.0	0	0	Chord	4/4	2	1	1		1	1	1341										
78	78	1247/4	1247/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16		1/16	1	1342										
78	78	309	309	0.0	1/4	1/4	Spanner	4/4	2	1	0											18			
78	78	309	309	1.0	1/4	1/4	Chord	4/4	2	1	1/4		1/4	1	1343				63			18			
78	78	310	310	1.75	1/2	1/2	Chord	4/4	2	1	7/16		1/4	7/4	1344				63			18			
78	78	1247/4	1247/4	0.25	15/16	15/16	Chord	4/4	2	1	1/16		1/16	1	1345				63			18			
79	79	312	312	2.0	0	0	Chord	4/4	1	1	1/2		1/2	1	1346										
79	79	2519/8	2519/8	0.0	23/32	23/32	StaffText	4/4	1	1	0							"<font size=""12""/>marcato"							
79	79	2519/8	2519/8	0.125	23/32	23/32	Chord	4/4	1	1	1/32		1/32	1	1347										
79	79	315	315	0.875	3/4	3/4	Chord	4/4	1	1	7/32		1/8	7/4	1348										
79	79	2527/8	2527/8	0.125	31/32	31/32	Chord	4/4	1	1	1/32		1/32	1	1349										
79	79	312	312	0.0	0	0	Spanner	4/4	2	1	0														
79	79	312	312	2.0	0	0	Chord	4/4	2	1	1/2		1/2	1	1350										
80	80	316	316	4.0	0	0	Chord	4/4	1	1	1		1	1	1351		articAccentAbove								
80	80	320	320	0.0	1	1	Dynamic	4/4	1	1	0					p									
80	80	1271/4	1271/4	0.25	7/16	7/16	Chord	4/4	1	2	1/16		1/16	1	1352										
80	80	318	318	1.0	1/2	1/2	Chord	4/4	1	2	1/4		1/4	1	1353		articStaccatissimoBelow								
80	80	1279/4	1279/4	0.25	15/16	15/16	Chord	4/4	1	2	1/16		1/16	1	1354										
80	80	1271/4	1271/4	0.25	7/16	7/16	Chord	4/4	2	1	1/16		1/16	1	1355										
80	80	318	318	1.0	1/2	1/2	Chord	4/4	2	1	1/4		1/4	1	1356		articStaccatissimoBelow								
80	80	1279/4	1279/4	0.25	15/16	15/16	Chord	4/4	2	1	1/16		1/16	1	1357										
81	81	320	320	4.0	0	0	Chord	4/4	1	1	1		1	1	1358										
81	81	320	320	4.0	0	0	Chord	4/4	2	1	1		1	1	1359										
82	82	325	325	0.0	1/4	1/4	Dynamic	4/4	1	1	0					mf									
82	82	325	325	0.0	1/4	1/4	Spanner	4/4	1	1	0											19			
82	82	325	325	1.0	1/4	1/4	Chord	4/4	1	1	1/4		1/4	1	1360				64			19			
82	82	326	326	1.75	1/2	1/2	Chord	4/4	1	1	7/16		1/4	7/4	1361				64			19			
82	82	1311/4	1311/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16		1/16	1	1362				64			19			
82	82	325	325	1.0	1/4	1/4	Chord	4/4	2	1	1/4		1/4	1	1363										
82	82	326	326	1.75	1/2	1/2	Chord	4/4	2	1	7/16		1/4	7/4	1364										
82	82	1311/4	1311/4	0.25	15/16	15/16	Chord	4/4	2	1	1/16		1/16	1	1365										
83	83	328	328	0.0	0	0	Spanner	4/4	1	1	0														
83	83	328	328	4.0	0	0	Chord	4/4	1	1	1		1	1	1366		articAccentBelow								
83	83	328	328	4.0	0	0	Chord	4/4	2	1	1		1	1	1367										
84	84	333	333	0.0	1/4	1/4	Spanner	4/4	1	1	0											20			
84	84	333	333	1.0	1/4	1/4	Chord	4/4	1	1	1/4		1/4	1	1368				65			20			
84	84	334	334	1.75	1/2	1/2	Chord	4/4	1	1	7/16		1/4	7/4	1369				65			20			
84	84	1343/4	1343/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16		1/16	1	1370				65			20			
84	84	333	333	1.0	1/4	1/4	Chord	4/4	2	1	1/4		1/4	1	1371										
84	84	334	334	1.75	1/2	1/2	Chord	4/4	2	1	7/16		1/4	7/4	1372										
84	84	1343/4	1343/4	0.25	15/16	15/16	Chord	4/4	2	1	1/16		1/16	1	1373										
85	85	336	336	0.0	0	0	Spanner	4/4	1	1	0														
85	85	336	336	2.0	0	0	Chord	4/4	1	1	1/2		1/2	1	1374		articAccentAbove								
85	85	336	336	2.0	0	0	Chord	4/4	2	1	1/2		1/2	1	1375										
85	85	2711/8	2711/8	0.125	23/32	23/32	Chord	4/4	2	1	1/32		1/32	1	1376										
85	85	339	339	0.875	3/4	3/4	Chord	4/4	2	1	7/32		1/8	7/4	1377										
85	85	2719/8	2719/8	0.125	31/32	31/32	Chord	4/4	2	1	1/32		1/32	1	1378										
86	86	1367/4	1367/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16		1/16	1	1379										
86	86	342	342	1.0	1/2	1/2	Chord	4/4	1	1	1/4		1/4	1	1380		articStaccatissimoBelow								
86	86	1375/4	1375/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16		1/16	1	1381										
86	86	340	340	4.0	0	0	Chord	4/4	2	1	1		1	1	1382		articMarcatoAbove								
86	86	1367/4	1367/4	0.25	7/16	7/16	Chord	4/4	2	2	1/16		1/16	1	1383										
86	86	342	342	1.0	1/2	1/2	Chord	4/4	2	2	1/4		1/4	1	1384		articStaccatissimoBelow								
86	86	1375/4	1375/4	0.25	15/16	15/16	Chord	4/4	2	2	1/16		1/16	1	1385										
87	87	2767/8	2767/8	0.0	15/32	15/32	Dynamic	4/4	1	1	0					f									
87	87	2767/8	2767/8	0.125	15/32	15/32	Chord	4/4	1	1	1/32		1/32	1	1386										
87	87	346	346	0.875	1/2	1/2	Chord	4/4	1	1	7/32		1/8	7/4	1387										
87	87	2775/8	2775/8	0.125	23/32	23/32	Chord	4/4	1	1	1/32		1/32	1	1388										
87	87	347	347	1.0	3/4	3/4	Chord	4/4	1	1	1/4		1/4	1	1389		articAccentBelow								
87	87	344	344	4.0	0	0	Chord	4/4	2	1	1		1	1	1390										
88	88	348	348	1.0	0	0	Chord	4/4	1	1	1/4		1/4	1	1391										
88	88	349	349	0.0	1/4	1/4	Spanner	4/4	1	1	0											21			
88	88	349	349	1.0	1/4	1/4	Chord	4/4	1	1	1/4		1/4	1	1392				66			21			
88	88	350	350	1.75	1/2	1/2	Chord	4/4	1	1	7/16		1/4	7/4	1393				66			21			
88	88	1407/4	1407/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16		1/16	1	1394				66			21			
88	88	349	349	1.0	1/4	1/4	Chord	4/4	2	1	1/4		1/4	1	1395										
88	88	350	350	1.75	1/2	1/2	Chord	4/4	2	1	7/16		1/4	7/4	1396										
88	88	1407/4	1407/4	0.25	15/16	15/16	Chord	4/4	2	1	1/16		1/16	1	1397										
89	89	352	352	0.0	0	0	Spanner	4/4	1	1	0														
89	89	2831/8	2831/8	0.0	15/32	15/32	Dynamic	4/4	1	1	0					f									
89	89	2831/8	2831/8	0.125	15/32	15/32	Chord	4/4	1	1	1/32		1/32	1	1398										
89	89	354	354	0.875	1/2	1/2	Chord	4/4	1	1	7/32		1/8	7/4	1399										
89	89	2839/8	2839/8	0.125	23/32	23/32	Chord	4/4	1	1	1/32		1/32	1	1400										
89	89	355	355	1.0	3/4	3/4	Chord	4/4	1	1	1/4		1/4	1	1401		articAccentAbove								
89	89	352	352	4.0	0	0	Chord	4/4	1	2	1		1	1	1402										
89	89	352	352	4.0	0	0	Chord	4/4	2	1	1		1	1	1403										
90	90	356	356	1.0	0	0	Chord	4/4	1	1	1/4		1/4	1	1404										
90	90	357	357	0.0	1/4	1/4	Spanner	4/4	1	1	0											22			
90	90	357	357	1.0	1/4	1/4	Chord	4/4	1	1	1/4		1/4	1	1405				67			22			
90	90	358	358	1.75	1/2	1/2	Chord	4/4	1	1	7/16		1/4	7/4	1406				67			22			
90	90	1439/4	1439/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16		1/16	1	1407				67			22			
90	90	357	357	1.0	1/4	1/4	Chord	4/4	2	1	1/4		1/4	1	1408										
90	90	358	358	1.75	1/2	1/2	Chord	4/4	2	1	7/16		1/4	7/4	1409										
90	90	1439/4	1439/4	0.25	15/16	15/16	Chord	4/4	2	1	1/16		1/16	1	1410										
91	91	360	360	0.0	0	0	Spanner	4/4	1	1	0														
91	91	2895/8	2895/8	0.0	15/32	15/32	Dynamic	4/4	1	1	0					f									
91	91	2895/8	2895/8	0.125	15/32	15/32	Chord	4/4	1	1	1/32		1/32	1	1411										
91	91	362	362	0.875	1/2	1/2	Chord	4/4	1	1	7/32		1/8	7/4	1412										
91	91	2903/8	2903/8	0.125	23/32	23/32	Chord	4/4	1	1	1/32		1/32	1	1413										
91	91	363	363	1.0	3/4	3/4	Chord	4/4	1	1	1/4		1/4	1	1414		articAccentAbove								
91	91	360	360	4.0	0	0	Chord	4/4	1	2	1		1	1	1415										
91	91	360	360	4.0	0	0	Chord	4/4	2	1	1		1	1	1416										
91	91	2895/8	2895/8	0.125	15/32	15/32	Chord	4/4	2	2	1/32		1/32	1	1417										
91	91	362	362	0.875	1/2	1/2	Chord	4/4	2	2	7/32		1/8	7/4	1418										
91	91	2903/8	2903/8	0.125	23/32	23/32	Chord	4/4	2	2	1/32		1/32	1	1419										
91	91	363	363	1.0	3/4	3/4	Chord	4/4	2	2	1/4		1/4	1	1420		articAccentBelow								
92	92	364	364	1.0	0	0	Chord	4/4	1	1	1/4		1/4	1	1421										
92	92	365	365	1.0	1/4	1/4	Chord	4/4	1	1	1/4		1/4	1	1422										
92	92	366	366	1.75	1/2	1/2	Chord	4/4	1	1	7/16		1/4	7/4	1423										
92	92	1471/4	1471/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16		1/16	1	1424										
92	92	364	364	1.0	0	0	Chord	4/4	2	1	1/4		1/4	1	1425										
92	92	365	365	1.0	1/4	1/4	Chord	4/4	2	1	1/4		1/4	1	1426										
92	92	366	366	1.75	1/2	1/2	Chord	4/4	2	1	7/16		1/4	7/4	1427										
92	92	1471/4	1471/4	0.25	15/16	15/16	Chord	4/4	2	1	1/16		1/16	1	1428										
93	93	2959/8	2959/8	0.125	15/32	15/32	Chord	4/4	1	1	1/32		1/32	1	1429										
93	93	370	370	0.875	1/2	1/2	Chord	4/4	1	1	7/32		1/8	7/4	1430										
93	93	2967/8	2967/8	0.125	23/32	23/32	Chord	4/4	1	1	1/32		1/32	1	1431										
93	93	371	371	1.0	3/4	3/4	Chord	4/4	1	1	1/4		1/4	1	1432										
93	93	2959/8	2959/8	0.125	15/32	15/32	Chord	4/4	1	2	1/32		1/32	1	1433										
93	93	370	370	0.875	1/2	1/2	Chord	4/4	1	2	7/32		1/8	7/4	1434										
93	93	2967/8	2967/8	0.125	23/32	23/32	Chord	4/4	1	2	1/32		1/32	1	1435										
93	93	371	371	1.0	3/4	3/4	Chord	4/4	1	2	1/4		1/4	1	1436										
93	93	368	368	4.0	0	0	Chord	4/4	2	1	1		1	1	1437										
93	93	368	368	4.0	0	0	Chord	4/4	2	2	1		1	1	1438										
94	94	2991/8	2991/8	0.125	15/32	15/32	Chord	4/4	1	1	1/32		1/32	1	1439										
94	94	374	374	0.875	1/2	1/2	Chord	4/4	1	1	7/32		1/8	7/4	1440										
94	94	2999/8	2999/8	0.125	23/32	23/32	Chord	4/4	1	1	1/32		1/32	1	1441										
94	94	375	375	1.0	3/4	3/4	Chord	4/4	1	1	1/4		1/4	1	1442										
94	94	2991/8	2991/8	0.125	15/32	15/32	Chord	4/4	1	2	1/32		1/32	1	1443										
94	94	374	374	0.875	1/2	1/2	Chord	4/4	1	2	7/32		1/8	7/4	1444										
94	94	2999/8	2999/8	0.125	23/32	23/32	Chord	4/4	1	2	1/32		1/32	1	1445										
94	94	375	375	1.0	3/4	3/4	Chord	4/4	1	2	1/4		1/4	1	1446										
94	94	372	372	3.75	0	0	Chord	4/4	2	1	15/16		1/2	15/8	1447		articAccentAbove								
94	94	1503/4	1503/4	0.25	15/16	15/16	Chord	4/4	2	1	1/16		1/16	1	1448										
94	94	372	372	3.75	0	0	Chord	4/4	2	2	15/16		1/2	15/8	1449		articAccentBelow								
94	94	1503/4	1503/4	0.25	15/16	15/16	Chord	4/4	2	2	1/16		1/16	1	1450										
95	95	376	376	4.0	0	0	Chord	4/4	1	1	1		1	1	1451		articMarcatoAbove								
95	95	376	376	2.0	0	0	Chord	4/4	2	1	1/2		1/2	1	1452		articMarcatoAbove								
95	95	378	378	0.75	1/2	1/2	Chord	4/4	2	1	3/16		1/8	3/2	1453										
95	95	1515/4	1515/4	0.0	11/16	11/16	Dynamic	4/4	2	1	0					ff									
95	95	1515/4	1515/4	0.25	11/16	11/16	Chord	4/4	2	1	1/16		1/16	1	1454										
95	95	379	379	0.75	3/4	3/4	Chord	4/4	2	1	3/16		1/8	3/2	1455										
95	95	1519/4	1519/4	0.25	15/16	15/16	Chord	4/4	2	1	1/16		1/16	1	1456										
96	96	380	380	2.0	0	0	Chord	4/4	1	1	1/2		1/2	1	1457										
96	96	382	382	1.75	1/2	1/2	Chord	4/4	1	1	7/16		1/4	7/4	1458										
96	96	1535/4	1535/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16		1/16	1	1459										
96	96	380	380	0.75	0	0	Chord	4/4	2	1	3/16		1/8	3/2	1460										
96	96	1523/4	1523/4	0.25	3/16	3/16	Chord	4/4	2	1	1/16		1/16	1	1461										
96	96	381	381	0.75	1/4	1/4	Chord	4/4	2	1	3/16		1/8	3/2	1462										
96	96	1527/4	1527/4	0.25	7/16	7/16	Chord	4/4	2	1	1/16		1/16	1	1463										
96	96	382	382	0.75	1/2	1/2	Chord	4/4	2	1	3/16		1/8	3/2	1464										
96	96	1531/4	1531/4	0.25	11/16	11/16	Chord	4/4	2	1	1/16		1/16	1	1465										
96	96	383	383	0.75	3/4	3/4	Chord	4/4	2	1	3/16		1/8	3/2	1466										
96	96	1535/4	1535/4	0.25	15/16	15/16	Chord	4/4	2	1	1/16		1/16	1	1467										
97	97	384	384	4.0	0	0	Chord	4/4	1	1	1		1	1	1468										
97	97	384	384	4.0	0	0	Chord	4/4	2	1	1		1	1	1469										
