mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	tremolo	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur	pedal	crescendo_hairpin	decrescendo_hairpin	Ottava:8va	Ottava:8vb
104	104	410	410	0.0	0	0	StaffText	4/4	2	1	0								"<font size=""9.2082""/><font face=""Opus Text Std""/>P"											
104	104	1231/3	1231/3	0.0	1/12	1/12	Dynamic	4/4	2	1	0						sf													
104	104	1231/3	1231/3	0.3333333333333333	1/12	1/12	Chord	4/4	2	1	1/12			1/8	2/3	1599														
104	104	1232/3	1232/3	0.3333333333333333	1/6	1/6	Chord	4/4	2	1	1/12			1/8	2/3	1600														
104	104	411	411	0.3333333333333333	1/4	1/4	Chord	4/4	2	1	1/12			1/8	2/3	1601														
104	104	1234/3	1234/3	0.3333333333333333	1/3	1/3	Chord	4/4	2	1	1/12			1/8	2/3	1602														
104	104	1235/3	1235/3	0.3333333333333333	5/12	5/12	Chord	4/4	2	1	1/12			1/8	2/3	1603														
104	104	412	412	0.3333333333333333	1/2	1/2	Chord	4/4	2	1	1/12			1/8	2/3	1604														
104	104	1237/3	1237/3	0.3333333333333333	7/12	7/12	Chord	4/4	2	1	1/12			1/8	2/3	1605														
104	104	1238/3	1238/3	0.3333333333333333	2/3	2/3	Chord	4/4	2	1	1/12			1/8	2/3	1606														
104	104	413	413	0.3333333333333333	3/4	3/4	Chord	4/4	2	1	1/12			1/8	2/3	1607														
104	104	1240/3	1240/3	0.3333333333333333	5/6	5/6	Chord	4/4	2	1	1/12			1/8	2/3	1608														
104	104	1241/3	1241/3	0.3333333333333333	11/12	11/12	Chord	4/4	2	1	1/12			1/8	2/3	1609														
104	104	410	410	4.0	0	0	Chord	4/4	2	2	1			1	1	1610		articMarcatoBelow												
105	105	414	414	0.3333333333333333	0	0	Chord	4/4	1	1	1/12			1/8	2/3	1611													13	
105	105	1243/3	1243/3	0.3333333333333333	1/12	1/12	Chord	4/4	1	1	1/12			1/8	2/3	1612													13	
105	105	1244/3	1244/3	0.3333333333333333	1/6	1/6	Chord	4/4	1	1	1/12			1/8	2/3	1613													13	
105	105	415	415	0.3333333333333333	1/4	1/4	Chord	4/4	1	1	1/12			1/8	2/3	1614													13	
105	105	1246/3	1246/3	0.3333333333333333	1/3	1/3	Chord	4/4	1	1	1/12			1/8	2/3	1615													13	
105	105	416	416	2.0	1/2	1/2	Chord	4/4	1	1	1/2			1/2	1	1616		articMarcatoAbove											13	
105	105	1250/3	1250/3	0.3333333333333333	2/3	2/3	Chord	4/4	1	2	1/12			1/8	2/3	1617													13	
105	105	417	417	0.3333333333333333	3/4	3/4	Chord	4/4	1	2	1/12			1/8	2/3	1618													13	
105	105	1252/3	1252/3	0.3333333333333333	5/6	5/6	Chord	4/4	1	2	1/12			1/8	2/3	1619													13	
105	105	1253/3	1253/3	0.3333333333333333	11/12	11/12	Chord	4/4	1	2	1/12			1/8	2/3	1620													13	
105	105	414	414	0.3333333333333333	0	0	Chord	4/4	2	1	1/12			1/8	2/3	1621														
105	105	1243/3	1243/3	0.3333333333333333	1/12	1/12	Chord	4/4	2	1	1/12			1/8	2/3	1622														
105	105	1244/3	1244/3	0.3333333333333333	1/6	1/6	Chord	4/4	2	1	1/12			1/8	2/3	1623														
105	105	415	415	0.3333333333333333	1/4	1/4	Chord	4/4	2	1	1/12			1/8	2/3	1624														
105	105	1246/3	1246/3	0.3333333333333333	1/3	1/3	Chord	4/4	2	1	1/12			1/8	2/3	1625														
105	105	416	416	0.0	1/2	1/2	StaffText	4/4	2	1	0								"<font size=""9.2082""/><font face=""Opus Text Std""/>P"											
105	105	1249/3	1249/3	0.0	7/12	7/12	Dynamic	4/4	2	1	0						sf													
105	105	1249/3	1249/3	0.3333333333333333	7/12	7/12	Chord	4/4	2	1	1/12			1/8	2/3	1626														
105	105	1250/3	1250/3	0.3333333333333333	2/3	2/3	Chord	4/4	2	1	1/12			1/8	2/3	1627														
105	105	417	417	0.3333333333333333	3/4	3/4	Chord	4/4	2	1	1/12			1/8	2/3	1628														
105	105	1252/3	1252/3	0.3333333333333333	5/6	5/6	Chord	4/4	2	1	1/12			1/8	2/3	1629														
105	105	1253/3	1253/3	0.3333333333333333	11/12	11/12	Chord	4/4	2	1	1/12			1/8	2/3	1630														
105	105	416	416	2.0	1/2	1/2	Chord	4/4	2	2	1/2			1/2	1	1631		articMarcatoBelow												
106	106	418	418	4.0	0	0	Chord	4/4	1	1	1			1	1	1632		articMarcatoAbove											13	
106	106	1256/3	1256/3	0.3333333333333333	1/6	1/6	Chord	4/4	1	2	1/12			1/8	2/3	1633													13	
106	106	419	419	0.3333333333333333	1/4	1/4	Chord	4/4	1	2	1/12			1/8	2/3	1634													13	
106	106	1258/3	1258/3	0.3333333333333333	1/3	1/3	Chord	4/4	1	2	1/12			1/8	2/3	1635													13	
106	106	1259/3	1259/3	0.3333333333333333	5/12	5/12	Chord	4/4	1	2	1/12			1/8	2/3	1636													13	
106	106	420	420	0.3333333333333333	1/2	1/2	Chord	4/4	1	2	1/12			1/8	2/3	1637													13	
106	106	1261/3	1261/3	0.3333333333333333	7/12	7/12	Chord	4/4	1	2	1/12			1/8	2/3	1638													13	
106	106	1262/3	1262/3	0.3333333333333333	2/3	2/3	Chord	4/4	1	2	1/12			1/8	2/3	1639													13	
106	106	421	421	0.3333333333333333	3/4	3/4	Chord	4/4	1	2	1/12			1/8	2/3	1640													13	
106	106	1264/3	1264/3	0.3333333333333333	5/6	5/6	Chord	4/4	1	2	1/12			1/8	2/3	1641													13	
106	106	1265/3	1265/3	0.3333333333333333	11/12	11/12	Chord	4/4	1	2	1/12			1/8	2/3	1642													13	
106	106	418	418	0.0	0	0	StaffText	4/4	2	1	0								"<font size=""9.2082""/><font face=""Opus Text Std""/>P"											
106	106	1255/3	1255/3	0.0	1/12	1/12	Dynamic	4/4	2	1	0						sf													
106	106	1255/3	1255/3	0.3333333333333333	1/12	1/12	Chord	4/4	2	1	1/12			1/8	2/3	1643														
106	106	1256/3	1256/3	0.3333333333333333	1/6	1/6	Chord	4/4	2	1	1/12			1/8	2/3	1644														
106	106	419	419	0.3333333333333333	1/4	1/4	Chord	4/4	2	1	1/12			1/8	2/3	1645														
106	106	1258/3	1258/3	0.3333333333333333	1/3	1/3	Chord	4/4	2	1	1/12			1/8	2/3	1646														
106	106	1259/3	1259/3	0.3333333333333333	5/12	5/12	Chord	4/4	2	1	1/12			1/8	2/3	1647														
106	106	420	420	0.3333333333333333	1/2	1/2	Chord	4/4	2	1	1/12			1/8	2/3	1648														
106	106	1261/3	1261/3	0.3333333333333333	7/12	7/12	Chord	4/4	2	1	1/12			1/8	2/3	1649														
106	106	1262/3	1262/3	0.3333333333333333	2/3	2/3	Chord	4/4	2	1	1/12			1/8	2/3	1650														
106	106	421	421	0.3333333333333333	3/4	3/4	Chord	4/4	2	1	1/12			1/8	2/3	1651														
106	106	1264/3	1264/3	0.3333333333333333	5/6	5/6	Chord	4/4	2	1	1/12			1/8	2/3	1652														
106	106	1265/3	1265/3	0.3333333333333333	11/12	11/12	Chord	4/4	2	1	1/12			1/8	2/3	1653														
106	106	418	418	4.0	0	0	Chord	4/4	2	2	1			1	1	1654		articMarcatoBelow												
107	107	422	422	4.0	0	0	Chord	4/4	1	1	1			1	1	1655		articMarcatoAbove											13	
107	107	1268/3	1268/3	0.3333333333333333	1/6	1/6	Chord	4/4	1	2	1/12			1/8	2/3	1656													13	
107	107	423	423	0.3333333333333333	1/4	1/4	Chord	4/4	1	2	1/12			1/8	2/3	1657													13	
107	107	1270/3	1270/3	0.3333333333333333	1/3	1/3	Chord	4/4	1	2	1/12			1/8	2/3	1658													13	
107	107	1271/3	1271/3	0.3333333333333333	5/12	5/12	Chord	4/4	1	2	1/12			1/8	2/3	1659													13	
107	107	424	424	0.3333333333333333	1/2	1/2	Chord	4/4	1	2	1/12			1/8	2/3	1660													13	
107	107	1273/3	1273/3	0.3333333333333333	7/12	7/12	Chord	4/4	1	2	1/12			1/8	2/3	1661													13	
107	107	1274/3	1274/3	0.3333333333333333	2/3	2/3	Chord	4/4	1	2	1/12			1/8	2/3	1662													13	
107	107	425	425	0.3333333333333333	3/4	3/4	Chord	4/4	1	2	1/12			1/8	2/3	1663													13	
107	107	1276/3	1276/3	0.3333333333333333	5/6	5/6	Chord	4/4	1	2	1/12			1/8	2/3	1664													13	
107	107	1277/3	1277/3	0.3333333333333333	11/12	11/12	Chord	4/4	1	2	1/12			1/8	2/3	1665													13	
107	107	422	422	0.0	0	0	StaffText	4/4	2	1	0								"<font size=""9.2082""/><font face=""Opus Text Std""/>P"											
107	107	1267/3	1267/3	0.0	1/12	1/12	Dynamic	4/4	2	1	0						sf													
107	107	1267/3	1267/3	0.3333333333333333	1/12	1/12	Chord	4/4	2	1	1/12			1/8	2/3	1666														
107	107	1268/3	1268/3	0.3333333333333333	1/6	1/6	Chord	4/4	2	1	1/12			1/8	2/3	1667														
107	107	423	423	0.3333333333333333	1/4	1/4	Chord	4/4	2	1	1/12			1/8	2/3	1668														
107	107	1270/3	1270/3	0.3333333333333333	1/3	1/3	Chord	4/4	2	1	1/12			1/8	2/3	1669														
107	107	1271/3	1271/3	0.3333333333333333	5/12	5/12	Chord	4/4	2	1	1/12			1/8	2/3	1670														
107	107	424	424	0.3333333333333333	1/2	1/2	Chord	4/4	2	1	1/12			1/8	2/3	1671														
107	107	1273/3	1273/3	0.3333333333333333	7/12	7/12	Chord	4/4	2	1	1/12			1/8	2/3	1672														
107	107	1274/3	1274/3	0.3333333333333333	2/3	2/3	Chord	4/4	2	1	1/12			1/8	2/3	1673														
107	107	425	425	0.3333333333333333	3/4	3/4	Chord	4/4	2	1	1/12			1/8	2/3	1674														
107	107	1276/3	1276/3	0.3333333333333333	5/6	5/6	Chord	4/4	2	1	1/12			1/8	2/3	1675														
107	107	1277/3	1277/3	0.3333333333333333	11/12	11/12	Chord	4/4	2	1	1/12			1/8	2/3	1676														
107	107	422	422	4.0	0	0	Chord	4/4	2	2	1			1	1	1677		articMarcatoBelow												
108	108	426	426	0.0	0	0	Spanner	4/4	1	1	0																		13, 14	
108	108	426	426	2.0	0	0	Chord	4/4	1	1	1/2			1/2	1	1678		articMarcatoAbove											13, 14	
108	108	428	428	1.75	1/2	1/2	Chord	4/4	1	1	7/16			1/4	7/4	1679		articMarcatoAbove											13, 14	
108	108	1719/4	1719/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16			1/16	1	1680													13, 14	
108	108	426	426	0.0	0	0	StaffText	4/4	2	1	0								"<font size=""9.2082""/><font face=""Opus Text Std""/>P"											
108	108	426	426	0.0	0	0	Spanner	4/4	2	1	0																			
108	108	426	426	0.0	0	0	Spanner	4/4	2	1	0																			
108	108	426	426	0.3333333333333333	0	0	Chord	4/4	2	1	1/12			1/8	2/3	1681		articAccentAbove												
108	108	1279/3	1279/3	0.3333333333333333	1/12	1/12	Chord	4/4	2	1	1/12			1/8	2/3	1682														
108	108	1280/3	1280/3	0.3333333333333333	1/6	1/6	Chord	4/4	2	1	1/12			1/8	2/3	1683														
108	108	427	427	0.3333333333333333	1/4	1/4	Chord	4/4	2	1	1/12			1/8	2/3	1684														
108	108	1282/3	1282/3	0.3333333333333333	1/3	1/3	Chord	4/4	2	1	1/12			1/8	2/3	1685														
108	108	428	428	0.0	1/2	1/2	StaffText	4/4	2	1	0								"<font size=""9.2082""/><font face=""Opus Text Std""/>P"											
108	108	428	428	0.0	1/2	1/2	Spanner	4/4	2	1	0																			
108	108	428	428	0.0	1/2	1/2	Spanner	4/4	2	1	0																			
108	108	428	428	0.3333333333333333	1/2	1/2	Chord	4/4	2	1	1/12			1/8	2/3	1686		articAccentAbove												
108	108	1285/3	1285/3	0.3333333333333333	7/12	7/12	Chord	4/4	2	1	1/12			1/8	2/3	1687														
108	108	1286/3	1286/3	0.3333333333333333	2/3	2/3	Chord	4/4	2	1	1/12			1/8	2/3	1688														
108	108	429	429	0.3333333333333333	3/4	3/4	Chord	4/4	2	1	1/12			1/8	2/3	1689														
108	108	1288/3	1288/3	0.3333333333333333	5/6	5/6	Chord	4/4	2	1	1/12			1/8	2/3	1690														
109	109	430	430	1.0	0	0	Chord	4/4	1	1	1/4			1/4	1	1691		articTenutoBelow											13, 14	
109	109	431	431	0.0	1/4	1/4	Spanner	4/4	1	1	0																19		13, 14	
109	109	431	431	1.0	1/4	1/4	Chord	4/4	1	1	1/4			1/4	1	1692		articTenutoAbove									19		13, 14	
109	109	432	432	1.0	1/2	1/2	Chord	4/4	1	1	1/4			1/4	1	1693		articTenutoAbove									19		13, 14	
109	109	433	433	0.0	3/4	3/4	Spanner	4/4	1	1	0																		13, 14	
109	109	433	433	1.0	3/4	3/4	Chord	4/4	1	1	1/4			1/4	1	1694		articTenutoAbove											13, 14	
109	109	430	430	0.0	0	0	StaffText	4/4	2	1	0								"<font size=""9.2082""/><font face=""Opus Text Std""/>P"											
109	109	1291/3	1291/3	0.3333333333333333	1/12	1/12	Chord	4/4	2	1	1/12			1/8	2/3	1695														
109	109	1292/3	1292/3	0.3333333333333333	1/6	1/6	Chord	4/4	2	1	1/12			1/8	2/3	1696														
109	109	431	431	0.3333333333333333	1/4	1/4	Chord	4/4	2	1	1/12			1/8	2/3	1697														
109	109	1294/3	1294/3	0.3333333333333333	1/3	1/3	Chord	4/4	2	1	1/12			1/8	2/3	1698														
109	109	1295/3	1295/3	0.3333333333333333	5/12	5/12	Chord	4/4	2	1	1/12			1/8	2/3	1699														
109	109	432	432	0.3333333333333333	1/2	1/2	Chord	4/4	2	1	1/12			1/8	2/3	1700														
109	109	1297/3	1297/3	0.3333333333333333	7/12	7/12	Chord	4/4	2	1	1/12			1/8	2/3	1701														
109	109	1298/3	1298/3	0.3333333333333333	2/3	2/3	Chord	4/4	2	1	1/12			1/8	2/3	1702														
109	109	433	433	0.3333333333333333	3/4	3/4	Chord	4/4	2	1	1/12			1/8	2/3	1703														
109	109	1300/3	1300/3	0.3333333333333333	5/6	5/6	Chord	4/4	2	1	1/12			1/8	2/3	1704														
109	109	1301/3	1301/3	0.3333333333333333	11/12	11/12	Chord	4/4	2	1	1/12			1/8	2/3	1705														
109	109	430	430	0.5	0	0	Chord	4/4	2	2	1/8			1/8	1	1706														
110	110	434	434	0.0	0	0	Dynamic	4/4	1	1	0						sf												13, 14	
110	110	434	434	0.5	0	0	Chord	4/4	1	1	1/8			1/8	1	1707													13, 14	
110	110	869/2	869/2	0.0	1/8	1/8	Spanner	4/4	1	1	0																		13	
110	110	871/2	871/2	0.0	3/8	3/8	Spanner	4/4	1	1	0																20		13	
110	110	871/2	871/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8			1/8	1	1708											20		13	
110	110	436	436	0.5	1/2	1/2	Chord	4/4	1	1	1/8			1/8	1	1709											20		13	
110	110	873/2	873/2	0.5	5/8	5/8	Chord	4/4	1	1	1/8			1/8	1	1710											20		13	
110	110	437	437	0.75	3/4	3/4	Chord	4/4	1	1	3/16			1/8	3/2	1711		articAccentAbove									20		13	
110	110	1751/4	1751/4	0.0	15/16	15/16	Spanner	4/4	1	1	0																		13	
110	110	1751/4	1751/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16			1/16	1	1712													13	
110	110	434	434	0.0	0	0	Spanner	4/4	2	1	0															59				
110	110	1303/3	1303/3	0.3333333333333333	1/12	1/12	Chord	4/4	2	1	1/12			1/8	2/3	1713										59				
110	110	1304/3	1304/3	0.3333333333333333	1/6	1/6	Chord	4/4	2	1	1/12			1/8	2/3	1714										59				
110	110	435	435	0.5	1/4	1/4	Chord	4/4	2	1	1/8			1/8	1	1715										59				
110	110	436	436	0.0	1/2	1/2	Spanner	4/4	2	1	0																			
110	110	437	437	0.5	3/4	3/4	Chord	4/4	2	1	1/8			1/8	1	1716		articStaccatissimoAbove												
110	110	434	434	0.5	0	0	Chord	4/4	2	2	1/8			1/8	1	1717														
111	111	438	438	0.3333333333333333	0	0	Chord	4/4	1	1	1/12			1/8	2/3	1718													13	
111	111	1315/3	1315/3	0.3333333333333333	1/12	1/12	Chord	4/4	1	1	1/12			1/8	2/3	1719													13	
111	111	1316/3	1316/3	0.3333333333333333	1/6	1/6	Chord	4/4	1	1	1/12			1/8	2/3	1720													13	
111	111	439	439	0.3333333333333333	1/4	1/4	Chord	4/4	1	1	1/12			1/8	2/3	1721													13	
111	111	1318/3	1318/3	0.3333333333333333	1/3	1/3	Chord	4/4	1	1	1/12			1/8	2/3	1722													13	
111	111	1319/3	1319/3	0.3333333333333333	5/12	5/12	Chord	4/4	1	1	1/12			1/8	2/3	1723													13	
111	111	440	440	0.3333333333333333	1/2	1/2	Chord	4/4	1	1	1/12			1/8	2/3	1724													13	
111	111	1321/3	1321/3	0.3333333333333333	7/12	7/12	Chord	4/4	1	1	1/12			1/8	2/3	1725													13	
111	111	1322/3	1322/3	0.3333333333333333	2/3	2/3	Chord	4/4	1	1	1/12			1/8	2/3	1726													13	
111	111	441	441	0.3333333333333333	3/4	3/4	Chord	4/4	1	1	1/12			1/8	2/3	1727													13	
111	111	1324/3	1324/3	0.3333333333333333	5/6	5/6	Chord	4/4	1	1	1/12			1/8	2/3	1728													13	
111	111	1325/3	1325/3	0.3333333333333333	11/12	11/12	Chord	4/4	1	1	1/12			1/8	2/3	1729													13	
111	111	438	438	0.0	0	0	StaffText	4/4	2	1	0								"<font size=""9.2082""/><font face=""Opus Text Std""/>P"											
111	111	438	438	1.0	0	0	Chord	4/4	2	1	1/4			1/4	1	1730		articTenutoBelow												
111	111	439	439	1.0	1/4	1/4	Chord	4/4	2	1	1/4			1/4	1	1731		articTenutoBelow												
111	111	440	440	1.0	1/2	1/2	Chord	4/4	2	1	1/4			1/4	1	1732		articTenutoBelow												
111	111	441	441	1.0	3/4	3/4	Chord	4/4	2	1	1/4			1/4	1	1733		articTenutoAbove												
112	112	442	442	2.0	0	0	Chord	4/4	1	1	1/2			1/2	1	1734		articMarcatoAbove											13	
112	112	444	444	1.75	1/2	1/2	Chord	4/4	1	1	7/16			1/4	7/4	1735		articMarcatoAbove											13	
112	112	1783/4	1783/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16			1/16	1	1736													13	
112	112	442	442	0.0	0	0	StaffText	4/4	2	1	0								"<font size=""9.2082""/><font face=""Opus Text Std""/>P"											
112	112	1327/3	1327/3	0.3333333333333333	1/12	1/12	Chord	4/4	2	1	1/12			1/8	2/3	1737														
112	112	1328/3	1328/3	0.3333333333333333	1/6	1/6	Chord	4/4	2	1	1/12			1/8	2/3	1738														
112	112	443	443	0.3333333333333333	1/4	1/4	Chord	4/4	2	1	1/12			1/8	2/3	1739														
112	112	1330/3	1330/3	0.3333333333333333	1/3	1/3	Chord	4/4	2	1	1/12			1/8	2/3	1740														
112	112	444	444	0.0	1/2	1/2	StaffText	4/4	2	1	0								"<font size=""9.2082""/><font face=""Opus Text Std""/>P"											
112	112	1333/3	1333/3	0.3333333333333333	7/12	7/12	Chord	4/4	2	1	1/12			1/8	2/3	1741														
112	112	1334/3	1334/3	0.3333333333333333	2/3	2/3	Chord	4/4	2	1	1/12			1/8	2/3	1742														
112	112	445	445	0.3333333333333333	3/4	3/4	Chord	4/4	2	1	1/12			1/8	2/3	1743														
112	112	1336/3	1336/3	0.3333333333333333	5/6	5/6	Chord	4/4	2	1	1/12			1/8	2/3	1744														
112	112	442	442	0.5	0	0	Chord	4/4	2	2	1/8			1/8	1	1745														
112	112	444	444	0.5	1/2	1/2	Chord	4/4	2	2	1/8			1/8	1	1746														
113	113	446	446	1.0	0	0	Chord	4/4	1	1	1/4			1/4	1	1747													13	
113	113	447	447	1.0	1/4	1/4	Chord	4/4	1	1	1/4			1/4	1	1748		articTenutoAbove											13	
113	113	448	448	1.0	1/2	1/2	Chord	4/4	1	1	1/4			1/4	1	1749		articTenutoAbove											13	
113	113	449	449	1.0	3/4	3/4	Chord	4/4	1	1	1/4			1/4	1	1750		articTenutoAbove											13	
113	113	446	446	0.0	0	0	StaffText	4/4	2	1	0								"<font size=""9.2082""/><font face=""Opus Text Std""/>P"											
113	113	1339/3	1339/3	0.3333333333333333	1/12	1/12	Chord	4/4	2	1	1/12			1/8	2/3	1751														
113	113	1340/3	1340/3	0.3333333333333333	1/6	1/6	Chord	4/4	2	1	1/12			1/8	2/3	1752														
113	113	447	447	0.3333333333333333	1/4	1/4	Chord	4/4	2	1	1/12			1/8	2/3	1753														
113	113	1342/3	1342/3	0.3333333333333333	1/3	1/3	Chord	4/4	2	1	1/12			1/8	2/3	1754														
113	113	1343/3	1343/3	0.3333333333333333	5/12	5/12	Chord	4/4	2	1	1/12			1/8	2/3	1755														
113	113	448	448	0.3333333333333333	1/2	1/2	Chord	4/4	2	1	1/12			1/8	2/3	1756														
113	113	1345/3	1345/3	0.3333333333333333	7/12	7/12	Chord	4/4	2	1	1/12			1/8	2/3	1757														
113	113	1346/3	1346/3	0.3333333333333333	2/3	2/3	Chord	4/4	2	1	1/12			1/8	2/3	1758														
113	113	449	449	0.3333333333333333	3/4	3/4	Chord	4/4	2	1	1/12			1/8	2/3	1759														
113	113	1348/3	1348/3	0.3333333333333333	5/6	5/6	Chord	4/4	2	1	1/12			1/8	2/3	1760														
113	113	1349/3	1349/3	0.3333333333333333	11/12	11/12	Chord	4/4	2	1	1/12			1/8	2/3	1761														
113	113	446	446	0.5	0	0	Chord	4/4	2	2	1/8			1/8	1	1762														
114	114	450	450	0.5	0	0	Chord	4/4	1	1	1/8			1/8	1	1763		articStaccatissimoAbove											13	
114	114	903/2	903/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8			1/8	1	1764		articAccentBelow											13	
114	114	452	452	0.0	1/2	1/2	StaffText	4/4	1	1	0								"<font size=""9.2082""/><font face=""Plantin MT Std""/>riten."										13	
114	114	452	452	0.0	1/2	1/2	Dynamic	4/4	1	1	0						ff												13	
114	114	452	452	0.5	1/2	1/2	Chord	4/4	1	1	1/8			1/8	1	1765		articAccentBelow											13	
114	114	905/2	905/2	0.5	5/8	5/8	Chord	4/4	1	1	1/8			1/8	1	1766		articAccentBelow											13	
114	114	453	453	0.75	3/4	3/4	Chord	4/4	1	1	3/16			1/8	3/2	1767													13	
114	114	1815/4	1815/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16			1/16	1	1768													13	
114	114	453	453	1.0	3/4	3/4	Chord	4/4	1	2	1/4			1/4	1	1769													13	
114	114	450	450	0.0	0	0	Spanner	4/4	2	1	0															60				
114	114	1351/3	1351/3	0.3333333333333333	1/12	1/12	Chord	4/4	2	1	1/12			1/8	2/3	1770										60				
114	114	1352/3	1352/3	0.3333333333333333	1/6	1/6	Chord	4/4	2	1	1/12			1/8	2/3	1771										60				
114	114	451	451	0.5	1/4	1/4	Chord	4/4	2	1	1/8			1/8	1	1772										60				
114	114	452	452	0.0	1/2	1/2	Spanner	4/4	2	1	0																			
114	114	453	453	0.0	3/4	3/4	Spanner	4/4	2	1	0																			
114	114	453	453	0.0	3/4	3/4	Spanner	4/4	2	1	0																			
114	114	453	453	1.0	3/4	3/4	Chord	4/4	2	1	1/4			1/4	1	1773		articMarcatoAbove												
114	114	450	450	0.5	0	0	Chord	4/4	2	2	1/8			1/8	1	1774		articStaccatissimoBelow												
115	115	454	454	0.0	0	0	Dynamic	4/4	1	1	0						sf												13	
115	115	454	454	0.0	0	0	StaffText	4/4	1	1	0								"<font size=""10.0453""/><font face=""Plantin MT Std""/><b>Tempo I (Andante)</b>"										13	
115	115	454	454	0.0	0	0	Tempo	4/4	1	1	0									𝅘𝅥=80	80.0	𝅘𝅥	80.0	1.0					13	
115	115	454	454	0.5	0	0	Chord	4/4	1	1	1/8			1/8	1	1775		articStaccatissimoAbove											13	
115	115	454	454	0.5	0	0	Chord	4/4	1	2	1/8			1/8	1	1776													13	
115	115	454	454	0.5	0	0	Chord	4/4	2	1	1/8			1/8	1	1777		articStaccatissimoAbove												
115	115	455	455	0.0	1/4	1/4	Spanner	4/4	2	1	0															61				
115	115	455	455	0.0	1/4	1/4	Chord	4/4	2	1	0	acciaccatura		1/8	1	1778										61				
115	115	455	455	2.0	1/4	1/4	Chord	4/4	2	1	1/2			1/2	1	1779		articMarcatoAbove								61				
115	115	457	457	1.0	3/4	3/4	Chord	4/4	2	1	1/4			1/4	1	1780		articAccentAbove								61				
116	116	458	458	0.0	0	0	Chord	4/4	2	1	0	acciaccatura		1/8	1	1781										61				
116	116	458	458	1.0	0	0	Chord	4/4	2	1	1/4			1/4	1	1782										61				
116	116	459	459	0.0	1/4	1/4	Chord	4/4	2	1	0	acciaccatura		1/8	1	1783										61				
116	116	459	459	1.0	1/4	1/4	Chord	4/4	2	1	1/4			1/4	1	1784		articAccentBelow								61				
116	116	460	460	0.0	1/2	1/2	Spanner	4/4	2	1	0																			
116	116	460	460	0.0	1/2	1/2	Chord	4/4	2	1	0	acciaccatura		1/8	1	1785														
116	116	460	460	1.0	1/2	1/2	Chord	4/4	2	1	1/4			1/4	1	1786		articAccentBelow												
116	116	461	461	0.0	3/4	3/4	Spanner	4/4	2	1	0															62				
116	116	461	461	1.0	3/4	3/4	Chord	4/4	2	1	1/4			1/4	1	1787		articAccentBelow								62				
117	117	463	463	0.0	1/4	1/4	Spanner	4/4	2	1	0																			
117	117	463	463	2.0	1/4	1/4	Chord	4/4	2	1	1/2			1/2	1	1788		articAccentAbove												
117	117	465	465	1.0	3/4	3/4	Chord	4/4	2	1	1/4			1/4	1	1789		articAccentAbove												
117	117	462	462	4.0	0	0	Chord	4/4	2	2	1			1	1	1790														
118	118	466	466	1.0	0	0	Chord	4/4	2	1	1/4			1/4	1	1791														
118	118	467	467	0.0	1/4	1/4	Spanner	4/4	2	1	0															63				
118	118	467	467	1.0	1/4	1/4	Chord	4/4	2	1	1/4			1/4	1	1792		articAccentAbove								63				
118	118	468	468	1.0	1/2	1/2	Chord	4/4	2	1	1/4			1/4	1	1793		articAccentAbove								63				
118	118	469	469	0.75	3/4	3/4	Chord	4/4	2	1	3/16			1/8	3/2	1794										63				
118	118	1879/4	1879/4	0.0	15/16	15/16	Spanner	4/4	2	1	0																			
118	118	1879/4	1879/4	0.25	15/16	15/16	Chord	4/4	2	1	1/16			1/16	1	1795														
118	118	466	466	2.0	0	0	Chord	4/4	2	2	1/2			1/2	1	1796														
118	118	468	468	0.5	1/2	1/2	Chord	4/4	2	2	1/8			1/8	1	1797														
118	118	937/2	937/2	1.0	5/8	5/8	Chord	4/4	2	2	1/4			1/4	1	1798														
