mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	slur	TextLine	TextLine_poco rall.	decrescendo_hairpin	crescendo_line	Ottava:8va
96	95	761/2	761/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	1063					1	1	0		
96	95	377	377	3.0	0	0	Chord	4/4	1	2	3/4		1/2	3/2	1064					1	1	0		
96	95	380	380	1.0	3/4	3/4	Chord	4/4	1	2	1/4		1/4	1	1065					1	1	0		
96	95	377	377	3.0	0	0	Chord	4/4	2	1	3/4		1/2	3/2	1066									
96	95	380	380	1.0	3/4	3/4	Chord	4/4	2	1	1/4		1/4	1	1067									
97	96	381	381	0.0	0	0	StaffText	4/4	1	1	0							"<font size=""12""/>sempre dolce"						
97	96	381	381	0.0	0	0	Spanner	4/4	1	1	0													
97	96	381	381	0.0	0	0	Spanner	4/4	1	1	0													
97	96	381	381	0.5	0	0	Chord	4/4	1	1	1/8		1/8	1	1068				137					
97	96	763/2	763/2	0.5	1/8	1/8	Chord	4/4	1	1	1/8		1/8	1	1069				137					
97	96	382	382	0.5	1/4	1/4	Chord	4/4	1	1	1/8		1/8	1	1070				137					
97	96	765/2	765/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8		1/8	1	1071				137					
97	96	383	383	0.5	1/2	1/2	Chord	4/4	1	1	1/8		1/8	1	1072				137					
97	96	767/2	767/2	0.5	5/8	5/8	Chord	4/4	1	1	1/8		1/8	1	1073				137					
97	96	384	384	0.5	3/4	3/4	Chord	4/4	1	1	1/8		1/8	1	1074				137					
97	96	769/2	769/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	1075									
97	96	381	381	4.0	0	0	Chord	4/4	1	2	1		1	1	1076									
97	96	381	381	4.0	0	0	Chord	4/4	2	1	1		1	1	1077									
98	97	385	385	0.5	0	0	Chord	4/4	1	1	1/8		1/8	1	1078				138					
98	97	771/2	771/2	0.5	1/8	1/8	Chord	4/4	1	1	1/8		1/8	1	1079				138					
98	97	386	386	0.5	1/4	1/4	Chord	4/4	1	1	1/8		1/8	1	1080				138					
98	97	773/2	773/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8		1/8	1	1081				138					
98	97	387	387	0.5	1/2	1/2	Chord	4/4	1	1	1/8		1/8	1	1082				138					
98	97	775/2	775/2	0.5	5/8	5/8	Chord	4/4	1	1	1/8		1/8	1	1083				138					
98	97	388	388	0.5	3/4	3/4	Chord	4/4	1	1	1/8		1/8	1	1084				138					
98	97	777/2	777/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	1085									
98	97	385	385	4.0	0	0	Chord	4/4	1	2	1		1	1	1086									
98	97	385	385	4.0	0	0	Chord	4/4	2	1	1		1	1	1087									
99	98	389	389	0.0	0	0	Spanner	4/4	1	1	0													2
99	98	389	389	0.5	0	0	Chord	4/4	1	1	1/8		1/8	1	1088				139					2
99	98	779/2	779/2	0.5	1/8	1/8	Chord	4/4	1	1	1/8		1/8	1	1089				139					2
99	98	390	390	0.5	1/4	1/4	Chord	4/4	1	1	1/8		1/8	1	1090				139					2
99	98	781/2	781/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8		1/8	1	1091				139					2
99	98	391	391	0.5	1/2	1/2	Chord	4/4	1	1	1/8		1/8	1	1092				139					2
99	98	783/2	783/2	0.5	5/8	5/8	Chord	4/4	1	1	1/8		1/8	1	1093				139					2
99	98	392	392	0.5	3/4	3/4	Chord	4/4	1	1	1/8		1/8	1	1094				139					2
99	98	785/2	785/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	1095									2
99	98	389	389	4.0	0	0	Chord	4/4	1	2	1		1	1	1096									2
99	98	389	389	4.0	0	0	Chord	4/4	2	1	1		1	1	1097									
100	99	393	393	0.5	0	0	Chord	4/4	1	1	1/8		1/8	1	1098				140					2
100	99	787/2	787/2	0.5	1/8	1/8	Chord	4/4	1	1	1/8		1/8	1	1099				140					2
100	99	394	394	0.5	1/4	1/4	Chord	4/4	1	1	1/8		1/8	1	1100				140					2
100	99	789/2	789/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8		1/8	1	1101				140					2
100	99	395	395	0.5	1/2	1/2	Chord	4/4	1	1	1/8		1/8	1	1102				140					2
100	99	791/2	791/2	0.5	5/8	5/8	Chord	4/4	1	1	1/8		1/8	1	1103				140					2
100	99	396	396	0.5	3/4	3/4	Chord	4/4	1	1	1/8		1/8	1	1104				140					2
100	99	793/2	793/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	1105									2
100	99	393	393	4.0	0	0	Chord	4/4	1	2	1		1	1	1106									2
100	99	393	393	4.0	0	0	Chord	4/4	2	1	1		1	1	1107									
101	100	397	397	0.5	0	0	Chord	4/4	1	1	1/8		1/8	1	1108				141					2
101	100	795/2	795/2	0.5	1/8	1/8	Chord	4/4	1	1	1/8		1/8	1	1109				141					2
101	100	398	398	1.0	1/4	1/4	Chord	4/4	1	1	1/4		1/4	1	1110				141					2
101	100	399	399	0.5	1/2	1/2	Chord	4/4	1	1	1/8		1/8	1	1111				142					2
101	100	799/2	799/2	0.5	5/8	5/8	Chord	4/4	1	1	1/8		1/8	1	1112				142					2
101	100	400	400	1.0	3/4	3/4	Chord	4/4	1	1	1/4		1/4	1	1113				142					2
101	100	397	397	1.5	0	0	Chord	4/4	1	2	3/8		1/4	3/2	1114									2
101	100	797/2	797/2	0.5	3/8	3/8	Chord	4/4	1	2	1/8		1/8	1	1115									2
101	100	399	399	1.5	1/2	1/2	Chord	4/4	1	2	3/8		1/4	3/2	1116									2
101	100	801/2	801/2	0.5	7/8	7/8	Chord	4/4	1	2	1/8		1/8	1	1117									2
101	100	397	397	2.0	0	0	Chord	4/4	2	1	1/2		1/2	1	1118									
101	100	399	399	2.0	1/2	1/2	Chord	4/4	2	1	1/2		1/2	1	1119									
101	100	397	397	4.0	0	0	Chord	4/4	2	2	1		1	1	1120									
102	101	401	401	0.5	0	0	Chord	4/4	1	1	1/8		1/8	1	1121				143					2
102	101	803/2	803/2	0.5	1/8	1/8	Chord	4/4	1	1	1/8		1/8	1	1122				143					2
102	101	402	402	1.0	1/4	1/4	Chord	4/4	1	1	1/4		1/4	1	1123				143					2
102	101	403	403	0.0	1/2	1/2	Spanner	4/4	1	1	0													
102	101	403	403	0.5	1/2	1/2	Chord	4/4	1	1	1/8		1/8	1	1124				144					
102	101	807/2	807/2	0.5	5/8	5/8	Chord	4/4	1	1	1/8		1/8	1	1125				144					
102	101	404	404	1.0	3/4	3/4	Chord	4/4	1	1	1/4		1/4	1	1126				144					
102	101	401	401	1.5	0	0	Chord	4/4	1	2	3/8		1/4	3/2	1127									
102	101	805/2	805/2	0.5	3/8	3/8	Chord	4/4	1	2	1/8		1/8	1	1128									
102	101	403	403	1.5	1/2	1/2	Chord	4/4	1	2	3/8		1/4	3/2	1129									
102	101	809/2	809/2	0.5	7/8	7/8	Chord	4/4	1	2	1/8		1/8	1	1130									
102	101	401	401	2.0	0	0	Chord	4/4	2	1	1/2		1/2	1	1131									
102	101	403	403	2.0	1/2	1/2	Chord	4/4	2	1	1/2		1/2	1	1132									
102	101	401	401	4.0	0	0	Chord	4/4	2	2	1		1	1	1133									
103	102	405	405	0.5	0	0	Chord	4/4	1	1	1/8		1/8	1	1134				145					
103	102	811/2	811/2	0.5	1/8	1/8	Chord	4/4	1	1	1/8		1/8	1	1135				145					
103	102	406	406	1.0	1/4	1/4	Chord	4/4	1	1	1/4		1/4	1	1136				145					
103	102	407	407	0.5	1/2	1/2	Chord	4/4	1	1	1/8		1/8	1	1137				146					
103	102	815/2	815/2	0.5	5/8	5/8	Chord	4/4	1	1	1/8		1/8	1	1138				146					
103	102	408	408	1.0	3/4	3/4	Chord	4/4	1	1	1/4		1/4	1	1139				146					
103	102	405	405	1.5	0	0	Chord	4/4	1	2	3/8		1/4	3/2	1140									
103	102	813/2	813/2	0.5	3/8	3/8	Chord	4/4	1	2	1/8		1/8	1	1141									
103	102	407	407	1.5	1/2	1/2	Chord	4/4	1	2	3/8		1/4	3/2	1142									
103	102	817/2	817/2	0.5	7/8	7/8	Chord	4/4	1	2	1/8		1/8	1	1143									
103	102	405	405	2.0	0	0	Chord	4/4	2	1	1/2		1/2	1	1144									
103	102	407	407	2.0	1/2	1/2	Chord	4/4	2	1	1/2		1/2	1	1145									
103	102	405	405	4.0	0	0	Chord	4/4	2	2	1		1	1	1146									
104	103	409	409	0.0	0	0	StaffText	4/4	1	1	0							dim.						
104	103	409	409	0.5	0	0	Chord	4/4	1	1	1/8		1/8	1	1147				147					
104	103	819/2	819/2	0.5	1/8	1/8	Chord	4/4	1	1	1/8		1/8	1	1148				147					
104	103	410	410	1.0	1/4	1/4	Chord	4/4	1	1	1/4		1/4	1	1149				147					
104	103	411	411	0.5	1/2	1/2	Chord	4/4	1	1	1/8		1/8	1	1150				148					
104	103	823/2	823/2	0.5	5/8	5/8	Chord	4/4	1	1	1/8		1/8	1	1151				148					
104	103	412	412	1.0	3/4	3/4	Chord	4/4	1	1	1/4		1/4	1	1152				148					
104	103	409	409	1.5	0	0	Chord	4/4	1	2	3/8		1/4	3/2	1153									
104	103	821/2	821/2	0.5	3/8	3/8	Chord	4/4	1	2	1/8		1/8	1	1154									
104	103	411	411	1.5	1/2	1/2	Chord	4/4	1	2	3/8		1/4	3/2	1155									
104	103	825/2	825/2	0.5	7/8	7/8	Chord	4/4	1	2	1/8		1/8	1	1156									
104	103	409	409	2.0	0	0	Chord	4/4	2	1	1/2		1/2	1	1157									
104	103	411	411	2.0	1/2	1/2	Chord	4/4	2	1	1/2		1/2	1	1158									
104	103	409	409	4.0	0	0	Chord	4/4	2	2	1		1	1	1159									
105	104	413	413	0.5	0	0	Chord	4/4	1	1	1/8		1/8	1	1160				149					
105	104	827/2	827/2	0.5	1/8	1/8	Chord	4/4	1	1	1/8		1/8	1	1161				149					
105	104	414	414	1.0	1/4	1/4	Chord	4/4	1	1	1/4		1/4	1	1162				149					
105	104	415	415	0.5	1/2	1/2	Chord	4/4	1	1	1/8		1/8	1	1163				150					
105	104	831/2	831/2	0.5	5/8	5/8	Chord	4/4	1	1	1/8		1/8	1	1164				150					
105	104	416	416	1.0	3/4	3/4	Chord	4/4	1	1	1/4		1/4	1	1165				150					
105	104	413	413	1.5	0	0	Chord	4/4	1	2	3/8		1/4	3/2	1166									
105	104	829/2	829/2	0.5	3/8	3/8	Chord	4/4	1	2	1/8		1/8	1	1167									
105	104	415	415	1.5	1/2	1/2	Chord	4/4	1	2	3/8		1/4	3/2	1168									
105	104	833/2	833/2	0.5	7/8	7/8	Chord	4/4	1	2	1/8		1/8	1	1169									
105	104	413	413	2.0	0	0	Chord	4/4	2	1	1/2		1/2	1	1170									
105	104	415	415	2.0	1/2	1/2	Chord	4/4	2	1	1/2		1/2	1	1171									
105	104	413	413	4.0	0	0	Chord	4/4	2	2	1		1	1	1172									
106	105	417	417	0.0	0	0	Dynamic	4/4	1	1	0					pp								
106	105	417	417	2.0	0	0	Chord	4/4	1	1	1/2		1/2	1	1173				151					
106	105	419	419	2.0	1/2	1/2	Chord	4/4	1	1	1/2		1/2	1	1174				151					
106	105	417	417	2.0	0	0	Chord	4/4	2	1	1/2		1/2	1	1175									
106	105	419	419	2.0	1/2	1/2	Chord	4/4	2	1	1/2		1/2	1	1176									
107	106	421	421	1.5	0	0	Chord	4/4	1	1	3/8		1/4	3/2	1177				152					
107	106	845/2	845/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8		1/8	1	1178				152					
107	106	423	423	0.5	1/2	1/2	Chord	4/4	1	1	1/8		1/8	1	1179				152					
107	106	847/2	847/2	0.5	5/8	5/8	Chord	4/4	1	1	1/8		1/8	1	1180				152					
107	106	424	424	0.5	3/4	3/4	Chord	4/4	1	1	1/8		1/8	1	1181				152					
107	106	849/2	849/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	1182									
107	106	421	421	4.0	0	0	Chord	4/4	1	2	1		1	1	1183									
107	106	421	421	4.0	0	0	Chord	4/4	2	1	1		1	1	1184									
108	107	425	425	2.0	0	0	Chord	4/4	1	1	1/2		1/2	1	1185				153					
108	107	427	427	2.0	1/2	1/2	Chord	4/4	1	1	1/2		1/2	1	1186				153					
108	107	425	425	2.0	0	0	Chord	4/4	2	1	1/2		1/2	1	1187									
108	107	427	427	2.0	1/2	1/2	Chord	4/4	2	1	1/2		1/2	1	1188									
109	108	429	429	1.5	0	0	Chord	4/4	1	1	3/8		1/4	3/2	1189				154					
109	108	861/2	861/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8		1/8	1	1190				154					
109	108	431	431	0.5	1/2	1/2	Chord	4/4	1	1	1/8		1/8	1	1191				154					
109	108	863/2	863/2	0.5	5/8	5/8	Chord	4/4	1	1	1/8		1/8	1	1192				154					
109	108	432	432	0.5	3/4	3/4	Chord	4/4	1	1	1/8		1/8	1	1193				154					
109	108	865/2	865/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	1194									
109	108	429	429	4.0	0	0	Chord	4/4	1	2	1		1	1	1195									
109	108	429	429	4.0	0	0	Chord	4/4	2	1	1		1	1	1196									
110	109	433	433	1.5	0	0	Chord	4/4	1	1	3/8		1/4	3/2	1197				155					
110	109	869/2	869/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8		1/8	1	1198				155					
110	109	435	435	0.5	1/2	1/2	Chord	4/4	1	1	1/8		1/8	1	1199				155					
110	109	871/2	871/2	0.5	5/8	5/8	Chord	4/4	1	1	1/8		1/8	1	1200				155					
110	109	436	436	0.5	3/4	3/4	Chord	4/4	1	1	1/8		1/8	1	1201				155					
110	109	873/2	873/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	1202				155					
110	109	433	433	4.0	0	0	Chord	4/4	1	2	1		1	1	1203									
110	109	433	433	4.0	0	0	Chord	4/4	2	1	1		1	1	1204									
111	110	437	437	0.5	0	0	Chord	4/4	1	1	1/8		1/8	1	1205				155					
111	110	875/2	875/2	0.5	1/8	1/8	Chord	4/4	1	1	1/8		1/8	1	1206				155					
111	110	438	438	0.5	1/4	1/4	Chord	4/4	1	1	1/8		1/8	1	1207				155					
111	110	877/2	877/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8		1/8	1	1208				155					
111	110	439	439	0.5	1/2	1/2	Chord	4/4	1	1	1/8		1/8	1	1209				155					
111	110	879/2	879/2	0.5	5/8	5/8	Chord	4/4	1	1	1/8		1/8	1	1210				155					
111	110	440	440	0.5	3/4	3/4	Chord	4/4	1	1	1/8		1/8	1	1211				155					
111	110	881/2	881/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	1212									
112	111	443	443	0.0	1/2	1/2	StaffText	4/4	1	1	0							"<font size=""12""/>dolce"						
112	111	443	443	2.0	1/2	1/2	Chord	4/4	1	1	1/2		1/2	1	1213				156					
112	111	443	443	2.0	1/2	1/2	Chord	4/4	2	1	1/2		1/2	1	1214				157					
113	112	445	445	2.0	0	0	Chord	4/4	1	1	1/2		1/2	1	1215				156					
113	112	447	447	1.5	1/2	1/2	Chord	4/4	1	1	3/8		1/4	3/2	1216				156					
113	112	897/2	897/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	1217									
113	112	447	447	2.0	1/2	1/2	Chord	4/4	1	2	1/2		1/2	1	1218									
113	112	445	445	2.0	0	0	Chord	4/4	2	1	1/2		1/2	1	1219				157					
113	112	447	447	1.0	1/2	1/2	Chord	4/4	2	1	1/4		1/4	1	1220				157					
113	112	448	448	1.0	3/4	3/4	Chord	4/4	2	1	1/4		1/4	1	1221									
113	112	447	447	2.0	1/2	1/2	Chord	4/4	2	2	1/2		1/2	1	1222									
114	113	449	449	4.0	0	0	Chord	4/4	1	1	1		1	1	1223									
114	113	449	449	1.5	0	0	Chord	4/4	2	1	3/8		1/4	3/2	1224				158					
114	113	901/2	901/2	0.0	3/8	3/8	StaffText	4/4	2	1	0							smorzando	158					
114	113	901/2	901/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8		1/8	1	1225				158					
114	113	451	451	0.5	1/2	1/2	Chord	4/4	2	1	1/8		1/8	1	1226				158					
114	113	903/2	903/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8		1/8	1	1227				158					
114	113	452	452	0.5	3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	1228				158					
114	113	905/2	905/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8		1/8	1	1229				158					
114	113	449	449	2.0	0	0	Chord	4/4	2	2	1/2		1/2	1	1230									
115	114	453	453	4.0	0	0	Chord	4/4	1	1	1		1	1	1231									
115	114	453	453	0.5	0	0	Chord	4/4	2	1	1/8		1/8	1	1232				158					
115	114	907/2	907/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8		1/8	1	1233				158					
115	114	454	454	0.5	1/4	1/4	Chord	4/4	2	1	1/8		1/8	1	1234				158					
115	114	909/2	909/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8		1/8	1	1235				158					
115	114	455	455	0.5	1/2	1/2	Chord	4/4	2	1	1/8		1/8	1	1236				158					
115	114	911/2	911/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8		1/8	1	1237				158					
115	114	456	456	0.5	3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	1238				158					
115	114	913/2	913/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8		1/8	1	1239									
116	115	459	459	2.0	1/2	1/2	Chord	4/4	1	1	1/2		1/2	1	1240				159					
116	115	457	457	4.0	0	0	Chord	4/4	2	1	1		1	1	1241									
117	116	461	461	2.0	0	0	Chord	4/4	1	1	1/2		1/2	1	1242				159					
117	116	463	463	2.0	1/2	1/2	Chord	4/4	1	1	1/2		1/2	1	1243				159					
117	116	461	461	4.0	0	0	Chord	4/4	2	1	1		1	1	1244									
118	117	465	465	4.0	0	0	Chord	4/4	1	1	1		1	1	1245									
118	117	465	465	4.0	0	0	Chord	4/4	2	1	1		1	1	1246									
