mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur	pedal	crescendo_hairpin	decrescendo_hairpin	Ottava:8va
62	61	533/2	533/2	0.25	1/4	1/4	Chord	7/4	2	1	1/16		1/16	1	1086													
62	61	1067/4	1067/4	0.25	5/16	5/16	Chord	7/4	2	1	1/16		1/16	1	1087													
62	61	267	267	0.25	3/8	3/8	Chord	7/4	2	1	1/16		1/16	1	1088													
62	61	1069/4	1069/4	0.25	7/16	7/16	Chord	7/4	2	1	1/16		1/16	1	1089													
62	61	535/2	535/2	0.0	1/2	1/2	StaffText	7/4	2	1	0							"<font size=""9.7197""/><font face=""Opus Text Std""/>P"										
62	61	1071/4	1071/4	0.25	9/16	9/16	Chord	7/4	2	1	1/16		1/16	1	1090													
62	61	268	268	0.25	5/8	5/8	Chord	7/4	2	1	1/16		1/16	1	1091													
62	61	1073/4	1073/4	0.25	11/16	11/16	Chord	7/4	2	1	1/16		1/16	1	1092													
62	61	537/2	537/2	1.0	3/4	3/4	Chord	7/4	2	1	1/4		1/4	1	1093													
62	61	269	269	0.0	7/8	7/8	StaffText	7/4	2	1	0							"<font size=""9.7197""/><font face=""Plantin MT Std""/>rinforz."										
62	61	531/2	531/2	1.0	0	0	Chord	7/4	2	2	1/4		1/4	1	1094													
62	61	533/2	533/2	1.0	1/4	1/4	Chord	7/4	2	2	1/4		1/4	1	1095													
62	61	535/2	535/2	0.25	1/2	1/2	Chord	7/4	2	2	1/16		1/16	1	1096													
62	61	1071/4	1071/4	0.25	9/16	9/16	Chord	7/4	2	2	1/16		1/16	1	1097													
62	61	268	268	0.5	5/8	5/8	Chord	7/4	2	2	1/8		1/8	1	1098													
63	62	545/2	545/2	0.0	0	0	Spanner	4/4	1	1	0																9	0
63	62	545/2	545/2	1.0	0	0	Chord	4/4	1	1	1/4		1/4	1	1099												9	0
63	62	547/2	547/2	0.0	1/4	1/4	Spanner	4/4	1	1	0																	0
63	62	547/2	547/2	1.0	1/4	1/4	Chord	4/4	1	1	1/4		1/4	1	1100													0
63	62	1091/4	1091/4	0.0	1/16	1/16	StaffText	4/4	2	1	0							"<font size=""9.7197""/><font face=""Opus Text Std""/>P"										
63	62	1091/4	1091/4	0.25	1/16	1/16	Chord	4/4	2	1	1/16		1/16	1	1101													
63	62	273	273	0.25	1/8	1/8	Chord	4/4	2	1	1/16		1/16	1	1102													
63	62	1093/4	1093/4	0.25	3/16	3/16	Chord	4/4	2	1	1/16		1/16	1	1103													
63	62	547/2	547/2	0.25	1/4	1/4	Chord	4/4	2	1	1/16		1/16	1	1104													
63	62	1095/4	1095/4	0.25	5/16	5/16	Chord	4/4	2	1	1/16		1/16	1	1105													
63	62	274	274	0.25	3/8	3/8	Chord	4/4	2	1	1/16		1/16	1	1106													
63	62	1097/4	1097/4	0.25	7/16	7/16	Chord	4/4	2	1	1/16		1/16	1	1107													
63	62	549/2	549/2	0.25	1/2	1/2	Chord	4/4	2	1	1/16		1/16	1	1108													
63	62	1099/4	1099/4	0.25	9/16	9/16	Chord	4/4	2	1	1/16		1/16	1	1109													
63	62	275	275	0.25	5/8	5/8	Chord	4/4	2	1	1/16		1/16	1	1110													
63	62	1101/4	1101/4	0.25	11/16	11/16	Chord	4/4	2	1	1/16		1/16	1	1111													
63	62	551/2	551/2	0.25	3/4	3/4	Chord	4/4	2	1	1/16		1/16	1	1112													
63	62	1103/4	1103/4	0.25	13/16	13/16	Chord	4/4	2	1	1/16		1/16	1	1113													
63	62	276	276	0.25	7/8	7/8	Chord	4/4	2	1	1/16		1/16	1	1114													
63	62	1105/4	1105/4	0.25	15/16	15/16	Chord	4/4	2	1	1/16		1/16	1	1115													
64	63	553/2	553/2	0.0	0	0	StaffText	17/4	1	1	0							rit.										0
64	63	553/2	553/2	0.0	0	0	StaffText	17/4	1	1	0							"<font size=""9.7197""/><font face=""Plantin MT Std""/>quasi cadenza"										0
64	63	553/2	553/2	0.0	0	0	Spanner	17/4	1	1	0																	0
64	63	553/2	553/2	0.0	0	0	Spanner	17/4	1	1	0																	0
64	63	553/2	553/2	0.0	0	0	Spanner	17/4	1	1	0																	0
64	63	553/2	553/2	0.0	0	0	Spanner	17/4	1	1	0																	0
64	63	553/2	553/2	0.0	0	0	Spanner	17/4	1	1	0																	0, 5
64	63	555/2	555/2	0.25	1/4	1/4	Chord	17/4	1	1	1/16		1/16	1	1116													0, 5
64	63	1111/4	1111/4	0.25	5/16	5/16	Chord	17/4	1	1	1/16		1/16	1	1117													0, 5
64	63	278	278	0.25	3/8	3/8	Chord	17/4	1	1	1/16		1/16	1	1118													0, 5
64	63	1113/4	1113/4	0.25	7/16	7/16	Chord	17/4	1	1	1/16		1/16	1	1119													0, 5
64	63	557/2	557/2	0.25	1/2	1/2	Chord	17/4	1	1	1/16		1/16	1	1120													0, 5
64	63	1115/4	1115/4	0.25	9/16	9/16	Chord	17/4	1	1	1/16		1/16	1	1121													0, 5
64	63	279	279	0.25	5/8	5/8	Chord	17/4	1	1	1/16		1/16	1	1122													0, 5
64	63	1117/4	1117/4	0.25	11/16	11/16	Chord	17/4	1	1	1/16		1/16	1	1123													0, 5
64	63	559/2	559/2	0.25	3/4	3/4	Chord	17/4	1	1	1/16		1/16	1	1124													0, 5
64	63	1119/4	1119/4	0.25	13/16	13/16	Chord	17/4	1	1	1/16		1/16	1	1125													0, 5
64	63	280	280	0.25	7/8	7/8	Chord	17/4	1	1	1/16		1/16	1	1126													0, 5
64	63	1121/4	1121/4	0.25	15/16	15/16	Chord	17/4	1	1	1/16		1/16	1	1127													0, 5
64	63	561/2	561/2	0.25	1	1	Chord	17/4	1	1	1/16		1/16	1	1128													0, 5
64	63	1123/4	1123/4	0.25	17/16	17/16	Chord	17/4	1	1	1/16		1/16	1	1129													0, 5
64	63	281	281	0.25	9/8	9/8	Chord	17/4	1	1	1/16		1/16	1	1130													0, 5
64	63	1125/4	1125/4	0.25	19/16	19/16	Chord	17/4	1	1	1/16		1/16	1	1131													0, 5
64	63	563/2	563/2	0.25	5/4	5/4	Chord	17/4	1	1	1/16		1/16	1	1132													0, 5
64	63	1127/4	1127/4	0.25	21/16	21/16	Chord	17/4	1	1	1/16		1/16	1	1133													0, 5
64	63	282	282	0.25	11/8	11/8	Chord	17/4	1	1	1/16		1/16	1	1134													0, 5
64	63	1129/4	1129/4	0.25	23/16	23/16	Chord	17/4	1	1	1/16		1/16	1	1135													0, 5
64	63	565/2	565/2	0.25	3/2	3/2	Chord	17/4	1	1	1/16		1/16	1	1136													0, 5
64	63	1131/4	1131/4	0.25	25/16	25/16	Chord	17/4	1	1	1/16		1/16	1	1137													0, 5
64	63	283	283	0.25	13/8	13/8	Chord	17/4	1	1	1/16		1/16	1	1138													0, 5
64	63	1133/4	1133/4	0.25	27/16	27/16	Chord	17/4	1	1	1/16		1/16	1	1139													0, 5
64	63	567/2	567/2	0.3333333333333333	7/4	7/4	Chord	17/4	1	1	1/12		1/8	2/3	1140													0, 5
64	63	1703/6	1703/6	0.3333333333333333	11/6	11/6	Chord	17/4	1	1	1/12		1/8	2/3	1141													0, 5
64	63	1705/6	1705/6	0.3333333333333333	23/12	23/12	Chord	17/4	1	1	1/12		1/8	2/3	1142													0, 5
64	63	569/2	569/2	0.3333333333333333	2	2	Chord	17/4	1	1	1/12		1/8	2/3	1143													0, 5
64	63	1709/6	1709/6	0.3333333333333333	25/12	25/12	Chord	17/4	1	1	1/12		1/8	2/3	1144													0, 5
64	63	1711/6	1711/6	0.3333333333333333	13/6	13/6	Chord	17/4	1	1	1/12		1/8	2/3	1145													0, 5
64	63	571/2	571/2	0.5	9/4	9/4	Chord	17/4	1	1	1/8		1/8	1	1146													0, 5
64	63	286	286	0.5	19/8	19/8	Chord	17/4	1	1	1/8		1/8	1	1147													0, 5
64	63	573/2	573/2	0.5	5/2	5/2	Chord	17/4	1	1	1/8		1/8	1	1148													0, 5
64	63	553/2	553/2	0.25	0	0	Chord	17/4	1	2	1/16		1/16	1	1149													0, 5
64	63	1107/4	1107/4	0.25	1/16	1/16	Chord	17/4	1	2	1/16		1/16	1	1150													0, 5
64	63	277	277	0.25	1/8	1/8	Chord	17/4	1	2	1/16		1/16	1	1151													0, 5
64	63	1109/4	1109/4	0.25	3/16	3/16	Chord	17/4	1	2	1/16		1/16	1	1152													0, 5
64	63	1111/4	1111/4	0.25	5/16	5/16	Chord	17/4	1	2	1/16		1/16	1	1153													0, 5
64	63	278	278	0.25	3/8	3/8	Chord	17/4	1	2	1/16		1/16	1	1154													0, 5
64	63	1113/4	1113/4	0.25	7/16	7/16	Chord	17/4	1	2	1/16		1/16	1	1155													0, 5
64	63	557/2	557/2	0.25	1/2	1/2	Chord	17/4	1	2	1/16		1/16	1	1156													0, 5
64	63	1115/4	1115/4	0.25	9/16	9/16	Chord	17/4	1	2	1/16		1/16	1	1157													0, 5
64	63	279	279	0.25	5/8	5/8	Chord	17/4	1	2	1/16		1/16	1	1158													0, 5
64	63	1117/4	1117/4	0.25	11/16	11/16	Chord	17/4	1	2	1/16		1/16	1	1159													0, 5
64	63	559/2	559/2	0.25	3/4	3/4	Chord	17/4	1	2	1/16		1/16	1	1160													0, 5
64	63	1119/4	1119/4	0.25	13/16	13/16	Chord	17/4	1	2	1/16		1/16	1	1161													0, 5
64	63	280	280	0.25	7/8	7/8	Chord	17/4	1	2	1/16		1/16	1	1162													0, 5
64	63	1121/4	1121/4	0.25	15/16	15/16	Chord	17/4	1	2	1/16		1/16	1	1163													0, 5
64	63	561/2	561/2	0.25	1	1	Chord	17/4	1	2	1/16		1/16	1	1164													0, 5
64	63	1123/4	1123/4	0.25	17/16	17/16	Chord	17/4	1	2	1/16		1/16	1	1165													0, 5
64	63	281	281	0.25	9/8	9/8	Chord	17/4	1	2	1/16		1/16	1	1166													0, 5
64	63	1125/4	1125/4	0.25	19/16	19/16	Chord	17/4	1	2	1/16		1/16	1	1167													0, 5
64	63	563/2	563/2	0.25	5/4	5/4	Chord	17/4	1	2	1/16		1/16	1	1168													0, 5
64	63	1127/4	1127/4	0.25	21/16	21/16	Chord	17/4	1	2	1/16		1/16	1	1169													0, 5
64	63	282	282	0.25	11/8	11/8	Chord	17/4	1	2	1/16		1/16	1	1170													0, 5
64	63	1129/4	1129/4	0.25	23/16	23/16	Chord	17/4	1	2	1/16		1/16	1	1171													0, 5
64	63	565/2	565/2	0.25	3/2	3/2	Chord	17/4	1	2	1/16		1/16	1	1172													0, 5
64	63	1131/4	1131/4	0.25	25/16	25/16	Chord	17/4	1	2	1/16		1/16	1	1173													0, 5
64	63	283	283	0.25	13/8	13/8	Chord	17/4	1	2	1/16		1/16	1	1174													0, 5
64	63	1133/4	1133/4	0.25	27/16	27/16	Chord	17/4	1	2	1/16		1/16	1	1175													0, 5
64	63	567/2	567/2	0.3333333333333333	7/4	7/4	Chord	17/4	1	2	1/12		1/8	2/3	1176													0, 5
64	63	1703/6	1703/6	0.3333333333333333	11/6	11/6	Chord	17/4	1	2	1/12		1/8	2/3	1177													0, 5
64	63	1705/6	1705/6	0.3333333333333333	23/12	23/12	Chord	17/4	1	2	1/12		1/8	2/3	1178													0, 5
64	63	553/2	553/2	0.0	0	0	StaffText	17/4	2	1	0							"<font size=""9.7197""/><font face=""Plantin MT Std""/>dim."										
64	63	553/2	553/2	0.0	0	0	StaffText	17/4	2	1	0							"<font size=""9.7197""/><font face=""Plantin MT Std""/>perdendo"										
64	63	569/2	569/2	0.3333333333333333	2	2	Chord	17/4	2	1	1/12		1/8	2/3	1179													
64	63	1709/6	1709/6	0.3333333333333333	25/12	25/12	Chord	17/4	2	1	1/12		1/8	2/3	1180													
64	63	1711/6	1711/6	0.3333333333333333	13/6	13/6	Chord	17/4	2	1	1/12		1/8	2/3	1181													
64	63	571/2	571/2	0.5	9/4	9/4	Chord	17/4	2	1	1/8		1/8	1	1182													
64	63	286	286	0.5	19/8	19/8	Chord	17/4	2	1	1/8		1/8	1	1183													
64	63	573/2	573/2	0.5	5/2	5/2	Chord	17/4	2	1	1/8		1/8	1	1184													
64	63	287	287	0.5	21/8	21/8	Chord	17/4	2	1	1/8		1/8	1	1185													
64	63	575/2	575/2	0.5	11/4	11/4	Chord	17/4	2	1	1/8		1/8	1	1186													
64	63	288	288	0.5	23/8	23/8	Chord	17/4	2	1	1/8		1/8	1	1187													
64	63	577/2	577/2	1.0	3	3	Chord	17/4	2	1	1/4		1/4	1	1188		articTenutoAbove											
64	63	579/2	579/2	1.0	13/4	13/4	Chord	17/4	2	1	1/4		1/4	1	1189		articTenutoAbove											
64	63	581/2	581/2	1.0	7/2	7/2	Chord	17/4	2	1	1/4		1/4	1	1190		articAccentAbove											
64	63	583/2	583/2	0.5	15/4	15/4	Chord	17/4	2	1	1/8		1/8	1	1191													
64	63	575/2	575/2	0.5	11/4	11/4	Chord	17/4	2	2	1/8		1/8	1	1192													
64	63	288	288	0.5	23/8	23/8	Chord	17/4	2	2	1/8		1/8	1	1193													
64	63	577/2	577/2	1.0	3	3	Chord	17/4	2	2	1/4		1/4	1	1194													
64	63	579/2	579/2	1.0	13/4	13/4	Chord	17/4	2	2	1/4		1/4	1	1195													
64	63	581/2	581/2	1.0	7/2	7/2	Chord	17/4	2	2	1/4		1/4	1	1196													
64	63	583/2	583/2	0.5	15/4	15/4	Chord	17/4	2	2	1/8		1/8	1	1197													
65	64	587/2	587/2	0.0	0	0	StaffText	4/4	1	1	0							"<font size=""9.7197""/><font face=""Plantin MT Std""/>un poco piu lento<font size=""9.7197""/><font face=""Plantin MT Std""/>accentuato assai"										0, 5
65	64	587/2	587/2	1.0	0	0	Chord	4/4	1	1	1/4		1/4	1	1198													0, 5
65	64	589/2	589/2	0.75	1/4	1/4	Chord	4/4	1	1	3/16		1/8	3/2	1199													0, 5
65	64	1181/4	1181/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16		1/16	1	1200													0, 5
65	64	591/2	591/2	1.5	1/2	1/2	Chord	4/4	1	1	3/8		1/4	3/2	1201		articMarcatoAbove											0, 5
65	64	297	297	0.5	7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	1202													0, 5
65	64	294	294	0.5	1/8	1/8	Chord	4/4	1	2	1/8		1/8	1	1203		articStaccatoBelow											0, 5
65	64	296	296	0.5	5/8	5/8	Chord	4/4	1	2	1/8		1/8	1	1204		articStaccatoBelow											0, 5
65	64	587/2	587/2	0.0	0	0	Dynamic	4/4	2	1	0					f												
65	64	587/2	587/2	0.0	0	0	Spanner	4/4	2	1	0														7			
65	64	294	294	0.5	1/8	1/8	Chord	4/4	2	1	1/8		1/8	1	1205		articStaccatoBelow								7			
65	64	589/2	589/2	0.0	1/4	1/4	Spanner	4/4	2	1	0																	
65	64	591/2	591/2	0.0	1/2	1/2	Spanner	4/4	2	1	0														8			
65	64	296	296	0.5	5/8	5/8	Chord	4/4	2	1	1/8		1/8	1	1206		articStaccatoBelow								8			
65	64	593/2	593/2	0.0	3/4	3/4	Spanner	4/4	2	1	0																	
66	65	595/2	595/2	1.0	0	0	Chord	4/4	1	1	1/4		1/4	1	1207		articAccentAbove											0, 5
66	65	597/2	597/2	0.3333333333333333	1/4	1/4	Chord	4/4	1	1	1/12		1/8	2/3	1208													0, 5
66	65	1793/6	1793/6	0.5	1/3	1/3	Chord	4/4	1	1	1/8		1/8	1	1209													0, 5
66	65	898/3	898/3	0.16666666666666666	11/24	11/24	Chord	4/4	1	1	1/24		1/16	2/3	1210													0, 5
66	65	599/2	599/2	1.5	1/2	1/2	Chord	4/4	1	1	3/8		1/4	3/2	1211													0, 5
66	65	301	301	0.5	7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	1212													0, 5
66	65	298	298	0.5	1/8	1/8	Chord	4/4	1	2	1/8		1/8	1	1213		articStaccatoBelow											0, 5
66	65	300	300	0.5	5/8	5/8	Chord	4/4	1	2	1/8		1/8	1	1214		articStaccatoBelow											0, 5
66	65	595/2	595/2	0.0	0	0	Spanner	4/4	2	1	0														9			
66	65	298	298	0.5	1/8	1/8	Chord	4/4	2	1	1/8		1/8	1	1215		articStaccatoBelow								9			
66	65	597/2	597/2	0.0	1/4	1/4	Spanner	4/4	2	1	0																	
66	65	599/2	599/2	0.0	1/2	1/2	Spanner	4/4	2	1	0														10			
66	65	300	300	0.5	5/8	5/8	Chord	4/4	2	1	1/8		1/8	1	1216		articStaccatoBelow								10			
66	65	601/2	601/2	0.0	3/4	3/4	Spanner	4/4	2	1	0																	
67	66	603/2	603/2	0.0	0	0	Chord	4/4	1	1	0	acciaccatura	1/8	1	1217													0, 5
67	66	603/2	603/2	1.0	0	0	Chord	4/4	1	1	1/4		1/4	1	1218													0, 5
67	66	605/2	605/2	0.0	1/4	1/4	Spanner	4/4	1	1	0															17		0, 5
67	66	605/2	605/2	0.75	1/4	1/4	Chord	4/4	1	1	3/16		1/8	3/2	1219											17		0, 5
67	66	1213/4	1213/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16		1/16	1	1220											17		0, 5
67	66	607/2	607/2	0.0	1/2	1/2	Spanner	4/4	1	1	0																	0, 5
67	66	607/2	607/2	1.5	1/2	1/2	Chord	4/4	1	1	3/8		1/4	3/2	1221		articMarcatoAbove											0, 5
67	66	305	305	0.5	7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	1222													0, 5
67	66	302	302	0.5	1/8	1/8	Chord	4/4	1	2	1/8		1/8	1	1223		articStaccatoBelow											0, 5
67	66	304	304	0.5	5/8	5/8	Chord	4/4	1	2	1/8		1/8	1	1224		articStaccatoBelow											0, 5
67	66	603/2	603/2	0.0	0	0	Spanner	4/4	2	1	0														11			
67	66	302	302	0.5	1/8	1/8	Chord	4/4	2	1	1/8		1/8	1	1225		articStaccatoBelow								11			
67	66	605/2	605/2	0.0	1/4	1/4	Spanner	4/4	2	1	0																	
67	66	607/2	607/2	0.0	1/2	1/2	Spanner	4/4	2	1	0														12			
67	66	304	304	0.5	5/8	5/8	Chord	4/4	2	1	1/8		1/8	1	1226		articStaccatoBelow								12			
67	66	609/2	609/2	0.0	3/4	3/4	Spanner	4/4	2	1	0																	
68	67	611/2	611/2	0.2	0	0	Chord	5/4	1	1	1/20		1/16	4/5	1227													0, 5
68	67	3057/10	3057/10	0.2	1/20	1/20	Chord	5/4	1	1	1/20		1/16	4/5	1228													0, 5
68	67	3059/10	3059/10	0.2	1/10	1/10	Chord	5/4	1	1	1/20		1/16	4/5	1229													0, 5
68	67	3061/10	3061/10	0.2	3/20	3/20	Chord	5/4	1	1	1/20		1/16	4/5	1230													0, 5
68	67	3063/10	3063/10	0.2	1/5	1/5	Chord	5/4	1	1	1/20		1/16	4/5	1231													0, 5
68	67	613/2	613/2	0.0	1/4	1/4	Chord	5/4	1	1	0	acciaccatura	1/8	1	1232													0, 5
68	67	613/2	613/2	0.5	1/4	1/4	Chord	5/4	1	1	1/8		1/8	1	1233													0, 5
68	67	307	307	0.0	3/8	3/8	Spanner	5/4	1	1	0															18		0, 5
68	67	307	307	0.5	3/8	3/8	Chord	5/4	1	1	1/8		1/8	1	1234		articStaccatoAbove							49		18		0, 5
68	67	615/2	615/2	0.5	1/2	1/2	Chord	5/4	1	1	1/8		1/8	1	1235		articStaccatoAbove							49		18		0, 5
68	67	308	308	0.5	5/8	5/8	Chord	5/4	1	1	1/8		1/8	1	1236		articStaccatoAbove									18		0, 5
68	67	617/2	617/2	0.0	3/4	3/4	StaffText	5/4	1	1	0							"<font size=""10.6033""/><font face=""Plantin MT Std""/><b>Adagio</b>"										0, 5
68	67	617/2	617/2	0.0	3/4	3/4	Tempo	5/4	1	1	0								𝅘𝅥=60	60.0	𝅘𝅥	60.0	1.0					0, 5
68	67	617/2	617/2	0.0	3/4	3/4	Spanner	5/4	1	1	0																	0, 5
68	67	617/2	617/2	0.6666666666666666	3/4	3/4	Chord	5/4	1	1	1/6		1/4	2/3	1237													0, 5
68	67	1855/6	1855/6	1.0	11/12	11/12	Chord	5/4	1	1	1/4		1/4	1	1238													0, 5
68	67	1861/6	1861/6	0.3333333333333333	7/6	7/6	Chord	5/4	1	1	1/12		1/8	2/3	1239													0, 5
68	67	307	307	0.5	3/8	3/8	Chord	5/4	1	2	1/8		1/8	1	1240													0, 5
68	67	615/2	615/2	0.5	1/2	1/2	Chord	5/4	1	2	1/8		1/8	1	1241													0, 5
68	67	308	308	0.5	5/8	5/8	Chord	5/4	1	2	1/8		1/8	1	1242													0, 5
68	67	617/2	617/2	1.0	3/4	3/4	Chord	5/4	1	2	1/4		1/4	1	1243													0, 5
68	67	611/2	611/2	0.0	0	0	Spanner	5/4	2	1	0														13			
68	67	611/2	611/2	0.5	0	0	Chord	5/4	2	1	1/8		1/8	1	1244										13			
68	67	613/2	613/2	0.0	1/4	1/4	Spanner	5/4	2	1	0																	
68	67	307	307	0.5	3/8	3/8	Chord	5/4	2	1	1/8		1/8	1	1245		articStaccatoAbove											
68	67	615/2	615/2	0.5	1/2	1/2	Chord	5/4	2	1	1/8		1/8	1	1246		articStaccatoAbove											
68	67	308	308	0.0	5/8	5/8	StaffText	5/4	2	1	0							"<font size=""9.7197""/><font face=""Opus Text Std""/>P"										
68	67	308	308	0.5	5/8	5/8	Chord	5/4	2	1	1/8		1/8	1	1247		articStaccatoAbove											
68	67	617/2	617/2	0.5	3/4	3/4	Chord	5/4	2	1	1/8		1/8	1	1248													
68	67	611/2	611/2	0.5	0	0	Chord	5/4	2	2	1/8		1/8	1	1249													
69	68	621/2	621/2	0.0	0	0	StaffText	4/4	1	1	0							"<font size=""9.7197""/><font face=""Plantin MT Std""/>a tempo"										0, 5
69	68	621/2	621/2	1.0	0	0	Chord	4/4	1	1	1/4		1/4	1	1250													0, 5
69	68	313	313	0.5	5/8	5/8	Chord	4/4	1	1	1/8		1/8	1	1251									50				0, 5
69	68	627/2	627/2	0.5	3/4	3/4	Chord	4/4	1	1	1/8		1/8	1	1252									50				0, 5
69	68	314	314	0.5	7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	1253													0, 5
69	68	621/2	621/2	0.0	0	0	StaffText	4/4	2	1	0							"<font size=""9.7197""/><font face=""Opus Text Std""/>P"										
69	68	621/2	621/2	0.3333333333333333	0	0	Chord	4/4	2	1	1/12		1/8	2/3	1254													
69	68	1865/6	1865/6	0.3333333333333333	1/12	1/12	Chord	4/4	2	1	1/12		1/8	2/3	1255													
69	68	1867/6	1867/6	0.3333333333333333	1/6	1/6	Chord	4/4	2	1	1/12		1/8	2/3	1256													
69	68	623/2	623/2	0.3333333333333333	1/4	1/4	Chord	4/4	2	1	1/12		1/8	2/3	1257													
69	68	1871/6	1871/6	0.3333333333333333	1/3	1/3	Chord	4/4	2	1	1/12		1/8	2/3	1258													
69	68	1873/6	1873/6	0.3333333333333333	5/12	5/12	Chord	4/4	2	1	1/12		1/8	2/3	1259													
69	68	625/2	625/2	0.3333333333333333	1/2	1/2	Chord	4/4	2	1	1/12		1/8	2/3	1260													
69	68	1877/6	1877/6	0.3333333333333333	7/12	7/12	Chord	4/4	2	1	1/12		1/8	2/3	1261													
69	68	1879/6	1879/6	0.3333333333333333	2/3	2/3	Chord	4/4	2	1	1/12		1/8	2/3	1262													
69	68	627/2	627/2	0.3333333333333333	3/4	3/4	Chord	4/4	2	1	1/12		1/8	2/3	1263													
69	68	1883/6	1883/6	0.3333333333333333	5/6	5/6	Chord	4/4	2	1	1/12		1/8	2/3	1264													
69	68	1885/6	1885/6	0.3333333333333333	11/12	11/12	Chord	4/4	2	1	1/12		1/8	2/3	1265													
70	69	629/2	629/2	0.0	0	0	Spanner	4/4	1	1	0																10	0, 5
70	69	629/2	629/2	1.0	0	0	Chord	4/4	1	1	1/4		1/4	1	1266												10	0, 5
70	69	631/2	631/2	0.3333333333333333	1/4	1/4	Chord	4/4	1	1	1/12		1/8	2/3	1267									51			10	0, 5
70	69	1895/6	1895/6	0.5	1/3	1/3	Chord	4/4	1	1	1/8		1/8	1	1268									51			10	0, 5
70	69	949/3	949/3	0.16666666666666666	11/24	11/24	Chord	4/4	1	1	1/24		1/16	2/3	1269												10	0, 5
70	69	633/2	633/2	0.0	1/2	1/2	Spanner	4/4	1	1	0																	0, 5
70	69	633/2	633/2	1.0	1/2	1/2	Chord	4/4	1	1	1/4		1/4	1	1270													0, 5
70	69	629/2	629/2	2.0	0	0	Chord	4/4	1	2	1/2		1/2	1	1271													0, 5
70	69	629/2	629/2	0.0	0	0	StaffText	4/4	2	1	0							"<font size=""9.7197""/><font face=""Opus Text Std""/>P"										
70	69	629/2	629/2	0.3333333333333333	0	0	Chord	4/4	2	1	1/12		1/8	2/3	1272													
70	69	1889/6	1889/6	0.3333333333333333	1/12	1/12	Chord	4/4	2	1	1/12		1/8	2/3	1273													
70	69	1891/6	1891/6	0.3333333333333333	1/6	1/6	Chord	4/4	2	1	1/12		1/8	2/3	1274													
70	69	631/2	631/2	0.3333333333333333	1/4	1/4	Chord	4/4	2	1	1/12		1/8	2/3	1275													
70	69	1895/6	1895/6	0.3333333333333333	1/3	1/3	Chord	4/4	2	1	1/12		1/8	2/3	1276													
70	69	1897/6	1897/6	0.3333333333333333	5/12	5/12	Chord	4/4	2	1	1/12		1/8	2/3	1277													
70	69	633/2	633/2	0.3333333333333333	1/2	1/2	Chord	4/4	2	1	1/12		1/8	2/3	1278													
70	69	1901/6	1901/6	0.3333333333333333	7/12	7/12	Chord	4/4	2	1	1/12		1/8	2/3	1279													
70	69	1903/6	1903/6	0.3333333333333333	2/3	2/3	Chord	4/4	2	1	1/12		1/8	2/3	1280													
70	69	635/2	635/2	0.3333333333333333	3/4	3/4	Chord	4/4	2	1	1/12		1/8	2/3	1281													
70	69	1907/6	1907/6	0.3333333333333333	5/6	5/6	Chord	4/4	2	1	1/12		1/8	2/3	1282													
70	69	1909/6	1909/6	0.3333333333333333	11/12	11/12	Chord	4/4	2	1	1/12		1/8	2/3	1283													
71	70	321	321	0.5	5/8	5/8	Chord	4/4	1	1	1/8		1/8	1	1284		articStaccatoAbove							52				0, 5
71	70	643/2	643/2	0.5	3/4	3/4	Chord	4/4	1	1	1/8		1/8	1	1285		articStaccatoAbove							52				0, 5
71	70	322	322	0.5	7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	1286		articStaccatoAbove											0, 5
71	70	637/2	637/2	0.0	0	0	StaffText	4/4	2	1	0							"<font size=""9.7197""/><font face=""Opus Text Std""/>P"										
71	70	637/2	637/2	0.3333333333333333	0	0	Chord	4/4	2	1	1/12		1/8	2/3	1287													
71	70	1913/6	1913/6	0.3333333333333333	1/12	1/12	Chord	4/4	2	1	1/12		1/8	2/3	1288													
71	70	1915/6	1915/6	0.3333333333333333	1/6	1/6	Chord	4/4	2	1	1/12		1/8	2/3	1289													
71	70	639/2	639/2	0.3333333333333333	1/4	1/4	Chord	4/4	2	1	1/12		1/8	2/3	1290													
71	70	1919/6	1919/6	0.3333333333333333	1/3	1/3	Chord	4/4	2	1	1/12		1/8	2/3	1291													
71	70	1921/6	1921/6	0.3333333333333333	5/12	5/12	Chord	4/4	2	1	1/12		1/8	2/3	1292													
71	70	641/2	641/2	0.3333333333333333	1/2	1/2	Chord	4/4	2	1	1/12		1/8	2/3	1293													
71	70	1925/6	1925/6	0.3333333333333333	7/12	7/12	Chord	4/4	2	1	1/12		1/8	2/3	1294													
71	70	1927/6	1927/6	0.3333333333333333	2/3	2/3	Chord	4/4	2	1	1/12		1/8	2/3	1295													
71	70	643/2	643/2	0.3333333333333333	3/4	3/4	Chord	4/4	2	1	1/12		1/8	2/3	1296													
