mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	slur	pedal	Pedal_<sym>keyboardPedalPed</sym>	decrescendo_hairpin	crescendo_hairpin	crescendo_line	HairPin:2_poco a poco cresc.	Ottava:8va
119	119	704	704	3.0	0	0	Chord	6/4	1	1	3/4	1/2	3/2	1349							10				
119	119	707	707	0.0	3/4	3/4	Spanner	6/4	1	1	0														
119	119	707	707	3.0	3/4	3/4	Chord	6/4	1	1	3/4	1/2	3/2	1350											
119	119	704	704	0.0	0	0	Spanner	6/4	1	2	0							118							
119	119	704	704	3.0	0	0	Chord	6/4	1	2	3/4	1/2	3/2	1351				118							
119	119	707	707	2.0	3/4	3/4	Chord	6/4	1	2	1/2	1/2	1	1352				118							
119	119	709	709	1.0	5/4	5/4	Chord	6/4	1	2	1/4	1/4	1	1353											
119	119	704	704	6.0	0	0	Chord	6/4	2	1	3/2	1	3/2	1354				119							
120	120	710	710	1.5	0	0	Chord	6/4	1	1	3/8	1/4	3/2	1355											
120	120	1423/2	1423/2	0.0	3/8	3/8	Dynamic	6/4	1	1	0				pp										
120	120	1423/2	1423/2	0.5	3/8	3/8	Chord	6/4	1	1	1/8	1/8	1	1356				120							
120	120	712	712	0.5	1/2	1/2	Chord	6/4	1	1	1/8	1/8	1	1357				120							
120	120	1425/2	1425/2	0.5	5/8	5/8	Chord	6/4	1	1	1/8	1/8	1	1358				120							
120	120	713	713	0.5	3/4	3/4	Chord	6/4	1	1	1/8	1/8	1	1359				120							
120	120	1427/2	1427/2	0.5	7/8	7/8	Chord	6/4	1	1	1/8	1/8	1	1360				120							
120	120	714	714	0.5	1	1	Chord	6/4	1	1	1/8	1/8	1	1361				120							
120	120	1429/2	1429/2	0.5	9/8	9/8	Chord	6/4	1	1	1/8	1/8	1	1362				120							
120	120	715	715	0.5	5/4	5/4	Chord	6/4	1	1	1/8	1/8	1	1363				120							
120	120	1431/2	1431/2	0.5	11/8	11/8	Chord	6/4	1	1	1/8	1/8	1	1364				120							
120	120	710	710	1.5	0	0	Chord	6/4	2	1	3/8	1/4	3/2	1365											
121	121	716	716	0.5	0	0	Chord	6/4	1	1	1/8	1/8	1	1366				120							
121	121	1433/2	1433/2	0.5	1/8	1/8	Chord	6/4	1	1	1/8	1/8	1	1367				120							
121	121	717	717	0.5	1/4	1/4	Chord	6/4	1	1	1/8	1/8	1	1368				120							
121	121	1435/2	1435/2	0.5	3/8	3/8	Chord	6/4	1	1	1/8	1/8	1	1369				120							
121	121	718	718	0.5	1/2	1/2	Chord	6/4	1	1	1/8	1/8	1	1370				120							
121	121	1437/2	1437/2	0.5	5/8	5/8	Chord	6/4	1	1	1/8	1/8	1	1371				120							
121	121	719	719	0.5	3/4	3/4	Chord	6/4	1	1	1/8	1/8	1	1372				120							
121	121	1439/2	1439/2	0.5	7/8	7/8	Chord	6/4	1	1	1/8	1/8	1	1373				120							
121	121	720	720	0.5	1	1	Chord	6/4	1	1	1/8	1/8	1	1374				120							
121	121	1441/2	1441/2	0.5	9/8	9/8	Chord	6/4	1	1	1/8	1/8	1	1375				120							
121	121	721	721	0.5	5/4	5/4	Chord	6/4	1	1	1/8	1/8	1	1376				120							
121	121	1443/2	1443/2	0.5	11/8	11/8	Chord	6/4	1	1	1/8	1/8	1	1377											
121	121	716	716	3.0	0	0	Chord	6/4	2	1	3/4	1/2	3/2	1378											
121	121	719	719	1.0	3/4	3/4	Chord	6/4	2	1	1/4	1/4	1	1379											
121	121	720	720	1.0	1	1	Chord	6/4	2	1	1/4	1/4	1	1380											
121	121	721	721	1.0	5/4	5/4	Chord	6/4	2	1	1/4	1/4	1	1381											
121	121	716	716	6.0	0	0	Chord	6/4	2	2	3/2	1	3/2	1382											
122	122	1447/2	1447/2	0.5	3/8	3/8	Chord	6/4	1	1	1/8	1/8	1	1383				121							
122	122	724	724	0.5	1/2	1/2	Chord	6/4	1	1	1/8	1/8	1	1384				121							
122	122	1449/2	1449/2	0.5	5/8	5/8	Chord	6/4	1	1	1/8	1/8	1	1385				121							
122	122	725	725	0.5	3/4	3/4	Chord	6/4	1	1	1/8	1/8	1	1386				121							
122	122	1451/2	1451/2	0.5	7/8	7/8	Chord	6/4	1	1	1/8	1/8	1	1387				121							
122	122	726	726	0.5	1	1	Chord	6/4	1	1	1/8	1/8	1	1388				121							
122	122	1453/2	1453/2	0.5	9/8	9/8	Chord	6/4	1	1	1/8	1/8	1	1389				121							
122	122	727	727	0.5	5/4	5/4	Chord	6/4	1	1	1/8	1/8	1	1390				121							
122	122	1455/2	1455/2	0.5	11/8	11/8	Chord	6/4	1	1	1/8	1/8	1	1391				121							
122	122	722	722	6.0	0	0	Chord	6/4	2	1	3/2	1	3/2	1392											
123	123	728	728	0.5	0	0	Chord	6/4	1	1	1/8	1/8	1	1393				121							
123	123	1457/2	1457/2	0.5	1/8	1/8	Chord	6/4	1	1	1/8	1/8	1	1394				121							
123	123	729	729	0.5	1/4	1/4	Chord	6/4	1	1	1/8	1/8	1	1395				121							
123	123	1459/2	1459/2	0.5	3/8	3/8	Chord	6/4	1	1	1/8	1/8	1	1396				121							
123	123	730	730	0.5	1/2	1/2	Chord	6/4	1	1	1/8	1/8	1	1397				121							
123	123	1461/2	1461/2	0.5	5/8	5/8	Chord	6/4	1	1	1/8	1/8	1	1398				121							
123	123	731	731	0.5	3/4	3/4	Chord	6/4	1	1	1/8	1/8	1	1399				121							
123	123	1463/2	1463/2	0.5	7/8	7/8	Chord	6/4	1	1	1/8	1/8	1	1400				121							
123	123	732	732	0.5	1	1	Chord	6/4	1	1	1/8	1/8	1	1401				121							
123	123	1465/2	1465/2	0.5	9/8	9/8	Chord	6/4	1	1	1/8	1/8	1	1402				121							
123	123	733	733	0.5	5/4	5/4	Chord	6/4	1	1	1/8	1/8	1	1403				121							
123	123	1467/2	1467/2	0.5	11/8	11/8	Chord	6/4	1	1	1/8	1/8	1	1404											
123	123	728	728	3.0	0	0	Chord	6/4	2	1	3/4	1/2	3/2	1405											
123	123	731	731	1.0	3/4	3/4	Chord	6/4	2	1	1/4	1/4	1	1406											
123	123	732	732	1.0	1	1	Chord	6/4	2	1	1/4	1/4	1	1407											
123	123	733	733	1.0	5/4	5/4	Chord	6/4	2	1	1/4	1/4	1	1408											
123	123	728	728	6.0	0	0	Chord	6/4	2	2	3/2	1	3/2	1409											
124	124	1469/2	1469/2	0.5	1/8	1/8	Chord	6/4	1	1	1/8	1/8	1	1410				122							
124	124	735	735	0.5	1/4	1/4	Chord	6/4	1	1	1/8	1/8	1	1411				122							
124	124	1471/2	1471/2	0.5	3/8	3/8	Chord	6/4	1	1	1/8	1/8	1	1412				122							
124	124	736	736	0.5	1/2	1/2	Chord	6/4	1	1	1/8	1/8	1	1413				122							
124	124	1473/2	1473/2	0.5	5/8	5/8	Chord	6/4	1	1	1/8	1/8	1	1414				122							
124	124	737	737	0.5	3/4	3/4	Chord	6/4	1	1	1/8	1/8	1	1415				122							
124	124	1475/2	1475/2	0.5	7/8	7/8	Chord	6/4	1	1	1/8	1/8	1	1416				122							
124	124	738	738	0.5	1	1	Chord	6/4	1	1	1/8	1/8	1	1417				122							
124	124	1477/2	1477/2	0.5	9/8	9/8	Chord	6/4	1	1	1/8	1/8	1	1418				122							
124	124	739	739	0.5	5/4	5/4	Chord	6/4	1	1	1/8	1/8	1	1419				122							
124	124	1479/2	1479/2	0.5	11/8	11/8	Chord	6/4	1	1	1/8	1/8	1	1420											
124	124	734	734	6.0	0	0	Chord	6/4	2	1	3/2	1	3/2	1421											
125	125	1481/2	1481/2	0.5	1/8	1/8	Chord	6/4	1	1	1/8	1/8	1	1422				123							
125	125	741	741	0.5	1/4	1/4	Chord	6/4	1	1	1/8	1/8	1	1423				123							
125	125	1483/2	1483/2	0.5	3/8	3/8	Chord	6/4	1	1	1/8	1/8	1	1424				123							
125	125	742	742	0.5	1/2	1/2	Chord	6/4	1	1	1/8	1/8	1	1425				123							
125	125	1485/2	1485/2	0.5	5/8	5/8	Chord	6/4	1	1	1/8	1/8	1	1426				123							
125	125	743	743	0.5	3/4	3/4	Chord	6/4	1	1	1/8	1/8	1	1427				123							
125	125	1487/2	1487/2	0.5	7/8	7/8	Chord	6/4	1	1	1/8	1/8	1	1428				123							
125	125	744	744	0.5	1	1	Chord	6/4	1	1	1/8	1/8	1	1429				123							
125	125	1489/2	1489/2	0.5	9/8	9/8	Chord	6/4	1	1	1/8	1/8	1	1430				123							
125	125	745	745	0.5	5/4	5/4	Chord	6/4	1	1	1/8	1/8	1	1431				123							
125	125	1491/2	1491/2	0.5	11/8	11/8	Chord	6/4	1	1	1/8	1/8	1	1432											
125	125	740	740	6.0	0	0	Chord	6/4	2	1	3/2	1	3/2	1433											
126	126	746	746	0.0	0	0	Dynamic	6/4	1	1	0				pp										
126	126	1493/2	1493/2	0.0	1/8	1/8	Spanner	6/4	1	1	0														3
126	126	1493/2	1493/2	0.5	1/8	1/8	Chord	6/4	1	1	1/8	1/8	1	1434				124							3
126	126	747	747	0.5	1/4	1/4	Chord	6/4	1	1	1/8	1/8	1	1435				124							3
126	126	1495/2	1495/2	0.5	3/8	3/8	Chord	6/4	1	1	1/8	1/8	1	1436				124							3
126	126	748	748	0.5	1/2	1/2	Chord	6/4	1	1	1/8	1/8	1	1437				124							3
126	126	1497/2	1497/2	0.5	5/8	5/8	Chord	6/4	1	1	1/8	1/8	1	1438				124							3
126	126	749	749	0.5	3/4	3/4	Chord	6/4	1	1	1/8	1/8	1	1439				124							3
126	126	1499/2	1499/2	0.5	7/8	7/8	Chord	6/4	1	1	1/8	1/8	1	1440				124							3
126	126	750	750	0.5	1	1	Chord	6/4	1	1	1/8	1/8	1	1441				124							3
126	126	1501/2	1501/2	0.5	9/8	9/8	Chord	6/4	1	1	1/8	1/8	1	1442				124							3
126	126	751	751	0.5	5/4	5/4	Chord	6/4	1	1	1/8	1/8	1	1443				124							3
126	126	1503/2	1503/2	0.5	11/8	11/8	Chord	6/4	1	1	1/8	1/8	1	1444				124							3
126	126	746	746	6.0	0	0	Chord	6/4	2	1	3/2	1	3/2	1445											
127	127	752	752	0.0	0	0	Spanner	6/4	1	1	0							124							
127	127	752	752	0.5	0	0	Chord	6/4	1	1	1/8	1/8	1	1446				124							
127	127	1505/2	1505/2	0.5	1/8	1/8	Chord	6/4	1	1	1/8	1/8	1	1447				124							
127	127	753	753	0.5	1/4	1/4	Chord	6/4	1	1	1/8	1/8	1	1448				124							
127	127	1507/2	1507/2	0.5	3/8	3/8	Chord	6/4	1	1	1/8	1/8	1	1449				124							
127	127	754	754	0.5	1/2	1/2	Chord	6/4	1	1	1/8	1/8	1	1450				124							
127	127	1509/2	1509/2	0.5	5/8	5/8	Chord	6/4	1	1	1/8	1/8	1	1451				124							
127	127	755	755	0.5	3/4	3/4	Chord	6/4	1	1	1/8	1/8	1	1452				124							
127	127	1511/2	1511/2	0.5	7/8	7/8	Chord	6/4	1	1	1/8	1/8	1	1453				124							
127	127	756	756	0.5	1	1	Chord	6/4	1	1	1/8	1/8	1	1454				124							
127	127	1513/2	1513/2	0.5	9/8	9/8	Chord	6/4	1	1	1/8	1/8	1	1455				124							
127	127	757	757	0.5	5/4	5/4	Chord	6/4	1	1	1/8	1/8	1	1456				124							
127	127	1515/2	1515/2	0.5	11/8	11/8	Chord	6/4	1	1	1/8	1/8	1	1457				124							
127	127	752	752	2.0	0	0	Chord	6/4	2	1	1/2	1/2	1	1458											
127	127	1509/2	1509/2	0.5	5/8	5/8	Chord	6/4	2	1	1/8	1/8	1	1459				125							
127	127	755	755	0.5	3/4	3/4	Chord	6/4	2	1	1/8	1/8	1	1460				125							
127	127	1511/2	1511/2	0.5	7/8	7/8	Chord	6/4	2	1	1/8	1/8	1	1461				125							
127	127	756	756	0.5	1	1	Chord	6/4	2	1	1/8	1/8	1	1462				125							
127	127	1513/2	1513/2	0.5	9/8	9/8	Chord	6/4	2	1	1/8	1/8	1	1463				125							
127	127	757	757	0.5	5/4	5/4	Chord	6/4	2	1	1/8	1/8	1	1464				125							
127	127	1515/2	1515/2	0.5	11/8	11/8	Chord	6/4	2	1	1/8	1/8	1	1465				125							
128	128	758	758	0.0	0	0	StaffText	6/4	1	1	0						<i>poco a poco ritenuto</i>	124							
128	128	758	758	0.0	0	0	StaffText	6/4	1	1	0						smorz. poco a poco	124							
128	128	758	758	0.5	0	0	Chord	6/4	1	1	1/8	1/8	1	1466				124							
128	128	1517/2	1517/2	0.5	1/8	1/8	Chord	6/4	1	1	1/8	1/8	1	1467				124							
128	128	759	759	0.5	1/4	1/4	Chord	6/4	1	1	1/8	1/8	1	1468				124							
128	128	1519/2	1519/2	0.5	3/8	3/8	Chord	6/4	1	1	1/8	1/8	1	1469				124							
128	128	760	760	0.5	1/2	1/2	Chord	6/4	1	1	1/8	1/8	1	1470				124							
128	128	1521/2	1521/2	0.5	5/8	5/8	Chord	6/4	1	1	1/8	1/8	1	1471				124							
128	128	761	761	0.5	3/4	3/4	Chord	6/4	1	1	1/8	1/8	1	1472				124							
128	128	1523/2	1523/2	0.5	7/8	7/8	Chord	6/4	1	1	1/8	1/8	1	1473				124							
128	128	762	762	0.5	1	1	Chord	6/4	1	1	1/8	1/8	1	1474				124							
128	128	1525/2	1525/2	0.5	9/8	9/8	Chord	6/4	1	1	1/8	1/8	1	1475				124							
128	128	763	763	0.5	5/4	5/4	Chord	6/4	1	1	1/8	1/8	1	1476				124							
128	128	1527/2	1527/2	0.5	11/8	11/8	Chord	6/4	1	1	1/8	1/8	1	1477				124							
128	128	758	758	0.5	0	0	Chord	6/4	2	1	1/8	1/8	1	1478				125							
128	128	1517/2	1517/2	0.5	1/8	1/8	Chord	6/4	2	1	1/8	1/8	1	1479				125							
128	128	759	759	0.5	1/4	1/4	Chord	6/4	2	1	1/8	1/8	1	1480				125							
128	128	1519/2	1519/2	0.5	3/8	3/8	Chord	6/4	2	1	1/8	1/8	1	1481				125							
128	128	760	760	0.5	1/2	1/2	Chord	6/4	2	1	1/8	1/8	1	1482				125							
128	128	1521/2	1521/2	0.5	5/8	5/8	Chord	6/4	2	1	1/8	1/8	1	1483				125							
128	128	761	761	0.5	3/4	3/4	Chord	6/4	2	1	1/8	1/8	1	1484				125							
128	128	1523/2	1523/2	0.5	7/8	7/8	Chord	6/4	2	1	1/8	1/8	1	1485				125							
128	128	762	762	0.5	1	1	Chord	6/4	2	1	1/8	1/8	1	1486				125							
128	128	1525/2	1525/2	0.5	9/8	9/8	Chord	6/4	2	1	1/8	1/8	1	1487				125							
128	128	763	763	0.5	5/4	5/4	Chord	6/4	2	1	1/8	1/8	1	1488				125							
128	128	1527/2	1527/2	0.5	11/8	11/8	Chord	6/4	2	1	1/8	1/8	1	1489				125							
129	129	764	764	1.0	0	0	Chord	6/4	1	1	1/4	1/4	1	1490				124							
129	129	765	765	1.0	1/4	1/4	Chord	6/4	1	1	1/4	1/4	1	1491				124							
129	129	766	766	1.0	1/2	1/2	Chord	6/4	1	1	1/4	1/4	1	1492				124							
129	129	767	767	3.0	3/4	3/4	Chord	6/4	1	1	3/4	1/2	3/2	1493											
129	129	764	764	1.0	0	0	Chord	6/4	2	1	1/4	1/4	1	1494				125							
129	129	765	765	1.0	1/4	1/4	Chord	6/4	2	1	1/4	1/4	1	1495				125							
129	129	766	766	1.0	1/2	1/2	Chord	6/4	2	1	1/4	1/4	1	1496				125							
129	129	767	767	3.0	3/4	3/4	Chord	6/4	2	1	3/4	1/2	3/2	1497											
130	130	771	771	1.5	1/4	1/4	Chord	6/4	1	1	3/8	1/4	3/2	1498		articAccentAbove		126							
130	130	1545/2	1545/2	0.5	5/8	5/8	Chord	6/4	1	1	1/8	1/8	1	1499											
130	130	773	773	1.0	3/4	3/4	Chord	6/4	1	1	1/4	1/4	1	1500											
130	130	775	775	1.0	5/4	5/4	Chord	6/4	1	1	1/4	1/4	1	1501											
130	130	770	770	1.0	0	0	Chord	6/4	1	2	1/4	1/4	1	1502											
130	130	771	771	1.5	1/4	1/4	Chord	6/4	1	2	3/8	1/4	3/2	1503											
130	130	1545/2	1545/2	0.5	5/8	5/8	Chord	6/4	1	2	1/8	1/8	1	1504											
130	130	773	773	1.0	3/4	3/4	Chord	6/4	1	2	1/4	1/4	1	1505											
130	130	770	770	1.0	0	0	Chord	6/4	2	1	1/4	1/4	1	1506											
130	130	771	771	1.5	1/4	1/4	Chord	6/4	2	1	3/8	1/4	3/2	1507				127							
130	130	1545/2	1545/2	0.5	5/8	5/8	Chord	6/4	2	1	1/8	1/8	1	1508											
130	130	773	773	1.0	3/4	3/4	Chord	6/4	2	1	1/4	1/4	1	1509											
130	130	775	775	1.0	5/4	5/4	Chord	6/4	2	1	1/4	1/4	1	1510											
131	131	777	777	1.5	1/4	1/4	Chord	6/4	1	1	3/8	1/4	3/2	1511		articAccentAbove		128							
131	131	1557/2	1557/2	0.5	5/8	5/8	Chord	6/4	1	1	1/8	1/8	1	1512											
131	131	779	779	1.0	3/4	3/4	Chord	6/4	1	1	1/4	1/4	1	1513											
131	131	780	780	0.0	1	1	StaffText	6/4	1	1	0						Adagio								
131	131	780	780	1.5	1	1	Chord	6/4	1	1	3/8	1/4	3/2	1514		articAccentAbove		129							
131	131	1563/2	1563/2	0.5	11/8	11/8	Chord	6/4	1	1	1/8	1/8	1	1515											
131	131	776	776	1.0	0	0	Chord	6/4	1	2	1/4	1/4	1	1516											
131	131	777	777	1.5	1/4	1/4	Chord	6/4	1	2	3/8	1/4	3/2	1517											
131	131	1557/2	1557/2	0.5	5/8	5/8	Chord	6/4	1	2	1/8	1/8	1	1518											
131	131	779	779	1.0	3/4	3/4	Chord	6/4	1	2	1/4	1/4	1	1519											
131	131	780	780	1.5	1	1	Chord	6/4	1	2	3/8	1/4	3/2	1520											
131	131	1563/2	1563/2	0.5	11/8	11/8	Chord	6/4	1	2	1/8	1/8	1	1521											
131	131	776	776	1.0	0	0	Chord	6/4	2	1	1/4	1/4	1	1522											
131	131	777	777	1.5	1/4	1/4	Chord	6/4	2	1	3/8	1/4	3/2	1523				130							
131	131	1557/2	1557/2	0.5	5/8	5/8	Chord	6/4	2	1	1/8	1/8	1	1524											
131	131	779	779	1.0	3/4	3/4	Chord	6/4	2	1	1/4	1/4	1	1525											
131	131	780	780	1.5	1	1	Chord	6/4	2	1	3/8	1/4	3/2	1526				131							
131	131	1563/2	1563/2	0.5	11/8	11/8	Chord	6/4	2	1	1/8	1/8	1	1527											
132	132	782	782	0.0	0	0	Dynamic	6/4	1	1	0				ppp										
132	132	782	782	3.0	0	0	Chord	6/4	1	1	3/4	1/2	3/2	1528											
132	132	785	785	3.0	3/4	3/4	Chord	6/4	1	1	3/4	1/2	3/2	1529											
132	132	782	782	3.0	0	0	Chord	6/4	2	1	3/4	1/2	3/2	1530											
132	132	785	785	3.0	3/4	3/4	Chord	6/4	2	1	3/4	1/2	3/2	1531											
133	133	788	788	6.0	0	0	Chord	6/4	1	1	3/2	1	3/2	1532											
133	133	788	788	6.0	0	0	Chord	6/4	2	1	3/2	1	3/2	1533											
