mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	slur	TextLine	TextLine_poco rall.	TextLine_rall.	diminuendo_line	decrescendo_hairpin	crescendo_hairpin	crescendo_line	Ottava:8va
8	8	191/4	191/4	0.25	23/16	23/16	Chord	12/8	1	2	1/16	1/16	1	276											0	
8	8	85/2	85/2	0.5	1/8	1/8	Chord	12/8	2	1	1/8	1/8	1	277												
8	8	43	43	0.5	1/4	1/4	Chord	12/8	2	1	1/8	1/8	1	278												
8	8	44	44	0.5	1/2	1/2	Chord	12/8	2	1	1/8	1/8	1	279												
8	8	89/2	89/2	0.5	5/8	5/8	Chord	12/8	2	1	1/8	1/8	1	280												
8	8	91/2	91/2	0.5	7/8	7/8	Chord	12/8	2	1	1/8	1/8	1	281												
8	8	46	46	0.5	1	1	Chord	12/8	2	1	1/8	1/8	1	282												
8	8	47	47	0.5	5/4	5/4	Chord	12/8	2	1	1/8	1/8	1	283												
8	8	95/2	95/2	0.5	11/8	11/8	Chord	12/8	2	1	1/8	1/8	1	284												
9	9	48	48	1.0	0	0	Chord	12/8	1	1	1/4	1/4	1	285											0	
9	9	99/2	99/2	1.0	3/8	3/8	Chord	12/8	1	1	1/4	1/4	1	286											0	
9	9	51	51	1.0	3/4	3/4	Chord	12/8	1	1	1/4	1/4	1	287											0	
9	9	105/2	105/2	1.0	9/8	9/8	Chord	12/8	1	1	1/4	1/4	1	288											0	
9	9	48	48	0.25	0	0	Chord	12/8	1	2	1/16	1/16	1	289											0	
9	9	193/4	193/4	0.25	1/16	1/16	Chord	12/8	1	2	1/16	1/16	1	290											0	
9	9	97/2	97/2	0.25	1/8	1/8	Chord	12/8	1	2	1/16	1/16	1	291											0	
9	9	195/4	195/4	0.25	3/16	3/16	Chord	12/8	1	2	1/16	1/16	1	292											0	
9	9	49	49	0.25	1/4	1/4	Chord	12/8	1	2	1/16	1/16	1	293											0	
9	9	197/4	197/4	0.25	5/16	5/16	Chord	12/8	1	2	1/16	1/16	1	294											0	
9	9	99/2	99/2	0.25	3/8	3/8	Chord	12/8	1	2	1/16	1/16	1	295											0	
9	9	199/4	199/4	0.25	7/16	7/16	Chord	12/8	1	2	1/16	1/16	1	296											0	
9	9	50	50	0.25	1/2	1/2	Chord	12/8	1	2	1/16	1/16	1	297											0	
9	9	201/4	201/4	0.25	9/16	9/16	Chord	12/8	1	2	1/16	1/16	1	298											0	
9	9	101/2	101/2	0.25	5/8	5/8	Chord	12/8	1	2	1/16	1/16	1	299											0	
9	9	203/4	203/4	0.25	11/16	11/16	Chord	12/8	1	2	1/16	1/16	1	300											0	
9	9	51	51	0.25	3/4	3/4	Chord	12/8	1	2	1/16	1/16	1	301											0	
9	9	205/4	205/4	0.25	13/16	13/16	Chord	12/8	1	2	1/16	1/16	1	302											0	
9	9	103/2	103/2	0.25	7/8	7/8	Chord	12/8	1	2	1/16	1/16	1	303											0	
9	9	207/4	207/4	0.25	15/16	15/16	Chord	12/8	1	2	1/16	1/16	1	304											0	
9	9	52	52	0.25	1	1	Chord	12/8	1	2	1/16	1/16	1	305											0	
9	9	209/4	209/4	0.25	17/16	17/16	Chord	12/8	1	2	1/16	1/16	1	306											0	
9	9	105/2	105/2	0.25	9/8	9/8	Chord	12/8	1	2	1/16	1/16	1	307											0	
9	9	211/4	211/4	0.25	19/16	19/16	Chord	12/8	1	2	1/16	1/16	1	308											0	
9	9	53	53	0.25	5/4	5/4	Chord	12/8	1	2	1/16	1/16	1	309											0	
9	9	213/4	213/4	0.25	21/16	21/16	Chord	12/8	1	2	1/16	1/16	1	310											0	
9	9	107/2	107/2	0.25	11/8	11/8	Chord	12/8	1	2	1/16	1/16	1	311											0	
9	9	215/4	215/4	0.25	23/16	23/16	Chord	12/8	1	2	1/16	1/16	1	312											0	
9	9	97/2	97/2	0.5	1/8	1/8	Chord	12/8	2	1	1/8	1/8	1	313												
9	9	49	49	0.5	1/4	1/4	Chord	12/8	2	1	1/8	1/8	1	314												
9	9	50	50	0.5	1/2	1/2	Chord	12/8	2	1	1/8	1/8	1	315												
9	9	101/2	101/2	0.5	5/8	5/8	Chord	12/8	2	1	1/8	1/8	1	316												
9	9	103/2	103/2	0.5	7/8	7/8	Chord	12/8	2	1	1/8	1/8	1	317												
9	9	52	52	0.5	1	1	Chord	12/8	2	1	1/8	1/8	1	318												
9	9	53	53	0.5	5/4	5/4	Chord	12/8	2	1	1/8	1/8	1	319												
9	9	107/2	107/2	0.5	11/8	11/8	Chord	12/8	2	1	1/8	1/8	1	320												
10	10	54	54	0.25	0	0	Chord	12/8	1	1	1/16	1/16	1	321											0	
10	10	217/4	217/4	0.25	1/16	1/16	Chord	12/8	1	1	1/16	1/16	1	322											0	
10	10	109/2	109/2	0.25	1/8	1/8	Chord	12/8	1	1	1/16	1/16	1	323											0	
10	10	219/4	219/4	0.25	3/16	3/16	Chord	12/8	1	1	1/16	1/16	1	324											0	
10	10	55	55	0.25	1/4	1/4	Chord	12/8	1	1	1/16	1/16	1	325											0	
10	10	221/4	221/4	0.25	5/16	5/16	Chord	12/8	1	1	1/16	1/16	1	326											0	
10	10	111/2	111/2	0.25	3/8	3/8	Chord	12/8	1	1	1/16	1/16	1	327											0	
10	10	223/4	223/4	0.25	7/16	7/16	Chord	12/8	1	1	1/16	1/16	1	328											0	
10	10	56	56	0.25	1/2	1/2	Chord	12/8	1	1	1/16	1/16	1	329											0	
10	10	225/4	225/4	0.25	9/16	9/16	Chord	12/8	1	1	1/16	1/16	1	330											0	
10	10	113/2	113/2	0.25	5/8	5/8	Chord	12/8	1	1	1/16	1/16	1	331											0	
10	10	227/4	227/4	0.25	11/16	11/16	Chord	12/8	1	1	1/16	1/16	1	332											0	
10	10	57	57	0.0	3/4	3/4	Spanner	12/8	1	1	0														0	0
10	10	57	57	0.25	3/4	3/4	Chord	12/8	1	1	1/16	1/16	1	333											0	0
10	10	229/4	229/4	0.25	13/16	13/16	Chord	12/8	1	1	1/16	1/16	1	334											0	0
10	10	115/2	115/2	0.25	7/8	7/8	Chord	12/8	1	1	1/16	1/16	1	335											0	0
10	10	231/4	231/4	0.25	15/16	15/16	Chord	12/8	1	1	1/16	1/16	1	336											0	0
10	10	58	58	0.25	1	1	Chord	12/8	1	1	1/16	1/16	1	337											0	0
10	10	233/4	233/4	0.25	17/16	17/16	Chord	12/8	1	1	1/16	1/16	1	338											0	0
10	10	117/2	117/2	0.25	9/8	9/8	Chord	12/8	1	1	1/16	1/16	1	339											0	0
10	10	235/4	235/4	0.25	19/16	19/16	Chord	12/8	1	1	1/16	1/16	1	340											0	0
10	10	59	59	0.25	5/4	5/4	Chord	12/8	1	1	1/16	1/16	1	341											0	0
10	10	237/4	237/4	0.25	21/16	21/16	Chord	12/8	1	1	1/16	1/16	1	342											0	0
10	10	119/2	119/2	0.25	11/8	11/8	Chord	12/8	1	1	1/16	1/16	1	343											0	0
10	10	239/4	239/4	0.25	23/16	23/16	Chord	12/8	1	1	1/16	1/16	1	344											0	0
10	10	54	54	0.5	0	0	Chord	12/8	1	2	1/8	1/8	1	345											0	0
10	10	219/4	219/4	0.5	3/16	3/16	Chord	12/8	1	2	1/8	1/8	1	346											0	0
10	10	111/2	111/2	0.5	3/8	3/8	Chord	12/8	1	2	1/8	1/8	1	347											0	0
10	10	225/4	225/4	0.5	9/16	9/16	Chord	12/8	1	2	1/8	1/8	1	348											0	0
10	10	57	57	0.5	3/4	3/4	Chord	12/8	1	2	1/8	1/8	1	349											0	0
10	10	231/4	231/4	0.5	15/16	15/16	Chord	12/8	1	2	1/8	1/8	1	350											0	0
10	10	117/2	117/2	0.5	9/8	9/8	Chord	12/8	1	2	1/8	1/8	1	351											0	0
10	10	237/4	237/4	0.5	21/16	21/16	Chord	12/8	1	2	1/8	1/8	1	352											0	0
10	10	54	54	0.25	0	0	Chord	12/8	2	1	1/16	1/16	1	353												
10	10	217/4	217/4	0.25	1/16	1/16	Chord	12/8	2	1	1/16	1/16	1	354												
10	10	109/2	109/2	0.25	1/8	1/8	Chord	12/8	2	1	1/16	1/16	1	355												
10	10	219/4	219/4	0.25	3/16	3/16	Chord	12/8	2	1	1/16	1/16	1	356												
10	10	55	55	0.25	1/4	1/4	Chord	12/8	2	1	1/16	1/16	1	357												
10	10	221/4	221/4	0.25	5/16	5/16	Chord	12/8	2	1	1/16	1/16	1	358												
10	10	111/2	111/2	0.25	3/8	3/8	Chord	12/8	2	1	1/16	1/16	1	359												
10	10	223/4	223/4	0.25	7/16	7/16	Chord	12/8	2	1	1/16	1/16	1	360												
10	10	56	56	0.25	1/2	1/2	Chord	12/8	2	1	1/16	1/16	1	361												
10	10	225/4	225/4	0.25	9/16	9/16	Chord	12/8	2	1	1/16	1/16	1	362												
10	10	113/2	113/2	0.25	5/8	5/8	Chord	12/8	2	1	1/16	1/16	1	363												
10	10	227/4	227/4	0.25	11/16	11/16	Chord	12/8	2	1	1/16	1/16	1	364												
10	10	57	57	0.25	3/4	3/4	Chord	12/8	2	1	1/16	1/16	1	365												
10	10	229/4	229/4	0.25	13/16	13/16	Chord	12/8	2	1	1/16	1/16	1	366												
10	10	115/2	115/2	0.25	7/8	7/8	Chord	12/8	2	1	1/16	1/16	1	367												
10	10	231/4	231/4	0.25	15/16	15/16	Chord	12/8	2	1	1/16	1/16	1	368												
10	10	58	58	0.25	1	1	Chord	12/8	2	1	1/16	1/16	1	369												
10	10	233/4	233/4	0.25	17/16	17/16	Chord	12/8	2	1	1/16	1/16	1	370												
10	10	117/2	117/2	0.25	9/8	9/8	Chord	12/8	2	1	1/16	1/16	1	371												
10	10	235/4	235/4	0.25	19/16	19/16	Chord	12/8	2	1	1/16	1/16	1	372												
10	10	59	59	0.25	5/4	5/4	Chord	12/8	2	1	1/16	1/16	1	373												
10	10	237/4	237/4	0.25	21/16	21/16	Chord	12/8	2	1	1/16	1/16	1	374												
10	10	119/2	119/2	0.25	11/8	11/8	Chord	12/8	2	1	1/16	1/16	1	375												
10	10	239/4	239/4	0.25	23/16	23/16	Chord	12/8	2	1	1/16	1/16	1	376												
11	11	60	60	0.0	0	0	Spanner	12/8	1	1	0															0
11	11	60	60	0.25	0	0	Chord	12/8	1	1	1/16	1/16	1	377												0
11	11	241/4	241/4	0.25	1/16	1/16	Chord	12/8	1	1	1/16	1/16	1	378												0
11	11	121/2	121/2	0.25	1/8	1/8	Chord	12/8	1	1	1/16	1/16	1	379												0
11	11	243/4	243/4	0.0	3/16	3/16	Spanner	12/8	1	1	0													0		0
11	11	243/4	243/4	0.25	3/16	3/16	Chord	12/8	1	1	1/16	1/16	1	380										0		0
11	11	61	61	0.25	1/4	1/4	Chord	12/8	1	1	1/16	1/16	1	381										0		0
11	11	245/4	245/4	0.25	5/16	5/16	Chord	12/8	1	1	1/16	1/16	1	382										0		0
11	11	123/2	123/2	0.25	3/8	3/8	Chord	12/8	1	1	1/16	1/16	1	383										0		0
11	11	247/4	247/4	0.25	7/16	7/16	Chord	12/8	1	1	1/16	1/16	1	384										0		0
11	11	62	62	0.25	1/2	1/2	Chord	12/8	1	1	1/16	1/16	1	385										0		0
11	11	249/4	249/4	0.25	9/16	9/16	Chord	12/8	1	1	1/16	1/16	1	386										0		0
11	11	125/2	125/2	0.25	5/8	5/8	Chord	12/8	1	1	1/16	1/16	1	387										0		0
11	11	251/4	251/4	0.25	11/16	11/16	Chord	12/8	1	1	1/16	1/16	1	388										0		0
11	11	63	63	0.25	3/4	3/4	Chord	12/8	1	1	1/16	1/16	1	389										0		0
11	11	253/4	253/4	0.25	13/16	13/16	Chord	12/8	1	1	1/16	1/16	1	390										0		0
11	11	127/2	127/2	0.25	7/8	7/8	Chord	12/8	1	1	1/16	1/16	1	391										0		0
11	11	255/4	255/4	0.25	15/16	15/16	Chord	12/8	1	1	1/16	1/16	1	392										0		0
11	11	64	64	0.25	1	1	Chord	12/8	1	1	1/16	1/16	1	393										0		0
11	11	257/4	257/4	0.25	17/16	17/16	Chord	12/8	1	1	1/16	1/16	1	394										0		0
11	11	129/2	129/2	0.25	9/8	9/8	Chord	12/8	1	1	1/16	1/16	1	395										0		0
11	11	259/4	259/4	0.25	19/16	19/16	Chord	12/8	1	1	1/16	1/16	1	396										0		0
11	11	65	65	0.25	5/4	5/4	Chord	12/8	1	1	1/16	1/16	1	397										0		0
11	11	261/4	261/4	0.25	21/16	21/16	Chord	12/8	1	1	1/16	1/16	1	398										0		0
11	11	131/2	131/2	0.25	11/8	11/8	Chord	12/8	1	1	1/16	1/16	1	399										0		0
11	11	263/4	263/4	0.25	23/16	23/16	Chord	12/8	1	1	1/16	1/16	1	400										0		0
11	11	60	60	0.25	0	0	Chord	12/8	2	1	1/16	1/16	1	401												
11	11	241/4	241/4	0.25	1/16	1/16	Chord	12/8	2	1	1/16	1/16	1	402												
11	11	121/2	121/2	0.25	1/8	1/8	Chord	12/8	2	1	1/16	1/16	1	403												
11	11	243/4	243/4	0.25	3/16	3/16	Chord	12/8	2	1	1/16	1/16	1	404												
11	11	61	61	0.25	1/4	1/4	Chord	12/8	2	1	1/16	1/16	1	405												
11	11	245/4	245/4	0.25	5/16	5/16	Chord	12/8	2	1	1/16	1/16	1	406												
11	11	123/2	123/2	0.25	3/8	3/8	Chord	12/8	2	1	1/16	1/16	1	407												
11	11	247/4	247/4	0.25	7/16	7/16	Chord	12/8	2	1	1/16	1/16	1	408												
11	11	62	62	0.25	1/2	1/2	Chord	12/8	2	1	1/16	1/16	1	409												
11	11	249/4	249/4	0.25	9/16	9/16	Chord	12/8	2	1	1/16	1/16	1	410												
11	11	125/2	125/2	0.25	5/8	5/8	Chord	12/8	2	1	1/16	1/16	1	411												
11	11	251/4	251/4	0.25	11/16	11/16	Chord	12/8	2	1	1/16	1/16	1	412												
11	11	63	63	0.25	3/4	3/4	Chord	12/8	2	1	1/16	1/16	1	413												
11	11	253/4	253/4	0.25	13/16	13/16	Chord	12/8	2	1	1/16	1/16	1	414												
11	11	127/2	127/2	0.25	7/8	7/8	Chord	12/8	2	1	1/16	1/16	1	415												
11	11	255/4	255/4	0.25	15/16	15/16	Chord	12/8	2	1	1/16	1/16	1	416												
11	11	64	64	0.25	1	1	Chord	12/8	2	1	1/16	1/16	1	417												
11	11	257/4	257/4	0.25	17/16	17/16	Chord	12/8	2	1	1/16	1/16	1	418												
11	11	129/2	129/2	0.25	9/8	9/8	Chord	12/8	2	1	1/16	1/16	1	419												
11	11	259/4	259/4	0.25	19/16	19/16	Chord	12/8	2	1	1/16	1/16	1	420												
11	11	65	65	0.25	5/4	5/4	Chord	12/8	2	1	1/16	1/16	1	421												
11	11	261/4	261/4	0.25	21/16	21/16	Chord	12/8	2	1	1/16	1/16	1	422												
11	11	131/2	131/2	0.25	11/8	11/8	Chord	12/8	2	1	1/16	1/16	1	423												
11	11	263/4	263/4	0.25	23/16	23/16	Chord	12/8	2	1	1/16	1/16	1	424												
12	12	66	66	0.0	0	0	Spanner	12/8	1	1	0															0
12	12	66	66	0.0	0	0	Spanner	12/8	1	1	0												3			0
12	12	66	66	0.25	0	0	Chord	12/8	1	1	1/16	1/16	1	425									3			0
12	12	265/4	265/4	0.25	1/16	1/16	Chord	12/8	1	1	1/16	1/16	1	426									3			0
12	12	133/2	133/2	0.25	1/8	1/8	Chord	12/8	1	1	1/16	1/16	1	427									3			0
12	12	267/4	267/4	0.25	3/16	3/16	Chord	12/8	1	1	1/16	1/16	1	428									3			0
12	12	67	67	0.25	1/4	1/4	Chord	12/8	1	1	1/16	1/16	1	429									3			0
12	12	269/4	269/4	0.25	5/16	5/16	Chord	12/8	1	1	1/16	1/16	1	430									3			0
12	12	135/2	135/2	0.25	3/8	3/8	Chord	12/8	1	1	1/16	1/16	1	431									3			0
12	12	271/4	271/4	0.25	7/16	7/16	Chord	12/8	1	1	1/16	1/16	1	432									3			0
12	12	68	68	0.25	1/2	1/2	Chord	12/8	1	1	1/16	1/16	1	433									3			0
12	12	273/4	273/4	0.25	9/16	9/16	Chord	12/8	1	1	1/16	1/16	1	434									3			0
12	12	137/2	137/2	0.25	5/8	5/8	Chord	12/8	1	1	1/16	1/16	1	435									3			0
12	12	275/4	275/4	0.25	11/16	11/16	Chord	12/8	1	1	1/16	1/16	1	436									3			0
12	12	69	69	0.25	3/4	3/4	Chord	12/8	1	1	1/16	1/16	1	437									3			0
12	12	277/4	277/4	0.25	13/16	13/16	Chord	12/8	1	1	1/16	1/16	1	438									3			0
12	12	139/2	139/2	0.25	7/8	7/8	Chord	12/8	1	1	1/16	1/16	1	439									3			0
12	12	279/4	279/4	0.25	15/16	15/16	Chord	12/8	1	1	1/16	1/16	1	440									3			0
12	12	70	70	0.25	1	1	Chord	12/8	1	1	1/16	1/16	1	441									3			0
12	12	281/4	281/4	0.25	17/16	17/16	Chord	12/8	1	1	1/16	1/16	1	442									3			0
12	12	141/2	141/2	0.0	9/8	9/8	Spanner	12/8	1	1	0															0
12	12	143/2	143/2	0.0	11/8	11/8	Spanner	12/8	1	1	0															
12	12	66	66	0.25	0	0	Chord	12/8	2	1	1/16	1/16	1	443												
12	12	265/4	265/4	0.25	1/16	1/16	Chord	12/8	2	1	1/16	1/16	1	444												
12	12	133/2	133/2	0.25	1/8	1/8	Chord	12/8	2	1	1/16	1/16	1	445												
12	12	267/4	267/4	0.25	3/16	3/16	Chord	12/8	2	1	1/16	1/16	1	446												
12	12	67	67	0.25	1/4	1/4	Chord	12/8	2	1	1/16	1/16	1	447												
12	12	269/4	269/4	0.25	5/16	5/16	Chord	12/8	2	1	1/16	1/16	1	448												
12	12	135/2	135/2	0.25	3/8	3/8	Chord	12/8	2	1	1/16	1/16	1	449												
12	12	271/4	271/4	0.25	7/16	7/16	Chord	12/8	2	1	1/16	1/16	1	450												
12	12	68	68	0.25	1/2	1/2	Chord	12/8	2	1	1/16	1/16	1	451												
12	12	273/4	273/4	0.25	9/16	9/16	Chord	12/8	2	1	1/16	1/16	1	452												
12	12	137/2	137/2	0.25	5/8	5/8	Chord	12/8	2	1	1/16	1/16	1	453												
12	12	275/4	275/4	0.25	11/16	11/16	Chord	12/8	2	1	1/16	1/16	1	454												
12	12	69	69	0.25	3/4	3/4	Chord	12/8	2	1	1/16	1/16	1	455												
12	12	277/4	277/4	0.25	13/16	13/16	Chord	12/8	2	1	1/16	1/16	1	456												
12	12	139/2	139/2	0.25	7/8	7/8	Chord	12/8	2	1	1/16	1/16	1	457												
12	12	279/4	279/4	0.25	15/16	15/16	Chord	12/8	2	1	1/16	1/16	1	458												
12	12	70	70	0.25	1	1	Chord	12/8	2	1	1/16	1/16	1	459												
12	12	281/4	281/4	0.25	17/16	17/16	Chord	12/8	2	1	1/16	1/16	1	460												
13	13	73	73	0.0	1/4	1/4	StaffText	12/8	1	1	0						sempre dolce e grazioso									
13	13	73	73	0.5	1/4	1/4	Chord	12/8	1	1	1/8	1/8	1	461												
13	13	147/2	147/2	0.5	3/8	3/8	Chord	12/8	1	1	1/8	1/8	1	462												
13	13	149/2	149/2	0.5	5/8	5/8	Chord	12/8	1	1	1/8	1/8	1	463		articStaccatissimoAbove										
13	13	75	75	0.5	3/4	3/4	Chord	12/8	1	1	1/8	1/8	1	464												
13	13	76	76	0.5	1	1	Chord	12/8	1	1	1/8	1/8	1	465		articStaccatissimoAbove										
13	13	153/2	153/2	0.5	9/8	9/8	Chord	12/8	1	1	1/8	1/8	1	466												
13	13	155/2	155/2	0.5	11/8	11/8	Chord	12/8	1	1	1/8	1/8	1	467		articStaccatissimoAbove										
13	13	73	73	0.25	1/4	1/4	Chord	12/8	1	2	1/16	1/16	1	468												
13	13	293/4	293/4	0.25	5/16	5/16	Chord	12/8	1	2	1/16	1/16	1	469												
13	13	147/2	147/2	0.25	3/8	3/8	Chord	12/8	1	2	1/16	1/16	1	470												
13	13	295/4	295/4	0.25	7/16	7/16	Chord	12/8	1	2	1/16	1/16	1	471												
13	13	74	74	0.25	1/2	1/2	Chord	12/8	1	2	1/16	1/16	1	472												
13	13	297/4	297/4	0.25	9/16	9/16	Chord	12/8	1	2	1/16	1/16	1	473												
13	13	149/2	149/2	0.25	5/8	5/8	Chord	12/8	1	2	1/16	1/16	1	474												
13	13	299/4	299/4	0.25	11/16	11/16	Chord	12/8	1	2	1/16	1/16	1	475												
13	13	75	75	0.25	3/4	3/4	Chord	12/8	1	2	1/16	1/16	1	476												
13	13	301/4	301/4	0.25	13/16	13/16	Chord	12/8	1	2	1/16	1/16	1	477												
13	13	151/2	151/2	0.25	7/8	7/8	Chord	12/8	1	2	1/16	1/16	1	478												
13	13	303/4	303/4	0.25	15/16	15/16	Chord	12/8	1	2	1/16	1/16	1	479												
13	13	76	76	0.25	1	1	Chord	12/8	1	2	1/16	1/16	1	480												
13	13	305/4	305/4	0.25	17/16	17/16	Chord	12/8	1	2	1/16	1/16	1	481												
13	13	153/2	153/2	0.25	9/8	9/8	Chord	12/8	1	2	1/16	1/16	1	482												
13	13	307/4	307/4	0.25	19/16	19/16	Chord	12/8	1	2	1/16	1/16	1	483												
13	13	77	77	0.25	5/4	5/4	Chord	12/8	1	2	1/16	1/16	1	484												
13	13	309/4	309/4	0.25	21/16	21/16	Chord	12/8	1	2	1/16	1/16	1	485												
13	13	155/2	155/2	0.25	11/8	11/8	Chord	12/8	1	2	1/16	1/16	1	486												
13	13	311/4	311/4	0.25	23/16	23/16	Chord	12/8	1	2	1/16	1/16	1	487												
13	13	147/2	147/2	0.5	3/8	3/8	Chord	12/8	2	1	1/8	1/8	1	488		articStaccatissimoAbove										
13	13	75	75	0.5	3/4	3/4	Chord	12/8	2	1	1/8	1/8	1	489		articStaccatissimoAbove										
13	13	153/2	153/2	0.5	9/8	9/8	Chord	12/8	2	1	1/8	1/8	1	490		articStaccatissimoAbove										
14	14	78	78	0.5	0	0	Chord	12/8	1	1	1/8	1/8	1	491												
14	14	79	79	0.5	1/4	1/4	Chord	12/8	1	1	1/8	1/8	1	492		articStaccatissimoAbove										
14	14	159/2	159/2	0.5	3/8	3/8	Chord	12/8	1	1	1/8	1/8	1	493												
14	14	161/2	161/2	0.0	5/8	5/8	Spanner	12/8	1	1	0															1
14	14	161/2	161/2	0.5	5/8	5/8	Chord	12/8	1	1	1/8	1/8	1	494		articStaccatissimoAbove										1
14	14	323/4	323/4	0.0	11/16	11/16	Spanner	12/8	1	1	0															
14	14	81	81	0.5	3/4	3/4	Chord	12/8	1	1	1/8	1/8	1	495												
14	14	82	82	0.0	1	1	Spanner	12/8	1	1	0															2
14	14	82	82	0.5	1	1	Chord	12/8	1	1	1/8	1/8	1	496		articStaccatissimoAbove										2
14	14	329/4	329/4	0.0	17/16	17/16	Spanner	12/8	1	1	0															
14	14	165/2	165/2	0.5	9/8	9/8	Chord	12/8	1	1	1/8	1/8	1	497												
14	14	167/2	167/2	0.0	11/8	11/8	Spanner	12/8	1	1	0															3
14	14	167/2	167/2	0.5	11/8	11/8	Chord	12/8	1	1	1/8	1/8	1	498		articStaccatissimoAbove										3
14	14	335/4	335/4	0.0	23/16	23/16	Spanner	12/8	1	1	0															
14	14	78	78	0.25	0	0	Chord	12/8	1	2	1/16	1/16	1	499												
14	14	313/4	313/4	0.25	1/16	1/16	Chord	12/8	1	2	1/16	1/16	1	500												
14	14	157/2	157/2	0.25	1/8	1/8	Chord	12/8	1	2	1/16	1/16	1	501												
14	14	315/4	315/4	0.25	3/16	3/16	Chord	12/8	1	2	1/16	1/16	1	502												
14	14	79	79	0.25	1/4	1/4	Chord	12/8	1	2	1/16	1/16	1	503												
14	14	317/4	317/4	0.25	5/16	5/16	Chord	12/8	1	2	1/16	1/16	1	504												
14	14	159/2	159/2	0.25	3/8	3/8	Chord	12/8	1	2	1/16	1/16	1	505												
14	14	319/4	319/4	0.25	7/16	7/16	Chord	12/8	1	2	1/16	1/16	1	506												
14	14	80	80	0.25	1/2	1/2	Chord	12/8	1	2	1/16	1/16	1	507												
14	14	321/4	321/4	0.25	9/16	9/16	Chord	12/8	1	2	1/16	1/16	1	508												
14	14	161/2	161/2	0.25	5/8	5/8	Chord	12/8	1	2	1/16	1/16	1	509												
14	14	323/4	323/4	0.25	11/16	11/16	Chord	12/8	1	2	1/16	1/16	1	510												
14	14	81	81	0.25	3/4	3/4	Chord	12/8	1	2	1/16	1/16	1	511												
14	14	325/4	325/4	0.25	13/16	13/16	Chord	12/8	1	2	1/16	1/16	1	512												
14	14	163/2	163/2	0.25	7/8	7/8	Chord	12/8	1	2	1/16	1/16	1	513												
14	14	327/4	327/4	0.25	15/16	15/16	Chord	12/8	1	2	1/16	1/16	1	514												
14	14	82	82	0.25	1	1	Chord	12/8	1	2	1/16	1/16	1	515												
14	14	329/4	329/4	0.25	17/16	17/16	Chord	12/8	1	2	1/16	1/16	1	516												
14	14	165/2	165/2	0.25	9/8	9/8	Chord	12/8	1	2	1/16	1/16	1	517												
14	14	331/4	331/4	0.25	19/16	19/16	Chord	12/8	1	2	1/16	1/16	1	518												
14	14	83	83	0.25	5/4	5/4	Chord	12/8	1	2	1/16	1/16	1	519												
14	14	333/4	333/4	0.25	21/16	21/16	Chord	12/8	1	2	1/16	1/16	1	520												
14	14	167/2	167/2	0.25	11/8	11/8	Chord	12/8	1	2	1/16	1/16	1	521												
14	14	335/4	335/4	0.25	23/16	23/16	Chord	12/8	1	2	1/16	1/16	1	522												
14	14	78	78	0.5	0	0	Chord	12/8	2	1	1/8	1/8	1	523		articStaccatissimoAbove										
14	14	159/2	159/2	0.5	3/8	3/8	Chord	12/8	2	1	1/8	1/8	1	524		articStaccatissimoAbove										
14	14	81	81	0.5	3/4	3/4	Chord	12/8	2	1	1/8	1/8	1	525		articStaccatissimoAbove										
14	14	165/2	165/2	0.5	9/8	9/8	Chord	12/8	2	1	1/8	1/8	1	526		articStaccatissimoAbove										
15	15	84	84	0.0	0	0	Spanner	12/8	1	1	0												4			
15	15	84	84	1.0	0	0	Chord	12/8	1	1	1/4	1/4	1	527									4			
15	15	171/2	171/2	0.0	3/8	3/8	Spanner	12/8	1	1	0															
15	15	171/2	171/2	0.5	3/8	3/8	Chord	12/8	1	1	1/8	1/8	1	528												
15	15	173/2	173/2	0.5	5/8	5/8	Chord	12/8	1	1	1/8	1/8	1	529		articStaccatissimoAbove										
15	15	87	87	0.5	3/4	3/4	Chord	12/8	1	1	1/8	1/8	1	530												
15	15	88	88	0.5	1	1	Chord	12/8	1	1	1/8	1/8	1	531		articStaccatissimoAbove										
15	15	177/2	177/2	0.5	9/8	9/8	Chord	12/8	1	1	1/8	1/8	1	532												
15	15	179/2	179/2	0.5	11/8	11/8	Chord	12/8	1	1	1/8	1/8	1	533		articStaccatissimoAbove										
15	15	84	84	0.25	0	0	Chord	12/8	1	2	1/16	1/16	1	534												
15	15	337/4	337/4	0.25	1/16	1/16	Chord	12/8	1	2	1/16	1/16	1	535												
15	15	169/2	169/2	0.25	1/8	1/8	Chord	12/8	1	2	1/16	1/16	1	536												
15	15	339/4	339/4	0.25	3/16	3/16	Chord	12/8	1	2	1/16	1/16	1	537												
15	15	85	85	0.25	1/4	1/4	Chord	12/8	1	2	1/16	1/16	1	538												
15	15	341/4	341/4	0.25	5/16	5/16	Chord	12/8	1	2	1/16	1/16	1	539												
15	15	171/2	171/2	0.25	3/8	3/8	Chord	12/8	1	2	1/16	1/16	1	540												
15	15	343/4	343/4	0.25	7/16	7/16	Chord	12/8	1	2	1/16	1/16	1	541												
15	15	86	86	0.25	1/2	1/2	Chord	12/8	1	2	1/16	1/16	1	542												
15	15	345/4	345/4	0.25	9/16	9/16	Chord	12/8	1	2	1/16	1/16	1	543												
