mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	slur	decrescendo_hairpin	diminuendo_line
32	31	146	146	0.5	3/4	3/4	Chord	12/8	1	2	1/8	1/8	1	529		articStaccatoBelow				
32	31	293/2	293/2	0.5	7/8	7/8	Chord	12/8	1	2	1/8	1/8	1	530		articStaccatoBelow				
32	31	147	147	0.5	1	1	Chord	12/8	1	2	1/8	1/8	1	531		articStaccatoBelow				
32	31	295/2	295/2	1.0	9/8	9/8	Chord	12/8	1	2	1/4	1/4	1	532						
32	31	144	144	0.5	1/4	1/4	Chord	12/8	2	1	1/8	1/8	1	533				96		
32	31	289/2	289/2	1.0	3/8	3/8	Chord	12/8	2	1	1/4	1/4	1	534				96		
32	31	291/2	291/2	0.5	5/8	5/8	Chord	12/8	2	1	1/8	1/8	1	535				96		
32	31	146	146	1.0	3/4	3/4	Chord	12/8	2	1	1/4	1/4	1	536				96		
32	31	147	147	0.5	1	1	Chord	12/8	2	1	1/8	1/8	1	537				96		
32	31	295/2	295/2	1.0	9/8	9/8	Chord	12/8	2	1	1/4	1/4	1	538				96		
32	31	297/2	297/2	0.5	11/8	11/8	Chord	12/8	2	1	1/8	1/8	1	539						
32	31	143	143	6.0	0	0	Chord	12/8	2	2	3/2	1	3/2	540						
33	32	149	149	0.5	0	0	Chord	12/8	1	1	1/8	1/8	1	541		articStaccatoBelow		97		
33	32	299/2	299/2	0.5	1/8	1/8	Chord	12/8	1	1	1/8	1/8	1	542		articStaccatoBelow		97		
33	32	150	150	0.5	1/4	1/4	Chord	12/8	1	1	1/8	1/8	1	543		articStaccatoBelow				
33	32	301/2	301/2	0.5	3/8	3/8	Chord	12/8	1	1	1/8	1/8	1	544				98		
33	32	151	151	0.5	1/2	1/2	Chord	12/8	1	1	1/8	1/8	1	545						
33	32	303/2	303/2	0.5	5/8	5/8	Chord	12/8	1	1	1/8	1/8	1	546						
33	32	152	152	0.5	3/4	3/4	Chord	12/8	1	1	1/8	1/8	1	547		articStaccatoBelow		99		
33	32	305/2	305/2	0.5	7/8	7/8	Chord	12/8	1	1	1/8	1/8	1	548		articStaccatoBelow		99		
33	32	153	153	0.5	1	1	Chord	12/8	1	1	1/8	1/8	1	549		articStaccatoBelow				
33	32	307/2	307/2	0.5	9/8	9/8	Chord	12/8	1	1	1/8	1/8	1	550				100		
33	32	154	154	0.5	5/4	5/4	Chord	12/8	1	1	1/8	1/8	1	551						
33	32	309/2	309/2	0.5	11/8	11/8	Chord	12/8	1	1	1/8	1/8	1	552						
33	32	301/2	301/2	1.0	3/8	3/8	Chord	12/8	1	2	1/4	1/4	1	553						
33	32	303/2	303/2	0.5	5/8	5/8	Chord	12/8	1	2	1/8	1/8	1	554						
33	32	307/2	307/2	1.0	9/8	9/8	Chord	12/8	1	2	1/4	1/4	1	555						
33	32	309/2	309/2	0.5	11/8	11/8	Chord	12/8	1	2	1/8	1/8	1	556						
33	32	150	150	0.5	1/4	1/4	Chord	12/8	2	1	1/8	1/8	1	557				101		
33	32	301/2	301/2	1.0	3/8	3/8	Chord	12/8	2	1	1/4	1/4	1	558				101		
33	32	303/2	303/2	0.5	5/8	5/8	Chord	12/8	2	1	1/8	1/8	1	559				101		
33	32	152	152	1.0	3/4	3/4	Chord	12/8	2	1	1/4	1/4	1	560				101		
33	32	153	153	0.5	1	1	Chord	12/8	2	1	1/8	1/8	1	561				101		
33	32	307/2	307/2	1.0	9/8	9/8	Chord	12/8	2	1	1/4	1/4	1	562				101		
33	32	309/2	309/2	0.5	11/8	11/8	Chord	12/8	2	1	1/8	1/8	1	563						
33	32	149	149	6.0	0	0	Chord	12/8	2	2	3/2	1	3/2	564						
34	33	155	155	0.5	0	0	Chord	12/8	1	1	1/8	1/8	1	565		articStaccatoBelow		102		
34	33	311/2	311/2	0.5	1/8	1/8	Chord	12/8	1	1	1/8	1/8	1	566		articStaccatoBelow		102		
34	33	156	156	0.5	1/4	1/4	Chord	12/8	1	1	1/8	1/8	1	567		articStaccatoBelow				
34	33	313/2	313/2	0.5	3/8	3/8	Chord	12/8	1	1	1/8	1/8	1	568				103		
34	33	157	157	0.5	1/2	1/2	Chord	12/8	1	1	1/8	1/8	1	569						
34	33	315/2	315/2	0.5	5/8	5/8	Chord	12/8	1	1	1/8	1/8	1	570						
34	33	158	158	0.5	3/4	3/4	Chord	12/8	1	1	1/8	1/8	1	571		articStaccatoBelow		104		
34	33	317/2	317/2	0.5	7/8	7/8	Chord	12/8	1	1	1/8	1/8	1	572		articStaccatoBelow		104		
34	33	159	159	0.5	1	1	Chord	12/8	1	1	1/8	1/8	1	573		articStaccatoBelow				
34	33	319/2	319/2	1.0	9/8	9/8	Chord	12/8	1	1	1/4	1/4	1	574						
34	33	313/2	313/2	1.0	3/8	3/8	Chord	12/8	1	2	1/4	1/4	1	575						
34	33	315/2	315/2	0.5	5/8	5/8	Chord	12/8	1	2	1/8	1/8	1	576						
34	33	156	156	0.5	1/4	1/4	Chord	12/8	2	1	1/8	1/8	1	577				105		
34	33	313/2	313/2	1.0	3/8	3/8	Chord	12/8	2	1	1/4	1/4	1	578				105		
34	33	315/2	315/2	0.5	5/8	5/8	Chord	12/8	2	1	1/8	1/8	1	579				105		
34	33	158	158	1.0	3/4	3/4	Chord	12/8	2	1	1/4	1/4	1	580				105		
34	33	159	159	0.5	1	1	Chord	12/8	2	1	1/8	1/8	1	581				105		
34	33	319/2	319/2	1.0	9/8	9/8	Chord	12/8	2	1	1/4	1/4	1	582						
34	33	155	155	6.0	0	0	Chord	12/8	2	2	3/2	1	3/2	583						
35	34	161	161	0.0	0	0	StaffText	6/8	1	1	0						"<font size=""12""/>un poco marcato"			
35	34	161	161	1.5	0	0	Chord	6/8	1	1	3/8	1/4	3/2	584		articAccentAbove				
35	34	325/2	325/2	0.25	3/8	3/8	Chord	6/8	1	1	1/16	1/16	1	585				106		
35	34	651/4	651/4	0.25	7/16	7/16	Chord	6/8	1	1	1/16	1/16	1	586				106		
35	34	163	163	0.25	1/2	1/2	Chord	6/8	1	1	1/16	1/16	1	587				106		
35	34	653/4	653/4	0.25	9/16	9/16	Chord	6/8	1	1	1/16	1/16	1	588				106		
35	34	327/2	327/2	0.25	5/8	5/8	Chord	6/8	1	1	1/16	1/16	1	589				106		
35	34	655/4	655/4	0.25	11/16	11/16	Chord	6/8	1	1	1/16	1/16	1	590						
35	34	161	161	0.5	0	0	Chord	6/8	1	2	1/8	1/8	1	591				107		
35	34	323/2	323/2	0.25	1/8	1/8	Chord	6/8	1	2	1/16	1/16	1	592				107		
35	34	647/4	647/4	0.25	3/16	3/16	Chord	6/8	1	2	1/16	1/16	1	593				107		
35	34	162	162	0.25	1/4	1/4	Chord	6/8	1	2	1/16	1/16	1	594				107		
35	34	649/4	649/4	0.25	5/16	5/16	Chord	6/8	1	2	1/16	1/16	1	595						
35	34	325/2	325/2	1.5	3/8	3/8	Chord	6/8	1	2	3/8	1/4	3/2	596						
35	34	323/2	323/2	0.5	1/8	1/8	Chord	6/8	2	1	1/8	1/8	1	597						
35	34	162	162	0.5	1/4	1/4	Chord	6/8	2	1	1/8	1/8	1	598						
35	34	325/2	325/2	1.5	3/8	3/8	Chord	6/8	2	1	3/8	1/4	3/2	599		articAccentAbove				
36	35	164	164	1.5	0	0	Chord	6/8	1	1	3/8	1/4	3/2	600		articAccentAbove				
36	35	661/4	661/4	0.0	5/16	5/16	Spanner	6/8	1	1	0								0	
36	35	331/2	331/2	0.25	3/8	3/8	Chord	6/8	1	1	1/16	1/16	1	601				108	0	
36	35	663/4	663/4	0.25	7/16	7/16	Chord	6/8	1	1	1/16	1/16	1	602				108	0	
36	35	166	166	0.25	1/2	1/2	Chord	6/8	1	1	1/16	1/16	1	603				108	0	
36	35	665/4	665/4	0.25	9/16	9/16	Chord	6/8	1	1	1/16	1/16	1	604				108	0	
36	35	333/2	333/2	0.25	5/8	5/8	Chord	6/8	1	1	1/16	1/16	1	605				108	0	
36	35	667/4	667/4	0.25	11/16	11/16	Chord	6/8	1	1	1/16	1/16	1	606					0	
36	35	164	164	0.5	0	0	Chord	6/8	1	2	1/8	1/8	1	607				109	0	
36	35	329/2	329/2	0.25	1/8	1/8	Chord	6/8	1	2	1/16	1/16	1	608				109	0	
36	35	659/4	659/4	0.25	3/16	3/16	Chord	6/8	1	2	1/16	1/16	1	609				109	0	
36	35	165	165	0.25	1/4	1/4	Chord	6/8	1	2	1/16	1/16	1	610				109	0	
36	35	661/4	661/4	0.25	5/16	5/16	Chord	6/8	1	2	1/16	1/16	1	611					0	
36	35	331/2	331/2	1.5	3/8	3/8	Chord	6/8	1	2	3/8	1/4	3/2	612					0	
36	35	329/2	329/2	0.5	1/8	1/8	Chord	6/8	2	1	1/8	1/8	1	613						
36	35	165	165	0.5	1/4	1/4	Chord	6/8	2	1	1/8	1/8	1	614						
36	35	331/2	331/2	1.5	3/8	3/8	Chord	6/8	2	1	3/8	1/4	3/2	615		articAccentAbove				
37	36	167	167	1.5	0	0	Chord	6/8	1	1	3/8	1/4	3/2	616		articAccentAbove			0	
37	36	337/2	337/2	0.0	3/8	3/8	Spanner	6/8	1	1	0									
37	36	337/2	337/2	0.25	3/8	3/8	Chord	6/8	1	1	1/16	1/16	1	617				110		
37	36	675/4	675/4	0.25	7/16	7/16	Chord	6/8	1	1	1/16	1/16	1	618				110		
37	36	169	169	0.25	1/2	1/2	Chord	6/8	1	1	1/16	1/16	1	619				110		
37	36	677/4	677/4	0.25	9/16	9/16	Chord	6/8	1	1	1/16	1/16	1	620				110		
37	36	339/2	339/2	0.25	5/8	5/8	Chord	6/8	1	1	1/16	1/16	1	621				110		
37	36	679/4	679/4	0.25	11/16	11/16	Chord	6/8	1	1	1/16	1/16	1	622						
37	36	167	167	0.5	0	0	Chord	6/8	1	2	1/8	1/8	1	623				111		
37	36	335/2	335/2	0.25	1/8	1/8	Chord	6/8	1	2	1/16	1/16	1	624				111		
37	36	671/4	671/4	0.25	3/16	3/16	Chord	6/8	1	2	1/16	1/16	1	625				111		
37	36	168	168	0.25	1/4	1/4	Chord	6/8	1	2	1/16	1/16	1	626				111		
37	36	673/4	673/4	0.25	5/16	5/16	Chord	6/8	1	2	1/16	1/16	1	627						
37	36	337/2	337/2	1.5	3/8	3/8	Chord	6/8	1	2	3/8	1/4	3/2	628						
37	36	335/2	335/2	0.5	1/8	1/8	Chord	6/8	2	1	1/8	1/8	1	629						
37	36	168	168	0.5	1/4	1/4	Chord	6/8	2	1	1/8	1/8	1	630						
37	36	337/2	337/2	1.5	3/8	3/8	Chord	6/8	2	1	3/8	1/4	3/2	631		articAccentAbove				
38	37	170	170	1.5	0	0	Chord	6/8	1	1	3/8	1/4	3/2	632		articAccentAbove				
38	37	343/2	343/2	0.0	3/8	3/8	Spanner	6/8	1	1	0								1	
38	37	343/2	343/2	0.25	3/8	3/8	Chord	6/8	1	1	1/16	1/16	1	633				112	1	
38	37	687/4	687/4	0.25	7/16	7/16	Chord	6/8	1	1	1/16	1/16	1	634				112	1	
38	37	172	172	0.25	1/2	1/2	Chord	6/8	1	1	1/16	1/16	1	635				112	1	
38	37	689/4	689/4	0.25	9/16	9/16	Chord	6/8	1	1	1/16	1/16	1	636				112	1	
38	37	345/2	345/2	0.25	5/8	5/8	Chord	6/8	1	1	1/16	1/16	1	637				112	1	
38	37	691/4	691/4	0.25	11/16	11/16	Chord	6/8	1	1	1/16	1/16	1	638					1	
38	37	170	170	0.5	0	0	Chord	6/8	1	2	1/8	1/8	1	639				113	1	
38	37	341/2	341/2	0.25	1/8	1/8	Chord	6/8	1	2	1/16	1/16	1	640				113	1	
38	37	683/4	683/4	0.25	3/16	3/16	Chord	6/8	1	2	1/16	1/16	1	641				113	1	
38	37	171	171	0.25	1/4	1/4	Chord	6/8	1	2	1/16	1/16	1	642				113	1	
38	37	685/4	685/4	0.25	5/16	5/16	Chord	6/8	1	2	1/16	1/16	1	643					1	
38	37	343/2	343/2	1.5	3/8	3/8	Chord	6/8	1	2	3/8	1/4	3/2	644					1	
38	37	341/2	341/2	0.5	1/8	1/8	Chord	6/8	2	1	1/8	1/8	1	645						
38	37	171	171	0.5	1/4	1/4	Chord	6/8	2	1	1/8	1/8	1	646						
38	37	343/2	343/2	1.5	3/8	3/8	Chord	6/8	2	1	3/8	1/4	3/2	647		articAccentBelow				
39	38	173	173	1.5	0	0	Chord	6/8	1	1	3/8	1/4	3/2	648		articAccentAbove			1	
39	38	349/2	349/2	0.25	3/8	3/8	Chord	6/8	1	1	1/16	1/16	1	649				114	1	
39	38	699/4	699/4	0.25	7/16	7/16	Chord	6/8	1	1	1/16	1/16	1	650				114	1	
39	38	175	175	0.25	1/2	1/2	Chord	6/8	1	1	1/16	1/16	1	651				114	1	
39	38	701/4	701/4	0.25	9/16	9/16	Chord	6/8	1	1	1/16	1/16	1	652				114	1	
39	38	351/2	351/2	0.25	5/8	5/8	Chord	6/8	1	1	1/16	1/16	1	653				114	1	
39	38	703/4	703/4	0.25	11/16	11/16	Chord	6/8	1	1	1/16	1/16	1	654					1	
39	38	173	173	0.5	0	0	Chord	6/8	1	2	1/8	1/8	1	655				115	1	
39	38	347/2	347/2	0.25	1/8	1/8	Chord	6/8	1	2	1/16	1/16	1	656				115	1	
39	38	695/4	695/4	0.25	3/16	3/16	Chord	6/8	1	2	1/16	1/16	1	657				115	1	
39	38	174	174	0.25	1/4	1/4	Chord	6/8	1	2	1/16	1/16	1	658				115	1	
39	38	697/4	697/4	0.25	5/16	5/16	Chord	6/8	1	2	1/16	1/16	1	659					1	
39	38	349/2	349/2	1.5	3/8	3/8	Chord	6/8	1	2	3/8	1/4	3/2	660					1	
39	38	347/2	347/2	0.5	1/8	1/8	Chord	6/8	2	1	1/8	1/8	1	661						
39	38	174	174	0.5	1/4	1/4	Chord	6/8	2	1	1/8	1/8	1	662						
39	38	349/2	349/2	1.5	3/8	3/8	Chord	6/8	2	1	3/8	1/4	3/2	663		articAccentBelow				
40	39	176	176	1.5	0	0	Chord	6/8	1	1	3/8	1/4	3/2	664		articAccentAbove			1	
40	39	355/2	355/2	0.0	3/8	3/8	Spanner	6/8	1	1	0									
40	39	355/2	355/2	0.25	3/8	3/8	Chord	6/8	1	1	1/16	1/16	1	665				116		
40	39	711/4	711/4	0.25	7/16	7/16	Chord	6/8	1	1	1/16	1/16	1	666				116		
40	39	178	178	0.25	1/2	1/2	Chord	6/8	1	1	1/16	1/16	1	667				116		
40	39	713/4	713/4	0.25	9/16	9/16	Chord	6/8	1	1	1/16	1/16	1	668				116		
40	39	357/2	357/2	0.25	5/8	5/8	Chord	6/8	1	1	1/16	1/16	1	669				116		
40	39	715/4	715/4	0.25	11/16	11/16	Chord	6/8	1	1	1/16	1/16	1	670						
40	39	176	176	0.5	0	0	Chord	6/8	1	2	1/8	1/8	1	671				117		
40	39	353/2	353/2	0.25	1/8	1/8	Chord	6/8	1	2	1/16	1/16	1	672				117		
40	39	707/4	707/4	0.25	3/16	3/16	Chord	6/8	1	2	1/16	1/16	1	673				117		
40	39	177	177	0.25	1/4	1/4	Chord	6/8	1	2	1/16	1/16	1	674				117		
40	39	709/4	709/4	0.25	5/16	5/16	Chord	6/8	1	2	1/16	1/16	1	675						
40	39	355/2	355/2	1.5	3/8	3/8	Chord	6/8	1	2	3/8	1/4	3/2	676						
40	39	353/2	353/2	0.5	1/8	1/8	Chord	6/8	2	1	1/8	1/8	1	677						
40	39	177	177	0.5	1/4	1/4	Chord	6/8	2	1	1/8	1/8	1	678						
40	39	355/2	355/2	1.5	3/8	3/8	Chord	6/8	2	1	3/8	1/4	3/2	679		articAccentBelow				
41	40	179	179	1.5	0	0	Chord	6/8	1	1	3/8	1/4	3/2	680		articAccentAbove				
41	40	361/2	361/2	0.0	3/8	3/8	Spanner	6/8	1	1	0								2	
41	40	361/2	361/2	0.25	3/8	3/8	Chord	6/8	1	1	1/16	1/16	1	681				118	2	
41	40	723/4	723/4	0.25	7/16	7/16	Chord	6/8	1	1	1/16	1/16	1	682				118	2	
41	40	181	181	0.25	1/2	1/2	Chord	6/8	1	1	1/16	1/16	1	683				118	2	
41	40	725/4	725/4	0.25	9/16	9/16	Chord	6/8	1	1	1/16	1/16	1	684				118	2	
41	40	363/2	363/2	0.25	5/8	5/8	Chord	6/8	1	1	1/16	1/16	1	685				118	2	
41	40	727/4	727/4	0.25	11/16	11/16	Chord	6/8	1	1	1/16	1/16	1	686					2	
41	40	179	179	0.5	0	0	Chord	6/8	1	2	1/8	1/8	1	687				119	2	
41	40	359/2	359/2	0.25	1/8	1/8	Chord	6/8	1	2	1/16	1/16	1	688				119	2	
41	40	719/4	719/4	0.25	3/16	3/16	Chord	6/8	1	2	1/16	1/16	1	689				119	2	
41	40	180	180	0.25	1/4	1/4	Chord	6/8	1	2	1/16	1/16	1	690				119	2	
41	40	721/4	721/4	0.25	5/16	5/16	Chord	6/8	1	2	1/16	1/16	1	691					2	
41	40	361/2	361/2	1.5	3/8	3/8	Chord	6/8	1	2	3/8	1/4	3/2	692					2	
41	40	359/2	359/2	0.5	1/8	1/8	Chord	6/8	2	1	1/8	1/8	1	693						
41	40	180	180	0.5	1/4	1/4	Chord	6/8	2	1	1/8	1/8	1	694						
41	40	361/2	361/2	1.5	3/8	3/8	Chord	6/8	2	1	3/8	1/4	3/2	695		articAccentAbove				
42	41	182	182	1.5	0	0	Chord	6/8	1	1	3/8	1/4	3/2	696		articAccentAbove			2	
42	41	367/2	367/2	0.25	3/8	3/8	Chord	6/8	1	1	1/16	1/16	1	697				120	2	
42	41	735/4	735/4	0.25	7/16	7/16	Chord	6/8	1	1	1/16	1/16	1	698				120	2	
42	41	184	184	0.25	1/2	1/2	Chord	6/8	1	1	1/16	1/16	1	699				120	2	
42	41	737/4	737/4	0.25	9/16	9/16	Chord	6/8	1	1	1/16	1/16	1	700				120	2	
42	41	369/2	369/2	0.25	5/8	5/8	Chord	6/8	1	1	1/16	1/16	1	701				120	2	
42	41	739/4	739/4	0.25	11/16	11/16	Chord	6/8	1	1	1/16	1/16	1	702					2	
42	41	182	182	0.5	0	0	Chord	6/8	1	2	1/8	1/8	1	703				121	2	
42	41	365/2	365/2	0.25	1/8	1/8	Chord	6/8	1	2	1/16	1/16	1	704				121	2	
42	41	731/4	731/4	0.25	3/16	3/16	Chord	6/8	1	2	1/16	1/16	1	705				121	2	
42	41	183	183	0.25	1/4	1/4	Chord	6/8	1	2	1/16	1/16	1	706				121	2	
42	41	733/4	733/4	0.25	5/16	5/16	Chord	6/8	1	2	1/16	1/16	1	707					2	
42	41	367/2	367/2	1.5	3/8	3/8	Chord	6/8	1	2	3/8	1/4	3/2	708					2	
42	41	365/2	365/2	0.5	1/8	1/8	Chord	6/8	2	1	1/8	1/8	1	709						
42	41	183	183	0.5	1/4	1/4	Chord	6/8	2	1	1/8	1/8	1	710						
42	41	367/2	367/2	1.5	3/8	3/8	Chord	6/8	2	1	3/8	1/4	3/2	711		articAccentAbove				
43	42	185	185	1.5	0	0	Chord	6/8	1	1	3/8	1/4	3/2	712		articAccentAbove			2	
43	42	373/2	373/2	0.0	3/8	3/8	Spanner	6/8	1	1	0									
43	42	373/2	373/2	0.25	3/8	3/8	Chord	6/8	1	1	1/16	1/16	1	713				122		
43	42	747/4	747/4	0.25	7/16	7/16	Chord	6/8	1	1	1/16	1/16	1	714				122		
43	42	187	187	0.25	1/2	1/2	Chord	6/8	1	1	1/16	1/16	1	715				122		
43	42	749/4	749/4	0.25	9/16	9/16	Chord	6/8	1	1	1/16	1/16	1	716				122		
43	42	375/2	375/2	0.25	5/8	5/8	Chord	6/8	1	1	1/16	1/16	1	717				122		
43	42	751/4	751/4	0.25	11/16	11/16	Chord	6/8	1	1	1/16	1/16	1	718						
43	42	185	185	0.5	0	0	Chord	6/8	1	2	1/8	1/8	1	719				123		
43	42	371/2	371/2	0.25	1/8	1/8	Chord	6/8	1	2	1/16	1/16	1	720				123		
43	42	743/4	743/4	0.25	3/16	3/16	Chord	6/8	1	2	1/16	1/16	1	721				123		
43	42	186	186	0.25	1/4	1/4	Chord	6/8	1	2	1/16	1/16	1	722				123		
43	42	745/4	745/4	0.25	5/16	5/16	Chord	6/8	1	2	1/16	1/16	1	723						
43	42	373/2	373/2	1.5	3/8	3/8	Chord	6/8	1	2	3/8	1/4	3/2	724						
43	42	371/2	371/2	0.5	1/8	1/8	Chord	6/8	2	1	1/8	1/8	1	725						
43	42	186	186	0.5	1/4	1/4	Chord	6/8	2	1	1/8	1/8	1	726						
43	42	373/2	373/2	1.5	3/8	3/8	Chord	6/8	2	1	3/8	1/4	3/2	727		articAccentAbove				
44	43	188	188	1.5	0	0	Chord	6/8	1	1	3/8	1/4	3/2	728		articAccentAbove				
44	43	379/2	379/2	0.25	3/8	3/8	Chord	6/8	1	1	1/16	1/16	1	729				124		
44	43	759/4	759/4	0.25	7/16	7/16	Chord	6/8	1	1	1/16	1/16	1	730				124		
44	43	190	190	0.25	1/2	1/2	Chord	6/8	1	1	1/16	1/16	1	731				124		
44	43	761/4	761/4	0.25	9/16	9/16	Chord	6/8	1	1	1/16	1/16	1	732				124		
44	43	381/2	381/2	0.25	5/8	5/8	Chord	6/8	1	1	1/16	1/16	1	733				124		
44	43	763/4	763/4	0.25	11/16	11/16	Chord	6/8	1	1	1/16	1/16	1	734						
44	43	188	188	0.5	0	0	Chord	6/8	1	2	1/8	1/8	1	735				125		
44	43	377/2	377/2	0.25	1/8	1/8	Chord	6/8	1	2	1/16	1/16	1	736				125		
44	43	755/4	755/4	0.25	3/16	3/16	Chord	6/8	1	2	1/16	1/16	1	737				125		
44	43	189	189	0.25	1/4	1/4	Chord	6/8	1	2	1/16	1/16	1	738				125		
44	43	757/4	757/4	0.25	5/16	5/16	Chord	6/8	1	2	1/16	1/16	1	739						
44	43	379/2	379/2	1.5	3/8	3/8	Chord	6/8	1	2	3/8	1/4	3/2	740						
44	43	377/2	377/2	0.5	1/8	1/8	Chord	6/8	2	1	1/8	1/8	1	741						
44	43	189	189	0.5	1/4	1/4	Chord	6/8	2	1	1/8	1/8	1	742						
44	43	379/2	379/2	1.5	3/8	3/8	Chord	6/8	2	1	3/8	1/4	3/2	743		articAccentBelow				
45	44	191	191	1.5	0	0	Chord	6/8	1	1	3/8	1/4	3/2	744		articAccentAbove				
45	44	385/2	385/2	0.0	3/8	3/8	Spanner	6/8	1	1	0									0
45	44	385/2	385/2	0.25	3/8	3/8	Chord	6/8	1	1	1/16	1/16	1	745				126		0
45	44	771/4	771/4	0.25	7/16	7/16	Chord	6/8	1	1	1/16	1/16	1	746				126		0
45	44	193	193	0.25	1/2	1/2	Chord	6/8	1	1	1/16	1/16	1	747				126		0
45	44	773/4	773/4	0.25	9/16	9/16	Chord	6/8	1	1	1/16	1/16	1	748				126		0
45	44	387/2	387/2	0.25	5/8	5/8	Chord	6/8	1	1	1/16	1/16	1	749				126		0
45	44	775/4	775/4	0.25	11/16	11/16	Chord	6/8	1	1	1/16	1/16	1	750						0
45	44	191	191	0.5	0	0	Chord	6/8	1	2	1/8	1/8	1	751				127		0
45	44	383/2	383/2	0.25	1/8	1/8	Chord	6/8	1	2	1/16	1/16	1	752				127		0
45	44	767/4	767/4	0.25	3/16	3/16	Chord	6/8	1	2	1/16	1/16	1	753				127		0
45	44	192	192	0.25	1/4	1/4	Chord	6/8	1	2	1/16	1/16	1	754				127		0
45	44	769/4	769/4	0.25	5/16	5/16	Chord	6/8	1	2	1/16	1/16	1	755						0
45	44	385/2	385/2	1.5	3/8	3/8	Chord	6/8	1	2	3/8	1/4	3/2	756						0
45	44	383/2	383/2	0.5	1/8	1/8	Chord	6/8	2	1	1/8	1/8	1	757						
45	44	192	192	0.5	1/4	1/4	Chord	6/8	2	1	1/8	1/8	1	758						
45	44	385/2	385/2	1.5	3/8	3/8	Chord	6/8	2	1	3/8	1/4	3/2	759		articAccentBelow				
46	45	194	194	1.5	0	0	Chord	6/8	1	1	3/8	1/4	3/2	760		articAccentAbove				0
46	45	391/2	391/2	0.25	3/8	3/8	Chord	6/8	1	1	1/16	1/16	1	761				128		0
46	45	783/4	783/4	0.25	7/16	7/16	Chord	6/8	1	1	1/16	1/16	1	762				128		0
46	45	196	196	0.25	1/2	1/2	Chord	6/8	1	1	1/16	1/16	1	763				128		0
46	45	785/4	785/4	0.25	9/16	9/16	Chord	6/8	1	1	1/16	1/16	1	764				128		0
46	45	393/2	393/2	0.25	5/8	5/8	Chord	6/8	1	1	1/16	1/16	1	765				128		0
46	45	787/4	787/4	0.25	11/16	11/16	Chord	6/8	1	1	1/16	1/16	1	766						0
46	45	194	194	0.5	0	0	Chord	6/8	1	2	1/8	1/8	1	767				129		0
46	45	389/2	389/2	0.25	1/8	1/8	Chord	6/8	1	2	1/16	1/16	1	768				129		0
46	45	779/4	779/4	0.25	3/16	3/16	Chord	6/8	1	2	1/16	1/16	1	769				129		0
46	45	195	195	0.25	1/4	1/4	Chord	6/8	1	2	1/16	1/16	1	770				129		0
46	45	781/4	781/4	0.25	5/16	5/16	Chord	6/8	1	2	1/16	1/16	1	771						0
46	45	391/2	391/2	1.5	3/8	3/8	Chord	6/8	1	2	3/8	1/4	3/2	772						0
46	45	389/2	389/2	0.5	1/8	1/8	Chord	6/8	2	1	1/8	1/8	1	773						
46	45	195	195	0.5	1/4	1/4	Chord	6/8	2	1	1/8	1/8	1	774						
46	45	391/2	391/2	1.5	3/8	3/8	Chord	6/8	2	1	3/8	1/4	3/2	775		articAccentBelow				
47	46	197	197	0.25	0	0	Chord	6/8	1	1	1/16	1/16	1	776				130		0
47	46	789/4	789/4	0.25	1/16	1/16	Chord	6/8	1	1	1/16	1/16	1	777				130		0
47	46	395/2	395/2	0.25	1/8	1/8	Chord	6/8	1	1	1/16	1/16	1	778				130		0
47	46	791/4	791/4	0.25	3/16	3/16	Chord	6/8	1	1	1/16	1/16	1	779				130		0
47	46	198	198	0.25	1/4	1/4	Chord	6/8	1	1	1/16	1/16	1	780				130		0
47	46	793/4	793/4	0.25	5/16	5/16	Chord	6/8	1	1	1/16	1/16	1	781						0
47	46	397/2	397/2	0.25	3/8	3/8	Chord	6/8	1	1	1/16	1/16	1	782				131		0
47	46	795/4	795/4	0.25	7/16	7/16	Chord	6/8	1	1	1/16	1/16	1	783				131		0
47	46	199	199	0.25	1/2	1/2	Chord	6/8	1	1	1/16	1/16	1	784				131		0
47	46	797/4	797/4	0.25	9/16	9/16	Chord	6/8	1	1	1/16	1/16	1	785				131		0
47	46	399/2	399/2	0.25	5/8	5/8	Chord	6/8	1	1	1/16	1/16	1	786				131		0
47	46	799/4	799/4	0.25	11/16	11/16	Chord	6/8	1	1	1/16	1/16	1	787						0
47	46	197	197	1.5	0	0	Chord	6/8	1	2	3/8	1/4	3/2	788						0
47	46	397/2	397/2	1.5	3/8	3/8	Chord	6/8	1	2	3/8	1/4	3/2	789						0
47	46	197	197	1.5	0	0	Chord	6/8	2	1	3/8	1/4	3/2	790						
47	46	397/2	397/2	1.5	3/8	3/8	Chord	6/8	2	1	3/8	1/4	3/2	791						
48	47	200	200	0.0	0	0	StaffText	6/8	1	1	0						smorz.			
48	47	200	200	0.0	0	0	Spanner	6/8	1	1	0									
48	47	200	200	0.5	0	0	Chord	6/8	1	1	1/8	1/8	1	792				132		
48	47	401/2	401/2	0.5	1/8	1/8	Chord	6/8	1	1	1/8	1/8	1	793				132		
48	47	201	201	0.5	1/4	1/4	Chord	6/8	1	1	1/8	1/8	1	794				132		
48	47	403/2	403/2	0.5	3/8	3/8	Chord	6/8	1	1	1/8	1/8	1	795				132		
