mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	slur	TextLine	TextLine_stringendo	decrescendo_hairpin	crescendo_line	crescendo_hairpin	Ottava:8va
173	173	1685/4	1685/4	2.0	0	0	Chord	2/4	1	2	1/2		1/2	1	1545										
173	173	1685/4	1685/4	2.0	0	0	Chord	2/4	2	1	1/2		1/2	1	1546										
174	174	1693/4	1693/4	2.0	0	0	Chord	2/4	2	1	1/2		1/2	1	1547										
175	175	1701/4	1701/4	0.0	0	0	Spanner	2/4	1	1	0														5
175	175	1701/4	1701/4	0.5	0	0	Chord	2/4	1	1	1/8		1/8	1	1548				57						5
175	175	1703/4	1703/4	0.5	1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	1549				57						5
175	175	1705/4	1705/4	0.5	1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	1550										5
175	175	1701/4	1701/4	2.0	0	0	Chord	2/4	1	2	1/2		1/2	1	1551										5
175	175	1701/4	1701/4	2.0	0	0	Chord	2/4	2	1	1/2		1/2	1	1552										
176	176	1709/4	1709/4	0.5	0	0	Chord	2/4	1	1	1/8		1/8	1	1553				58						5
176	176	1711/4	1711/4	0.5	1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	1554				58						5
176	176	1713/4	1713/4	0.5	1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	1555										5
176	176	1709/4	1709/4	2.0	0	0	Chord	2/4	1	2	1/2		1/2	1	1556										5
176	176	1709/4	1709/4	2.0	0	0	Chord	2/4	2	1	1/2		1/2	1	1557										
177	177	1717/4	1717/4	0.5	0	0	Chord	2/4	1	1	1/8		1/8	1	1558				59						5
177	177	1719/4	1719/4	0.5	1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	1559				59						5
177	177	1721/4	1721/4	0.5	1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	1560										5
177	177	1723/4	1723/4	0.0	3/8	3/8	Spanner	2/4	1	1	0														
177	177	1717/4	1717/4	2.0	0	0	Chord	2/4	1	2	1/2		1/2	1	1561										
177	177	1717/4	1717/4	2.0	0	0	Chord	2/4	2	1	1/2		1/2	1	1562										
179	179	1737/4	1737/4	0.0	1/4	1/4	StaffText	2/4	1	1	0							"<font size=""12""/>dolce"							
179	179	1737/4	1737/4	0.0	1/4	1/4	StaffText	2/4	1	1	0							Più lento							
179	179	1737/4	1737/4	1.0	1/4	1/4	Chord	2/4	1	1	1/4		1/4	1	1563										
179	179	1737/4	1737/4	1.0	1/4	1/4	Chord	2/4	2	1	1/4		1/4	1	1564										
180	180	1741/4	1741/4	2.0	0	0	Chord	2/4	1	1	1/2		1/2	1	1565										
180	180	1741/4	1741/4	2.0	0	0	Chord	2/4	2	1	1/2		1/2	1	1566										
181	181	1749/4	1749/4	2.0	0	0	Chord	2/4	1	1	1/2		1/2	1	1567										
181	181	1749/4	1749/4	0.5	0	0	Chord	2/4	2	1	1/8		1/8	1	1568				60						
181	181	1751/4	1751/4	1.0	1/8	1/8	Chord	2/4	2	1	1/4		1/4	1	1569				60						
181	181	1755/4	1755/4	0.25	3/8	3/8	Chord	2/4	2	1	1/16		1/16	1	1570				60						
181	181	439	439	0.25	7/16	7/16	Chord	2/4	2	1	1/16		1/16	1	1571										
181	181	1749/4	1749/4	2.0	0	0	Chord	2/4	2	2	1/2		1/2	1	1572										
182	182	1757/4	1757/4	2.0	0	0	Chord	2/4	1	1	1/2		1/2	1	1573										
182	182	1757/4	1757/4	2.0	0	0	Chord	2/4	2	1	1/2		1/2	1	1574										
183	183	1765/4	1765/4	2.0	0	0	Chord	2/4	1	1	1/2		1/2	1	1575										
183	183	1765/4	1765/4	0.5	0	0	Chord	2/4	2	1	1/8		1/8	1	1576		articStaccatoAbove		61						
183	183	1767/4	1767/4	0.5	1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	1577		articStaccatoAbove		61						
183	183	1769/4	1769/4	0.5	1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	1578		articStaccatoBelow								
184	184	1773/4	1773/4	2.0	0	0	Chord	2/4	1	1	1/2		1/2	1	1579										
184	184	1773/4	1773/4	2.0	0	0	Chord	2/4	2	1	1/2		1/2	1	1580										
185	185	1781/4	1781/4	2.0	0	0	Chord	2/4	1	1	1/2		1/2	1	1581										
185	185	1781/4	1781/4	0.5	0	0	Chord	2/4	2	1	1/8		1/8	1	1582		articStaccatoAbove		62						
185	185	1783/4	1783/4	0.5	1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	1583		articStaccatoAbove		62						
185	185	1785/4	1785/4	0.5	1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	1584		articStaccatoBelow								
186	186	1789/4	1789/4	1.0	0	0	Chord	2/4	1	1	1/4		1/4	1	1585										
186	186	1793/4	1793/4	1.0	1/4	1/4	Chord	2/4	1	1	1/4		1/4	1	1586										
186	186	1789/4	1789/4	1.0	0	0	Chord	2/4	2	1	1/4		1/4	1	1587										
186	186	1793/4	1793/4	1.0	1/4	1/4	Chord	2/4	2	1	1/4		1/4	1	1588										
187	187	1797/4	1797/4	1.0	0	0	Chord	2/4	1	1	1/4		1/4	1	1589										
187	187	1801/4	1801/4	1.0	1/4	1/4	Chord	2/4	1	1	1/4		1/4	1	1590										
187	187	1797/4	1797/4	1.0	0	0	Chord	2/4	2	1	1/4		1/4	1	1591										
187	187	1801/4	1801/4	1.0	1/4	1/4	Chord	2/4	2	1	1/4		1/4	1	1592										
188	188	1805/4	1805/4	2.0	0	0	Chord	2/4	1	1	1/2		1/2	1	1593										
188	188	1805/4	1805/4	2.0	0	0	Chord	2/4	2	1	1/2		1/2	1	1594										
