mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	slur	decrescendo_hairpin	crescendo_line	crescendo_hairpin	Ottava:8va	pedal	Pedal_<sym>keyboardPedalPed</sym>
50	50	74	74	0.25	1/8	1/8	Chord	3/8	2	1	1/16		1/16	1	452				76					26	26
50	50	297/4	297/4	0.25	3/16	3/16	Chord	3/8	2	1	1/16		1/16	1	453				76					26	26
50	50	149/2	149/2	0.25	1/4	1/4	Chord	3/8	2	1	1/16		1/16	1	454				76					26	26
50	50	299/4	299/4	0.25	5/16	5/16	Chord	3/8	2	1	1/16		1/16	1	455									26	26
51	51	75	75	1.0	0	0	Chord	3/8	1	1	1/4		1/4	1	456				77						
51	51	76	76	0.5	1/4	1/4	Chord	3/8	1	1	1/8		1/8	1	457		articStaccatoAbove								
51	51	75	75	0.0	0	0	Spanner	3/8	2	1	0														
51	51	75	75	0.0	0	0	Spanner	3/8	2	1	0													27	27
51	51	75	75	0.16666666666666666	0	0	Chord	3/8	2	1	1/24		1/16	2/3	458				78					27	27
51	51	451/6	451/6	0.16666666666666666	1/24	1/24	Chord	3/8	2	1	1/24		1/16	2/3	459				78					27	27
51	51	226/3	226/3	0.16666666666666666	1/12	1/12	Chord	3/8	2	1	1/24		1/16	2/3	460				78					27	27
51	51	151/2	151/2	0.25	1/8	1/8	Chord	3/8	2	1	1/16		1/16	1	461				78					27	27
51	51	303/4	303/4	0.25	3/16	3/16	Chord	3/8	2	1	1/16		1/16	1	462				78					27	27
51	51	76	76	0.25	1/4	1/4	Chord	3/8	2	1	1/16		1/16	1	463				78					27	27
51	51	305/4	305/4	0.25	5/16	5/16	Chord	3/8	2	1	1/16		1/16	1	464									27	27
52	52	153/2	153/2	0.0	0	0	Spanner	3/8	1	1	0												0		
52	52	153/2	153/2	0.125	0	0	Chord	3/8	1	1	1/32		1/32	1	465				79				0		
52	52	613/8	613/8	0.125	1/32	1/32	Chord	3/8	1	1	1/32		1/32	1	466				79				0		
52	52	307/4	307/4	0.125	1/16	1/16	Chord	3/8	1	1	1/32		1/32	1	467				79				0		
52	52	615/8	615/8	0.125	3/32	3/32	Chord	3/8	1	1	1/32		1/32	1	468								0		
52	52	153/2	153/2	0.5	0	0	Chord	3/8	1	2	1/8		1/8	1	469								0		
52	52	77	77	0.5	1/8	1/8	Chord	3/8	1	2	1/8		1/8	1	470								0		
52	52	155/2	155/2	0.5	1/4	1/4	Chord	3/8	1	2	1/8		1/8	1	471								0		
52	52	153/2	153/2	0.0	0	0	Spanner	3/8	2	1	0														
52	52	155/2	155/2	0.5	1/4	1/4	Chord	3/8	2	1	1/8		1/8	1	472										
52	52	153/2	153/2	0.16666666666666666	0	0	Chord	3/8	2	2	1/24		1/16	2/3	473				80						
52	52	230/3	230/3	0.16666666666666666	1/24	1/24	Chord	3/8	2	2	1/24		1/16	2/3	474				80						
52	52	461/6	461/6	0.16666666666666666	1/12	1/12	Chord	3/8	2	2	1/24		1/16	2/3	475				80						
52	52	77	77	0.25	1/8	1/8	Chord	3/8	2	2	1/16		1/16	1	476				80						
52	52	309/4	309/4	0.25	3/16	3/16	Chord	3/8	2	2	1/16		1/16	1	477				80						
52	52	155/2	155/2	0.25	1/4	1/4	Chord	3/8	2	2	1/16		1/16	1	478				80						
52	52	311/4	311/4	0.25	5/16	5/16	Chord	3/8	2	2	1/16		1/16	1	479										
53	53	78	78	0.0	0	0	Chord	3/8	1	1	0	acciaccatura	1/8	1	480								0		
53	53	78	78	1.5	0	0	Chord	3/8	1	1	3/8		1/4	3/2	481								0		
53	53	78	78	0.0	0	0	Spanner	3/8	2	1	0													28	28
53	53	78	78	0.16666666666666666	0	0	Chord	3/8	2	1	1/24		1/16	2/3	482				81					28	28
53	53	469/6	469/6	0.16666666666666666	1/24	1/24	Chord	3/8	2	1	1/24		1/16	2/3	483				81					28	28
53	53	235/3	235/3	0.16666666666666666	1/12	1/12	Chord	3/8	2	1	1/24		1/16	2/3	484				81					28	28
53	53	157/2	157/2	0.25	1/8	1/8	Chord	3/8	2	1	1/16		1/16	1	485				81					28	28
53	53	315/4	315/4	0.25	3/16	3/16	Chord	3/8	2	1	1/16		1/16	1	486				81					28	28
53	53	79	79	0.25	1/4	1/4	Chord	3/8	2	1	1/16		1/16	1	487				81					28	28
53	53	317/4	317/4	0.25	5/16	5/16	Chord	3/8	2	1	1/16		1/16	1	488									28	28
54	54	159/2	159/2	0.0	0	0	Spanner	3/8	1	1	0									4			0		
54	54	159/2	159/2	1.5	0	0	Chord	3/8	1	1	3/8		1/4	3/2	489					4			0		
54	54	159/2	159/2	0.16666666666666666	0	0	Chord	3/8	2	1	1/24		1/16	2/3	490				82					28	28
54	54	239/3	239/3	0.16666666666666666	1/24	1/24	Chord	3/8	2	1	1/24		1/16	2/3	491				82					28	28
54	54	479/6	479/6	0.16666666666666666	1/12	1/12	Chord	3/8	2	1	1/24		1/16	2/3	492				82					28	28
54	54	80	80	0.25	1/8	1/8	Chord	3/8	2	1	1/16		1/16	1	493				82					28	28
54	54	321/4	321/4	0.25	3/16	3/16	Chord	3/8	2	1	1/16		1/16	1	494				82					28	28
54	54	161/2	161/2	0.25	1/4	1/4	Chord	3/8	2	1	1/16		1/16	1	495				82					28	28
54	54	323/4	323/4	0.25	5/16	5/16	Chord	3/8	2	1	1/16		1/16	1	496									28	28
55	55	81	81	0.0	0	0	Chord	3/8	1	1	0	acciaccatura	1/8	1	497					4			0		
55	55	81	81	1.5	0	0	Chord	3/8	1	1	3/8		1/4	3/2	498					4			0		
55	55	81	81	0.0	0	0	Spanner	3/8	2	1	0														
55	55	81	81	0.0	0	0	Spanner	3/8	2	1	0													29	29
55	55	81	81	0.16666666666666666	0	0	Chord	3/8	2	1	1/24		1/16	2/3	499				83					29	29
55	55	487/6	487/6	0.16666666666666666	1/24	1/24	Chord	3/8	2	1	1/24		1/16	2/3	500				83					29	29
55	55	244/3	244/3	0.16666666666666666	1/12	1/12	Chord	3/8	2	1	1/24		1/16	2/3	501				83					29	29
55	55	163/2	163/2	0.25	1/8	1/8	Chord	3/8	2	1	1/16		1/16	1	502				83					29	29
55	55	327/4	327/4	0.25	3/16	3/16	Chord	3/8	2	1	1/16		1/16	1	503				83					29	29
55	55	82	82	0.25	1/4	1/4	Chord	3/8	2	1	1/16		1/16	1	504				83					29	29
55	55	329/4	329/4	0.25	5/16	5/16	Chord	3/8	2	1	1/16		1/16	1	505									29	29
56	56	165/2	165/2	0.0	0	0	Spanner	3/8	1	1	0												0		
56	56	165/2	165/2	0.0	0	0	Chord	3/8	1	1	0	acciaccatura	1/8	1	506								0		
56	56	165/2	165/2	1.5	0	0	Chord	3/8	1	1	3/8		1/4	3/2	507								0		
56	56	165/2	165/2	0.0	0	0	Spanner	3/8	2	1	0														
56	56	165/2	165/2	0.0	0	0	Spanner	3/8	2	1	0													30	30
56	56	165/2	165/2	0.16666666666666666	0	0	Chord	3/8	2	1	1/24		1/16	2/3	508				84					30	30
56	56	248/3	248/3	0.16666666666666666	1/24	1/24	Chord	3/8	2	1	1/24		1/16	2/3	509				84					30	30
56	56	497/6	497/6	0.16666666666666666	1/12	1/12	Chord	3/8	2	1	1/24		1/16	2/3	510				84					30	30
56	56	83	83	0.25	1/8	1/8	Chord	3/8	2	1	1/16		1/16	1	511				84					30	30
56	56	333/4	333/4	0.25	3/16	3/16	Chord	3/8	2	1	1/16		1/16	1	512				84					30	30
56	56	167/2	167/2	0.25	1/4	1/4	Chord	3/8	2	1	1/16		1/16	1	513				84					30	30
56	56	335/4	335/4	0.25	5/16	5/16	Chord	3/8	2	1	1/16		1/16	1	514									30	30
57	57	84	84	0.0	0	0	Chord	3/8	1	1	0	acciaccatura	1/8	1	515								0		
57	57	84	84	1.5	0	0	Chord	3/8	1	1	3/8		1/4	3/2	516								0		
57	57	84	84	0.0	0	0	Spanner	3/8	2	1	0														
57	57	84	84	0.0	0	0	Spanner	3/8	2	1	0													31	31
57	57	84	84	0.16666666666666666	0	0	Chord	3/8	2	1	1/24		1/16	2/3	517				85					31	31
57	57	505/6	505/6	0.16666666666666666	1/24	1/24	Chord	3/8	2	1	1/24		1/16	2/3	518				85					31	31
57	57	253/3	253/3	0.16666666666666666	1/12	1/12	Chord	3/8	2	1	1/24		1/16	2/3	519				85					31	31
57	57	169/2	169/2	0.25	1/8	1/8	Chord	3/8	2	1	1/16		1/16	1	520				85					31	31
57	57	339/4	339/4	0.25	3/16	3/16	Chord	3/8	2	1	1/16		1/16	1	521				85					31	31
57	57	85	85	0.25	1/4	1/4	Chord	3/8	2	1	1/16		1/16	1	522				85					31	31
57	57	341/4	341/4	0.25	5/16	5/16	Chord	3/8	2	1	1/16		1/16	1	523									31	31
58	58	171/2	171/2	0.0	0	0	StaffText	3/8	1	1	0							perdendosi					0		
58	58	171/2	171/2	1.5	0	0	Chord	3/8	1	1	3/8		1/4	3/2	524								0		
58	58	171/2	171/2	0.16666666666666666	0	0	Chord	3/8	2	1	1/24		1/16	2/3	525				86					31	31
58	58	257/3	257/3	0.16666666666666666	1/24	1/24	Chord	3/8	2	1	1/24		1/16	2/3	526				86					31	31
58	58	515/6	515/6	0.16666666666666666	1/12	1/12	Chord	3/8	2	1	1/24		1/16	2/3	527				86					31	31
58	58	86	86	0.25	1/8	1/8	Chord	3/8	2	1	1/16		1/16	1	528				86					31	31
58	58	345/4	345/4	0.25	3/16	3/16	Chord	3/8	2	1	1/16		1/16	1	529				86					31	31
58	58	173/2	173/2	0.25	1/4	1/4	Chord	3/8	2	1	1/16		1/16	1	530				86					31	31
58	58	347/4	347/4	0.25	5/16	5/16	Chord	3/8	2	1	1/16		1/16	1	531									31	31
59	59	87	87	0.0	0	0	Chord	3/8	1	1	0	acciaccatura	1/8	1	532								0		
59	59	87	87	1.5	0	0	Chord	3/8	1	1	3/8		1/4	3/2	533								0		
59	59	87	87	0.0	0	0	Spanner	3/8	2	1	0														
59	59	87	87	0.0	0	0	Spanner	3/8	2	1	0													32	32
59	59	87	87	0.16666666666666666	0	0	Chord	3/8	2	1	1/24		1/16	2/3	534				87					32	32
59	59	523/6	523/6	0.16666666666666666	1/24	1/24	Chord	3/8	2	1	1/24		1/16	2/3	535				87					32	32
59	59	262/3	262/3	0.16666666666666666	1/12	1/12	Chord	3/8	2	1	1/24		1/16	2/3	536				87					32	32
59	59	175/2	175/2	0.25	1/8	1/8	Chord	3/8	2	1	1/16		1/16	1	537				87					32	32
59	59	351/4	351/4	0.25	3/16	3/16	Chord	3/8	2	1	1/16		1/16	1	538				87					32	32
59	59	88	88	0.25	1/4	1/4	Chord	3/8	2	1	1/16		1/16	1	539				87					32	32
59	59	353/4	353/4	0.25	5/16	5/16	Chord	3/8	2	1	1/16		1/16	1	540									32	32
60	60	177/2	177/2	1.5	0	0	Chord	3/8	1	1	3/8		1/4	3/2	541								0		
60	60	177/2	177/2	0.16666666666666666	0	0	Chord	3/8	2	1	1/24		1/16	2/3	542				88					32	32
60	60	266/3	266/3	0.16666666666666666	1/24	1/24	Chord	3/8	2	1	1/24		1/16	2/3	543				88					32	32
60	60	533/6	533/6	0.16666666666666666	1/12	1/12	Chord	3/8	2	1	1/24		1/16	2/3	544				88					32	32
60	60	89	89	0.25	1/8	1/8	Chord	3/8	2	1	1/16		1/16	1	545				88					32	32
60	60	357/4	357/4	0.0	3/16	3/16	Spanner	3/8	2	1	0								88		0			32	32
60	60	357/4	357/4	0.25	3/16	3/16	Chord	3/8	2	1	1/16		1/16	1	546				88		0			32	32
60	60	179/2	179/2	0.25	1/4	1/4	Chord	3/8	2	1	1/16		1/16	1	547				88		0			32	32
60	60	359/4	359/4	0.25	5/16	5/16	Chord	3/8	2	1	1/16		1/16	1	548						0			32	32
61	61	90	90	0.0	0	0	Spanner	3/8	1	1	0														
61	61	90	90	0.0	0	0	Spanner	3/8	2	1	0										0				
61	61	90	90	0.0	0	0	Spanner	3/8	2	1	0										0			33	33
61	61	90	90	0.16666666666666666	0	0	Chord	3/8	2	1	1/24		1/16	2/3	549				89		0			33	33
61	61	541/6	541/6	0.16666666666666666	1/24	1/24	Chord	3/8	2	1	1/24		1/16	2/3	550				89		0			33	33
61	61	271/3	271/3	0.16666666666666666	1/12	1/12	Chord	3/8	2	1	1/24		1/16	2/3	551				89		0			33	33
61	61	181/2	181/2	0.25	1/8	1/8	Chord	3/8	2	1	1/16		1/16	1	552				89		0			33	33
61	61	363/4	363/4	0.25	3/16	3/16	Chord	3/8	2	1	1/16		1/16	1	553				89		0			33	33
61	61	91	91	0.25	1/4	1/4	Chord	3/8	2	1	1/16		1/16	1	554				89		0			33	33
61	61	365/4	365/4	0.25	5/16	5/16	Chord	3/8	2	1	1/16		1/16	1	555						0			33	33
62	62	185/2	185/2	0.0	1/4	1/4	StaffText	3/8	1	1	0							"un poco più animato
il tempo
"							
62	62	185/2	185/2	0.5	1/4	1/4	Chord	3/8	1	1	1/8		1/8	1	556										
62	62	183/2	183/2	0.16666666666666666	0	0	Chord	3/8	2	1	1/24		1/16	2/3	557				90		0			33	33
62	62	275/3	275/3	0.16666666666666666	1/24	1/24	Chord	3/8	2	1	1/24		1/16	2/3	558				90		0			33	33
62	62	551/6	551/6	0.16666666666666666	1/12	1/12	Chord	3/8	2	1	1/24		1/16	2/3	559				90		0			33	33
62	62	92	92	0.25	1/8	1/8	Chord	3/8	2	1	1/16		1/16	1	560				90		0			33	33
62	62	369/4	369/4	0.25	3/16	3/16	Chord	3/8	2	1	1/16		1/16	1	561				90		0			33	33
62	62	185/2	185/2	0.25	1/4	1/4	Chord	3/8	2	1	1/16		1/16	1	562				90		0			33	33
62	62	371/4	371/4	0.0	5/16	5/16	StaffText	3/8	2	1	0							più forte la mano destra			0			33	33
62	62	371/4	371/4	0.25	5/16	5/16	Chord	3/8	2	1	1/16		1/16	1	563						0			33	33
63	63	93	93	0.25	0	0	Chord	3/8	1	1	1/16		1/16	1	564										
63	63	373/4	373/4	0.5	1/16	1/16	Chord	3/8	1	1	1/8		1/8	1	565										
63	63	375/4	375/4	0.5	3/16	3/16	Chord	3/8	1	1	1/8		1/8	1	566										
63	63	377/4	377/4	0.25	5/16	5/16	Chord	3/8	1	1	1/16		1/16	1	567										
63	63	93	93	0.0	0	0	Dynamic	3/8	2	1	0					mf									
63	63	93	93	0.0	0	0	Spanner	3/8	2	1	0														
63	63	93	93	0.0	0	0	Spanner	3/8	2	1	0														
63	63	93	93	0.0	0	0	Spanner	3/8	2	1	0													34	34
63	63	93	93	0.16666666666666666	0	0	Chord	3/8	2	1	1/24		1/16	2/3	568				91					34	34
63	63	559/6	559/6	0.16666666666666666	1/24	1/24	Chord	3/8	2	1	1/24		1/16	2/3	569				91					34	34
63	63	280/3	280/3	0.16666666666666666	1/12	1/12	Chord	3/8	2	1	1/24		1/16	2/3	570				91					34	34
63	63	187/2	187/2	0.25	1/8	1/8	Chord	3/8	2	1	1/16		1/16	1	571				91					34	34
63	63	375/4	375/4	0.25	3/16	3/16	Chord	3/8	2	1	1/16		1/16	1	572				91					34	34
63	63	94	94	0.25	1/4	1/4	Chord	3/8	2	1	1/16		1/16	1	573				91					34	34
63	63	377/4	377/4	0.25	5/16	5/16	Chord	3/8	2	1	1/16		1/16	1	574									34	34
64	64	189/2	189/2	0.25	0	0	Chord	3/8	1	1	1/16		1/16	1	575										
64	64	379/4	379/4	0.5	1/16	1/16	Chord	3/8	1	1	1/8		1/8	1	576										
64	64	381/4	381/4	0.5	3/16	3/16	Chord	3/8	1	1	1/8		1/8	1	577										
64	64	383/4	383/4	0.25	5/16	5/16	Chord	3/8	1	1	1/16		1/16	1	578										
64	64	189/2	189/2	0.16666666666666666	0	0	Chord	3/8	2	1	1/24		1/16	2/3	579				92					34	34
64	64	284/3	284/3	0.16666666666666666	1/24	1/24	Chord	3/8	2	1	1/24		1/16	2/3	580				92					34	34
64	64	569/6	569/6	0.16666666666666666	1/12	1/12	Chord	3/8	2	1	1/24		1/16	2/3	581				92					34	34
64	64	95	95	0.25	1/8	1/8	Chord	3/8	2	1	1/16		1/16	1	582				92					34	34
64	64	381/4	381/4	0.25	3/16	3/16	Chord	3/8	2	1	1/16		1/16	1	583				92					34	34
64	64	191/2	191/2	0.25	1/4	1/4	Chord	3/8	2	1	1/16		1/16	1	584				92					34	34
64	64	383/4	383/4	0.25	5/16	5/16	Chord	3/8	2	1	1/16		1/16	1	585									34	34
65	65	96	96	0.25	0	0	Chord	3/8	1	1	1/16		1/16	1	586				93						
65	65	385/4	385/4	0.25	1/16	1/16	Chord	3/8	1	1	1/16		1/16	1	587				93						
65	65	193/2	193/2	0.75	1/8	1/8	Chord	3/8	1	1	3/16		1/8	3/2	588				93						
65	65	389/4	389/4	0.25	5/16	5/16	Chord	3/8	1	1	1/16		1/16	1	589										
65	65	96	96	0.0	0	0	Spanner	3/8	2	1	0														
65	65	96	96	0.0	0	0	Spanner	3/8	2	1	0													35	35
65	65	96	96	0.16666666666666666	0	0	Chord	3/8	2	1	1/24		1/16	2/3	590				94					35	35
65	65	577/6	577/6	0.16666666666666666	1/24	1/24	Chord	3/8	2	1	1/24		1/16	2/3	591				94					35	35
65	65	289/3	289/3	0.16666666666666666	1/12	1/12	Chord	3/8	2	1	1/24		1/16	2/3	592				94					35	35
65	65	193/2	193/2	0.25	1/8	1/8	Chord	3/8	2	1	1/16		1/16	1	593				94					35	35
65	65	387/4	387/4	0.25	3/16	3/16	Chord	3/8	2	1	1/16		1/16	1	594				94					35	35
65	65	97	97	0.25	1/4	1/4	Chord	3/8	2	1	1/16		1/16	1	595				94					35	35
65	65	389/4	389/4	0.25	5/16	5/16	Chord	3/8	2	1	1/16		1/16	1	596									35	35
66	66	195/2	195/2	0.25	0	0	Chord	3/8	1	1	1/16		1/16	1	597				95						
66	66	391/4	391/4	0.25	1/16	1/16	Chord	3/8	1	1	1/16		1/16	1	598				95						
66	66	98	98	0.25	1/8	1/8	Chord	3/8	1	1	1/16		1/16	1	599				95						
66	66	393/4	393/4	0.25	3/16	3/16	Chord	3/8	1	1	1/16		1/16	1	600				95						
66	66	197/2	197/2	0.25	1/4	1/4	Chord	3/8	1	1	1/16		1/16	1	601				95						
66	66	395/4	395/4	0.25	5/16	5/16	Chord	3/8	1	1	1/16		1/16	1	602										
66	66	195/2	195/2	0.16666666666666666	0	0	Chord	3/8	2	1	1/24		1/16	2/3	603				96					35	35
66	66	293/3	293/3	0.16666666666666666	1/24	1/24	Chord	3/8	2	1	1/24		1/16	2/3	604				96					35	35
66	66	587/6	587/6	0.16666666666666666	1/12	1/12	Chord	3/8	2	1	1/24		1/16	2/3	605				96					35	35
66	66	98	98	0.25	1/8	1/8	Chord	3/8	2	1	1/16		1/16	1	606				96					35	35
66	66	393/4	393/4	0.25	3/16	3/16	Chord	3/8	2	1	1/16		1/16	1	607				96					35	35
66	66	197/2	197/2	0.25	1/4	1/4	Chord	3/8	2	1	1/16		1/16	1	608				96					35	35
66	66	395/4	395/4	0.25	5/16	5/16	Chord	3/8	2	1	1/16		1/16	1	609									35	35
67	67	99	99	0.25	0	0	Chord	3/8	1	1	1/16		1/16	1	610				97						
67	67	397/4	397/4	0.25	1/16	1/16	Chord	3/8	1	1	1/16		1/16	1	611				97						
67	67	199/2	199/2	0.75	1/8	1/8	Chord	3/8	1	1	3/16		1/8	3/2	612				97						
67	67	401/4	401/4	0.25	5/16	5/16	Chord	3/8	1	1	1/16		1/16	1	613				97						
67	67	99	99	0.0	0	0	Spanner	3/8	2	1	0														
67	67	99	99	0.0	0	0	Spanner	3/8	2	1	0													36	36
67	67	99	99	0.16666666666666666	0	0	Chord	3/8	2	1	1/24		1/16	2/3	614				98					36	36
67	67	595/6	595/6	0.16666666666666666	1/24	1/24	Chord	3/8	2	1	1/24		1/16	2/3	615				98					36	36
67	67	298/3	298/3	0.16666666666666666	1/12	1/12	Chord	3/8	2	1	1/24		1/16	2/3	616				98					36	36
67	67	199/2	199/2	0.25	1/8	1/8	Chord	3/8	2	1	1/16		1/16	1	617				98					36	36
67	67	399/4	399/4	0.25	3/16	3/16	Chord	3/8	2	1	1/16		1/16	1	618				98					36	36
67	67	100	100	0.25	1/4	1/4	Chord	3/8	2	1	1/16		1/16	1	619				98					36	36
67	67	401/4	401/4	0.25	5/16	5/16	Chord	3/8	2	1	1/16		1/16	1	620									36	36
68	68	201/2	201/2	0.25	0	0	Chord	3/8	1	1	1/16		1/16	1	621				97						
68	68	403/4	403/4	0.25	1/16	1/16	Chord	3/8	1	1	1/16		1/16	1	622				97						
68	68	101	101	0.25	1/8	1/8	Chord	3/8	1	1	1/16		1/16	1	623				97						
68	68	405/4	405/4	0.25	3/16	3/16	Chord	3/8	1	1	1/16		1/16	1	624				97						
68	68	203/2	203/2	0.25	1/4	1/4	Chord	3/8	1	1	1/16		1/16	1	625				97						
68	68	407/4	407/4	0.25	5/16	5/16	Chord	3/8	1	1	1/16		1/16	1	626										
68	68	201/2	201/2	0.16666666666666666	0	0	Chord	3/8	2	1	1/24		1/16	2/3	627				99					36	36
68	68	302/3	302/3	0.16666666666666666	1/24	1/24	Chord	3/8	2	1	1/24		1/16	2/3	628				99					36	36
68	68	605/6	605/6	0.16666666666666666	1/12	1/12	Chord	3/8	2	1	1/24		1/16	2/3	629				99					36	36
68	68	101	101	0.25	1/8	1/8	Chord	3/8	2	1	1/16		1/16	1	630				99					36	36
68	68	405/4	405/4	0.25	3/16	3/16	Chord	3/8	2	1	1/16		1/16	1	631				99					36	36
68	68	203/2	203/2	0.25	1/4	1/4	Chord	3/8	2	1	1/16		1/16	1	632				99					36	36
68	68	407/4	407/4	0.25	5/16	5/16	Chord	3/8	2	1	1/16		1/16	1	633									36	36
69	69	102	102	0.25	0	0	Chord	3/8	1	1	1/16		1/16	1	634				100						
69	69	409/4	409/4	0.25	1/16	1/16	Chord	3/8	1	1	1/16		1/16	1	635				100						
69	69	205/2	205/2	1.0	1/8	1/8	Chord	3/8	1	1	1/4		1/4	1	636				100						
69	69	102	102	0.0	0	0	Spanner	3/8	2	1	0														
69	69	102	102	0.0	0	0	Spanner	3/8	2	1	0													37	37
69	69	102	102	0.16666666666666666	0	0	Chord	3/8	2	1	1/24		1/16	2/3	637				101					37	37
69	69	613/6	613/6	0.16666666666666666	1/24	1/24	Chord	3/8	2	1	1/24		1/16	2/3	638				101					37	37
69	69	307/3	307/3	0.16666666666666666	1/12	1/12	Chord	3/8	2	1	1/24		1/16	2/3	639				101					37	37
69	69	205/2	205/2	0.25	1/8	1/8	Chord	3/8	2	1	1/16		1/16	1	640				101					37	37
69	69	411/4	411/4	0.25	3/16	3/16	Chord	3/8	2	1	1/16		1/16	1	641				101					37	37
69	69	103	103	0.25	1/4	1/4	Chord	3/8	2	1	1/16		1/16	1	642				101					37	37
69	69	413/4	413/4	0.25	5/16	5/16	Chord	3/8	2	1	1/16		1/16	1	643									37	37
70	70	207/2	207/2	0.5	0	0	Chord	3/8	1	1	1/8		1/8	1	644										
70	70	104	104	0.0	1/8	1/8	Chord	3/8	1	1	0	grace16	1/16	1	645										
70	70	104	104	0.0	1/8	1/8	Chord	3/8	1	1	0	grace16	1/16	1	646										
70	70	104	104	0.5	1/8	1/8	Chord	3/8	1	1	1/8		1/8	1	647										
70	70	419/4	419/4	0.25	5/16	5/16	Chord	3/8	1	1	1/16		1/16	1	648		articAccentBelow								
70	70	207/2	207/2	0.16666666666666666	0	0	Chord	3/8	2	1	1/24		1/16	2/3	649				102					37	37
70	70	311/3	311/3	0.16666666666666666	1/24	1/24	Chord	3/8	2	1	1/24		1/16	2/3	650				102					37	37
70	70	623/6	623/6	0.16666666666666666	1/12	1/12	Chord	3/8	2	1	1/24		1/16	2/3	651				102					37	37
70	70	104	104	0.25	1/8	1/8	Chord	3/8	2	1	1/16		1/16	1	652				102					37	37
70	70	417/4	417/4	0.25	3/16	3/16	Chord	3/8	2	1	1/16		1/16	1	653				102					37	37
70	70	209/2	209/2	0.25	1/4	1/4	Chord	3/8	2	1	1/16		1/16	1	654				102					37	37
70	70	419/4	419/4	0.25	5/16	5/16	Chord	3/8	2	1	1/16		1/16	1	655									37	37
71	71	105	105	0.25	0	0	Chord	3/8	1	1	1/16		1/16	1	656										
71	71	421/4	421/4	0.5	1/16	1/16	Chord	3/8	1	1	1/8		1/8	1	657		articAccentBelow								
71	71	423/4	423/4	0.5	3/16	3/16	Chord	3/8	1	1	1/8		1/8	1	658		articAccentBelow								
71	71	425/4	425/4	0.25	5/16	5/16	Chord	3/8	1	1	1/16		1/16	1	659		articAccentAbove								
71	71	105	105	0.0	0	0	Spanner	3/8	2	1	0														
71	71	105	105	0.0	0	0	Spanner	3/8	2	1	0													38	38
71	71	105	105	0.16666666666666666	0	0	Chord	3/8	2	1	1/24		1/16	2/3	660				103					38	38
71	71	631/6	631/6	0.16666666666666666	1/24	1/24	Chord	3/8	2	1	1/24		1/16	2/3	661				103					38	38
71	71	316/3	316/3	0.16666666666666666	1/12	1/12	Chord	3/8	2	1	1/24		1/16	2/3	662				103					38	38
71	71	211/2	211/2	0.25	1/8	1/8	Chord	3/8	2	1	1/16		1/16	1	663				103					38	38
71	71	423/4	423/4	0.25	3/16	3/16	Chord	3/8	2	1	1/16		1/16	1	664				103					38	38
71	71	106	106	0.25	1/4	1/4	Chord	3/8	2	1	1/16		1/16	1	665				103					38	38
71	71	425/4	425/4	0.25	5/16	5/16	Chord	3/8	2	1	1/16		1/16	1	666									38	38
72	72	213/2	213/2	0.25	0	0	Chord	3/8	1	1	1/16		1/16	1	667										
72	72	427/4	427/4	0.5	1/16	1/16	Chord	3/8	1	1	1/8		1/8	1	668		articAccentAbove								
72	72	429/4	429/4	0.5	3/16	3/16	Chord	3/8	1	1	1/8		1/8	1	669		articAccentAbove								
72	72	431/4	431/4	0.25	5/16	5/16	Chord	3/8	1	1	1/16		1/16	1	670		articAccentAbove								
72	72	213/2	213/2	0.16666666666666666	0	0	Chord	3/8	2	1	1/24		1/16	2/3	671				104					38	38
72	72	320/3	320/3	0.16666666666666666	1/24	1/24	Chord	3/8	2	1	1/24		1/16	2/3	672				104					38	38
72	72	641/6	641/6	0.16666666666666666	1/12	1/12	Chord	3/8	2	1	1/24		1/16	2/3	673				104					38	38
72	72	107	107	0.25	1/8	1/8	Chord	3/8	2	1	1/16		1/16	1	674				104					38	38
72	72	429/4	429/4	0.25	3/16	3/16	Chord	3/8	2	1	1/16		1/16	1	675				104					38	38
72	72	215/2	215/2	0.25	1/4	1/4	Chord	3/8	2	1	1/16		1/16	1	676				104					38	38
72	72	431/4	431/4	0.25	5/16	5/16	Chord	3/8	2	1	1/16		1/16	1	677									38	38
73	73	108	108	0.0	0	0	Spanner	3/8	1	1	0												1		
73	73	108	108	0.25	0	0	Chord	3/8	1	1	1/16		1/16	1	678				105				1		
73	73	433/4	433/4	0.25	1/16	1/16	Chord	3/8	1	1	1/16		1/16	1	679								1		
73	73	217/2	217/2	0.75	1/8	1/8	Chord	3/8	1	1	3/16		1/8	3/2	680				106				1		
73	73	437/4	437/4	0.25	5/16	5/16	Chord	3/8	1	1	1/16		1/16	1	681								1		
73	73	108	108	0.0	0	0	Spanner	3/8	2	1	0														
73	73	108	108	0.0	0	0	Spanner	3/8	2	1	0													39	39
73	73	108	108	0.16666666666666666	0	0	Chord	3/8	2	1	1/24		1/16	2/3	682				107					39	39
73	73	649/6	649/6	0.16666666666666666	1/24	1/24	Chord	3/8	2	1	1/24		1/16	2/3	683				107					39	39
73	73	325/3	325/3	0.16666666666666666	1/12	1/12	Chord	3/8	2	1	1/24		1/16	2/3	684				107					39	39
