mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	slur	TextLine	TextLine_rall.	decrescendo_hairpin	crescendo_line	crescendo_hairpin	Ottava:8va	pedal	Pedal_<sym>keyboardPedalPed</sym>
63	62	557/2	557/2	0.5	5/8	5/8	Chord	2/2	2	1	1/8	1/8	1	816												
63	62	279	279	0.5	3/4	3/4	Chord	2/2	2	1	1/8	1/8	1	817												
63	62	559/2	559/2	0.5	7/8	7/8	Chord	2/2	2	1	1/8	1/8	1	818												
64	63	280	280	0.25	0	0	Chord	2/2	1	1	1/16	1/16	1	819										6		
64	63	1121/4	1121/4	0.25	1/16	1/16	Chord	2/2	1	1	1/16	1/16	1	820										6		
64	63	561/2	561/2	0.25	1/8	1/8	Chord	2/2	1	1	1/16	1/16	1	821										6		
64	63	1123/4	1123/4	0.25	3/16	3/16	Chord	2/2	1	1	1/16	1/16	1	822										6		
64	63	281	281	0.25	1/4	1/4	Chord	2/2	1	1	1/16	1/16	1	823										6		
64	63	1125/4	1125/4	0.25	5/16	5/16	Chord	2/2	1	1	1/16	1/16	1	824										6		
64	63	563/2	563/2	0.25	3/8	3/8	Chord	2/2	1	1	1/16	1/16	1	825										6		
64	63	1127/4	1127/4	0.25	7/16	7/16	Chord	2/2	1	1	1/16	1/16	1	826										6		
64	63	282	282	0.25	1/2	1/2	Chord	2/2	1	1	1/16	1/16	1	827										6		
64	63	1129/4	1129/4	0.25	9/16	9/16	Chord	2/2	1	1	1/16	1/16	1	828										6		
64	63	565/2	565/2	0.25	5/8	5/8	Chord	2/2	1	1	1/16	1/16	1	829										6		
64	63	1131/4	1131/4	0.25	11/16	11/16	Chord	2/2	1	1	1/16	1/16	1	830										6		
64	63	283	283	0.25	3/4	3/4	Chord	2/2	1	1	1/16	1/16	1	831										6		
64	63	1133/4	1133/4	0.25	13/16	13/16	Chord	2/2	1	1	1/16	1/16	1	832										6		
64	63	567/2	567/2	0.25	7/8	7/8	Chord	2/2	1	1	1/16	1/16	1	833										6		
64	63	1135/4	1135/4	0.25	15/16	15/16	Chord	2/2	1	1	1/16	1/16	1	834										6		
64	63	280	280	0.5	0	0	Chord	2/2	2	1	1/8	1/8	1	835		articAccentAbove										
64	63	561/2	561/2	0.5	1/8	1/8	Chord	2/2	2	1	1/8	1/8	1	836												
64	63	281	281	0.5	1/4	1/4	Chord	2/2	2	1	1/8	1/8	1	837												
64	63	563/2	563/2	0.5	3/8	3/8	Chord	2/2	2	1	1/8	1/8	1	838												
64	63	282	282	0.5	1/2	1/2	Chord	2/2	2	1	1/8	1/8	1	839												
64	63	565/2	565/2	0.5	5/8	5/8	Chord	2/2	2	1	1/8	1/8	1	840												
64	63	283	283	0.5	3/4	3/4	Chord	2/2	2	1	1/8	1/8	1	841												
64	63	567/2	567/2	0.5	7/8	7/8	Chord	2/2	2	1	1/8	1/8	1	842												
65	64	284	284	0.25	0	0	Chord	2/2	1	1	1/16	1/16	1	843										6		
65	64	1137/4	1137/4	0.25	1/16	1/16	Chord	2/2	1	1	1/16	1/16	1	844										6		
65	64	569/2	569/2	0.25	1/8	1/8	Chord	2/2	1	1	1/16	1/16	1	845										6		
65	64	1139/4	1139/4	0.25	3/16	3/16	Chord	2/2	1	1	1/16	1/16	1	846										6		
65	64	285	285	0.25	1/4	1/4	Chord	2/2	1	1	1/16	1/16	1	847										6		
65	64	1141/4	1141/4	0.25	5/16	5/16	Chord	2/2	1	1	1/16	1/16	1	848										6		
65	64	571/2	571/2	0.25	3/8	3/8	Chord	2/2	1	1	1/16	1/16	1	849										6		
65	64	1143/4	1143/4	0.25	7/16	7/16	Chord	2/2	1	1	1/16	1/16	1	850										6		
65	64	286	286	0.25	1/2	1/2	Chord	2/2	1	1	1/16	1/16	1	851										6		
65	64	1145/4	1145/4	0.25	9/16	9/16	Chord	2/2	1	1	1/16	1/16	1	852										6		
65	64	573/2	573/2	0.25	5/8	5/8	Chord	2/2	1	1	1/16	1/16	1	853										6		
65	64	1147/4	1147/4	0.25	11/16	11/16	Chord	2/2	1	1	1/16	1/16	1	854										6		
65	64	287	287	0.25	3/4	3/4	Chord	2/2	1	1	1/16	1/16	1	855										6		
65	64	1149/4	1149/4	0.25	13/16	13/16	Chord	2/2	1	1	1/16	1/16	1	856										6		
65	64	575/2	575/2	0.25	7/8	7/8	Chord	2/2	1	1	1/16	1/16	1	857										6		
65	64	1151/4	1151/4	0.25	15/16	15/16	Chord	2/2	1	1	1/16	1/16	1	858										6		
65	64	284	284	1.0	0	0	Chord	2/2	2	1	1/4	1/4	1	859												
65	64	285	285	1.0	1/4	1/4	Chord	2/2	2	1	1/4	1/4	1	860		articAccentBelow										
65	64	286	286	1.0	1/2	1/2	Chord	2/2	2	1	1/4	1/4	1	861		articAccentBelow										
65	64	287	287	1.0	3/4	3/4	Chord	2/2	2	1	1/4	1/4	1	862		articAccentBelow										
66	65	288	288	0.0	0	0	StaffText	2/2	1	1	0						"<font size=""12""/>a tempo"							6		
66	65	288	288	0.5	0	0	Chord	2/2	1	1	1/8	1/8	1	863										6		
66	65	577/2	577/2	0.0	1/8	1/8	Spanner	2/2	1	1	0															
66	65	1159/4	1159/4	0.25	7/16	7/16	Chord	2/2	1	1	1/16	1/16	1	864												
66	65	290	290	1.0	1/2	1/2	Chord	2/2	1	1	1/4	1/4	1	865		articAccentBelow		43								
66	65	291	291	0.5	3/4	3/4	Chord	2/2	1	1	1/8	1/8	1	866		articStaccatissimoBelow										
66	65	1167/4	1167/4	0.25	15/16	15/16	Chord	2/2	1	1	1/16	1/16	1	867												
66	65	288	288	0.0	0	0	StaffText	2/2	2	1	0						"<font size=""12""/><i>sempre</i>"									
66	65	288	288	0.0	0	0	Spanner	2/2	2	1	0														12	12
66	65	288	288	0.3333333333333333	0	0	Chord	2/2	2	1	1/12	1/8	2/3	868											12	12
66	65	865/3	865/3	0.3333333333333333	1/12	1/12	Chord	2/2	2	1	1/12	1/8	2/3	869											12	12
66	65	866/3	866/3	0.3333333333333333	1/6	1/6	Chord	2/2	2	1	1/12	1/8	2/3	870											12	12
66	65	289	289	0.3333333333333333	1/4	1/4	Chord	2/2	2	1	1/12	1/8	2/3	871											12	12
66	65	868/3	868/3	0.3333333333333333	1/3	1/3	Chord	2/2	2	1	1/12	1/8	2/3	872											12	12
66	65	869/3	869/3	0.3333333333333333	5/12	5/12	Chord	2/2	2	1	1/12	1/8	2/3	873											12	12
66	65	290	290	0.3333333333333333	1/2	1/2	Chord	2/2	2	1	1/12	1/8	2/3	874											12	12
66	65	871/3	871/3	0.3333333333333333	7/12	7/12	Chord	2/2	2	1	1/12	1/8	2/3	875											12	12
66	65	872/3	872/3	0.3333333333333333	2/3	2/3	Chord	2/2	2	1	1/12	1/8	2/3	876											12	12
66	65	291	291	0.3333333333333333	3/4	3/4	Chord	2/2	2	1	1/12	1/8	2/3	877											12	12
66	65	874/3	874/3	0.3333333333333333	5/6	5/6	Chord	2/2	2	1	1/12	1/8	2/3	878											12	12
66	65	875/3	875/3	0.3333333333333333	11/12	11/12	Chord	2/2	2	1	1/12	1/8	2/3	879											12	12
67	66	292	292	0.5	0	0	Chord	2/2	1	1	1/8	1/8	1	880		articStaccatissimoBelow										
67	66	585/2	585/2	0.5	1/8	1/8	Chord	2/2	1	1	1/8	1/8	1	881		articStaccatissimoBelow										
67	66	1175/4	1175/4	0.25	7/16	7/16	Chord	2/2	1	1	1/16	1/16	1	882												
67	66	294	294	1.0	1/2	1/2	Chord	2/2	1	1	1/4	1/4	1	883		articAccentBelow		44								
67	66	295	295	0.5	3/4	3/4	Chord	2/2	1	1	1/8	1/8	1	884		articStaccatissimoBelow										
67	66	1183/4	1183/4	0.25	15/16	15/16	Chord	2/2	1	1	1/16	1/16	1	885												
67	66	292	292	0.3333333333333333	0	0	Chord	2/2	2	1	1/12	1/8	2/3	886											12	12
67	66	877/3	877/3	0.3333333333333333	1/12	1/12	Chord	2/2	2	1	1/12	1/8	2/3	887											12	12
67	66	878/3	878/3	0.3333333333333333	1/6	1/6	Chord	2/2	2	1	1/12	1/8	2/3	888											12	12
67	66	293	293	0.3333333333333333	1/4	1/4	Chord	2/2	2	1	1/12	1/8	2/3	889											12	12
67	66	880/3	880/3	0.3333333333333333	1/3	1/3	Chord	2/2	2	1	1/12	1/8	2/3	890											12	12
67	66	881/3	881/3	0.3333333333333333	5/12	5/12	Chord	2/2	2	1	1/12	1/8	2/3	891											12	12
67	66	294	294	0.3333333333333333	1/2	1/2	Chord	2/2	2	1	1/12	1/8	2/3	892											12	12
67	66	883/3	883/3	0.3333333333333333	7/12	7/12	Chord	2/2	2	1	1/12	1/8	2/3	893											12	12
67	66	884/3	884/3	0.3333333333333333	2/3	2/3	Chord	2/2	2	1	1/12	1/8	2/3	894											12	12
67	66	295	295	0.3333333333333333	3/4	3/4	Chord	2/2	2	1	1/12	1/8	2/3	895											12	12
67	66	886/3	886/3	0.3333333333333333	5/6	5/6	Chord	2/2	2	1	1/12	1/8	2/3	896											12	12
67	66	887/3	887/3	0.3333333333333333	11/12	11/12	Chord	2/2	2	1	1/12	1/8	2/3	897											12	12
68	67	296	296	0.5	0	0	Chord	2/2	1	1	1/8	1/8	1	898		articStaccatissimoBelow										
68	67	593/2	593/2	0.5	1/8	1/8	Chord	2/2	1	1	1/8	1/8	1	899		articStaccatissimoBelow										
68	67	1191/4	1191/4	0.25	7/16	7/16	Chord	2/2	1	1	1/16	1/16	1	900												
68	67	298	298	1.0	1/2	1/2	Chord	2/2	1	1	1/4	1/4	1	901		articAccentAbove		45								
68	67	299	299	0.5	3/4	3/4	Chord	2/2	1	1	1/8	1/8	1	902		articStaccatissimoBelow										
68	67	1199/4	1199/4	0.25	15/16	15/16	Chord	2/2	1	1	1/16	1/16	1	903												
68	67	296	296	0.3333333333333333	0	0	Chord	2/2	2	1	1/12	1/8	2/3	904											12	12
68	67	889/3	889/3	0.3333333333333333	1/12	1/12	Chord	2/2	2	1	1/12	1/8	2/3	905											12	12
68	67	890/3	890/3	0.3333333333333333	1/6	1/6	Chord	2/2	2	1	1/12	1/8	2/3	906											12	12
68	67	297	297	0.3333333333333333	1/4	1/4	Chord	2/2	2	1	1/12	1/8	2/3	907											12	12
68	67	892/3	892/3	0.3333333333333333	1/3	1/3	Chord	2/2	2	1	1/12	1/8	2/3	908											12	12
68	67	893/3	893/3	0.3333333333333333	5/12	5/12	Chord	2/2	2	1	1/12	1/8	2/3	909											12	12
68	67	298	298	0.3333333333333333	1/2	1/2	Chord	2/2	2	1	1/12	1/8	2/3	910											12	12
68	67	895/3	895/3	0.3333333333333333	7/12	7/12	Chord	2/2	2	1	1/12	1/8	2/3	911											12	12
68	67	896/3	896/3	0.3333333333333333	2/3	2/3	Chord	2/2	2	1	1/12	1/8	2/3	912											12	12
68	67	299	299	0.3333333333333333	3/4	3/4	Chord	2/2	2	1	1/12	1/8	2/3	913											12	12
68	67	898/3	898/3	0.3333333333333333	5/6	5/6	Chord	2/2	2	1	1/12	1/8	2/3	914											12	12
68	67	899/3	899/3	0.3333333333333333	11/12	11/12	Chord	2/2	2	1	1/12	1/8	2/3	915											12	12
69	68	300	300	0.5	0	0	Chord	2/2	1	1	1/8	1/8	1	916		articAccentBelow		46								
69	68	601/2	601/2	0.5	1/8	1/8	Chord	2/2	1	1	1/8	1/8	1	917				46								
69	68	301	301	0.5	1/4	1/4	Chord	2/2	1	1	1/8	1/8	1	918		articStaccatissimoBelow										
69	68	1207/4	1207/4	0.25	7/16	7/16	Chord	2/2	1	1	1/16	1/16	1	919												
69	68	302	302	0.5	1/2	1/2	Chord	2/2	1	1	1/8	1/8	1	920		articAccentBelow		47								
69	68	605/2	605/2	0.5	5/8	5/8	Chord	2/2	1	1	1/8	1/8	1	921				47								
69	68	303	303	0.5	3/4	3/4	Chord	2/2	1	1	1/8	1/8	1	922		articStaccatissimoBelow										
69	68	1215/4	1215/4	0.25	15/16	15/16	Chord	2/2	1	1	1/16	1/16	1	923												
69	68	300	300	0.3333333333333333	0	0	Chord	2/2	2	1	1/12	1/8	2/3	924											12	12
69	68	901/3	901/3	0.3333333333333333	1/12	1/12	Chord	2/2	2	1	1/12	1/8	2/3	925											12	12
69	68	902/3	902/3	0.3333333333333333	1/6	1/6	Chord	2/2	2	1	1/12	1/8	2/3	926											12	12
69	68	301	301	0.3333333333333333	1/4	1/4	Chord	2/2	2	1	1/12	1/8	2/3	927											12	12
69	68	904/3	904/3	0.3333333333333333	1/3	1/3	Chord	2/2	2	1	1/12	1/8	2/3	928											12	12
69	68	905/3	905/3	0.3333333333333333	5/12	5/12	Chord	2/2	2	1	1/12	1/8	2/3	929											12	12
69	68	302	302	0.3333333333333333	1/2	1/2	Chord	2/2	2	1	1/12	1/8	2/3	930											12	12
69	68	907/3	907/3	0.3333333333333333	7/12	7/12	Chord	2/2	2	1	1/12	1/8	2/3	931											12	12
69	68	908/3	908/3	0.3333333333333333	2/3	2/3	Chord	2/2	2	1	1/12	1/8	2/3	932											12	12
69	68	303	303	0.3333333333333333	3/4	3/4	Chord	2/2	2	1	1/12	1/8	2/3	933											12	12
69	68	910/3	910/3	0.3333333333333333	5/6	5/6	Chord	2/2	2	1	1/12	1/8	2/3	934											12	12
69	68	911/3	911/3	0.3333333333333333	11/12	11/12	Chord	2/2	2	1	1/12	1/8	2/3	935											12	12
70	69	304	304	0.5	0	0	Chord	2/2	1	1	1/8	1/8	1	936		articAccentAbove		48								
70	69	609/2	609/2	0.5	1/8	1/8	Chord	2/2	1	1	1/8	1/8	1	937				48								
70	69	305	305	0.5	1/4	1/4	Chord	2/2	1	1	1/8	1/8	1	938		articStaccatissimoAbove										
70	69	1223/4	1223/4	0.25	7/16	7/16	Chord	2/2	1	1	1/16	1/16	1	939												
70	69	306	306	0.5	1/2	1/2	Chord	2/2	1	1	1/8	1/8	1	940		articAccentAbove		49								
70	69	613/2	613/2	0.5	5/8	5/8	Chord	2/2	1	1	1/8	1/8	1	941												
70	69	307	307	0.0	3/4	3/4	Spanner	2/2	1	1	0													7		
70	69	307	307	0.5	3/4	3/4	Chord	2/2	1	1	1/8	1/8	1	942		articStaccatissimoAbove								7		
70	69	615/2	615/2	0.5	7/8	7/8	Chord	2/2	1	1	1/8	1/8	1	943		articStaccatissimoAbove								7		
70	69	304	304	0.3333333333333333	0	0	Chord	2/2	2	1	1/12	1/8	2/3	944											12	12
70	69	913/3	913/3	0.3333333333333333	1/12	1/12	Chord	2/2	2	1	1/12	1/8	2/3	945											12	12
70	69	914/3	914/3	0.3333333333333333	1/6	1/6	Chord	2/2	2	1	1/12	1/8	2/3	946											12	12
70	69	305	305	0.3333333333333333	1/4	1/4	Chord	2/2	2	1	1/12	1/8	2/3	947											12	12
70	69	916/3	916/3	0.3333333333333333	1/3	1/3	Chord	2/2	2	1	1/12	1/8	2/3	948											12	12
70	69	917/3	917/3	0.3333333333333333	5/12	5/12	Chord	2/2	2	1	1/12	1/8	2/3	949											12	12
70	69	306	306	0.3333333333333333	1/2	1/2	Chord	2/2	2	1	1/12	1/8	2/3	950											12	12
70	69	919/3	919/3	0.3333333333333333	7/12	7/12	Chord	2/2	2	1	1/12	1/8	2/3	951											12	12
70	69	920/3	920/3	0.3333333333333333	2/3	2/3	Chord	2/2	2	1	1/12	1/8	2/3	952											12	12
70	69	307	307	0.3333333333333333	3/4	3/4	Chord	2/2	2	1	1/12	1/8	2/3	953											12	12
70	69	922/3	922/3	0.3333333333333333	5/6	5/6	Chord	2/2	2	1	1/12	1/8	2/3	954											12	12
70	69	923/3	923/3	0.3333333333333333	11/12	11/12	Chord	2/2	2	1	1/12	1/8	2/3	955											12	12
71	70	308	308	0.0	0	0	StaffText	2/2	1	1	0						"<font size=""12""/>stringendo"							7		
71	70	308	308	0.25	0	0	Chord	2/2	1	1	1/16	1/16	1	956										7		
71	70	1233/4	1233/4	0.25	1/16	1/16	Chord	2/2	1	1	1/16	1/16	1	957										7		
71	70	617/2	617/2	0.25	1/8	1/8	Chord	2/2	1	1	1/16	1/16	1	958										7		
71	70	1235/4	1235/4	0.25	3/16	3/16	Chord	2/2	1	1	1/16	1/16	1	959										7		
71	70	309	309	0.25	1/4	1/4	Chord	2/2	1	1	1/16	1/16	1	960										7		
71	70	1237/4	1237/4	0.25	5/16	5/16	Chord	2/2	1	1	1/16	1/16	1	961										7		
71	70	619/2	619/2	0.25	3/8	3/8	Chord	2/2	1	1	1/16	1/16	1	962										7		
71	70	1239/4	1239/4	0.25	7/16	7/16	Chord	2/2	1	1	1/16	1/16	1	963										7		
71	70	310	310	0.25	1/2	1/2	Chord	2/2	1	1	1/16	1/16	1	964										7		
71	70	1241/4	1241/4	0.25	9/16	9/16	Chord	2/2	1	1	1/16	1/16	1	965										7		
71	70	621/2	621/2	0.25	5/8	5/8	Chord	2/2	1	1	1/16	1/16	1	966										7		
71	70	1243/4	1243/4	0.25	11/16	11/16	Chord	2/2	1	1	1/16	1/16	1	967										7		
71	70	311	311	0.25	3/4	3/4	Chord	2/2	1	1	1/16	1/16	1	968										7		
71	70	1245/4	1245/4	0.25	13/16	13/16	Chord	2/2	1	1	1/16	1/16	1	969										7		
71	70	623/2	623/2	0.25	7/8	7/8	Chord	2/2	1	1	1/16	1/16	1	970										7		
71	70	1247/4	1247/4	0.25	15/16	15/16	Chord	2/2	1	1	1/16	1/16	1	971										7		
71	70	308	308	0.0	0	0	Spanner	2/2	2	1	0															
71	70	617/2	617/2	0.5	1/8	1/8	Chord	2/2	2	1	1/8	1/8	1	972												
71	70	309	309	0.5	1/4	1/4	Chord	2/2	2	1	1/8	1/8	1	973												
71	70	619/2	619/2	0.5	3/8	3/8	Chord	2/2	2	1	1/8	1/8	1	974												
71	70	310	310	0.5	1/2	1/2	Chord	2/2	2	1	1/8	1/8	1	975												
71	70	621/2	621/2	0.0	5/8	5/8	Spanner	2/2	2	1	0											1				
71	70	621/2	621/2	0.5	5/8	5/8	Chord	2/2	2	1	1/8	1/8	1	976								1				
71	70	311	311	0.5	3/4	3/4	Chord	2/2	2	1	1/8	1/8	1	977								1				
71	70	623/2	623/2	0.5	7/8	7/8	Chord	2/2	2	1	1/8	1/8	1	978								1				
72	71	312	312	0.25	0	0	Chord	2/2	1	1	1/16	1/16	1	979										7		
72	71	1249/4	1249/4	0.25	1/16	1/16	Chord	2/2	1	1	1/16	1/16	1	980										7		
72	71	625/2	625/2	0.25	1/8	1/8	Chord	2/2	1	1	1/16	1/16	1	981										7		
72	71	1251/4	1251/4	0.25	3/16	3/16	Chord	2/2	1	1	1/16	1/16	1	982										7		
72	71	313	313	0.25	1/4	1/4	Chord	2/2	1	1	1/16	1/16	1	983										7		
72	71	1253/4	1253/4	0.25	5/16	5/16	Chord	2/2	1	1	1/16	1/16	1	984										7		
72	71	627/2	627/2	0.25	3/8	3/8	Chord	2/2	1	1	1/16	1/16	1	985										7		
72	71	1255/4	1255/4	0.25	7/16	7/16	Chord	2/2	1	1	1/16	1/16	1	986										7		
72	71	314	314	0.25	1/2	1/2	Chord	2/2	1	1	1/16	1/16	1	987										7		
72	71	1257/4	1257/4	0.25	9/16	9/16	Chord	2/2	1	1	1/16	1/16	1	988										7		
72	71	629/2	629/2	0.25	5/8	5/8	Chord	2/2	1	1	1/16	1/16	1	989										7		
72	71	1259/4	1259/4	0.25	11/16	11/16	Chord	2/2	1	1	1/16	1/16	1	990										7		
72	71	315	315	0.25	3/4	3/4	Chord	2/2	1	1	1/16	1/16	1	991										7		
72	71	1261/4	1261/4	0.25	13/16	13/16	Chord	2/2	1	1	1/16	1/16	1	992										7		
72	71	631/2	631/2	0.25	7/8	7/8	Chord	2/2	1	1	1/16	1/16	1	993										7		
72	71	1263/4	1263/4	0.25	15/16	15/16	Chord	2/2	1	1	1/16	1/16	1	994										7		
72	71	312	312	0.5	0	0	Chord	2/2	2	1	1/8	1/8	1	995								1				
72	71	625/2	625/2	0.5	1/8	1/8	Chord	2/2	2	1	1/8	1/8	1	996								1				
72	71	313	313	0.5	1/4	1/4	Chord	2/2	2	1	1/8	1/8	1	997								1				
72	71	627/2	627/2	0.5	3/8	3/8	Chord	2/2	2	1	1/8	1/8	1	998								1				
72	71	314	314	0.5	1/2	1/2	Chord	2/2	2	1	1/8	1/8	1	999								1				
72	71	629/2	629/2	0.5	5/8	5/8	Chord	2/2	2	1	1/8	1/8	1	1000								1				
72	71	315	315	0.5	3/4	3/4	Chord	2/2	2	1	1/8	1/8	1	1001								1				
72	71	631/2	631/2	0.5	7/8	7/8	Chord	2/2	2	1	1/8	1/8	1	1002								1				
73	72	316	316	0.25	0	0	Chord	2/2	1	1	1/16	1/16	1	1003										7		
73	72	1265/4	1265/4	0.25	1/16	1/16	Chord	2/2	1	1	1/16	1/16	1	1004										7		
73	72	633/2	633/2	0.25	1/8	1/8	Chord	2/2	1	1	1/16	1/16	1	1005										7		
73	72	1267/4	1267/4	0.25	3/16	3/16	Chord	2/2	1	1	1/16	1/16	1	1006										7		
73	72	317	317	0.25	1/4	1/4	Chord	2/2	1	1	1/16	1/16	1	1007										7		
73	72	1269/4	1269/4	0.25	5/16	5/16	Chord	2/2	1	1	1/16	1/16	1	1008										7		
73	72	635/2	635/2	0.25	3/8	3/8	Chord	2/2	1	1	1/16	1/16	1	1009										7		
73	72	1271/4	1271/4	0.25	7/16	7/16	Chord	2/2	1	1	1/16	1/16	1	1010										7		
73	72	318	318	0.25	1/2	1/2	Chord	2/2	1	1	1/16	1/16	1	1011										7		
73	72	1273/4	1273/4	0.25	9/16	9/16	Chord	2/2	1	1	1/16	1/16	1	1012										7		
73	72	637/2	637/2	0.25	5/8	5/8	Chord	2/2	1	1	1/16	1/16	1	1013										7		
73	72	1275/4	1275/4	0.25	11/16	11/16	Chord	2/2	1	1	1/16	1/16	1	1014										7		
73	72	319	319	0.25	3/4	3/4	Chord	2/2	1	1	1/16	1/16	1	1015										7		
73	72	1277/4	1277/4	0.25	13/16	13/16	Chord	2/2	1	1	1/16	1/16	1	1016										7		
73	72	639/2	639/2	0.25	7/8	7/8	Chord	2/2	1	1	1/16	1/16	1	1017										7		
73	72	1279/4	1279/4	0.25	15/16	15/16	Chord	2/2	1	1	1/16	1/16	1	1018										7		
73	72	316	316	0.0	0	0	Spanner	2/2	2	1	0															
73	72	316	316	0.5	0	0	Chord	2/2	2	1	1/8	1/8	1	1019		articAccentAbove										
73	72	633/2	633/2	0.5	1/8	1/8	Chord	2/2	2	1	1/8	1/8	1	1020												
73	72	317	317	0.5	1/4	1/4	Chord	2/2	2	1	1/8	1/8	1	1021												
73	72	635/2	635/2	0.5	3/8	3/8	Chord	2/2	2	1	1/8	1/8	1	1022												
73	72	318	318	0.5	1/2	1/2	Chord	2/2	2	1	1/8	1/8	1	1023												
73	72	637/2	637/2	0.5	5/8	5/8	Chord	2/2	2	1	1/8	1/8	1	1024												
73	72	319	319	0.5	3/4	3/4	Chord	2/2	2	1	1/8	1/8	1	1025												
73	72	639/2	639/2	0.5	7/8	7/8	Chord	2/2	2	1	1/8	1/8	1	1026												
74	73	320	320	0.25	0	0	Chord	2/2	1	1	1/16	1/16	1	1027										7		
74	73	1281/4	1281/4	0.25	1/16	1/16	Chord	2/2	1	1	1/16	1/16	1	1028										7		
74	73	641/2	641/2	0.25	1/8	1/8	Chord	2/2	1	1	1/16	1/16	1	1029										7		
74	73	1283/4	1283/4	0.25	3/16	3/16	Chord	2/2	1	1	1/16	1/16	1	1030										7		
74	73	321	321	0.25	1/4	1/4	Chord	2/2	1	1	1/16	1/16	1	1031										7		
74	73	1285/4	1285/4	0.25	5/16	5/16	Chord	2/2	1	1	1/16	1/16	1	1032										7		
74	73	643/2	643/2	0.25	3/8	3/8	Chord	2/2	1	1	1/16	1/16	1	1033										7		
74	73	1287/4	1287/4	0.25	7/16	7/16	Chord	2/2	1	1	1/16	1/16	1	1034										7		
74	73	322	322	0.25	1/2	1/2	Chord	2/2	1	1	1/16	1/16	1	1035										7		
74	73	1289/4	1289/4	0.25	9/16	9/16	Chord	2/2	1	1	1/16	1/16	1	1036										7		
74	73	645/2	645/2	0.25	5/8	5/8	Chord	2/2	1	1	1/16	1/16	1	1037										7		
74	73	1291/4	1291/4	0.25	11/16	11/16	Chord	2/2	1	1	1/16	1/16	1	1038										7		
74	73	323	323	0.25	3/4	3/4	Chord	2/2	1	1	1/16	1/16	1	1039										7		
74	73	1293/4	1293/4	0.25	13/16	13/16	Chord	2/2	1	1	1/16	1/16	1	1040										7		
74	73	647/2	647/2	0.25	7/8	7/8	Chord	2/2	1	1	1/16	1/16	1	1041										7		
74	73	1295/4	1295/4	0.25	15/16	15/16	Chord	2/2	1	1	1/16	1/16	1	1042										7		
74	73	320	320	1.0	0	0	Chord	2/2	2	1	1/4	1/4	1	1043												
74	73	321	321	1.0	1/4	1/4	Chord	2/2	2	1	1/4	1/4	1	1044		articAccentBelow										
74	73	322	322	1.0	1/2	1/2	Chord	2/2	2	1	1/4	1/4	1	1045		articAccentBelow										
74	73	323	323	1.0	3/4	3/4	Chord	2/2	2	1	1/4	1/4	1	1046		articAccentBelow										
75	74	324	324	0.0	0	0	StaffText	2/2	1	1	0						Più moto							7		
75	74	324	324	0.5	0	0	Chord	2/2	1	1	1/8	1/8	1	1047										7		
75	74	651/2	651/2	0.0	3/8	3/8	Dynamic	2/2	1	1	0				rfz									7		
75	74	651/2	651/2	0.5	3/8	3/8	Chord	2/2	1	1	1/8	1/8	1	1048										7		
75	74	326	326	0.0	1/2	1/2	StaffText	2/2	1	1	0						"<font size=""12""/>sempre strepitoso"							7		
75	74	326	326	0.5	1/2	1/2	Chord	2/2	1	1	1/8	1/8	1	1049										7		
75	74	653/2	653/2	0.5	5/8	5/8	Chord	2/2	1	1	1/8	1/8	1	1050										7		
75	74	327	327	0.0	3/4	3/4	Spanner	2/2	1	1	0															
75	74	327	327	0.5	3/4	3/4	Chord	2/2	1	1	1/8	1/8	1	1051												
75	74	655/2	655/2	0.5	7/8	7/8	Chord	2/2	1	1	1/8	1/8	1	1052												
75	74	324	324	0.5	0	0	Chord	2/2	2	1	1/8	1/8	1	1053												
75	74	651/2	651/2	0.5	3/8	3/8	Chord	2/2	2	1	1/8	1/8	1	1054												
75	74	326	326	0.5	1/2	1/2	Chord	2/2	2	1	1/8	1/8	1	1055												
75	74	653/2	653/2	0.5	5/8	5/8	Chord	2/2	2	1	1/8	1/8	1	1056												
75	74	327	327	0.5	3/4	3/4	Chord	2/2	2	1	1/8	1/8	1	1057												
75	74	655/2	655/2	0.5	7/8	7/8	Chord	2/2	2	1	1/8	1/8	1	1058												
76	75	328	328	0.5	0	0	Chord	2/2	1	1	1/8	1/8	1	1059												
76	75	657/2	657/2	0.5	1/8	1/8	Chord	2/2	1	1	1/8	1/8	1	1060												
76	75	329	329	0.5	1/4	1/4	Chord	2/2	1	1	1/8	1/8	1	1061												
76	75	659/2	659/2	0.0	3/8	3/8	Spanner	2/2	1	1	0												36			
76	75	659/2	659/2	0.5	3/8	3/8	Chord	2/2	1	1	1/8	1/8	1	1062									36			
76	75	330	330	0.5	1/2	1/2	Chord	2/2	1	1	1/8	1/8	1	1063									36			
76	75	661/2	661/2	0.5	5/8	5/8	Chord	2/2	1	1	1/8	1/8	1	1064									36			
76	75	331	331	0.5	3/4	3/4	Chord	2/2	1	1	1/8	1/8	1	1065		articStaccatissimoBelow							36			
76	75	663/2	663/2	0.0	7/8	7/8	Spanner	2/2	1	1	0															
76	75	1327/4	1327/4	0.25	15/16	15/16	Chord	2/2	1	1	1/16	1/16	1	1066												
76	75	328	328	0.5	0	0	Chord	2/2	2	1	1/8	1/8	1	1067												
