mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	slur	decrescendo_hairpin	crescendo_line	HairPin:2_poco a poco cresc.	HairPin:2_poco cresc.	crescendo_hairpin	diminuendo_line	HairPin:3_sempre dim.	Ottava:8va	pedal	Pedal_<sym>keyboardPedalPed</sym>
386	384	23261/24	23261/24	0.3333333333333333	1/3	1/3	Chord	2/4	2	1	1/12		1/8	2/3	4395														
386	384	23269/24	23269/24	0.3333333333333333	5/12	5/12	Chord	2/4	2	1	1/12		1/8	2/3	4396														
387	385	7759/8	7759/8	0.0	0	0	Dynamic	2/4	1	1	0					sf													
387	385	7759/8	7759/8	0.0	0	0	StaffText	2/4	1	1	0							Prestissimo											
387	385	7759/8	7759/8	0.5	0	0	Chord	2/4	1	1	1/8		1/8	1	4397														
387	385	7767/8	7767/8	0.0	1/4	1/4	Dynamic	2/4	1	1	0					other-dynamics													
387	385	7759/8	7759/8	0.5	0	0	Chord	2/4	2	1	1/8		1/8	1	4398														
387	385	7767/8	7767/8	0.3333333333333333	1/4	1/4	Chord	2/4	2	1	1/12		1/8	2/3	4399		articMarcatoAbove												
387	385	23309/24	23309/24	0.3333333333333333	1/3	1/3	Chord	2/4	2	1	1/12		1/8	2/3	4400														
387	385	23317/24	23317/24	0.3333333333333333	5/12	5/12	Chord	2/4	2	1	1/12		1/8	2/3	4401														
388	386	7775/8	7775/8	0.3333333333333333	0	0	Chord	2/4	2	1	1/12		1/8	2/3	4402		articMarcatoAbove												
388	386	23333/24	23333/24	0.3333333333333333	1/12	1/12	Chord	2/4	2	1	1/12		1/8	2/3	4403														
388	386	23341/24	23341/24	0.3333333333333333	1/6	1/6	Chord	2/4	2	1	1/12		1/8	2/3	4404														
388	386	7783/8	7783/8	0.3333333333333333	1/4	1/4	Chord	2/4	2	1	1/12		1/8	2/3	4405		articMarcatoAbove												
388	386	23357/24	23357/24	0.3333333333333333	1/3	1/3	Chord	2/4	2	1	1/12		1/8	2/3	4406														
388	386	23365/24	23365/24	0.3333333333333333	5/12	5/12	Chord	2/4	2	1	1/12		1/8	2/3	4407														
389	387	7791/8	7791/8	0.0	0	0	Spanner	2/4	2	1	0																	157	157
389	387	7791/8	7791/8	0.3333333333333333	0	0	Chord	2/4	2	1	1/12		1/8	2/3	4408		articMarcatoAbove											157	157
389	387	23381/24	23381/24	0.3333333333333333	1/12	1/12	Chord	2/4	2	1	1/12		1/8	2/3	4409													157	157
389	387	23389/24	23389/24	0.3333333333333333	1/6	1/6	Chord	2/4	2	1	1/12		1/8	2/3	4410													157	157
389	387	7799/8	7799/8	0.3333333333333333	1/4	1/4	Chord	2/4	2	1	1/12		1/8	2/3	4411		articMarcatoAbove											157	157
389	387	23405/24	23405/24	0.3333333333333333	1/3	1/3	Chord	2/4	2	1	1/12		1/8	2/3	4412													157	157
389	387	23413/24	23413/24	0.3333333333333333	5/12	5/12	Chord	2/4	2	1	1/12		1/8	2/3	4413													157	157
390	388	7807/8	7807/8	0.0	0	0	Spanner	2/4	2	1	0																		
390	388	7807/8	7807/8	0.0	0	0	Spanner	2/4	2	1	0																	158	158
390	388	7807/8	7807/8	0.3333333333333333	0	0	Chord	2/4	2	1	1/12		1/8	2/3	4414		articMarcatoAbove											158	158
390	388	23429/24	23429/24	0.3333333333333333	1/12	1/12	Chord	2/4	2	1	1/12		1/8	2/3	4415													158	158
390	388	23437/24	23437/24	0.3333333333333333	1/6	1/6	Chord	2/4	2	1	1/12		1/8	2/3	4416													158	158
390	388	7815/8	7815/8	0.3333333333333333	1/4	1/4	Chord	2/4	2	1	1/12		1/8	2/3	4417		articMarcatoAbove											158	158
390	388	23453/24	23453/24	0.3333333333333333	1/3	1/3	Chord	2/4	2	1	1/12		1/8	2/3	4418													158	158
390	388	23461/24	23461/24	0.3333333333333333	5/12	5/12	Chord	2/4	2	1	1/12		1/8	2/3	4419													158	158
391	389	7823/8	7823/8	0.0	0	0	Spanner	2/4	2	1	0																		
391	389	7823/8	7823/8	0.0	0	0	Spanner	2/4	2	1	0																	159	159
391	389	7823/8	7823/8	0.3333333333333333	0	0	Chord	2/4	2	1	1/12		1/8	2/3	4420		articMarcatoAbove											159	159
391	389	23477/24	23477/24	0.3333333333333333	1/12	1/12	Chord	2/4	2	1	1/12		1/8	2/3	4421													159	159
391	389	23485/24	23485/24	0.3333333333333333	1/6	1/6	Chord	2/4	2	1	1/12		1/8	2/3	4422													159	159
391	389	7831/8	7831/8	0.3333333333333333	1/4	1/4	Chord	2/4	2	1	1/12		1/8	2/3	4423		articMarcatoAbove											159	159
391	389	23501/24	23501/24	0.3333333333333333	1/3	1/3	Chord	2/4	2	1	1/12		1/8	2/3	4424													159	159
391	389	23509/24	23509/24	0.3333333333333333	5/12	5/12	Chord	2/4	2	1	1/12		1/8	2/3	4425													159	159
392	390	7839/8	7839/8	0.0	0	0	Spanner	2/4	2	1	0																		
392	390	7839/8	7839/8	0.3333333333333333	0	0	Chord	2/4	2	1	1/12		1/8	2/3	4426		articMarcatoAbove												
392	390	23525/24	23525/24	0.3333333333333333	1/12	1/12	Chord	2/4	2	1	1/12		1/8	2/3	4427														
392	390	23533/24	23533/24	0.3333333333333333	1/6	1/6	Chord	2/4	2	1	1/12		1/8	2/3	4428														
392	390	7847/8	7847/8	0.3333333333333333	1/4	1/4	Chord	2/4	2	1	1/12		1/8	2/3	4429		articMarcatoAbove												
392	390	23549/24	23549/24	0.3333333333333333	1/3	1/3	Chord	2/4	2	1	1/12		1/8	2/3	4430														
392	390	23557/24	23557/24	0.3333333333333333	5/12	5/12	Chord	2/4	2	1	1/12		1/8	2/3	4431														
393	391	7855/8	7855/8	0.3333333333333333	0	0	Chord	2/4	2	1	1/12		1/8	2/3	4432		articMarcatoAbove												
393	391	23573/24	23573/24	0.3333333333333333	1/12	1/12	Chord	2/4	2	1	1/12		1/8	2/3	4433														
393	391	23581/24	23581/24	0.3333333333333333	1/6	1/6	Chord	2/4	2	1	1/12		1/8	2/3	4434														
393	391	7863/8	7863/8	0.3333333333333333	1/4	1/4	Chord	2/4	2	1	1/12		1/8	2/3	4435		articMarcatoAbove												
393	391	23597/24	23597/24	0.3333333333333333	1/3	1/3	Chord	2/4	2	1	1/12		1/8	2/3	4436														
393	391	23605/24	23605/24	0.3333333333333333	5/12	5/12	Chord	2/4	2	1	1/12		1/8	2/3	4437														
394	392	7871/8	7871/8	0.3333333333333333	0	0	Chord	2/4	2	1	1/12		1/8	2/3	4438		articMarcatoAbove												
394	392	23621/24	23621/24	0.3333333333333333	1/12	1/12	Chord	2/4	2	1	1/12		1/8	2/3	4439														
394	392	23629/24	23629/24	0.3333333333333333	1/6	1/6	Chord	2/4	2	1	1/12		1/8	2/3	4440														
394	392	7879/8	7879/8	0.3333333333333333	1/4	1/4	Chord	2/4	2	1	1/12		1/8	2/3	4441														
394	392	23645/24	23645/24	0.3333333333333333	1/3	1/3	Chord	2/4	2	1	1/12		1/8	2/3	4442														
394	392	23653/24	23653/24	0.3333333333333333	5/12	5/12	Chord	2/4	2	1	1/12		1/8	2/3	4443														
395	393	7887/8	7887/8	0.0	0	0	StaffText	2/4	2	1	0							diminuendo											
395	393	7887/8	7887/8	0.3333333333333333	0	0	Chord	2/4	2	1	1/12		1/8	2/3	4444														
395	393	23669/24	23669/24	0.3333333333333333	1/12	1/12	Chord	2/4	2	1	1/12		1/8	2/3	4445														
395	393	23677/24	23677/24	0.3333333333333333	1/6	1/6	Chord	2/4	2	1	1/12		1/8	2/3	4446														
395	393	7895/8	7895/8	0.3333333333333333	1/4	1/4	Chord	2/4	2	1	1/12		1/8	2/3	4447														
395	393	23693/24	23693/24	0.3333333333333333	1/3	1/3	Chord	2/4	2	1	1/12		1/8	2/3	4448														
395	393	23701/24	23701/24	0.3333333333333333	5/12	5/12	Chord	2/4	2	1	1/12		1/8	2/3	4449														
396	394	7903/8	7903/8	0.3333333333333333	0	0	Chord	2/4	2	1	1/12		1/8	2/3	4450														
396	394	23717/24	23717/24	0.3333333333333333	1/12	1/12	Chord	2/4	2	1	1/12		1/8	2/3	4451														
396	394	23725/24	23725/24	0.3333333333333333	1/6	1/6	Chord	2/4	2	1	1/12		1/8	2/3	4452														
396	394	7911/8	7911/8	0.3333333333333333	1/4	1/4	Chord	2/4	2	1	1/12		1/8	2/3	4453														
396	394	23741/24	23741/24	0.3333333333333333	1/3	1/3	Chord	2/4	2	1	1/12		1/8	2/3	4454														
396	394	23749/24	23749/24	0.3333333333333333	5/12	5/12	Chord	2/4	2	1	1/12		1/8	2/3	4455														
397	395	7919/8	7919/8	0.0	0	0	Dynamic	2/4	1	1	0					p													
397	395	7919/8	7919/8	0.0	0	0	StaffText	2/4	1	1	0							<i>giocoso assai, sempre Prestissimo</i>											
397	395	7919/8	7919/8	0.0	0	0	StaffText	2/4	1	1	0							<i>ben marcato il tema</i>											
397	395	7919/8	7919/8	0.3333333333333333	0	0	Chord	2/4	1	1	1/12		1/8	2/3	4456														
397	395	23773/24	23773/24	0.3333333333333333	1/6	1/6	Chord	2/4	1	1	1/12		1/8	2/3	4457														
397	395	7927/8	7927/8	0.3333333333333333	1/4	1/4	Chord	2/4	1	1	1/12		1/8	2/3	4458		articStaccatissimoBelow												
397	395	23797/24	23797/24	0.3333333333333333	5/12	5/12	Chord	2/4	1	1	1/12		1/8	2/3	4459														
397	395	7919/8	7919/8	0.0	0	0	Spanner	2/4	2	1	0																	160	160
397	395	23765/24	23765/24	0.0	1/12	1/12	Chord	2/4	2	1	0	acciaccatura	1/8	2/3	4460													160	160
397	395	23765/24	23765/24	0.3333333333333333	1/12	1/12	Chord	2/4	2	1	1/12		1/8	2/3	4461		articStaccatissimoAbove											160	160
397	395	23789/24	23789/24	0.0	1/3	1/3	Chord	2/4	2	1	0	acciaccatura	1/8	2/3	4462													160	160
397	395	23789/24	23789/24	0.3333333333333333	1/3	1/3	Chord	2/4	2	1	1/12		1/8	2/3	4463		articStaccatissimoAbove											160	160
398	396	7935/8	7935/8	0.3333333333333333	0	0	Chord	2/4	1	1	1/12		1/8	2/3	4464		articStaccatissimoBelow												
398	396	23821/24	23821/24	0.3333333333333333	1/6	1/6	Chord	2/4	1	1	1/12		1/8	2/3	4465														
398	396	7943/8	7943/8	0.3333333333333333	1/4	1/4	Chord	2/4	1	1	1/12		1/8	2/3	4466		articStaccatissimoAbove												
398	396	23845/24	23845/24	0.3333333333333333	5/12	5/12	Chord	2/4	1	1	1/12		1/8	2/3	4467														
398	396	7935/8	7935/8	0.0	0	0	Spanner	2/4	2	1	0																		
398	396	7935/8	7935/8	0.0	0	0	Spanner	2/4	2	1	0																	161	161
398	396	23813/24	23813/24	0.0	1/12	1/12	Chord	2/4	2	1	0	acciaccatura	1/8	2/3	4468													161	161
398	396	23813/24	23813/24	0.3333333333333333	1/12	1/12	Chord	2/4	2	1	1/12		1/8	2/3	4469		articStaccatissimoAbove											161	161
398	396	23837/24	23837/24	0.0	1/3	1/3	Chord	2/4	2	1	0	acciaccatura	1/8	2/3	4470													161	161
398	396	23837/24	23837/24	0.3333333333333333	1/3	1/3	Chord	2/4	2	1	1/12		1/8	2/3	4471		articStaccatissimoAbove											161	161
399	397	7951/8	7951/8	0.3333333333333333	0	0	Chord	2/4	1	1	1/12		1/8	2/3	4472		articStaccatissimoBelow												
399	397	23869/24	23869/24	0.3333333333333333	1/6	1/6	Chord	2/4	1	1	1/12		1/8	2/3	4473														
399	397	7959/8	7959/8	0.3333333333333333	1/4	1/4	Chord	2/4	1	1	1/12		1/8	2/3	4474		articStaccatissimoBelow												
399	397	23893/24	23893/24	0.3333333333333333	5/12	5/12	Chord	2/4	1	1	1/12		1/8	2/3	4475														
399	397	7951/8	7951/8	0.0	0	0	Spanner	2/4	2	1	0																		
399	397	7951/8	7951/8	0.0	0	0	Spanner	2/4	2	1	0																	162	162
399	397	23861/24	23861/24	0.0	1/12	1/12	Chord	2/4	2	1	0	acciaccatura	1/8	2/3	4476													162	162
399	397	23861/24	23861/24	0.3333333333333333	1/12	1/12	Chord	2/4	2	1	1/12		1/8	2/3	4477		articStaccatissimoAbove											162	162
399	397	23885/24	23885/24	0.0	1/3	1/3	Chord	2/4	2	1	0	acciaccatura	1/8	2/3	4478													162	162
399	397	23885/24	23885/24	0.3333333333333333	1/3	1/3	Chord	2/4	2	1	1/12		1/8	2/3	4479		articStaccatissimoAbove											162	162
400	398	7967/8	7967/8	0.3333333333333333	0	0	Chord	2/4	1	1	1/12		1/8	2/3	4480		articStaccatissimoBelow												
400	398	23917/24	23917/24	0.3333333333333333	1/6	1/6	Chord	2/4	1	1	1/12		1/8	2/3	4481														
400	398	7975/8	7975/8	0.0	1/4	1/4	Dynamic	2/4	1	1	0					other-dynamics													
400	398	7975/8	7975/8	0.3333333333333333	1/4	1/4	Chord	2/4	1	1	1/12		1/8	2/3	4482		articMarcatoBelow												
400	398	23941/24	23941/24	0.3333333333333333	5/12	5/12	Chord	2/4	1	1	1/12		1/8	2/3	4483														
400	398	7967/8	7967/8	0.0	0	0	Spanner	2/4	2	1	0																		
400	398	7967/8	7967/8	0.0	0	0	Spanner	2/4	2	1	0																	163	163
400	398	23909/24	23909/24	0.0	1/12	1/12	Chord	2/4	2	1	0	acciaccatura	1/8	2/3	4484													163	163
400	398	23909/24	23909/24	0.3333333333333333	1/12	1/12	Chord	2/4	2	1	1/12		1/8	2/3	4485		articStaccatissimoAbove											163	163
400	398	23933/24	23933/24	0.0	1/3	1/3	Chord	2/4	2	1	0	acciaccatura	1/8	2/3	4486													163	163
400	398	23933/24	23933/24	0.3333333333333333	1/3	1/3	Chord	2/4	2	1	1/12		1/8	2/3	4487		articStaccatissimoAbove											163	163
401	399	7983/8	7983/8	0.3333333333333333	0	0	Chord	2/4	1	1	1/12		1/8	2/3	4488		articStaccatissimoBelow												
401	399	23965/24	23965/24	0.3333333333333333	1/6	1/6	Chord	2/4	1	1	1/12		1/8	2/3	4489														
401	399	7991/8	7991/8	0.3333333333333333	1/4	1/4	Chord	2/4	1	1	1/12		1/8	2/3	4490		articStaccatissimoAbove												
401	399	23989/24	23989/24	0.3333333333333333	5/12	5/12	Chord	2/4	1	1	1/12		1/8	2/3	4491														
401	399	7983/8	7983/8	0.0	0	0	Spanner	2/4	2	1	0																		
401	399	7983/8	7983/8	0.0	0	0	Spanner	2/4	2	1	0																	164	164
401	399	23957/24	23957/24	0.0	1/12	1/12	Chord	2/4	2	1	0	acciaccatura	1/8	2/3	4492													164	164
401	399	23957/24	23957/24	0.3333333333333333	1/12	1/12	Chord	2/4	2	1	1/12		1/8	2/3	4493		articStaccatissimoAbove											164	164
401	399	23981/24	23981/24	0.0	1/3	1/3	Chord	2/4	2	1	0	acciaccatura	1/8	2/3	4494													164	164
401	399	23981/24	23981/24	0.3333333333333333	1/3	1/3	Chord	2/4	2	1	1/12		1/8	2/3	4495		articStaccatissimoAbove											164	164
402	400	7999/8	7999/8	0.3333333333333333	0	0	Chord	2/4	1	1	1/12		1/8	2/3	4496		articStaccatissimoBelow												
402	400	24013/24	24013/24	0.3333333333333333	1/6	1/6	Chord	2/4	1	1	1/12		1/8	2/3	4497														
402	400	8007/8	8007/8	0.3333333333333333	1/4	1/4	Chord	2/4	1	1	1/12		1/8	2/3	4498		articStaccatissimoBelow												
402	400	24037/24	24037/24	0.3333333333333333	5/12	5/12	Chord	2/4	1	1	1/12		1/8	2/3	4499														
402	400	7999/8	7999/8	0.0	0	0	Spanner	2/4	2	1	0																		
402	400	24005/24	24005/24	0.0	1/12	1/12	Chord	2/4	2	1	0	acciaccatura	1/8	2/3	4500														
402	400	24005/24	24005/24	0.3333333333333333	1/12	1/12	Chord	2/4	2	1	1/12		1/8	2/3	4501		articStaccatissimoAbove												
402	400	24029/24	24029/24	0.0	1/3	1/3	Chord	2/4	2	1	0	acciaccatura	1/8	2/3	4502														
402	400	24029/24	24029/24	0.3333333333333333	1/3	1/3	Chord	2/4	2	1	1/12		1/8	2/3	4503		articStaccatissimoAbove												
403	401	8015/8	8015/8	0.3333333333333333	0	0	Chord	2/4	1	1	1/12		1/8	2/3	4504		articStaccatissimoBelow												
403	401	24061/24	24061/24	0.3333333333333333	1/6	1/6	Chord	2/4	1	1	1/12		1/8	2/3	4505														
403	401	8023/8	8023/8	0.3333333333333333	1/4	1/4	Chord	2/4	1	1	1/12		1/8	2/3	4506		articStaccatissimoBelow												
403	401	24085/24	24085/24	0.3333333333333333	5/12	5/12	Chord	2/4	1	1	1/12		1/8	2/3	4507														
403	401	24053/24	24053/24	0.0	1/12	1/12	Chord	2/4	2	1	0	acciaccatura	1/8	2/3	4508														
403	401	24053/24	24053/24	0.3333333333333333	1/12	1/12	Chord	2/4	2	1	1/12		1/8	2/3	4509		articStaccatissimoAbove												
403	401	24077/24	24077/24	0.0	1/3	1/3	Chord	2/4	2	1	0	acciaccatura	1/8	2/3	4510														
403	401	24077/24	24077/24	0.3333333333333333	1/3	1/3	Chord	2/4	2	1	1/12		1/8	2/3	4511		articStaccatissimoAbove												
404	402	8031/8	8031/8	0.3333333333333333	0	0	Chord	2/4	1	1	1/12		1/8	2/3	4512		articStaccatissimoBelow												
404	402	24109/24	24109/24	0.3333333333333333	1/6	1/6	Chord	2/4	1	1	1/12		1/8	2/3	4513														
404	402	8039/8	8039/8	0.3333333333333333	1/4	1/4	Chord	2/4	1	1	1/12		1/8	2/3	4514														
404	402	24125/24	24125/24	0.0	1/3	1/3	Spanner	2/4	1	1	0													28					
404	402	24133/24	24133/24	0.3333333333333333	5/12	5/12	Chord	2/4	1	1	1/12		1/8	2/3	4515									28					
404	402	24101/24	24101/24	0.0	1/12	1/12	Chord	2/4	2	1	0	acciaccatura	1/8	2/3	4516														
404	402	24101/24	24101/24	0.3333333333333333	1/12	1/12	Chord	2/4	2	1	1/12		1/8	2/3	4517		articStaccatissimoAbove												
404	402	24125/24	24125/24	0.0	1/3	1/3	Chord	2/4	2	1	0	acciaccatura	1/8	2/3	4518														
404	402	24125/24	24125/24	0.3333333333333333	1/3	1/3	Chord	2/4	2	1	1/12		1/8	2/3	4519		articStaccatissimoAbove												
405	403	8047/8	8047/8	0.3333333333333333	0	0	Chord	2/4	1	1	1/12		1/8	2/3	4520									28					
405	403	24157/24	24157/24	0.3333333333333333	1/6	1/6	Chord	2/4	1	1	1/12		1/8	2/3	4521									28					
405	403	8055/8	8055/8	0.3333333333333333	1/4	1/4	Chord	2/4	1	1	1/12		1/8	2/3	4522									28					
405	403	24181/24	24181/24	0.3333333333333333	5/12	5/12	Chord	2/4	1	1	1/12		1/8	2/3	4523									28					
405	403	24149/24	24149/24	0.0	1/12	1/12	Chord	2/4	2	1	0	acciaccatura	1/8	2/3	4524														
405	403	24149/24	24149/24	0.3333333333333333	1/12	1/12	Chord	2/4	2	1	1/12		1/8	2/3	4525		articStaccatissimoAbove												
405	403	24173/24	24173/24	0.0	1/3	1/3	Chord	2/4	2	1	0	acciaccatura	1/8	2/3	4526														
405	403	24173/24	24173/24	0.3333333333333333	1/3	1/3	Chord	2/4	2	1	1/12		1/8	2/3	4527		articStaccatissimoBelow												
406	404	8063/8	8063/8	0.0	0	0	Spanner	2/4	1	1	0																		
406	404	8063/8	8063/8	0.3333333333333333	0	0	Chord	2/4	1	1	1/12		1/8	2/3	4528		articStaccatissimoAbove												
406	404	24205/24	24205/24	0.3333333333333333	1/6	1/6	Chord	2/4	1	1	1/12		1/8	2/3	4529														
406	404	8071/8	8071/8	0.3333333333333333	1/4	1/4	Chord	2/4	1	1	1/12		1/8	2/3	4530		articStaccatissimoAbove												
406	404	24229/24	24229/24	0.0	5/12	5/12	Spanner	2/4	1	1	0																27		
406	404	24229/24	24229/24	0.3333333333333333	5/12	5/12	Chord	2/4	1	1	1/12		1/8	2/3	4531												27		
406	404	8063/8	8063/8	0.0	0	0	Spanner	2/4	2	1	0																	165	165
406	404	24197/24	24197/24	0.0	1/12	1/12	Chord	2/4	2	1	0	acciaccatura	1/8	2/3	4532													165	165
406	404	24197/24	24197/24	0.3333333333333333	1/12	1/12	Chord	2/4	2	1	1/12		1/8	2/3	4533		articStaccatissimoAbove											165	165
406	404	24221/24	24221/24	0.0	1/3	1/3	Chord	2/4	2	1	0	acciaccatura	1/8	2/3	4534													165	165
406	404	24221/24	24221/24	0.3333333333333333	1/3	1/3	Chord	2/4	2	1	1/12		1/8	2/3	4535		articStaccatissimoBelow											165	165
407	405	8079/8	8079/8	0.3333333333333333	0	0	Chord	2/4	1	1	1/12		1/8	2/3	4536		articStaccatissimoAbove										27		
407	405	24253/24	24253/24	0.3333333333333333	1/6	1/6	Chord	2/4	1	1	1/12		1/8	2/3	4537												27		
407	405	8087/8	8087/8	0.3333333333333333	1/4	1/4	Chord	2/4	1	1	1/12		1/8	2/3	4538		articStaccatissimoAbove										27		
407	405	24277/24	24277/24	0.3333333333333333	5/12	5/12	Chord	2/4	1	1	1/12		1/8	2/3	4539												27		
407	405	8079/8	8079/8	0.0	0	0	Spanner	2/4	2	1	0																	166	166
407	405	8079/8	8079/8	0.0	0	0	Spanner	2/4	2	1	0																	166	166
407	405	24245/24	24245/24	0.0	1/12	1/12	Chord	2/4	2	1	0	acciaccatura	1/8	2/3	4540													166	166
407	405	24245/24	24245/24	0.3333333333333333	1/12	1/12	Chord	2/4	2	1	1/12		1/8	2/3	4541		articStaccatissimoAbove											166	166
407	405	24269/24	24269/24	0.0	1/3	1/3	Chord	2/4	2	1	0	acciaccatura	1/8	2/3	4542													166	166
407	405	24269/24	24269/24	0.3333333333333333	1/3	1/3	Chord	2/4	2	1	1/12		1/8	2/3	4543		articStaccatissimoBelow											166	166
408	406	8095/8	8095/8	0.3333333333333333	0	0	Chord	2/4	1	1	1/12		1/8	2/3	4544		articStaccatissimoBelow										27		
408	406	24301/24	24301/24	0.3333333333333333	1/6	1/6	Chord	2/4	1	1	1/12		1/8	2/3	4545												27		
408	406	8103/8	8103/8	0.3333333333333333	1/4	1/4	Chord	2/4	1	1	1/12		1/8	2/3	4546		articStaccatissimoBelow										27		
408	406	24325/24	24325/24	0.3333333333333333	5/12	5/12	Chord	2/4	1	1	1/12		1/8	2/3	4547												27		
408	406	8095/8	8095/8	0.0	0	0	Spanner	2/4	2	1	0																		
408	406	8095/8	8095/8	0.0	0	0	Spanner	2/4	2	1	0																	167	167
408	406	24293/24	24293/24	0.0	1/12	1/12	Chord	2/4	2	1	0	acciaccatura	1/8	2/3	4548													167	167
408	406	24293/24	24293/24	0.3333333333333333	1/12	1/12	Chord	2/4	2	1	1/12		1/8	2/3	4549		articStaccatissimoAbove											167	167
408	406	24317/24	24317/24	0.0	1/3	1/3	Chord	2/4	2	1	0	acciaccatura	1/8	2/3	4550													167	167
408	406	24317/24	24317/24	0.3333333333333333	1/3	1/3	Chord	2/4	2	1	1/12		1/8	2/3	4551		articStaccatissimoBelow											167	167
409	407	8111/8	8111/8	0.3333333333333333	0	0	Chord	2/4	1	1	1/12		1/8	2/3	4552		articStaccatissimoBelow										27		
409	407	24341/24	24341/24	0.0	1/12	1/12	Spanner	2/4	1	1	0																		
409	407	24349/24	24349/24	0.3333333333333333	1/6	1/6	Chord	2/4	1	1	1/12		1/8	2/3	4553														
409	407	8119/8	8119/8	0.3333333333333333	1/4	1/4	Chord	2/4	1	1	1/12		1/8	2/3	4554		articMarcatoBelow												
409	407	24373/24	24373/24	0.3333333333333333	5/12	5/12	Chord	2/4	1	1	1/12		1/8	2/3	4555														
409	407	8111/8	8111/8	0.0	0	0	Spanner	2/4	2	1	0																		
409	407	8111/8	8111/8	0.0	0	0	Spanner	2/4	2	1	0																	168	168
409	407	24341/24	24341/24	0.0	1/12	1/12	Chord	2/4	2	1	0	acciaccatura	1/8	2/3	4556													168	168
409	407	24341/24	24341/24	0.3333333333333333	1/12	1/12	Chord	2/4	2	1	1/12		1/8	2/3	4557		articStaccatissimoAbove											168	168
409	407	24365/24	24365/24	0.0	1/3	1/3	Chord	2/4	2	1	0	acciaccatura	1/8	2/3	4558													168	168
409	407	24365/24	24365/24	0.3333333333333333	1/3	1/3	Chord	2/4	2	1	1/12		1/8	2/3	4559		articStaccatissimoAbove											168	168
410	408	8127/8	8127/8	0.3333333333333333	0	0	Chord	2/4	1	1	1/12		1/8	2/3	4560		articStaccatissimoBelow												
410	408	24397/24	24397/24	0.3333333333333333	1/6	1/6	Chord	2/4	1	1	1/12		1/8	2/3	4561														
410	408	8135/8	8135/8	0.3333333333333333	1/4	1/4	Chord	2/4	1	1	1/12		1/8	2/3	4562		articStaccatissimoAbove												
410	408	24421/24	24421/24	0.3333333333333333	5/12	5/12	Chord	2/4	1	1	1/12		1/8	2/3	4563														
410	408	24389/24	24389/24	0.0	1/12	1/12	Chord	2/4	2	1	0	acciaccatura	1/8	2/3	4564													168	168
410	408	24389/24	24389/24	0.3333333333333333	1/12	1/12	Chord	2/4	2	1	1/12		1/8	2/3	4565		articStaccatissimoAbove											168	168
410	408	24413/24	24413/24	0.0	1/3	1/3	Chord	2/4	2	1	0	acciaccatura	1/8	2/3	4566													168	168
410	408	24413/24	24413/24	0.3333333333333333	1/3	1/3	Chord	2/4	2	1	1/12		1/8	2/3	4567		articStaccatissimoBelow											168	168
411	409	8143/8	8143/8	0.3333333333333333	0	0	Chord	2/4	1	1	1/12		1/8	2/3	4568		articStaccatissimoAbove												
411	409	24445/24	24445/24	0.3333333333333333	1/6	1/6	Chord	2/4	1	1	1/12		1/8	2/3	4569														
411	409	8151/8	8151/8	0.3333333333333333	1/4	1/4	Chord	2/4	1	1	1/12		1/8	2/3	4570		articStaccatissimoAbove												
411	409	24469/24	24469/24	0.3333333333333333	5/12	5/12	Chord	2/4	1	1	1/12		1/8	2/3	4571														
411	409	8143/8	8143/8	0.0	0	0	Spanner	2/4	2	1	0																		
411	409	24437/24	24437/24	0.0	1/12	1/12	Chord	2/4	2	1	0	acciaccatura	1/8	2/3	4572														
411	409	24437/24	24437/24	0.3333333333333333	1/12	1/12	Chord	2/4	2	1	1/12		1/8	2/3	4573		articStaccatissimoAbove												
411	409	24461/24	24461/24	0.0	1/3	1/3	Chord	2/4	2	1	0	acciaccatura	1/8	2/3	4574														
411	409	24461/24	24461/24	0.3333333333333333	1/3	1/3	Chord	2/4	2	1	1/12		1/8	2/3	4575		articStaccatissimoAbove												
412	410	8159/8	8159/8	0.3333333333333333	0	0	Chord	2/4	1	1	1/12		1/8	2/3	4576		articStaccatissimoAbove												
412	410	24493/24	24493/24	0.3333333333333333	1/6	1/6	Chord	2/4	1	1	1/12		1/8	2/3	4577														
412	410	8167/8	8167/8	0.3333333333333333	1/4	1/4	Chord	2/4	1	1	1/12		1/8	2/3	4578		articStaccatissimoAbove												
