mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur	decrescendo_hairpin	crescendo_hairpin	Ottava:8va	pedal
32	32	126	126	0.0	1/2	1/2	StaffText	4/4	2	1	0							"<font size=""9.8903""/><font face=""Opus Text Std""/>P"										
32	32	379/3	379/3	0.3333333333333333	7/12	7/12	Chord	4/4	2	1	1/12		1/8	2/3	438													
32	32	380/3	380/3	0.3333333333333333	2/3	2/3	Chord	4/4	2	1	1/12		1/8	2/3	439													
32	32	127	127	0.3333333333333333	3/4	3/4	Chord	4/4	2	1	1/12		1/8	2/3	440													
32	32	382/3	382/3	0.3333333333333333	5/6	5/6	Chord	4/4	2	1	1/12		1/8	2/3	441													
32	32	383/3	383/3	0.3333333333333333	11/12	11/12	Chord	4/4	2	1	1/12		1/8	2/3	442													
33	33	128	128	2.0	0	0	Chord	4/4	1	1	1/2		1/2	1	443		articAccentAbove											
33	33	130	130	0.0	1/2	1/2	Dynamic	4/4	1	1	0					pp												
33	33	130	130	0.25	1/2	1/2	Chord	4/4	1	1	1/16		1/16	1	444													
33	33	521/4	521/4	0.25	9/16	9/16	Chord	4/4	1	1	1/16		1/16	1	445		articStaccatoBelow							35				
33	33	261/2	261/2	0.25	5/8	5/8	Chord	4/4	1	1	1/16		1/16	1	446		articStaccatoBelow							35				
33	33	523/4	523/4	0.25	11/16	11/16	Chord	4/4	1	1	1/16		1/16	1	447		articStaccatoBelow							35				
33	33	131	131	0.25	3/4	3/4	Chord	4/4	1	1	1/16		1/16	1	448		articStaccatoBelow							35				
33	33	525/4	525/4	0.25	13/16	13/16	Chord	4/4	1	1	1/16		1/16	1	449		articStaccatoBelow							35				
33	33	263/2	263/2	0.25	7/8	7/8	Chord	4/4	1	1	1/16		1/16	1	450		articStaccatoBelow							35				
33	33	527/4	527/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16		1/16	1	451		articStaccatoBelow											
33	33	385/3	385/3	0.3333333333333333	1/12	1/12	Chord	4/4	1	2	1/12		1/8	2/3	452													
33	33	386/3	386/3	0.3333333333333333	1/6	1/6	Chord	4/4	1	2	1/12		1/8	2/3	453													
33	33	129	129	0.3333333333333333	1/4	1/4	Chord	4/4	1	2	1/12		1/8	2/3	454													
33	33	388/3	388/3	0.3333333333333333	1/3	1/3	Chord	4/4	1	2	1/12		1/8	2/3	455													
33	33	389/3	389/3	0.3333333333333333	5/12	5/12	Chord	4/4	1	2	1/12		1/8	2/3	456													
33	33	128	128	0.0	0	0	StaffText	4/4	2	1	0							"<font size=""9.8903""/><font face=""Plantin MT Std""/>smorz."										
33	33	128	128	0.0	0	0	Spanner	4/4	2	1	0																	9
33	33	385/3	385/3	0.3333333333333333	1/12	1/12	Chord	4/4	2	1	1/12		1/8	2/3	457													9
33	33	386/3	386/3	0.3333333333333333	1/6	1/6	Chord	4/4	2	1	1/12		1/8	2/3	458													9
33	33	129	129	0.3333333333333333	1/4	1/4	Chord	4/4	2	1	1/12		1/8	2/3	459													9
33	33	388/3	388/3	0.3333333333333333	1/3	1/3	Chord	4/4	2	1	1/12		1/8	2/3	460		articStaccatoAbove											9
33	33	389/3	389/3	0.3333333333333333	5/12	5/12	Chord	4/4	2	1	1/12		1/8	2/3	461		articStaccatoAbove											9
33	33	130	130	0.5	1/2	1/2	Chord	4/4	2	1	1/8		1/8	1	462													9
33	33	261/2	261/2	0.0	5/8	5/8	Spanner	4/4	2	1	0																	
34	34	132	132	2.0	0	0	Chord	4/4	1	1	1/2		1/2	1	463		articTenutoAbove											
34	34	134	134	1.0	1/2	1/2	Chord	4/4	1	1	1/4		1/4	1	464													
34	34	135	135	0.75	3/4	3/4	Chord	4/4	1	1	3/16		1/8	3/2	465		articTenutoAbove											
34	34	543/4	543/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16		1/16	1	466													
34	34	397/3	397/3	0.3333333333333333	1/12	1/12	Chord	4/4	1	2	1/12		1/8	2/3	467													
34	34	398/3	398/3	0.3333333333333333	1/6	1/6	Chord	4/4	1	2	1/12		1/8	2/3	468													
34	34	133	133	0.3333333333333333	1/4	1/4	Chord	4/4	1	2	1/12		1/8	2/3	469													
34	34	400/3	400/3	0.3333333333333333	1/3	1/3	Chord	4/4	1	2	1/12		1/8	2/3	470													
34	34	401/3	401/3	0.3333333333333333	5/12	5/12	Chord	4/4	1	2	1/12		1/8	2/3	471													
34	34	403/3	403/3	0.3333333333333333	7/12	7/12	Chord	4/4	1	2	1/12		1/8	2/3	472													
34	34	404/3	404/3	0.3333333333333333	2/3	2/3	Chord	4/4	1	2	1/12		1/8	2/3	473													
34	34	135	135	0.3333333333333333	3/4	3/4	Chord	4/4	1	2	1/12		1/8	2/3	474													
34	34	406/3	406/3	0.3333333333333333	5/6	5/6	Chord	4/4	1	2	1/12		1/8	2/3	475													
34	34	407/3	407/3	0.3333333333333333	11/12	11/12	Chord	4/4	1	2	1/12		1/8	2/3	476													
34	34	132	132	0.0	0	0	StaffText	4/4	2	1	0							"<font size=""9.8903""/><font face=""Opus Text Std""/>P"										
34	34	397/3	397/3	0.3333333333333333	1/12	1/12	Chord	4/4	2	1	1/12		1/8	2/3	477													
34	34	398/3	398/3	0.3333333333333333	1/6	1/6	Chord	4/4	2	1	1/12		1/8	2/3	478													
34	34	133	133	0.3333333333333333	1/4	1/4	Chord	4/4	2	1	1/12		1/8	2/3	479													
34	34	400/3	400/3	0.3333333333333333	1/3	1/3	Chord	4/4	2	1	1/12		1/8	2/3	480													
34	34	401/3	401/3	0.3333333333333333	5/12	5/12	Chord	4/4	2	1	1/12		1/8	2/3	481													
34	34	134	134	0.0	1/2	1/2	StaffText	4/4	2	1	0							"<font size=""9.8903""/><font face=""Opus Text Std""/>P"										
34	34	403/3	403/3	0.3333333333333333	7/12	7/12	Chord	4/4	2	1	1/12		1/8	2/3	482													
34	34	404/3	404/3	0.3333333333333333	2/3	2/3	Chord	4/4	2	1	1/12		1/8	2/3	483													
34	34	135	135	0.3333333333333333	3/4	3/4	Chord	4/4	2	1	1/12		1/8	2/3	484													
34	34	406/3	406/3	0.3333333333333333	5/6	5/6	Chord	4/4	2	1	1/12		1/8	2/3	485													
34	34	407/3	407/3	0.3333333333333333	11/12	11/12	Chord	4/4	2	1	1/12		1/8	2/3	486													
35	35	136	136	2.0	0	0	Chord	4/4	1	1	1/2		1/2	1	487		articTenutoAbove											
35	35	138	138	1.75	1/2	1/2	Chord	4/4	1	1	7/16		1/4	7/4	488		articAccentAbove											
35	35	415/3	415/3	0.0	7/12	7/12	Spanner	4/4	1	1	0															1		
35	35	419/3	419/3	0.0	11/12	11/12	Spanner	4/4	1	1	0																	
35	35	559/4	559/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16		1/16	1	489													
35	35	409/3	409/3	0.3333333333333333	1/12	1/12	Chord	4/4	1	2	1/12		1/8	2/3	490									36				
35	35	410/3	410/3	0.3333333333333333	1/6	1/6	Chord	4/4	1	2	1/12		1/8	2/3	491									36				
35	35	137	137	0.3333333333333333	1/4	1/4	Chord	4/4	1	2	1/12		1/8	2/3	492									36				
35	35	412/3	412/3	0.3333333333333333	1/3	1/3	Chord	4/4	1	2	1/12		1/8	2/3	493									36				
35	35	413/3	413/3	0.3333333333333333	5/12	5/12	Chord	4/4	1	2	1/12		1/8	2/3	494													
35	35	415/3	415/3	0.3333333333333333	7/12	7/12	Chord	4/4	1	2	1/12		1/8	2/3	495									37				
35	35	416/3	416/3	0.3333333333333333	2/3	2/3	Chord	4/4	1	2	1/12		1/8	2/3	496									37				
35	35	139	139	0.3333333333333333	3/4	3/4	Chord	4/4	1	2	1/12		1/8	2/3	497									37				
35	35	418/3	418/3	0.3333333333333333	5/6	5/6	Chord	4/4	1	2	1/12		1/8	2/3	498									37				
35	35	419/3	419/3	0.3333333333333333	11/12	11/12	Chord	4/4	1	2	1/12		1/8	2/3	499													
35	35	136	136	0.0	0	0	StaffText	4/4	2	1	0							"<font size=""9.8903""/><font face=""Opus Text Std""/>P"										
35	35	137	137	0.5	1/4	1/4	Chord	4/4	2	1	1/8		1/8	1	500		articStaccatoBelow											
35	35	138	138	0.0	1/2	1/2	StaffText	4/4	2	1	0							"<font size=""9.8903""/><font face=""Opus Text Std""/>P"										
35	35	139	139	0.0	3/4	3/4	Chord	4/4	2	1	0	grace16	1/16	1	501													
35	35	139	139	0.0	3/4	3/4	Chord	4/4	2	1	0	grace16	1/16	1	502													
35	35	139	139	0.5	3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	503		articStaccatoAbove											
36	36	140	140	2.0	0	0	Chord	4/4	1	1	1/2		1/2	1	504		articAccentAbove											
36	36	142	142	1.75	1/2	1/2	Chord	4/4	1	1	7/16		1/4	7/4	505		articAccentAbove											
36	36	575/4	575/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16		1/16	1	506													
36	36	421/3	421/3	0.3333333333333333	1/12	1/12	Chord	4/4	1	2	1/12		1/8	2/3	507									38				
36	36	422/3	422/3	0.3333333333333333	1/6	1/6	Chord	4/4	1	2	1/12		1/8	2/3	508									38				
36	36	141	141	0.3333333333333333	1/4	1/4	Chord	4/4	1	2	1/12		1/8	2/3	509									38				
36	36	424/3	424/3	0.3333333333333333	1/3	1/3	Chord	4/4	1	2	1/12		1/8	2/3	510									38				
36	36	425/3	425/3	0.3333333333333333	5/12	5/12	Chord	4/4	1	2	1/12		1/8	2/3	511													
36	36	427/3	427/3	0.3333333333333333	7/12	7/12	Chord	4/4	1	2	1/12		1/8	2/3	512									39				
36	36	428/3	428/3	0.3333333333333333	2/3	2/3	Chord	4/4	1	2	1/12		1/8	2/3	513									39				
36	36	143	143	0.3333333333333333	3/4	3/4	Chord	4/4	1	2	1/12		1/8	2/3	514									39				
36	36	430/3	430/3	0.3333333333333333	5/6	5/6	Chord	4/4	1	2	1/12		1/8	2/3	515									39				
36	36	431/3	431/3	0.3333333333333333	11/12	11/12	Chord	4/4	1	2	1/12		1/8	2/3	516													
36	36	140	140	0.0	0	0	StaffText	4/4	2	1	0							"<font size=""9.8903""/><font face=""Opus Text Std""/>P"										
36	36	141	141	0.5	1/4	1/4	Chord	4/4	2	1	1/8		1/8	1	517		articStaccatoBelow											
36	36	142	142	0.0	1/2	1/2	StaffText	4/4	2	1	0							"<font size=""9.8903""/><font face=""Opus Text Std""/>P"										
36	36	143	143	0.0	3/4	3/4	Chord	4/4	2	1	0	grace16	1/16	1	518													
36	36	143	143	0.0	3/4	3/4	Chord	4/4	2	1	0	grace16	1/16	1	519													
36	36	143	143	0.5	3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	520		articStaccatoAbove											
37	37	144	144	4.0	0	0	Chord	4/4	1	1	1		1	1	521		articMarcatoAbove											
37	37	434/3	434/3	0.3333333333333333	1/6	1/6	Chord	4/4	1	2	1/12		1/8	2/3	522									40				
37	37	145	145	0.3333333333333333	1/4	1/4	Chord	4/4	1	2	1/12		1/8	2/3	523													
37	37	436/3	436/3	0.3333333333333333	1/3	1/3	Chord	4/4	1	2	1/12		1/8	2/3	524									41				
37	37	437/3	437/3	0.3333333333333333	5/12	5/12	Chord	4/4	1	2	1/12		1/8	2/3	525													
37	37	146	146	0.3333333333333333	1/2	1/2	Chord	4/4	1	2	1/12		1/8	2/3	526									42				
37	37	439/3	439/3	0.3333333333333333	7/12	7/12	Chord	4/4	1	2	1/12		1/8	2/3	527													
37	37	440/3	440/3	0.3333333333333333	2/3	2/3	Chord	4/4	1	2	1/12		1/8	2/3	528									43				
37	37	147	147	0.3333333333333333	3/4	3/4	Chord	4/4	1	2	1/12		1/8	2/3	529													
37	37	442/3	442/3	0.3333333333333333	5/6	5/6	Chord	4/4	1	2	1/12		1/8	2/3	530									44				
37	37	443/3	443/3	0.3333333333333333	11/12	11/12	Chord	4/4	1	2	1/12		1/8	2/3	531													
37	37	144	144	0.0	0	0	StaffText	4/4	2	1	0							"<font size=""9.8903""/><font face=""Opus Text Std""/>P"										
37	37	434/3	434/3	0.0	1/6	1/6	Dynamic	4/4	2	1	0					ff												
37	37	434/3	434/3	0.3333333333333333	1/6	1/6	Chord	4/4	2	1	1/12		1/8	2/3	532													
37	37	145	145	0.3333333333333333	1/4	1/4	Chord	4/4	2	1	1/12		1/8	2/3	533													
37	37	436/3	436/3	0.3333333333333333	1/3	1/3	Chord	4/4	2	1	1/12		1/8	2/3	534													
37	37	437/3	437/3	0.3333333333333333	5/12	5/12	Chord	4/4	2	1	1/12		1/8	2/3	535													
37	37	146	146	0.3333333333333333	1/2	1/2	Chord	4/4	2	1	1/12		1/8	2/3	536													
37	37	439/3	439/3	0.3333333333333333	7/12	7/12	Chord	4/4	2	1	1/12		1/8	2/3	537													
37	37	440/3	440/3	0.3333333333333333	2/3	2/3	Chord	4/4	2	1	1/12		1/8	2/3	538													
37	37	147	147	0.3333333333333333	3/4	3/4	Chord	4/4	2	1	1/12		1/8	2/3	539													
37	37	442/3	442/3	0.3333333333333333	5/6	5/6	Chord	4/4	2	1	1/12		1/8	2/3	540													
37	37	443/3	443/3	0.3333333333333333	11/12	11/12	Chord	4/4	2	1	1/12		1/8	2/3	541													
37	37	144	144	1.0	0	0	Chord	4/4	2	2	1/4		1/4	1	542		articMarcatoBelow											
38	38	148	148	0.3333333333333333	0	0	Chord	4/4	1	1	1/12		1/8	2/3	543									45				
38	38	445/3	445/3	0.3333333333333333	1/12	1/12	Chord	4/4	1	1	1/12		1/8	2/3	544													
38	38	446/3	446/3	0.3333333333333333	1/6	1/6	Chord	4/4	1	1	1/12		1/8	2/3	545		articStaccatoAbove											
38	38	599/4	599/4	0.0	7/16	7/16	Dynamic	4/4	1	1	0					f												
38	38	599/4	599/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16		1/16	1	546													
38	38	150	150	0.0	1/2	1/2	Chord	4/4	1	1	0	grace16	1/16	2/3	547									46				
38	38	150	150	0.0	1/2	1/2	Chord	4/4	1	1	0	grace16	1/16	2/3	548									46				
38	38	150	150	0.6666666666666666	1/2	1/2	Chord	4/4	1	1	1/6		1/4	2/3	549									46				
38	38	452/3	452/3	1.1666666666666667	2/3	2/3	Chord	4/4	1	1	7/24		1/4	7/6	550									46				
38	38	911/6	911/6	0.16666666666666666	23/24	23/24	Chord	4/4	1	1	1/24		1/16	2/3	551													
38	38	148	148	0.3333333333333333	0	0	Chord	4/4	2	1	1/12		1/8	2/3	552													
38	38	445/3	445/3	0.3333333333333333	1/12	1/12	Chord	4/4	2	1	1/12		1/8	2/3	553													
38	38	150	150	0.0	1/2	1/2	StaffText	4/4	2	1	0							"<font size=""9.8903""/><font face=""Plantin MT Std""/>vibrato"										
38	38	150	150	0.0	1/2	1/2	StaffText	4/4	2	1	0							"<font size=""9.8903""/><font face=""Opus Text Std""/>P"										
38	38	150	150	1.0	1/2	1/2	Chord	4/4	2	1	1/4		1/4	1	554													
39	39	152	152	2.0	0	0	Chord	4/4	1	1	1/2		1/2	1	555													
39	39	152	152	0.0	0	0	StaffText	4/4	2	1	0							"<font size=""9.8903""/><font face=""Opus Text Std""/>P"										
39	39	457/3	457/3	0.3333333333333333	1/12	1/12	Chord	4/4	2	1	1/12		1/8	2/3	556													
39	39	458/3	458/3	0.3333333333333333	1/6	1/6	Chord	4/4	2	1	1/12		1/8	2/3	557													
39	39	153	153	0.3333333333333333	1/4	1/4	Chord	4/4	2	1	1/12		1/8	2/3	558													
39	39	460/3	460/3	0.3333333333333333	1/3	1/3	Chord	4/4	2	1	1/12		1/8	2/3	559													
39	39	461/3	461/3	0.3333333333333333	5/12	5/12	Chord	4/4	2	1	1/12		1/8	2/3	560													
39	39	154	154	0.3333333333333333	1/2	1/2	Chord	4/4	2	1	1/12		1/8	2/3	561													
39	39	463/3	463/3	0.3333333333333333	7/12	7/12	Chord	4/4	2	1	1/12		1/8	2/3	562													
39	39	464/3	464/3	0.3333333333333333	2/3	2/3	Chord	4/4	2	1	1/12		1/8	2/3	563													
39	39	155	155	0.3333333333333333	3/4	3/4	Chord	4/4	2	1	1/12		1/8	2/3	564													
39	39	466/3	466/3	0.3333333333333333	5/6	5/6	Chord	4/4	2	1	1/12		1/8	2/3	565													
39	39	467/3	467/3	0.3333333333333333	11/12	11/12	Chord	4/4	2	1	1/12		1/8	2/3	566													
40	40	313/2	313/2	0.0	1/8	1/8	Spanner	4/4	1	1	0														2			
40	40	313/2	313/2	0.5	1/8	1/8	Chord	4/4	1	1	1/8		1/8	1	567		articStaccatoAbove							47	2			
40	40	157	157	0.5	1/4	1/4	Chord	4/4	1	1	1/8		1/8	1	568		articStaccatoAbove							47	2			
40	40	315/2	315/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8		1/8	1	569		articStaccatoAbove							47	2			
40	40	158	158	0.5	1/2	1/2	Chord	4/4	1	1	1/8		1/8	1	570		articStaccatoAbove							47	2			
40	40	317/2	317/2	0.5	5/8	5/8	Chord	4/4	1	1	1/8		1/8	1	571		articStaccatoAbove							47	2			
40	40	159	159	0.5	3/4	3/4	Chord	4/4	1	1	1/8		1/8	1	572		articStaccatoAbove							47	2			
40	40	319/2	319/2	0.0	7/8	7/8	StaffText	4/4	1	1	0							 = 										
40	40	319/2	319/2	0.0	7/8	7/8	Spanner	4/4	1	1	0																	
40	40	319/2	319/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	573		articStaccatoAbove											
40	40	156	156	0.5	0	0	Chord	4/4	2	1	1/8		1/8	1	574													
40	40	313/2	313/2	0.0	1/8	1/8	StaffText	4/4	2	1	0							"<font size=""9.8903""/><font face=""Plantin MT Std""/>una corda"										
41	41	160	160	0.0	0	0	Dynamic	4/4	1	1	0					ppp												
41	41	160	160	0.0	0	0	Spanner	4/4	1	1	0																1	
41	41	160	160	1.5	0	0	Chord	4/4	1	1	3/8		1/4	3/2	575												1	
41	41	323/2	323/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8		1/8	1	576												1	
41	41	162	162	0.3333333333333333	1/2	1/2	Chord	4/4	1	1	1/12		1/8	2/3	577									48			1	
41	41	487/3	487/3	0.3333333333333333	7/12	7/12	Chord	4/4	1	1	1/12		1/8	2/3	578									48			1	
41	41	488/3	488/3	0.3333333333333333	2/3	2/3	Chord	4/4	1	1	1/12		1/8	2/3	579									48			1	
41	41	163	163	0.3333333333333333	3/4	3/4	Chord	4/4	1	1	1/12		1/8	2/3	580									48			1	
41	41	490/3	490/3	0.3333333333333333	5/6	5/6	Chord	4/4	1	1	1/12		1/8	2/3	581									48			1	
41	41	491/3	491/3	0.3333333333333333	11/12	11/12	Chord	4/4	1	1	1/12		1/8	2/3	582												1	
41	41	161	161	0.5	1/4	1/4	Chord	4/4	1	2	1/8		1/8	1	583												1	
41	41	163	163	0.5	3/4	3/4	Chord	4/4	1	2	1/8		1/8	1	584												1	
41	41	160	160	0.0	0	0	StaffText	4/4	2	1	0							"<font size=""9.8903""/><font face=""Opus Text Std""/>P"										
41	41	161	161	0.5	1/4	1/4	Chord	4/4	2	1	1/8		1/8	1	585													
41	41	162	162	0.0	1/2	1/2	StaffText	4/4	2	1	0							"<font size=""9.8903""/><font face=""Opus Text Std""/>P"										
41	41	163	163	0.5	3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	586													
42	42	164	164	0.3333333333333333	0	0	Chord	4/4	1	1	1/12		1/8	2/3	587									49			1	
42	42	493/3	493/3	0.3333333333333333	1/12	1/12	Chord	4/4	1	1	1/12		1/8	2/3	588									49			1	
42	42	494/3	494/3	0.3333333333333333	1/6	1/6	Chord	4/4	1	1	1/12		1/8	2/3	589									49			1	
42	42	165	165	1.0	1/4	1/4	Chord	4/4	1	1	1/4		1/4	1	590												1	
42	42	499/3	499/3	0.3333333333333333	7/12	7/12	Chord	4/4	1	1	1/12		1/8	2/3	591									50			1	
42	42	500/3	500/3	0.3333333333333333	2/3	2/3	Chord	4/4	1	1	1/12		1/8	2/3	592									50			1	
42	42	167	167	0.3333333333333333	3/4	3/4	Chord	4/4	1	1	1/12		1/8	2/3	593									50			1	
42	42	502/3	502/3	0.3333333333333333	5/6	5/6	Chord	4/4	1	1	1/12		1/8	2/3	594									50			1	
42	42	503/3	503/3	0.3333333333333333	11/12	11/12	Chord	4/4	1	1	1/12		1/8	2/3	595												1	
42	42	164	164	0.0	0	0	StaffText	4/4	2	1	0							"<font size=""9.8903""/><font face=""Opus Text Std""/>P"										
42	42	165	165	0.3333333333333333	1/4	1/4	Chord	4/4	2	1	1/12		1/8	2/3	596													
42	42	496/3	496/3	0.3333333333333333	1/3	1/3	Chord	4/4	2	1	1/12		1/8	2/3	597													
42	42	497/3	497/3	0.3333333333333333	5/12	5/12	Chord	4/4	2	1	1/12		1/8	2/3	598													
42	42	166	166	0.5	1/2	1/2	Chord	4/4	2	1	1/8		1/8	1	599													
42	42	165	165	0.5	1/4	1/4	Chord	4/4	2	2	1/8		1/8	1	600													
43	43	168	168	1.0	0	0	Chord	4/4	1	1	1/4		1/4	1	601									51			1	
43	43	169	169	1.0	1/4	1/4	Chord	4/4	1	1	1/4		1/4	1	602												1	
43	43	511/3	511/3	0.3333333333333333	7/12	7/12	Chord	4/4	1	1	1/12		1/8	2/3	603									52			1	
43	43	512/3	512/3	0.3333333333333333	2/3	2/3	Chord	4/4	1	1	1/12		1/8	2/3	604									52			1	
43	43	171	171	0.3333333333333333	3/4	3/4	Chord	4/4	1	1	1/12		1/8	2/3	605									52			1	
43	43	514/3	514/3	0.3333333333333333	5/6	5/6	Chord	4/4	1	1	1/12		1/8	2/3	606									52			1	
43	43	515/3	515/3	0.3333333333333333	11/12	11/12	Chord	4/4	1	1	1/12		1/8	2/3	607												1	
43	43	168	168	0.0	0	0	Spanner	4/4	2	1	0																	10
43	43	169	169	0.3333333333333333	1/4	1/4	Chord	4/4	2	1	1/12		1/8	2/3	608													10
43	43	508/3	508/3	0.3333333333333333	1/3	1/3	Chord	4/4	2	1	1/12		1/8	2/3	609													10
43	43	509/3	509/3	0.3333333333333333	5/12	5/12	Chord	4/4	2	1	1/12		1/8	2/3	610													10
43	43	170	170	0.5	1/2	1/2	Chord	4/4	2	1	1/8		1/8	1	611													10
43	43	341/2	341/2	0.0	5/8	5/8	Spanner	4/4	2	1	0																	
43	43	171	171	0.5	3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	612													
44	44	172	172	2.0	0	0	Chord	4/4	1	1	1/2		1/2	1	613									53			1	
44	44	174	174	0.5	1/2	1/2	Chord	4/4	1	1	1/8		1/8	1	614												1	
44	44	349/2	349/2	0.0	5/8	5/8	Spanner	4/4	1	1	0																	
44	44	174	174	0.5	1/2	1/2	Chord	4/4	1	2	1/8		1/8	1	615													
44	44	172	172	0.0	0	0	Spanner	4/4	2	1	0																	
44	44	172	172	0.0	0	0	Spanner	4/4	2	1	0																	
44	44	517/3	517/3	0.3333333333333333	1/12	1/12	Chord	4/4	2	1	1/12		1/8	2/3	616													
44	44	518/3	518/3	0.3333333333333333	1/6	1/6	Chord	4/4	2	1	1/12		1/8	2/3	617													
44	44	173	173	0.3333333333333333	1/4	1/4	Chord	4/4	2	1	1/12		1/8	2/3	618													
44	44	520/3	520/3	0.3333333333333333	1/3	1/3	Chord	4/4	2	1	1/12		1/8	2/3	619													
44	44	521/3	521/3	0.3333333333333333	5/12	5/12	Chord	4/4	2	1	1/12		1/8	2/3	620													
44	44	174	174	0.5	1/2	1/2	Chord	4/4	2	1	1/8		1/8	1	621		articStaccatoAbove											
44	44	175	175	0.75	3/4	3/4	Chord	4/4	2	1	3/16		1/8	3/2	622													
44	44	703/4	703/4	0.25	15/16	15/16	Chord	4/4	2	1	1/16		1/16	1	623													
45	45	176	176	0.0	0	0	Dynamic	4/4	1	1	0					ppp												
45	45	529/3	529/3	0.3333333333333333	1/12	1/12	Chord	4/4	1	1	1/12		1/8	2/3	624		articStaccatoAbove							54				
45	45	530/3	530/3	0.3333333333333333	1/6	1/6	Chord	4/4	1	1	1/12		1/8	2/3	625		articStaccatoAbove							54				
45	45	177	177	0.3333333333333333	1/4	1/4	Chord	4/4	1	1	1/12		1/8	2/3	626		articStaccatoAbove							54				
45	45	532/3	532/3	0.3333333333333333	1/3	1/3	Chord	4/4	1	1	1/12		1/8	2/3	627		articStaccatoAbove											
45	45	535/3	535/3	0.3333333333333333	7/12	7/12	Chord	4/4	1	1	1/12		1/8	2/3	628		articStaccatoAbove							55				
45	45	536/3	536/3	0.3333333333333333	2/3	2/3	Chord	4/4	1	1	1/12		1/8	2/3	629		articStaccatoAbove							55				
45	45	179	179	0.3333333333333333	3/4	3/4	Chord	4/4	1	1	1/12		1/8	2/3	630		articStaccatoAbove							55				
45	45	538/3	538/3	0.3333333333333333	5/6	5/6	Chord	4/4	1	1	1/12		1/8	2/3	631		articStaccatoAbove											
45	45	176	176	0.0	0	0	StaffText	4/4	2	1	0							"<font size=""9.8903""/><font face=""Opus Text Std""/>P"										
45	45	176	176	0.0	0	0	StaffText	4/4	2	1	0							"<font size=""9.8903""/><font face=""Plantin MT Std""/>il canto espressivo ed accentuato"										
45	45	176	176	2.0	0	0	Chord	4/4	2	1	1/2		1/2	1	632													
45	45	178	178	0.0	1/2	1/2	StaffText	4/4	2	1	0							"<font size=""9.8903""/><font face=""Opus Text Std""/>P"										
45	45	178	178	0.5	1/2	1/2	Chord	4/4	2	1	1/8		1/8	1	633													
45	45	357/2	357/2	1.0	5/8	5/8	Chord	4/4	2	1	1/4		1/4	1	634													
45	45	359/2	359/2	0.0	7/8	7/8	Spanner	4/4	2	1	0															2		
45	45	359/2	359/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8		1/8	1	635											2		
45	45	176	176	0.5	0	0	Chord	4/4	2	2	1/8		1/8	1	636											2		
45	45	178	178	0.5	1/2	1/2	Chord	4/4	2	2	1/8		1/8	1	637											2		
46	46	541/3	541/3	0.3333333333333333	1/12	1/12	Chord	4/4	1	1	1/12		1/8	2/3	638									56				
46	46	542/3	542/3	0.3333333333333333	1/6	1/6	Chord	4/4	1	1	1/12		1/8	2/3	639		articStaccatoAbove							56				
46	46	181	181	0.3333333333333333	1/4	1/4	Chord	4/4	1	1	1/12		1/8	2/3	640		articStaccatoAbove							56				
46	46	544/3	544/3	0.3333333333333333	1/3	1/3	Chord	4/4	1	1	1/12		1/8	2/3	641		articStaccatoAbove											
46	46	180	180	0.0	0	0	StaffText	4/4	2	1	0							"<font size=""9.8903""/><font face=""Opus Text Std""/>P"										
46	46	180	180	0.0	0	0	Spanner	4/4	2	1	0																	
46	46	180	180	3.0	0	0	Chord	4/4	2	1	3/4		1/2	3/2	642													
46	46	183	183	1.0	3/4	3/4	Chord	4/4	2	1	1/4		1/4	1	643													
46	46	180	180	0.5	0	0	Chord	4/4	2	2	1/8		1/8	1	644													
47	47	553/3	553/3	0.3333333333333333	1/12	1/12	Chord	4/4	1	1	1/12		1/8	2/3	645									57				
47	47	554/3	554/3	0.3333333333333333	1/6	1/6	Chord	4/4	1	1	1/12		1/8	2/3	646		articStaccatoAbove							57				
47	47	185	185	0.3333333333333333	1/4	1/4	Chord	4/4	1	1	1/12		1/8	2/3	647		articStaccatoAbove							57				
47	47	556/3	556/3	0.3333333333333333	1/3	1/3	Chord	4/4	1	1	1/12		1/8	2/3	648		articStaccatoAbove											
47	47	559/3	559/3	0.3333333333333333	7/12	7/12	Chord	4/4	1	1	1/12		1/8	2/3	649		articStaccatoBelow							58				
47	47	560/3	560/3	0.3333333333333333	2/3	2/3	Chord	4/4	1	1	1/12		1/8	2/3	650		articStaccatoBelow							58				
