mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	timesig	staff	voice	label	globalkey	localkey	pedal	chord	special	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
1	1	0	0	4.0	0	0	4/4	2	1	e.i{	e	i		i		i						{	m	1	1	0, -3, 1		0	0
2	2	4	4	1.0	0	0	4/4	2	1	viio/V	e	i		viio/V		vii	o			V			o	1	1	6, 3, 0		6	6
2	2	5	5	3.0	1/4	1/4	4/4	2	1	i	e	i		i		i							m	1	1	0, -3, 1		0	0
3	3	8	8	2.0	0	0	4/4	2	1	V	e	i		V		V							M	1	1	1, 5, 2		1	1
3	3	10	10	4.0	1/2	1/2	4/4	2	1	i	e	i		i		i							m	1	1	0, -3, 1		0	0
4	4	14	14	1.0	1/2	1/2	4/4	2	1	viio/V	e	i		viio/V		vii	o			V			o	1	1	6, 3, 0		6	6
4	4	15	15	3.0	3/4	3/4	4/4	2	1	i	e	i		i		i							m	1	1	0, -3, 1		0	0
5	5	18	18	2.0	1/2	1/2	4/4	2	1	V|HC}	e	i		V		V					HC	}	M	1	1	1, 5, 2		1	1
6	6	20	20	0.5	0	0	4/4	2	1	V[V{	e	i	V	V		V						{	M	1	1	1, 5, 2		1	1
6	6	41/2	41/2	0.5	1/8	1/8	4/4	2	1	i	e	i	V	i		i							m	1	1	0, -3, 1		0	0
6	6	21	21	0.5	1/4	1/4	4/4	2	1	V	e	i	V	V		V							M	1	1	1, 5, 2		1	1
6	6	43/2	43/2	0.5	3/8	3/8	4/4	2	1	i	e	i	V	i		i							m	1	1	0, -3, 1		0	0
6	6	22	22	0.5	1/2	1/2	4/4	2	1	V	e	i	V	V		V							M	1	1	1, 5, 2		1	1
6	6	45/2	45/2	0.5	5/8	5/8	4/4	2	1	i	e	i	V	i		i							m	1	1	0, -3, 1		0	0
6	6	23	23	0.5	3/4	3/4	4/4	2	1	V	e	i	V	V		V							M	1	1	1, 5, 2		1	1
6	6	47/2	47/2	0.5	7/8	7/8	4/4	2	1	i	e	i	V	i		i							m	1	1	0, -3, 1		0	0
7	7	24	24	0.5	0	0	4/4	2	1	V	e	i	V	V		V							M	1	1	1, 5, 2		1	1
7	7	49/2	49/2	0.5	1/8	1/8	4/4	2	1	i	e	i	V	i		i							m	1	1	0, -3, 1		0	0
7	7	25	25	0.5	1/4	1/4	4/4	2	1	V	e	i	V	V		V							M	1	1	1, 5, 2		1	1
7	7	51/2	51/2	0.5	3/8	3/8	4/4	2	1	i]	e	i	V	i		i							m	1	1	0, -3, 1		0	0
7	7	26	26	2.0	1/2	1/2	4/4	2	1	V6|HC}	e	i		V6		V		6			HC	}	M	1	1	5, 2, 1		1	5
8	8	28	28	0.6666666666666679	0	0	4/4	2	1	ii[V7/V{	e	i	ii	V7/V		V		7		V		{	Mm7	1	1	2, 6, 3, 0		2	2
8	8	86/3	86/3	0.33333333333333215	1/6	1/6	4/4	2	1	V6	e	i	ii	V6		V		6					M	1	1	5, 2, 1		1	5
8	8	29	29	0.6666666666666679	1/4	1/4	4/4	2	1	V(b6)/V	e	i	ii	V(b6)/V		V			b6	V			M	1	1	2, 6, -2		2	2
8	8	89/3	89/3	0.33333333333333215	5/12	5/12	4/4	2	1	V(9)	e	i	ii	V(9)		V			9				M	1	1	1, 5, 2	-4	1	1
8	8	30	30	1.0	1/2	1/2	4/4	2	1	V(b5)/V]	e	i	ii	V(b5)/V		V			b5	V			M	1	1	2, 6, -4		2	2
8	8	31	31	1.0	3/4	3/4	4/4	2	1	i6	e	i		i6		i		6					m	1	1	-3, 1, 0		0	-3
9	9	32	32	0.6666666666666643	0	0	4/4	2	1	ii[V7/V	e	i	ii	V7/V		V		7		V			Mm7	1	1	2, 6, 3, 0		2	2
9	9	98/3	98/3	0.3333333333333357	1/6	1/6	4/4	2	1	V6	e	i	ii	V6		V		6					M	1	1	5, 2, 1		1	5
9	9	33	33	0.6666666666666643	1/4	1/4	4/4	2	1	V(b6)/V	e	i	ii	V(b6)/V		V			b6	V			M	1	1	2, 6, -2		2	2
9	9	101/3	101/3	0.3333333333333357	5/12	5/12	4/4	2	1	V(9)	e	i	ii	V(9)		V			9				M	1	1	1, 5, 2	-4	1	1
9	9	34	34	1.0	1/2	1/2	4/4	2	1	V(b5)/V]	e	i	ii	V(b5)/V		V			b5	V			M	1	1	2, 6, -4		2	2
9	9	35	35	1.0	3/4	3/4	4/4	2	1	i6	e	i		i6		i		6					m	1	1	-3, 1, 0		0	-3
10	10	36	36	1.0	0	0	4/4	2	1	V6	e	i		V6		V		6					M	1	1	5, 2, 1		1	5
10	10	37	37	1.0	1/4	1/4	4/4	2	1	i	e	i		i		i							m	1	1	0, -3, 1		0	0
10	10	38	38	1.0	1/2	1/2	4/4	2	1	V64	e	i		V64		V		64					M	1	1	2, 1, 5		1	2
10	10	39	39	1.0	3/4	3/4	4/4	2	1	i6	e	i		i6		i		6					m	1	1	-3, 1, 0		0	-3
11	11	40	40	1.0	0	0	4/4	2	1	V6	e	i		V6		V		6					M	1	1	5, 2, 1		1	5
11	11	41	41	1.0	1/4	1/4	4/4	2	1	i	e	i		i		i							m	1	1	0, -3, 1		0	0
11	11	42	42	1.0	1/2	1/2	4/4	2	1	V64	e	i		V64		V		64					M	1	1	2, 1, 5		1	2
11	11	43	43	1.0	3/4	3/4	4/4	2	1	i6	e	i		i6		i		6					m	1	1	-3, 1, 0		0	-3
12	12	44	44	1.0	0	0	4/4	2	1	V6	e	i		V6		V		6					M	1	1	5, 2, 1		1	5
12	12	45	45	0.5	1/4	1/4	4/4	2	1	i	e	i		i		i							m	1	1	0, -3, 1		0	0
12	12	91/2	91/2	0.5	3/8	3/8	4/4	2	1	i6	e	i		i6		i		6					m	1	1	-3, 1, 0		0	-3
12	12	46	46	0.5	1/2	1/2	4/4	2	1	VI[V64	e	i	VI	V64		V		64					M	1	1	2, 1, 5		1	2
12	12	93/2	93/2	0.5	5/8	5/8	4/4	2	1	i6	e	i	VI	i6		i		6					m	1	1	-3, 1, 0		0	-3
12	12	47	47	0.5	3/4	3/4	4/4	2	1	V6	e	i	VI	V6		V		6					M	1	1	5, 2, 1		1	5
12	12	95/2	95/2	0.5	7/8	7/8	4/4	2	1	i]	e	i	VI	i		i							m	1	1	0, -3, 1		0	0
13	13	48	48	1.0	0	0	4/4	2	1	V6	e	i		V6		V		6					M	1	1	5, 2, 1		1	5
13	13	49	49	0.5	1/4	1/4	4/4	2	1	i	e	i		i		i							m	1	1	0, -3, 1		0	0
