mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	timesig	staff	voice	label	alt_label	globalkey	localkey	pedal	chord	special	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
1	1	0	0	27.0	0	0	6/8	2	1	g.#viio2{		g	i		#viio2		#vii	o	2				{	o7	1	1	-4, 5, 2, -1		5	-4
10	10	27	27	9.75	0	0	6/8	2	1	#viio		g	i		#viio		#vii	o						o	1	1	5, 2, -1		5	5
13	13	147/4	147/4	1.5	3/16	3/16	6/8	2	1	V[V		g	i	V	V		V							M	1	1	1, 5, 2		1	1
13	13	153/4	153/4	0.75	9/16	9/16	6/8	2	1	VI6		g	i	V	VI6		VI		6					M	1	1	0, -3, -4		-4	0
14	14	39	39	2.25	0	0	6/8	2	1	V7		g	i	V	V7		V		7					Mm7	1	1	1, 5, 2, -1		1	1
14	14	165/4	165/4	1.5	9/16	9/16	6/8	2	1	III6		g	i	V	III6		III		6					M	1	1	1, -2, -3		-3	1
15	15	171/4	171/4	1.5	3/16	3/16	6/8	2	1	iio6		g	i	V	iio6		ii	o	6					o	1	1	-1, -4, 2		2	-1
15	15	177/4	177/4	0.75	9/16	9/16	6/8	2	1	i6		g	i	V	i6		i		6					m	1	1	-3, 1, 0		0	-3
16	16	45	45	2.25	0	0	6/8	2	1	V7		g	i	V	V7		V		7					Mm7	1	1	1, 5, 2, -1		1	1
16	16	189/4	189/4	0.75	9/16	9/16	6/8	2	1	viio2/V		g	i	V	viio2/V		vii	o	2		V			o7	1	1	-3, 6, 3, 0		6	-3
17	17	48	48	2.25	0	0	6/8	2	1	V		g	i	V	V		V							M	1	1	1, 5, 2		1	1
17	17	201/4	201/4	0.75	9/16	9/16	6/8	2	1	VI6		g	i	V	VI6		VI		6					M	1	1	0, -3, -4		-4	0
18	18	51	51	2.25	0	0	6/8	2	1	V7		g	i	V	V7		V		7					Mm7	1	1	1, 5, 2, -1		1	1
