mc	mn	mc_onset	mn_onset	timesig	staff	voice	volta	label	globalkey	localkey	pedal	chord	special	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
1	1	0	0	4/4	2	1		e.i{	e	i		i		i						{	m	1	1	0, -3, 1		0	0
2	2	0	0	4/4	2	1		viio/V	e	i		viio/V		vii	o			V			o	1	1	6, 3, 0		6	6
2	2	1/4	1/4	4/4	2	1		i	e	i		i		i							m	1	1	0, -3, 1		0	0
3	3	0	0	4/4	2	1		V	e	i		V		V							M	1	1	1, 5, 2		1	1
3	3	1/2	1/2	4/4	2	1		i	e	i		i		i							m	1	1	0, -3, 1		0	0
4	4	1/2	1/2	4/4	2	1		viio/V	e	i		viio/V		vii	o			V			o	1	1	6, 3, 0		6	6
4	4	3/4	3/4	4/4	2	1		i	e	i		i		i							m	1	1	0, -3, 1		0	0
5	5	1/2	1/2	4/4	2	1		V|HC}	e	i		V		V					HC	}	M	1	1	1, 5, 2		1	1
6	6	0	0	4/4	2	1		V[V{	e	i	V	V		V						{	M	1	1	1, 5, 2		1	1
6	6	1/8	1/8	4/4	2	1		i	e	i	V	i		i							m	1	1	0, -3, 1		0	0
6	6	1/4	1/4	4/4	2	1		V	e	i	V	V		V							M	1	1	1, 5, 2		1	1
6	6	3/8	3/8	4/4	2	1		i	e	i	V	i		i							m	1	1	0, -3, 1		0	0
6	6	1/2	1/2	4/4	2	1		V	e	i	V	V		V							M	1	1	1, 5, 2		1	1
6	6	5/8	5/8	4/4	2	1		i	e	i	V	i		i							m	1	1	0, -3, 1		0	0
6	6	3/4	3/4	4/4	2	1		V	e	i	V	V		V							M	1	1	1, 5, 2		1	1
6	6	7/8	7/8	4/4	2	1		i	e	i	V	i		i							m	1	1	0, -3, 1		0	0
7	7	0	0	4/4	2	1		V	e	i	V	V		V							M	1	1	1, 5, 2		1	1
7	7	1/8	1/8	4/4	2	1		i	e	i	V	i		i							m	1	1	0, -3, 1		0	0
7	7	1/4	1/4	4/4	2	1		V	e	i	V	V		V							M	1	1	1, 5, 2		1	1
7	7	3/8	3/8	4/4	2	1		i]	e	i	V	i		i							m	1	1	0, -3, 1		0	0
7	7	1/2	1/2	4/4	2	1		V6|HC}	e	i		V6		V		6			HC	}	M	1	1	5, 2, 1		1	5
8	8	0	0	4/4	2	1		ii[V7/V{	e	i	ii	V7/V		V		7		V		{	Mm7	1	1	2, 6, 3, 0		2	2
8	8	1/6	1/6	4/4	2	1		V6	e	i	ii	V6		V		6					M	1	1	5, 2, 1		1	5
8	8	1/4	1/4	4/4	2	1		V(b6)/V	e	i	ii	V(b6)/V		V			b6	V			M	1	1	2, 6, -2		2	2
8	8	5/12	5/12	4/4	2	1		V(9)	e	i	ii	V(9)		V			9				M	1	1	1, 5, 2	-4	1	1
8	8	1/2	1/2	4/4	2	1		V(b5)/V]	e	i	ii	V(b5)/V		V			b5	V			M	1	1	2, 6, -4		2	2
8	8	3/4	3/4	4/4	2	1		i6	e	i		i6		i		6					m	1	1	-3, 1, 0		0	-3
9	9	0	0	4/4	2	1		ii[V7/V	e	i	ii	V7/V		V		7		V			Mm7	1	1	2, 6, 3, 0		2	2
9	9	1/6	1/6	4/4	2	1		V6	e	i	ii	V6		V		6					M	1	1	5, 2, 1		1	5
9	9	1/4	1/4	4/4	2	1		V(b6)/V	e	i	ii	V(b6)/V		V			b6	V			M	1	1	2, 6, -2		2	2
9	9	5/12	5/12	4/4	2	1		V(9)	e	i	ii	V(9)		V			9				M	1	1	1, 5, 2	-4	1	1
9	9	1/2	1/2	4/4	2	1		V(b5)/V]	e	i	ii	V(b5)/V		V			b5	V			M	1	1	2, 6, -4		2	2
9	9	3/4	3/4	4/4	2	1		i6	e	i		i6		i		6					m	1	1	-3, 1, 0		0	-3
10	10	0	0	4/4	2	1		V6	e	i		V6		V		6					M	1	1	5, 2, 1		1	5
10	10	1/4	1/4	4/4	2	1		i	e	i		i		i							m	1	1	0, -3, 1		0	0
10	10	1/2	1/2	4/4	2	1		V64	e	i		V64		V		64					M	1	1	2, 1, 5		1	2
10	10	3/4	3/4	4/4	2	1		i6	e	i		i6		i		6					m	1	1	-3, 1, 0		0	-3
11	11	0	0	4/4	2	1		V6	e	i		V6		V		6					M	1	1	5, 2, 1		1	5
11	11	1/4	1/4	4/4	2	1		i	e	i		i		i							m	1	1	0, -3, 1		0	0
11	11	1/2	1/2	4/4	2	1		V64	e	i		V64		V		64					M	1	1	2, 1, 5		1	2
11	11	3/4	3/4	4/4	2	1		i6	e	i		i6		i		6					m	1	1	-3, 1, 0		0	-3
12	12	0	0	4/4	2	1		V6	e	i		V6		V		6					M	1	1	5, 2, 1		1	5
12	12	1/4	1/4	4/4	2	1		i	e	i		i		i							m	1	1	0, -3, 1		0	0
