mc	mn	mc_onset	mn_onset	timesig	staff	voice	volta	label	alt_label	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
1	0	0	7/8	4/4	2	1		E.viio2{		E	I		viio2	vii	o	2				{	o7	0	0	-4, 5, 2, -1		5	-4
2	1	0	0	4/4	2	1		V43/V		E	I		V43/V	V		43		V			Mm7	0	0	3, 0, 2, 6		2	3
2	1	7/8	7/8	4/4	2	1		viio7		E	I		viio7	vii	o	7					o7	0	0	5, 2, -1, -4		5	5
3	2	0	0	4/4	2	1		V43/bVII		E	I		V43/bVII	V		43		bVII			Mm7	0	0	0, -3, -1, 3		-1	0
3	2	7/8	7/8	4/4	2	1		viio65		E	I		viio65	vii	o	65					o7	0	0	2, -1, -4, 5		5	2
4	3	0	0	4/4	2	1		V43/bII		E	I		V43/bII	V		43		bII			Mm7	0	0	-3, -6, -4, 0		-4	-3
4	3	3/8	3/8	4/4	2	1		viio43		E	I		viio43	vii	o	43					o7	0	0	-1, -4, 5, 2		5	-1
4	3	1/2	1/2	4/4	2	1		V43/III		E	I		V43/III	V		43		III			Mm7	0	0	6, 3, 5, 9		5	6
4	3	7/8	7/8	4/4	2	1		viio2		E	I		viio2	vii	o	2					o7	0	0	-4, 5, 2, -1		5	-4
5	4	0	0	4/4	2	1		V43/V		E	I		V43/V	V		43		V			Mm7	0	0	3, 0, 2, 6		2	3
5	4	3/8	3/8	4/4	2	1		viio43		E	I		viio43	vii	o	43					o7	0	0	-1, -4, 5, 2		5	-1
5	4	1/2	1/2	4/4	2	1		V65/V		E	I		V65/V	V		65		V			Mm7	0	0	6, 3, 0, 2		2	6
5	4	7/8	7/8	4/4	2	1		viio2		E	I		viio2	vii	o	2					o7	0	0	-4, 5, 2, -1		5	-4
6	5	0	0	4/4	2	1		V43/V		E	I		V43/V	V		43		V			Mm7	0	0	3, 0, 2, 6		2	3
6	5	1/2	1/2	4/4	2	1		V7(9)		E	I		V7(9)	V		7	9				Mm7	0	0	1, 5, 2, -1	3	1	1
7	6	1/4	1/4	14/4	2	1		ii%43/vi		E	I		ii%43/vi	ii	%	43		vi			%7	0	0	-1, 3, 5, 2		5	-1
7	6	1/2	1/2	14/4	2	1		V7/vi|HC}		E	I		V7/vi	V		7		vi	HC	}	Mm7	0	0	4, 8, 5, 2		4	4
8	7	0	0	4/4	2	1		V/vi{	I6{	E	I		V/vi	V				vi		{	M	0	0	4, 8, 5		4	4
8	7	1/2	1/2	4/4	2	1		I		E	I		I	I							M	0	0	0, 4, 1		0	0
9	8	0	0	4/4	2	1		vi(#0)		E	I		vi(#0)	vi			#0				m	0	0	3, 0, 4		3	3
10	9	0	0	4/4	2	1		vi		E	I		vi	vi							m	0	0	3, 0, 4		3	3
10	9	1/2	1/2	4/4	2	1		vi6		E	I		vi6	vi		6					m	0	0	0, 4, 3		3	0
11	10	0	0	4/4	2	1		ii(11)		E	I		ii(11)	ii			11				m	0	0	2, -1, 3	1	2	2
11	10	1/2	1/2	4/4	2	1		ii		E	I		ii	ii							m	0	0	2, -1, 3		2	2
12	11	1/2	1/2	4/4	2	1		bVII		E	I		bVII	bVII							M	0	0	-2, 2, -1		-2	-2
13	12	0	0	4/4	2	1		bV+		E	I		bV+	bV	+						+	0	0	-6, -2, 2		-6	-6
14	13	0	0	4/4	2	1		bIII		E	I		bIII	bIII							M	0	0	-3, 1, -2		-3	-3
14	13	1/2	1/2	4/4	2	1		V7(13)		E	I		V7(13)	V		7	13				Mm7	0	0	1, 5, 2, -1	4	1	1
15	14	0	0	4/4	2	1		I|IAC}		E	I		I	I					IAC	}	M	0	0	0, 4, 1		0	0
16	15	0	0	4/4	2	1		V/vi{		E	I		V/vi	V				vi		{	M	0	0	4, 8, 5		4	4
17	16	0	0	4/4	2	1		ii7		E	I		ii7	ii		7					mm7	0	0	2, -1, 3, 0		2	2
18	17	0	0	4/4	2	1		V/vi		E	I		V/vi	V				vi			M	0	0	4, 8, 5		4	4
19	18	0	0	4/4	2	1		ii7		E	I		ii7	ii		7					mm7	0	0	2, -1, 3, 0		2	2
20	19	0	0	4/4	2	1		V7|HC}		E	I		V7	V		7			HC	}	Mm7	0	0	1, 5, 2, -1		1	1
22	21	0	0	4/4	2	1		I{		E	I		I	I						{	M	0	0	0, 4, 1		0	0
23	22	0	0	4/4	2	1		vi(#0)		E	I		vi(#0)	vi			#0				m	0	0	3, 0, 4		3	3
24	23	0	0	4/4	2	1		vi		E	I		vi	vi							m	0	0	3, 0, 4		3	3
24	23	1/2	1/2	4/4	2	1		vi6		E	I		vi6	vi		6					m	0	0	0, 4, 3		3	0
25	24	0	0	4/4	2	1		ii(11)		E	I		ii(11)	ii			11				m	0	0	2, -1, 3	1	2	2
25	24	1/2	1/2	4/4	2	1		ii		E	I		ii	ii							m	0	0	2, -1, 3		2	2
26	25	0	0	4/4	2	1		bVII		E	I		bVII	bVII							M	0	0	-2, 2, -1		-2	-2
27	26	0	0	4/4	2	1		bV+		E	I		bV+	bV	+						+	0	0	-6, -2, 2		-6	-6
28	27	0	0	4/4	2	1		bIII		E	I		bIII	bIII							M	0	0	-3, 1, -2		-3	-3
28	27	1/2	1/2	4/4	2	1		V7(13)		E	I		V7(13)	V		7	13				Mm7	0	0	1, 5, 2, -1	4	1	1
29	28	0	0	4/4	2	1		I|IAC}		E	I		I	I					IAC	}	M	0	0	0, 4, 1		0	0
30	29	0	0	4/4	2	1		V/vi{		E	I		V/vi	V				vi		{	M	0	0	4, 8, 5		4	4
31	30	0	0	4/4	2	1		ii7		E	I		ii7	ii		7					mm7	0	0	2, -1, 3, 0		2	2
32	31	0	0	4/4	2	1		V/vi		E	I		V/vi	V				vi			M	0	0	4, 8, 5		4	4
33	32	0	0	4/4	2	1		ii7		E	I		ii7	ii		7					mm7	0	0	2, -1, 3, 0		2	2
33	32	1/2	1/2	4/4	2	1		viio6/V		E	I		viio6/V	vii	o	6		V			o	0	0	3, 0, 6		6	3
34	33	0	0	4/4	2	1		V65/iii		E	I		V65/iii	V		65		iii			Mm7	0	0	9, 6, 3, 5		5	9
35	34	0	0	4/4	2	1		i/iii		E	I		i/iii	i				iii			m	0	0	4, 1, 5		4	4
35	34	1/2	1/2	4/4	2	1		iv6/iii		E	I		iv6/iii	iv		6		iii			m	0	0	0, 4, 3		3	0
36	35	0	0	10/4	2	1		V(64)/iii		E	I		V(64)/iii	V			64	iii			M	0	0	5, 4, 1		5	5
36	35	1/2	1/2	10/4	2	1		V7(964)/iii		E	I		V7(964)/iii	V		7	964	iii			Mm7	0	0	5, 4, 1, 3	0	5	5
36	35	2	2	10/4	2	1		V7/iii		E	I		V7/iii	V		7		iii			Mm7	0	0	5, 9, 6, 3		5	5
37	36	0	0	4/4	2	1		i/iii		E	I		i/iii	i				iii			m	0	0	4, 1, 5		4	4
38	37	0	0	4/4	2	1		V43(9)		E	I		V43(9)	V		43	9				Mm7	0	0	2, -1, 1, 5	3	1	2
38	37	1/2	1/2	4/4	2	1		V7(9)		E	I		V7(9)	V		7	9				Mm7	0	0	1, 5, 2, -1	3	1	1
39	38	0	0	4/4	2	1		I|IAC}{		E	I		I	I					IAC	}{	M	0	0	0, 4, 1		0	0
40	39	0	0	4/4	2	1		vi(#0)		E	I		vi(#0)	vi			#0				m	0	0	3, 0, 4		3	3
41	40	0	0	10/8	2	1		vi		E	I		vi	vi							m	0	0	3, 0, 4		3	3
41	40	1/2	1/2	10/8	2	1		vi6		E	I		vi6	vi		6					m	0	0	0, 4, 3		3	0
42	41	0	0	4/4	2	1		ii(11)		E	I		ii(11)	ii			11				m	0	0	2, -1, 3	1	2	2
42	41	1/4	1/4	4/4	2	1		ii		E	I		ii	ii							m	0	0	2, -1, 3		2	2
43	42	0	0	4/4	2	1		bVII		E	I		bVII	bVII							M	0	0	-2, 2, -1		-2	-2
44	43	0	0	4/4	2	1		bV+		E	I		bV+	bV	+						+	0	0	-6, -2, 2		-6	-6
45	44	0	0	12/4	2	1		bIII		E	I		bIII	bIII							M	0	0	-3, 1, -2		-3	-3
45	44	1/2	1/2	12/4	2	1		V7(139)		E	I		V7(139)	V		7	139				Mm7	0	0	1, 5, 2, -1	4, 3	1	1
46	45	0	0	4/4	2	1		I|IAC}		E	I		I	I					IAC	}	M	0	0	0, 4, 1		0	0
47	46	0	0	4/4	2	1		I/VI{		E	I		I/VI	I				VI		{	M	0	0	3, 7, 4		3	3
48	47	0	0	4/4	2	1		V7/VI		E	I		V7/VI	V		7		VI			Mm7	0	0	4, 8, 5, 2		4	4
49	48	0	0	4/4	2	1		I/VI		E	I		I/VI	I				VI			M	0	0	3, 7, 4		3	3
50	49	0	0	4/4	2	1		V7(4)/VI		E	I		V7(4)/VI	V		7	4	VI			Mm7	0	0	4, 3, 5, 2		4	4
50	49	1/2	1/2	4/4	2	1		V7(9)/VI		E	I		V7(9)/VI	V		7	9	VI			Mm7	0	0	4, 8, 5, 2	6	4	4
50	49	3/4	3/4	4/4	2	1		V7/VI		E	I		V7/VI	V		7		VI			Mm7	0	0	4, 8, 5, 2		4	4
51	50	0	0	4/4	2	1		i		E	I		i	i							m	0	0	0, -3, 1		0	0
52	51	0	0	4/4	2	1		V7(b10)		E	I		V7(b10)	V		7	b10				Mm7	0	0	1, 5, 2, -1	-2	1	1
52	51	11/12	11/12	4/4	2	1		V7		E	I		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
53	52	0	0	4/4	2	1		i		E	I		i	i							m	0	0	0, -3, 1		0	0
53	52	1/2	1/2	4/4	2	1		iv/bIII		E	I		iv/bIII	iv				bIII			m	0	0	-4, -7, -3		-4	-4
54	53	0	0	4/4	2	1		bIII[I/bIII|PC}		E	I	bIII	I/bIII	I				bIII	PC	}	M	0	0	-3, 1, -2		-3	-3
55	54	0	0	4/4	2	1		viio2(4)/bIII{		E	I	bIII	viio2(4)/bIII	vii	o	2	4	bIII		{	o7	0	0	-7, 2, 1, -4		2	-7
56	55	1/2	1/2	4/4	2	1		I/bIII		E	I	bIII	I/bIII	I				bIII			M	0	0	-3, 1, -2		-3	-3
57	56	0	0	4/4	2	1		viio2(4)/bIII		E	I	bIII	viio2(4)/bIII	vii	o	2	4	bIII			o7	0	0	-7, 2, 1, -4		2	-7
58	57	1/2	1/2	4/4	2	1		I/bIII		E	I	bIII	I/bIII	I				bIII			M	0	0	-3, 1, -2		-3	-3
59	58	0	0	4/4	2	1		V7]		E	I	bIII	V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
59	58	1/4	1/4	4/4	2	1		V43		E	I		V43	V		43					Mm7	0	0	2, -1, 1, 5		1	2
59	58	1/2	1/2	4/4	2	1		V65(4b2)		E	I		V65(4b2)	V		65	4b2				Mm7	0	0	0, 2, -1, -4		1	0
60	59	0	0	4/4	2	1		V65(b10)		E	I		V65(b10)	V		65	b10				Mm7	0	0	5, 2, -1, 1	-2	1	5
60	59	1/4	1/4	4/4	2	1		V43		E	I		V43	V		43					Mm7	0	0	2, -1, 1, 5		1	2
61	60	1/2	1/2	4/4	2	1		V65(4b2)		E	I		V65(4b2)	V		65	4b2				Mm7	0	0	0, 2, -1, -4		1	0
62	61	0	0	7/4	2	1		V65(b10)		E	I		V65(b10)	V		65	b10				Mm7	0	0	5, 2, -1, 1	-2	1	5
62	61	1/2	1/2	7/4	2	1		bII6		E	I		bII6	bII		6					M	0	0	-1, -4, -5		-5	-1
63	62	0	0	4/4	2	1		V7(4)		E	I		V7(4)	V		7	4				Mm7	0	0	1, 0, 2, -1		1	1
63	62	1/4	1/4	4/4	2	1		V7(b9)|HC}		E	I		V7(b9)	V		7	b9		HC	}	Mm7	0	0	1, 5, 2, -1	-4	1	1
65	64	0	0	4/4	2	1		V7/IV{		E	I		V7/IV	V		7		IV		{	Mm7	0	0	0, 4, 1, -2		0	0
65	64	1/2	1/2	4/4	2	1		viio43/V		E	I		viio43/V	vii	o	43		V			o7	0	0	0, -3, 6, 3		6	0
66	65	0	0	4/4	2	1		ii%2		E	I		ii%2	ii	%	2					%7	0	0	0, 2, -1, -4		2	0
66	65	1/2	1/2	4/4	2	1		I		E	I		I	I							M	0	0	0, 4, 1		0	0
67	66	0	0	4/4	2	1		V6/vi		E	I		V6/vi	V		6		vi			M	0	0	8, 5, 4		4	8
67	66	1/2	1/2	4/4	2	1		#viio43/ii		E	I		#viio43/ii	#vii	o	43		ii			o7	0	0	1, -2, 7, 4		7	1
68	67	0	0	5/4	2	1		V6/V		E	I		V6/V	V		6		V			M	0	0	6, 3, 2		2	6
68	67	3/8	3/8	5/4	2	1		ii6		E	I		ii6	ii		6					m	0	0	-1, 3, 2		2	-1
68	67	1/2	1/2	5/4	2	1		vi43		E	I		vi43	vi		43					mm7	0	0	4, 1, 3, 0		3	4
68	67	5/8	5/8	5/4	2	1		viio2/V		E	I		viio2/V	vii	o	2		V			o7	0	0	-3, 6, 3, 0		6	-3
68	67	3/4	3/4	5/4	2	1		V7|HC}		E	I		V7	V		7			HC	}	Mm7	0	0	1, 5, 2, -1		1	1
69	68	0	0	4/4	2	1		I{		E	I		I	I						{	M	0	0	0, 4, 1		0	0
70	69	0	0	4/4	2	1		bVI+		E	I		bVI+	bVI	+						+	0	0	-4, 0, 4		-4	-4
71	70	0	0	4/4	2	1		I		E	I		I	I							M	0	0	0, 4, 1		0	0
72	71	0	0	4/4	2	1		bVI+		E	I		bVI+	bVI	+						+	0	0	-4, 0, 4		-4	-4
73	72	0	0	4/4	2	1		I		E	I		I	I							M	0	0	0, 4, 1		0	0
74	73	0	0	4/4	2	1		vi7		E	I		vi7	vi		7					mm7	0	0	3, 0, 4, 1		3	3
74	73	1/2	1/2	4/4	2	1		vi		E	I		vi	vi							m	0	0	3, 0, 4		3	3
75	74	0	0	4/4	2	1		ii7		E	I		ii7	ii		7					mm7	0	0	2, -1, 3, 0		2	2
77	76	3/4	3/4	4/4	2	1		ii65		E	I		ii65	ii		65					mm7	0	0	-1, 3, 0, 2		2	-1
78	77	0	0	4/4	2	1		I|PC}		E	I		I	I					PC	}	M	0	0	0, 4, 1		0	0
79	78	0	0	4/4	2	1		bVI+		E	I		bVI+	bVI	+						+	0	0	-4, 0, 4		-4	-4
80	79	0	0	4/4	2	1		I		E	I		I	I							M	0	0	0, 4, 1		0	0
