mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	timesig	staff	voice	label	globalkey	localkey	pedal	chord	special	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
1	1	1	1	0.5	1/4	1/4	12/8	2	1	Ab.I{	Ab	I		I		I						{	M	0	0	0, 4, 1		0	0
1	1	3/2	3/2	0.75	3/8	3/8	12/8	2	1	V7(4)	Ab	I		V7(4)		V		7	4				Mm7	0	0	1, 0, 2, -1		1	1
1	1	9/4	9/4	0.75	9/16	9/16	12/8	2	1	V7	Ab	I		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
1	1	3	3	0.75	3/4	3/4	12/8	2	1	I(9)	Ab	I		I(9)		I			9				M	0	0	0, 4, 1	2	0	0
1	1	15/4	15/4	0.75	15/16	15/16	12/8	2	1	I	Ab	I		I		I							M	0	0	0, 4, 1		0	0
1	1	9/2	9/2	0.75	9/8	9/8	12/8	2	1	V7(4)	Ab	I		V7(4)		V		7	4				Mm7	0	0	1, 0, 2, -1		1	1
1	1	21/4	21/4	0.75	21/16	21/16	12/8	2	1	V7	Ab	I		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
2	2	6	6	0.75	0	0	12/8	2	1	I(9)	Ab	I		I(9)		I			9				M	0	0	0, 4, 1	2	0	0
2	2	27/4	27/4	0.75	3/16	3/16	12/8	2	1	I	Ab	I		I		I							M	0	0	0, 4, 1		0	0
2	2	15/2	15/2	0.75	3/8	3/8	12/8	2	1	IV(4)	Ab	I		IV(4)		IV			4				M	0	0	-1, 5, 0		-1	-1
2	2	33/4	33/4	0.75	9/16	9/16	12/8	2	1	IV	Ab	I		IV		IV							M	0	0	-1, 3, 0		-1	-1
2	2	9	9	0.5	3/4	3/4	12/8	2	1	I6(6)	Ab	I		I6(6)		I		6	6				M	0	0	4, 3, 0		0	4
2	2	19/2	19/2	1.0	7/8	7/8	12/8	2	1	I6	Ab	I		I6		I		6					M	0	0	4, 1, 0		0	4
2	2	21/2	21/2	0.75	9/8	9/8	12/8	2	1	vi%43	Ab	I		vi%43		vi	%	43					%7	0	0	-3, 1, 3, 0		3	-3
2	2	45/4	45/4	0.75	21/16	21/16	12/8	2	1	V43/V	Ab	I		V43/V		V		43		V			Mm7	0	0	3, 0, 2, 6		2	3
3	3	12	12	1.5	0	0	12/8	2	1	ii%7	Ab	I		ii%7		ii	%	7					%7	0	0	2, -1, -4, 0		2	2
3	3	27/2	27/2	0.75	3/8	3/8	12/8	2	1	V7(4)	Ab	I		V7(4)		V		7	4				Mm7	0	0	1, 0, 2, -1		1	1
3	3	57/4	57/4	0.75	9/16	9/16	12/8	2	1	V7	Ab	I		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
3	3	15	15	0.75	3/4	3/4	12/8	2	1	I(9)	Ab	I		I(9)		I			9				M	0	0	0, 4, 1	2	0	0
3	3	63/4	63/4	0.75	15/16	15/16	12/8	2	1	I	Ab	I		I		I							M	0	0	0, 4, 1		0	0
3	3	33/2	33/2	0.75	9/8	9/8	12/8	2	1	V7(4)	Ab	I		V7(4)		V		7	4				Mm7	0	0	1, 0, 2, -1		1	1
3	3	69/4	69/4	0.75	21/16	21/16	12/8	2	1	V7	Ab	I		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
4	4	18	18	0.75	0	0	12/8	2	1	I(9)	Ab	I		I(9)		I			9				M	0	0	0, 4, 1	2	0	0
4	4	75/4	75/4	0.75	3/16	3/16	12/8	2	1	I	Ab	I		I		I							M	0	0	0, 4, 1		0	0
4	4	39/2	39/2	0.75	3/8	3/8	12/8	2	1	iv(b4)	Ab	I		iv(b4)		iv			b4				m	0	0	-1, -2, 0		-1	-1
4	4	81/4	81/4	0.75	9/16	9/16	12/8	2	1	iv	Ab	I		iv		iv							m	0	0	-1, -4, 0		-1	-1
4	4	21	21	0.5	3/4	3/4	12/8	2	1	i6(b6)	Ab	I		i6(b6)		i		6	b6				m	0	0	-3, -4, 0		0	-3
4	4	43/2	43/2	1.0	7/8	7/8	12/8	2	1	i6	Ab	I		i6		i		6					m	0	0	-3, 1, 0		0	-3
4	4	45/2	45/2	0.75	9/8	9/8	12/8	2	1	#II.vii%7(4)	Ab	#II		vii%7(4)		vii	%	7	4				%7	0	0	5, 4, -1, 3		5	5
4	4	93/4	93/4	0.5	21/16	21/16	12/8	2	1	vii%7	Ab	#II		vii%7		vii	%	7					%7	0	0	5, 2, -1, 3		5	5
