mc	mn	quarterbeats	duration_qb	mc_onset	mn_onset	timesig	staff	voice	label	globalkey	localkey	pedal	chord	special	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
1	1	1	0.5	1/4	1/4	12/8	2	1	Ab.I{	Ab	I		I		I						{	M	0	0	0, 4, 1		0	0
1	1	3/2	0.75	3/8	3/8	12/8	2	1	V7(4)	Ab	I		V7(4)		V		7	4				Mm7	0	0	1, 0, 2, -1		1	1
1	1	9/4	0.75	9/16	9/16	12/8	2	1	V7	Ab	I		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
1	1	3	0.75	3/4	3/4	12/8	2	1	I(9)	Ab	I		I(9)		I			9				M	0	0	0, 4, 1	2	0	0
1	1	15/4	0.75	15/16	15/16	12/8	2	1	I	Ab	I		I		I							M	0	0	0, 4, 1		0	0
1	1	9/2	0.75	9/8	9/8	12/8	2	1	V7(4)	Ab	I		V7(4)		V		7	4				Mm7	0	0	1, 0, 2, -1		1	1
1	1	21/4	0.75	21/16	21/16	12/8	2	1	V7	Ab	I		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
2	2	6	0.75	0	0	12/8	2	1	I(9)	Ab	I		I(9)		I			9				M	0	0	0, 4, 1	2	0	0
2	2	27/4	0.75	3/16	3/16	12/8	2	1	I	Ab	I		I		I							M	0	0	0, 4, 1		0	0
2	2	15/2	0.75	3/8	3/8	12/8	2	1	IV(4)	Ab	I		IV(4)		IV			4				M	0	0	-1, 5, 0		-1	-1
2	2	33/4	0.75	9/16	9/16	12/8	2	1	IV	Ab	I		IV		IV							M	0	0	-1, 3, 0		-1	-1
2	2	9	0.5	3/4	3/4	12/8	2	1	I6(6)	Ab	I		I6(6)		I		6	6				M	0	0	4, 3, 0		0	4
2	2	19/2	1.0	7/8	7/8	12/8	2	1	I6	Ab	I		I6		I		6					M	0	0	4, 1, 0		0	4
2	2	21/2	0.75	9/8	9/8	12/8	2	1	vi%43	Ab	I		vi%43		vi	%	43					%7	0	0	-3, 1, 3, 0		3	-3
2	2	45/4	0.75	21/16	21/16	12/8	2	1	V43/V	Ab	I		V43/V		V		43		V			Mm7	0	0	3, 0, 2, 6		2	3
3	3	12	1.5	0	0	12/8	2	1	ii%7	Ab	I		ii%7		ii	%	7					%7	0	0	2, -1, -4, 0		2	2
3	3	27/2	0.75	3/8	3/8	12/8	2	1	V7(4)	Ab	I		V7(4)		V		7	4				Mm7	0	0	1, 0, 2, -1		1	1
3	3	57/4	0.75	9/16	9/16	12/8	2	1	V7	Ab	I		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
3	3	15	0.75	3/4	3/4	12/8	2	1	I(9)	Ab	I		I(9)		I			9				M	0	0	0, 4, 1	2	0	0
3	3	63/4	0.75	15/16	15/16	12/8	2	1	I	Ab	I		I		I							M	0	0	0, 4, 1		0	0
3	3	33/2	0.75	9/8	9/8	12/8	2	1	V7(4)	Ab	I		V7(4)		V		7	4				Mm7	0	0	1, 0, 2, -1		1	1
3	3	69/4	0.75	21/16	21/16	12/8	2	1	V7	Ab	I		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
4	4	18	0.75	0	0	12/8	2	1	I(9)	Ab	I		I(9)		I			9				M	0	0	0, 4, 1	2	0	0
4	4	75/4	0.75	3/16	3/16	12/8	2	1	I	Ab	I		I		I							M	0	0	0, 4, 1		0	0
4	4	39/2	0.75	3/8	3/8	12/8	2	1	iv(b4)	Ab	I		iv(b4)		iv			b4				m	0	0	-1, -2, 0		-1	-1
4	4	81/4	0.75	9/16	9/16	12/8	2	1	iv	Ab	I		iv		iv							m	0	0	-1, -4, 0		-1	-1
4	4	21	0.5	3/4	3/4	12/8	2	1	i6(b6)	Ab	I		i6(b6)		i		6	b6				m	0	0	-3, -4, 0		0	-3
4	4	43/2	1.0	7/8	7/8	12/8	2	1	i6	Ab	I		i6		i		6					m	0	0	-3, 1, 0		0	-3
4	4	45/2	0.75	9/8	9/8	12/8	2	1	#II.vii%7(4)	Ab	#II		vii%7(4)		vii	%	7	4				%7	0	0	5, 4, -1, 3		5	5
4	4	93/4	0.5	21/16	21/16	12/8	2	1	vii%7	Ab	#II		vii%7		vii	%	7					%7	0	0	5, 2, -1, 3		5	5
4	4	95/4	0.25	23/16	23/16	12/8	2	1	V6	Ab	#II		V6		V		6					M	0	0	5, 2, 1		1	5
5	5	24	0.75	0	0	12/8	2	1	I[I(9)|IAC}{	Ab	#II	I	I(9)		I			9		IAC	}{	M	0	0	0, 4, 1	2	0	0
5	5	99/4	0.75	3/16	3/16	12/8	2	1	I	Ab	#II	I	I		I							M	0	0	0, 4, 1		0	0
5	5	51/2	0.75	3/8	3/8	12/8	2	1	V7(6)	Ab	#II	I	V7(6)		V		7	6				Mm7	0	0	1, 5, 4, -1		1	1
5	5	105/4	0.75	9/16	9/16	12/8	2	1	V7	Ab	#II	I	V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
5	5	27	0.75	3/4	3/4	12/8	2	1	I(9)	Ab	#II	I	I(9)		I			9				M	0	0	0, 4, 1	2	0	0
5	5	111/4	0.75	15/16	15/16	12/8	2	1	I(+6)	Ab	#II	I	I(+6)		I			+6				M	0	0	0, 4, 1	3	0	0
5	5	57/2	0.75	9/8	9/8	12/8	2	1	V7(6)	Ab	#II	I	V7(6)		V		7	6				Mm7	0	0	1, 5, 4, -1		1	1
5	5	117/4	0.75	21/16	21/16	12/8	2	1	V7	Ab	#II	I	V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
6	6	30	0.5	0	0	12/8	2	1	I(9)	Ab	#II	I	I(9)		I			9				M	0	0	0, 4, 1	2	0	0
6	6	61/2	1.0	1/8	1/8	12/8	2	1	I	Ab	#II	I	I		I							M	0	0	0, 4, 1		0	0
6	6	63/2	0.75	3/8	3/8	12/8	2	1	V7(6)	Ab	#II	I	V7(6)		V		7	6				Mm7	0	0	1, 5, 4, -1		1	1
6	6	129/4	0.75	9/16	9/16	12/8	2	1	V7	Ab	#II	I	V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
6	6	33	0.75	3/4	3/4	12/8	2	1	I(9)	Ab	#II	I	I(9)		I			9				M	0	0	0, 4, 1	2	0	0
6	6	135/4	0.75	15/16	15/16	12/8	2	1	I(+6)	Ab	#II	I	I(+6)		I			+6				M	0	0	0, 4, 1	3	0	0
6	6	69/2	1.0	9/8	9/8	12/8	2	1	II.bIIM7	Ab	II	#I	bIIM7		bII	M	7					MM7	0	0	-5, -1, -4, 0		-5	-5
6	6	71/2	0.5	11/8	11/8	12/8	2	1	V7]	Ab	II	#I	V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
7	7	36	0.5	0	0	12/8	2	1	I[I(9)	Ab	II	I	I(9)		I			9				M	0	0	0, 4, 1	2	0	0
7	7	73/2	1.0	1/8	1/8	12/8	2	1	I	Ab	II	I	I		I							M	0	0	0, 4, 1		0	0
7	7	75/2	0.75	3/8	3/8	12/8	2	1	V7(6)	Ab	II	I	V7(6)		V		7	6				Mm7	0	0	1, 5, 4, -1		1	1
7	7	153/4	0.75	9/16	9/16	12/8	2	1	V7	Ab	II	I	V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
7	7	39	0.75	3/4	3/4	12/8	2	1	I(9)	Ab	II	I	I(9)		I			9				M	0	0	0, 4, 1	2	0	0
7	7	159/4	0.75	15/16	15/16	12/8	2	1	I(+6)	Ab	II	I	I(+6)		I			+6				M	0	0	0, 4, 1	3	0	0
7	7	81/2	0.75	9/8	9/8	12/8	2	1	V7(6)	Ab	II	I	V7(6)		V		7	6				Mm7	0	0	1, 5, 4, -1		1	1
7	7	165/4	0.75	21/16	21/16	12/8	2	1	V7	Ab	II	I	V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
8	8	42	0.5	0	0	12/8	2	1	I(9)	Ab	II	I	I(9)		I			9				M	0	0	0, 4, 1	2	0	0
8	8	85/2	1.0	1/8	1/8	12/8	2	1	I	Ab	II	I	I		I							M	0	0	0, 4, 1		0	0
8	8	87/2	0.75	3/8	3/8	12/8	2	1	V7(6)	Ab	II	I	V7(6)		V		7	6				Mm7	0	0	1, 5, 4, -1		1	1
8	8	177/4	0.75	9/16	9/16	12/8	2	1	V7	Ab	II	I	V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
8	8	45	0.75	3/4	3/4	12/8	2	1	I(9)	Ab	II	I	I(9)		I			9				M	0	0	0, 4, 1	2	0	0
8	8	183/4	0.75	15/16	15/16	12/8	2	1	I(+6)]	Ab	II	I	I(+6)		I			+6				M	0	0	0, 4, 1	3	0	0
8	8	93/2	0.75	9/8	9/8	12/8	2	1	I.vi%7(6)	Ab	I		vi%7(6)		vi	%	7	6				%7	0	0	3, 0, -1, 1		3	3
8	8	189/4	0.75	21/16	21/16	12/8	2	1	vi%7	Ab	I		vi%7		vi	%	7					%7	0	0	3, 0, -3, 1		3	3
9	9	48	0.75	0	0	12/8	2	1	V7(b9)/V	Ab	I		V7(b9)/V		V		7	b9	V			Mm7	0	0	2, 6, 3, 0	-3	2	2
9	9	195/4	0.75	3/16	3/16	12/8	2	1	V7/V	Ab	I		V7/V		V		7		V			Mm7	0	0	2, 6, 3, 0		2	2
9	9	99/2	0.75	3/8	3/8	12/8	2	1	vi%7(6)	Ab	I		vi%7(6)		vi	%	7	6				%7	0	0	3, 0, -1, 1		3	3
9	9	201/4	0.75	9/16	9/16	12/8	2	1	vi%7	Ab	I		vi%7		vi	%	7					%7	0	0	3, 0, -3, 1		3	3
9	9	51	0.75	3/4	3/4	12/8	2	1	V7(b9)/V	Ab	I		V7(b9)/V		V		7	b9	V			Mm7	0	0	2, 6, 3, 0	-3	2	2
9	9	207/4	0.75	15/16	15/16	12/8	2	1	V7/V	Ab	I		V7/V		V		7		V			Mm7	0	0	2, 6, 3, 0		2	2
9	9	105/2	0.75	9/8	9/8	12/8	2	1	vi%7(6)	Ab	I		vi%7(6)		vi	%	7	6				%7	0	0	3, 0, -1, 1		3	3
9	9	213/4	0.75	21/16	21/16	12/8	2	1	vi%7	Ab	I		vi%7		vi	%	7					%7	0	0	3, 0, -3, 1		3	3
10	10	54	19.0	0	0	12/8	2	1	viio7/V|HC}	Ab	I		viio7/V		vii	o	7		V	HC	}	o7	0	0	6, 3, 0, -3		6	6
13	13	73	0.5	1/4	1/4	12/8	2	1	V65(b5)/V{	Ab	I		V65(b5)/V		V		65	b5	V		{	Mm7	0	0	6, -4, 0, 2		2	6
13	13	147/2	0.5	3/8	3/8	12/8	2	1	V7(4)	Ab	I		V7(4)		V		7	4				Mm7	0	0	1, 0, 2, -1		1	1
13	13	74	1.0	1/2	1/2	12/8	2	1	V7	Ab	I		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
13	13	75	0.5	3/4	3/4	12/8	2	1	I(9)	Ab	I		I(9)		I			9				M	0	0	0, 4, 1	2	0	0
13	13	151/2	1.0	7/8	7/8	12/8	2	1	I	Ab	I		I		I							M	0	0	0, 4, 1		0	0
13	13	153/2	0.5	9/8	9/8	12/8	2	1	V7(4)	Ab	I		V7(4)		V		7	4				Mm7	0	0	1, 0, 2, -1		1	1
13	13	77	1.0	5/4	5/4	12/8	2	1	V7	Ab	I		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
14	14	78	0.5	0	0	12/8	2	1	I(9)	Ab	I		I(9)		I			9				M	0	0	0, 4, 1	2	0	0
14	14	157/2	1.0	1/8	1/8	12/8	2	1	I	Ab	I		I		I							M	0	0	0, 4, 1		0	0
14	14	159/2	0.5	3/8	3/8	12/8	2	1	IV(4)	Ab	I		IV(4)		IV			4				M	0	0	-1, 5, 0		-1	-1
14	14	80	1.0	1/2	1/2	12/8	2	1	IV	Ab	I		IV		IV							M	0	0	-1, 3, 0		-1	-1
14	14	81	0.5	3/4	3/4	12/8	2	1	I6(6)	Ab	I		I6(6)		I		6	6				M	0	0	4, 3, 0		0	4
14	14	163/2	1.0	7/8	7/8	12/8	2	1	I6	Ab	I		I6		I		6					M	0	0	4, 1, 0		0	4
14	14	165/2	0.5	9/8	9/8	12/8	2	1	vi%43	Ab	I		vi%43		vi	%	43					%7	0	0	-3, 1, 3, 0		3	-3
14	14	83	1.0	5/4	5/4	12/8	2	1	viio2/V	Ab	I		viio2/V		vii	o	2		V			o7	0	0	-3, 6, 3, 0		6	-3
15	15	84	1.5	0	0	12/8	2	1	ii%7	Ab	I		ii%7		ii	%	7					%7	0	0	2, -1, -4, 0		2	2
15	15	171/2	0.5	3/8	3/8	12/8	2	1	V7(4)	Ab	I		V7(4)		V		7	4				Mm7	0	0	1, 0, 2, -1		1	1
15	15	86	1.0	1/2	1/2	12/8	2	1	V7	Ab	I		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
15	15	87	0.5	3/4	3/4	12/8	2	1	I(9)	Ab	I		I(9)		I			9				M	0	0	0, 4, 1	2	0	0
15	15	175/2	1.0	7/8	7/8	12/8	2	1	I	Ab	I		I		I							M	0	0	0, 4, 1		0	0
15	15	177/2	0.5	9/8	9/8	12/8	2	1	V7(4)	Ab	I		V7(4)		V		7	4				Mm7	0	0	1, 0, 2, -1		1	1
15	15	89	1.0	5/4	5/4	12/8	2	1	V7	Ab	I		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
16	16	90	0.5	0	0	12/8	2	1	I(9)	Ab	I		I(9)		I			9				M	0	0	0, 4, 1	2	0	0
16	16	181/2	1.0	1/8	1/8	12/8	2	1	I	Ab	I		I		I							M	0	0	0, 4, 1		0	0
16	16	183/2	0.5	3/8	3/8	12/8	2	1	iv(b4)	Ab	I		iv(b4)		iv			b4				m	0	0	-1, -2, 0		-1	-1
16	16	92	1.0	1/2	1/2	12/8	2	1	iv	Ab	I		iv		iv							m	0	0	-1, -4, 0		-1	-1
16	16	93	0.5	3/4	3/4	12/8	2	1	#V.V(+6)	Ab	#V		V(+6)		V			+6				M	0	0	1, 5, 2	4	1	1
16	16	187/2	1.0	7/8	7/8	12/8	2	1	V(64)	Ab	#V		V(64)		V			64				M	0	0	1, 0, 4		1	1
16	16	189/2	0.5	9/8	9/8	12/8	2	1	ii%65	Ab	#V		ii%65		ii	%	65					%7	0	0	-1, -4, 0, 2		2	-1
16	16	95	1.0	5/4	5/4	12/8	2	1	V7	Ab	#V		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
17	17	96	1.5	0	0	12/8	2	1	I[I|IAC}{	Ab	#V	I	I		I					IAC	}{	M	0	0	0, 4, 1		0	0
17	17	195/2	0.5	3/8	3/8	12/8	2	1	V7(6)	Ab	#V	I	V7(6)		V		7	6				Mm7	0	0	1, 5, 4, -1		1	1
17	17	98	0.5	1/2	1/2	12/8	2	1	V7	Ab	#V	I	V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
17	17	197/2	0.5	5/8	5/8	12/8	2	1	V	Ab	#V	I	V		V							M	0	0	1, 5, 2		1	1
17	17	99	0.5	3/4	3/4	12/8	2	1	I(9)	Ab	#V	I	I(9)		I			9				M	0	0	0, 4, 1	2	0	0
17	17	199/2	0.5	7/8	7/8	12/8	2	1	I	Ab	#V	I	I		I							M	0	0	0, 4, 1		0	0
17	17	100	0.5	1	1	12/8	2	1	vi	Ab	#V	I	vi		vi							m	0	0	3, 0, 4		3	3
