mc	mn	mc_onset	mn_onset	timesig	staff	voice	label	offset_x	offset_y	offset	globalkey	localkey	pedal	chord	special	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note	n_colored	n_untouched	count_ratio	dur_colored	dur_untouched	dur_ratio
1	0	0	3/4	4/4	2	1	Ab.V				Ab	I		V		V							M	0	0	-3, 1, -2		-3.0	-3.0	0	4	0.0	0.0	2.0	0.0
3	2	0	0	4/4	2	1	I[I{				Ab	I	I	I		I						{	M	0	0	-4, 0, -3		-4.0	-4.0	0	4	0.0	0.0	3.0	0.0
3	2	1/2	1/2	4/4	2	1	IV(9)				Ab	I	I	IV(9)		IV			9				M	0	0	-5, -1, -4	-3	-5.0	-5.0	0	2	0.0	0.0	0.5	0.0
3	2	3/4	3/4	4/4	2	1	V64				Ab	I	I	V64		V		64					M	0	0	-2, -3, 1		-3.0	-2.0	0	3	0.0	0.0	0.5	0.0
4	3	0	0	4/4	2	1	I				Ab	I	I	I		I							M	0	0	-4, 0, -3		-4.0	-4.0	0	4	0.0	0.0	3.0	0.0
4	3	1/2	1/2	4/4	2	1	IV6(9)				Ab	I	I	IV6(9)		IV		6	9				M	0	0	-1, -4, -5	-3	-5.0	-1.0	0	3	0.0	0.0	0.75	0.0
4	3	3/4	3/4	4/4	2	1	V6				Ab	I	I	V6		V		6					M	0	0	1, -2, -3		-3.0	1.0	0	5	0.0	0.0	0.75	0.0
5	4	0	0	4/4	2	1	I				Ab	I	I	I		I							M	0	0	-4, 0, -3		-4.0	-4.0	0	4	0.0	0.0	3.0	0.0
5	4	1/2	1/2	4/4	2	1	IV(9)				Ab	I	I	IV(9)		IV			9				M	0	0	-5, -1, -4	-3	-5.0	-5.0	0	2	0.0	0.0	0.5	0.0
5	4	3/4	3/4	4/4	2	1	V64				Ab	I	I	V64		V		64					M	0	0	-2, -3, 1		-3.0	-2.0	0	3	0.0	0.0	0.5	0.0
6	5	0	0	4/4	2	1	I				Ab	I	I	I		I							M	0	0	-4, 0, -3		-4.0	-4.0	0	4	0.0	0.0	3.0	0.0
6	5	1/2	1/2	4/4	2	1	IV6(9)				Ab	I	I	IV6(9)		IV		6	9				M	0	0	-1, -4, -5	-3	-5.0	-1.0	0	3	0.0	0.0	0.75	0.0
6	5	3/4	3/4	4/4	2	1	V6				Ab	I	I	V6		V		6					M	0	0	1, -2, -3		-3.0	1.0	0	5	0.0	0.0	0.75	0.0
7	6	0	0	4/4	2	1	I]				Ab	I	I	I		I							M	0	0	-4, 0, -3		-4.0	-4.0	0	5	0.0	0.0	2.5	0.0
7	6	1/2	1/2	4/4	2	1	vi				Ab	I		vi		vi							m	0	0	-1, -4, 0		-1.0	-1.0	0	5	0.0	0.0	2.5	0.0
8	7	0	0	4/4	2	1	IV				Ab	I		IV		IV							M	0	0	-5, -1, -4		-5.0	-5.0	2	8	0.2	0.25	4.75	0.05
9	8	0	0	4/4	2	1	I				Ab	I		I		I							M	0	0	-4, 0, -3		-4.0	-4.0	0	5	0.0	0.0	2.5	0.0
9	8	1/2	1/2	4/4	2	1	vi				Ab	I		vi		vi							m	0	0	-1, -4, 0		-1.0	-1.0	0	5	0.0	0.0	2.5	0.0
10	9	0	0	4/4	2	1	IV				Ab	I		IV		IV							M	0	0	-5, -1, -4		-5.0	-5.0	2	8	0.2	0.25	4.75	0.05
11	10	0	0	4/4	2	1	V.V7|HC}				Ab	V		V7		V		7			HC	}	Mm7	0	0	-2, 2, -1, -4		-2.0	-2.0	1	53	0.018518518518518517	0.125	18.875	0.006578947368421052
15	14	0	0	4/4	2	1	I[I{				Ab	V	I	I		I						{	M	0	0	-3, 1, -2		-3.0	-3.0	0	4	0.0	0.0	3.0	0.0
15	14	1/2	1/2	4/4	2	1	IV(9)				Ab	V	I	IV(9)		IV			9				M	0	0	-4, 0, -3	-2	-4.0	-4.0	0	2	0.0	0.0	0.5	0.0
15	14	3/4	3/4	4/4	2	1	V64				Ab	V	I	V64		V		64					M	0	0	-1, -2, 2		-2.0	-1.0	0	3	0.0	0.0	0.5	0.0
16	15	0	0	4/4	2	1	I				Ab	V	I	I		I							M	0	0	-3, 1, -2		-3.0	-3.0	0	4	0.0	0.0	3.0	0.0
16	15	1/2	1/2	4/4	2	1	IV6(9)				Ab	V	I	IV6(9)		IV		6	9				M	0	0	0, -3, -4	-2	-4.0	0.0	0	3	0.0	0.0	0.75	0.0
16	15	3/4	3/4	4/4	2	1	V6				Ab	V	I	V6		V		6					M	0	0	2, -1, -2		-2.0	2.0	0	5	0.0	0.0	0.75	0.0
17	16	0	0	4/4	2	1	I				Ab	V	I	I		I							M	0	0	-3, 1, -2		-3.0	-3.0	0	4	0.0	0.0	3.0	0.0
17	16	1/2	1/2	4/4	2	1	IV(9)				Ab	V	I	IV(9)		IV			9				M	0	0	-4, 0, -3	-2	-4.0	-4.0	0	2	0.0	0.0	0.5	0.0
17	16	3/4	3/4	4/4	2	1	V64				Ab	V	I	V64		V		64					M	0	0	-1, -2, 2		-2.0	-1.0	0	3	0.0	0.0	0.5	0.0
18	17	0	0	4/4	2	1	I				Ab	V	I	I		I							M	0	0	-3, 1, -2		-3.0	-3.0	0	4	0.0	0.0	3.0	0.0
18	17	1/2	1/2	4/4	2	1	IV6(9)				Ab	V	I	IV6(9)		IV		6	9				M	0	0	0, -3, -4	-2	-4.0	0.0	0	3	0.0	0.0	0.75	0.0
18	17	3/4	3/4	4/4	2	1	V6				Ab	V	I	V6		V		6					M	0	0	2, -1, -2		-2.0	2.0	0	5	0.0	0.0	0.75	0.0
19	18	0	0	4/4	2	1	I				Ab	V	I	I		I							M	0	0	-3, 1, -2		-3.0	-3.0	0	4	0.0	0.0	2.0	0.0
19	18	1/2	1/2	4/4	2	1	vi6]				Ab	V	I	vi6		vi		6					m	0	0	-3, 1, 0		0.0	-3.0	0	4	0.0	0.0	2.0	0.0
20	19	0	0	4/4	2	1	I.ii				Ab	I		ii		ii							m	0	0	-2, -5, -1		-2.0	-2.0	2	8	0.2	0.25	4.75	0.05
21	20	0	0	4/4	2	1	V				Ab	I		V		V							M	0	0	-3, 1, -2		-3.0	-3.0	0	4	0.0	0.0	2.0	0.0
21	20	1/2	1/2	4/4	2	1	iii6				Ab	I		iii6		iii		6					m	0	0	-3, 1, 0		0.0	-3.0	0	4	0.0	0.0	2.0	0.0
22	21	0	0	4/4	2	1	ii				Ab	I		ii		ii							m	0	0	-2, -5, -1		-2.0	-2.0	2	8	0.2	0.25	4.75	0.05
23	22	0	0	4/4	2	1	V7(9)|HC}				Ab	I		V7(9)		V		7	9		HC	}	Mm7	0	0	-3, 1, -2, -5	-1	-3.0	-3.0	0	52	0.0	0.0	14.75	0.0
27	26	3/4	3/4	4/4	2	1	I[I(+6){				Ab	I	I	I(+6)		I			+6			{	M	0	0	-4, 0, -3	-1	-4.0	-4.0	0	6	0.0	0.0	1.25	0.0
28	27	0	0	4/4	2	1	ii64(+6)				Ab	I	I	ii64(+6)		ii		64	+6				m	0	0	-1, -2, -5	1	-2.0	-1.0	0	13	0.0	0.0	2.625	0.0
28	27	3/4	3/4	4/4	2	1	V7				Ab	I	I	V7		V		7					Mm7	0	0	-3, 1, -2, -5		-3.0	-3.0	2	4	0.3333333333333333	0.375	0.875	0.3
29	28	0	0	4/4	2	1	IM7(+6)				Ab	I	I	IM7(+6)		I	M	7	+6				MM7	0	0	-4, 0, -3, 1	-1	-4.0	-4.0	0	9	0.0	0.0	3.0	0.0
29	28	3/4	3/4	4/4	2	1	I(+6)				Ab	I	I	I(+6)		I			+6				M	0	0	-4, 0, -3	-1	-4.0	-4.0	0	6	0.0	0.0	1.25	0.0
30	29	0	0	4/4	2	1	IV6(+4)				Ab	I	I	IV6(+4)		IV		6	+4				M	0	0	-1, -4, -5	1	-5.0	-1.0	0	5	0.0	0.0	1.125	0.0
30	29	3/8	3/8	4/4	2	1	ii43(+6)				Ab	I	I	ii43(+6)		ii		43	+6				mm7	0	0	-1, -4, -2, -5	1	-2.0	-1.0	0	7	0.0	0.0	1.125	0.0
30	29	3/4	3/4	4/4	2	1	V7				Ab	I	I	V7		V		7					Mm7	0	0	-3, 1, -2, -5		-3.0	-3.0	2	4	0.3333333333333333	0.375	0.875	0.3
31	30	0	0	4/4	2	1	IM7(+6)				Ab	I	I	IM7(+6)		I	M	7	+6				MM7	0	0	-4, 0, -3, 1	-1	-4.0	-4.0	0	8	0.0	0.0	2.25	0.0
31	30	3/4	3/4	4/4	2	1	I(+6)				Ab	I	I	I(+6)		I			+6				M	0	0	-4, 0, -3	-1	-4.0	-4.0	0	6	0.0	0.0	1.25	0.0
32	31	0	0	4/4	2	1	ii64(+6)				Ab	I	I	ii64(+6)		ii		64	+6				m	0	0	-1, -2, -5	1	-2.0	-1.0	0	13	0.0	0.0	2.625	0.0
32	31	3/4	3/4	4/4	2	1	V7				Ab	I	I	V7		V		7					Mm7	0	0	-3, 1, -2, -5		-3.0	-3.0	2	4	0.3333333333333333	0.375	0.875	0.3
