mc	mn	mc_onset	mn_onset	timesig	staff	voice	label	offset_x	offset_y	offset	alt_label	globalkey	localkey	pedal	chord	special	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note	n_colored	n_untouched	count_ratio	dur_colored	dur_untouched	dur_ratio
1	1	0	0	4/4	2	1	D.bV.V(#4){					D	bV		V(#4)		V			#4			{	M	0	0	-3, 1, 3		-3	-3	5	15	0.25	3.25	3.25	0.5
3	3	1/2	1/2	4/4	2	1	V(6#4#2)					D	bV		V(6#4#2)		V			6#4#2				M	0	0	-3, 6, 3, 0		-3	-3	0	3	0.0	0.0	1.5	0.0
4	4	0	0	4/4	2	1	V7					D	bV		V7		V		7					Mm7	0	0	-3, 1, -2, -5		-3	-3	2	3	0.4	2.0	1.5	0.5714285714285714
4	4	1/2	1/2	4/4	2	1	V(b64)					D	bV		V(b64)		V			b64				M	0	0	-3, -4, -7		-3	-3	0	3	0.0	0.0	1.5	0.0
5	5	0	0	4/4	2	1	V(4)					D	bV		V(4)		V			4				M	0	0	-3, -4, -2		-3	-3	6	4	0.6	1.0	2.875	0.25806451612903225
5	5	1/2	1/2	4/4	2	1	V(b2)					D	bV		V(b2)		V			b2				M	0	0	-8, 1, -2		-3	-8	0	4	0.0	0.0	1.5	0.0
5	5	3/4	3/4	4/4	2	1	V					D	bV		V		V							M	0	0	-3, 1, -2		-3	-3	0	4	0.0	0.0	0.625	0.0
6	6	0	0	4/4	2	1	I|IAC}					D	bV		I		I					IAC	}	M	0	0	-4, 0, -3		-4	-4	0	7	0.0	0.0	7.0	0.0
7	7	0	0	4/4	2	1	VI.V(#4){					D	VI		V(#4)		V			#4			{	M	0	0	6, 10, 12		6	6	12	14	0.46153846153846156	2.625	4.875	0.35
9	9	1/2	1/2	4/4	2	1	V(6#4#2)					D	VI		V(6#4#2)		V			6#4#2				M	0	0	6, 15, 12, 9		6	6	1	2	0.3333333333333333	0.5	1.0	0.3333333333333333
10	10	0	0	4/4	2	1	V7					D	VI		V7		V		7					Mm7	0	0	6, 10, 7, 4		6	6	0	5	0.0	0.0	3.5	0.0
10	10	1/2	1/2	4/4	2	1	V(b64)					D	VI		V(b64)		V			b64				M	0	0	6, 5, 2		6	6	0	3	0.0	0.0	1.5	0.0
11	11	0	0	4/4	2	1	V(4)					D	VI		V(4)		V			4				M	0	0	6, 5, 7		6	6	1	5	0.16666666666666666	0.5	2.875	0.14814814814814814
11	11	1/4	1/4	4/4	2	1	V(4b2)					D	VI		V(4b2)		V			4b2				M	0	0	1, 5, 7		6	1	2	2	0.5	0.125	0.375	0.25
11	11	1/2	1/2	4/4	2	1	V(b2)					D	VI		V(b2)		V			b2				M	0	0	1, 10, 7		6	1	1	3	0.25	0.5	1.0	0.3333333333333333
11	11	3/4	3/4	4/4	2	1	V					D	VI		V		V							M	0	0	6, 10, 7		6	6	0	4	0.0	0.0	0.625	0.0
12	12	0	0	4/4	2	1	I|IAC}					D	VI		I		I					IAC	}	M	0	0	5, 9, 6		5	5	0	7	0.0	0.0	7.0	0.0
13	13	0	0	4/4	2	1	i.Ger6/bii{	0	6.5	/		D	i		Ger6/bii	Ger	vii	o	65	b3	V/bii		{	Ger	0	1	-7, -3, -6, 3		3	-7	0	29	0.0	0.0	4.125	0.0
15	15	0	0	4/4	2	1	bii64					D	i		bii64		bii		64					m	0	1	-2, -3, -6		-3	-2	0	35	0.0	0.0	4.875	0.0
18	18	0	0	4/4	2	1	viio7/V/bii					D	i		viio7/V/bii		vii	o	7		V/bii			o7	0	1	3, 0, -3, -6		3	3	0	22	0.0	0.0	2.25	0.0
19	19	0	0	4/4	2	1	vii64					D	i		vii64		vii		64					m	0	1	1, 0, -3		0	1	0	22	0.0	0.0	2.25	0.0
19	19	15/16	15/16	4/4	2	1	#viio7/iv					D	i		#viio7/iv		#vii	o	7		iv			o7	0	1	6, 3, 0, -3		6	6	0	96	0.0	0.0	15.0	0.0
22	22	3/4	3/4	4/4	2	1	IV6(#7b62)					D	i		IV6(#7b62)		IV		6	#7b62				M	0	1	5, -3, 3, 6		1	5	0	12	0.0	0.0	3.0	0.0
23	23	1/4	1/4	4/4	2	1	iv6(#72)					D	i		iv6(#72)		iv		6	#72				m	0	1	-2, 2, 3, 6		1	-2	0	6	0.0	0.0	1.5	0.0
23	23	1/2	1/2	4/4	2	1	iv6(#7)					D	i		iv6(#7)		iv		6	#7				m	0	1	-2, 2, 6		1	-2	0	6	0.0	0.0	2.5	0.0
23	23	3/4	3/4	4/4	2	1	iv6					D	i		iv6		iv		6					m	0	1	-2, 2, 1		1	-2	0	8	0.0	0.0	2.0	0.0
25	25	5/6	5/6	4/4	2	1	V7(9)					D	i		V7(9)		V		7	9				Mm7	0	1	3, 7, 4, 1	-2	3	3	2	18	0.1	0.16666666666666666	1.375	0.1081081081081081
27	27	5/6	5/6	4/4	2	1	viio7/V					D	i		viio7/V		vii	o	7		V			o7	0	1	8, 5, 2, -1		8	8	5	15	0.25	0.3333333333333333	1.2083333333333333	0.21621621621621623
29	29	15/16	15/16	4/4	2	1	i64					D	i		i64		i		64					m	0	1	3, 2, -1		2	3	0	8	0.0	0.0	0.5	0.0
30	30	3/16	3/16	4/4	2	1	VI					D	i		VI		VI							M	0	1	-2, 2, -1		-2	-2	0	8	0.0	0.0	0.5	0.0
30	30	7/16	7/16	4/4	2	1	i64					D	i		i64		i		64					m	0	1	3, 2, -1		2	3	0	8	0.0	0.0	0.5	0.0
30	30	11/16	11/16	4/4	2	1	viio7/V					D	i		viio7/V		vii	o	7		V			o7	0	1	8, 5, 2, -1		8	8	0	8	0.0	0.0	0.5	0.0
30	30	15/16	15/16	4/4	2	1	ii%65					D	i		ii%65		ii	%	65					%7	0	1	1, -2, 2, 4		4	1	8	16	0.3333333333333333	0.5	1.0	0.3333333333333333
31	31	11/16	11/16	4/4	2	1	ii%7					D	i		ii%7		ii	%	7					%7	0	1	4, 1, -2, 2		4	4	0	8	0.0	0.0	0.5	0.0
31	31	15/16	15/16	4/4	2	1	bII					D	i		bII		bII							M	0	1	-3, 1, -2		-3	-3	0	12	0.0	0.0	0.75	0.0
32	32	15/16	15/16	4/4	2	1	V/bII					D	i		V/bII		V				bII			M	0	1	-2, 2, -1		-2	-2	0	8	0.0	0.0	0.5	0.0
33	33	15/16	15/16	4/4	2	1	#viio				V6	D	i		#viio		#vii	o						o	0	1	7, 4, 1		7	7	0	6	0.0	0.0	0.375	0.0
34	34	7/16	7/16	4/4	2	1	V|HC}					D	i		V		V					HC	}	M	0	1	3, 7, 4		3	3	0	4	0.0	0.0	0.25	0.0
34	34	15/16	15/16	4/4	2	1	i[i{					D	i	i	i		i						{	m	0	1	2, -1, 3		2	2	0	12	0.0	0.0	1.125	0.0
35	35	3/16	3/16	4/4	2	1	VI					D	i	i	VI		VI							M	0	1	-2, 2, -1		-2	-2	0	10	0.0	0.0	0.625	0.0
35	35	7/16	7/16	4/4	2	1	i64					D	i	i	i64		i		64					m	0	1	3, 2, -1		2	3	0	10	0.0	0.0	0.625	0.0
35	35	11/16	11/16	4/4	2	1	viio7/V					D	i	i	viio7/V		vii	o	7		V			o7	0	1	8, 5, 2, -1		8	8	0	10	0.0	0.0	0.625	0.0
35	35	15/16	15/16	4/4	2	1	I6(4)					D	i	i	I6(4)		I		6	4				M	0	1	1, 3, 2		2	1	0	10	0.0	0.0	0.625	0.0
36	36	3/16	3/16	4/4	2	1	I6					D	i	i	I6		I		6					M	0	1	6, 3, 2		2	6	0	10	0.0	0.0	0.625	0.0
36	36	7/16	7/16	4/4	2	1	i6					D	i	i	i6		i		6					m	0	1	-1, 3, 2		2	-1	0	8	0.0	0.0	0.5	0.0
36	36	11/16	11/16	4/4	2	1	i(2)					D	i	i	i(2)		i			2				m	0	1	4, -1, 3		2	4	0	10	0.0	0.0	0.625	0.0
