mc	mn	mc_onset	mn_onset	timesig	staff	voice	label	offset_x	offset_y	offset	alt_label	globalkey	localkey	pedal	chord	special	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note	n_colored	n_untouched	count_ratio	dur_colored	dur_untouched	dur_ratio
1	1	0	0	6/8	2	1	B.ii{					B	I		ii		ii						{	m	0	0	7, 4, 8		7	7	0	3	0.0	0.0	0.375	0.0
2	2	0	0	6/8	2	1	I					B	I		I		I							M	0	0	5, 9, 6		5	5	0	3	0.0	0.0	0.375	0.0
3	3	0	0	6/8	2	1	vii%43					B	I		vii%43		vii	%	43					%7	0	0	4, 8, 10, 7		10	4	0	6	0.0	0.0	1.5	0.0
4	4	0	0	6/8	2	1	I6					B	I		I6		I		6					M	0	0	9, 6, 5		5	9	0	6	0.0	0.0	1.5	0.0
5	5	0	0	6/8	2	1	ii6					B	I		ii6		ii		6					m	0	0	4, 8, 7		7	4	0	8	0.0	0.0	1.25	0.0
6	6	1/8	1/8	6/8	2	1	vii%43					B	I		vii%43		vii	%	43					%7	0	0	4, 8, 10, 7		10	4	2	8	0.2	0.25	1.0	0.2
7	7	0	0	6/8	2	1	I6					B	I		I6		I		6					M	0	0	9, 6, 5		5	9	0	5	0.0	0.0	1.125	0.0
7	7	3/8	3/8	6/8	2	1	I6(+6)					B	I		I6(+6)		I		6	+6				M	0	0	9, 6, 5	8	5	9	3	15	0.16666666666666666	0.25	2.0	0.1111111111111111
9	9	0	0	6/8	2	1	ii6					B	I		ii6		ii		6					m	0	0	4, 8, 7		7	4	0	5	0.0	0.0	1.125	0.0
9	9	3/8	3/8	6/8	2	1	vii%43					B	I		vii%43		vii	%	43					%7	0	0	4, 8, 10, 7		10	4	2	14	0.125	0.25	2.0	0.1111111111111111
11	11	0	0	6/8	2	1	I6					B	I		I6		I		6					M	0	0	9, 6, 5		5	9	0	5	0.0	0.0	1.0	0.0
11	11	3/8	3/8	6/8	2	1	I6(+6)					B	I		I6(+6)		I		6	+6				M	0	0	9, 6, 5	8	5	9	2	19	0.09523809523809523	0.09375	2.15625	0.041666666666666664
13	13	0	0	6/8	2	1	ii6					B	I		ii6		ii		6					m	0	0	4, 8, 7		7	4	0	5	0.0	0.0	1.0	0.0
13	13	3/8	3/8	6/8	2	1	vii%43					B	I		vii%43		vii	%	43					%7	0	0	4, 8, 10, 7		10	4	2	14	0.125	0.25	2.0	0.1111111111111111
15	15	0	0	6/8	2	1	viio7/V					B	I		viio7/V		vii	o	7		V			o7	0	0	11, 8, 5, 2		11	11	3	18	0.14285714285714285	0.375	2.875	0.11538461538461539
17	17	0	0	6/8	2	1	bII.V(964)					B	bII		V(964)		V			964				M	0	0	1, 0, 4	3	1	1	0	5	0.0	0.0	1.0	0.0
17	17	3/8	3/8	6/8	2	1	V(64)					B	bII		V(64)		V			64				M	0	0	1, 0, 4		1	1	0	4	0.0	0.0	0.75	0.0
18	18	0	0	6/8	2	1	V7					B	bII		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1	5	12	0.29411764705882354	0.3125	1.3125	0.19230769230769232
19	19	3/8	3/8	6/8	2	1	V43/IV|EC					B	bII		V43/IV		V		43		IV	EC		Mm7	0	0	1, -2, 0, 4		0	1	0	28	0.0	0.0	6.0	0.0
23	23	1/4	1/4	6/8	2	1	I.viio65					B	I		viio65		vii	o	65					o7	0	0	7, 4, 1, 10		10	7	0	9	0.0	0.0	2.25	0.0
24	24	1/4	1/4	6/8	2	1	V7/V					B	I		V7/V		V		7		V			Mm7	0	0	7, 11, 8, 5		7	7	0	9	0.0	0.0	2.25	0.0
25	25	0	0	6/8	2	1	vii%7					B	I		vii%7		vii	%	7					%7	0	0	10, 7, 4, 8		10	10	1	8	0.1111111111111111	0.125	3.5	0.034482758620689655
25	25	3/4	3/4	6/8	2	1	V7(9)					B	I		V7(9)		V		7	9				Mm7	0	0	6, 10, 7, 4	8	6	6	0	9	0.0	0.0	1.875	0.0
26	26	3/8	3/8	6/8	2	1	V7(9)				ii	B	I		V7(9)		V		7	9				Mm7	0	0	6, 10, 7, 4	8	6	6	0	9	0.0	0.0	1.125	0.0
28	28	0	0	6/8	2	1	vii%2					B	I		vii%2		vii	%	2					%7	0	0	8, 10, 7, 4		10	8	0	10	0.0	0.0	1.25	0.0
29	29	0	0	6/8	2	1	vii%7					B	I		vii%7		vii	%	7					%7	0	0	10, 7, 4, 8		10	10	1	6	0.14285714285714285	0.125	0.75	0.14285714285714285
29	29	3/8	3/8	6/8	2	1	vii%43					B	I		vii%43		vii	%	43					%7	0	0	4, 8, 10, 7		10	4	1	8	0.1111111111111111	0.125	1.25	0.09090909090909091
30	30	0	0	6/8	2	1	I6					B	I		I6		I		6					M	0	0	9, 6, 5		5	9	1	12	0.07692307692307693	0.0	2.25	0.0
31	31	1/4	1/4	6/8	2	1	IM65					B	I		IM65		I	M	65					MM7	0	0	9, 6, 10, 5		5	9	0	4	0.0	0.0	0.5	0.0
31	31	1/2	1/2	6/8	2	1	IM7					B	I		IM7		I	M	7					MM7	0	0	5, 9, 6, 10		5	5	1	4	0.2	0.0625	0.4375	0.125
32	32	0	0	6/8	2	1	vii%2					B	I		vii%2		vii	%	2					%7	0	0	8, 10, 7, 4		10	8	0	4	0.0	0.0	0.75	0.0
32	32	3/8	3/8	6/8	2	1	vii%43					B	I		vii%43		vii	%	43					%7	0	0	4, 8, 10, 7		10	4	2	22	0.08333333333333333	0.25	3.25	0.07142857142857142
34	34	0	0	6/8	2	1	I6					B	I		I6		I		6					M	0	0	9, 6, 5		5	9	4	22	0.15384615384615385	0.125	3.375	0.03571428571428571
36	36	0	0	6/8	2	1	vii%2					B	I		vii%2		vii	%	2					%7	0	0	8, 10, 7, 4		10	8	0	5	0.0	0.0	0.875	0.0
36	36	3/8	3/8	6/8	2	1	vii%43					B	I		vii%43		vii	%	43					%7	0	0	4, 8, 10, 7		10	4	2	22	0.08333333333333333	0.25	3.25	0.07142857142857142
38	38	0	0	6/8	2	1	viio65/V					B	I		viio65/V		vii	o	65		V			o7	0	0	8, 5, 2, 11		11	8	0	5	0.0	0.0	0.875	0.0
38	38	3/8	3/8	6/8	2	1	viio7/V					B	I		viio7/V		vii	o	7		V			o7	0	0	11, 8, 5, 2		11	11	2	22	0.08333333333333333	0.25	3.25	0.07142857142857142
