mc	mn	mc_onset	mn_onset	timesig	staff	voice	label	alt_label	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note	n_colored	n_untouched	count_ratio	dur_colored	dur_untouched	dur_ratio
1	0	0	3/4	4/4	2	1	c#.i{		c#	i		i	i						{	m	1	1	7, 4, 8		7	7	0	21	0.0	0.0	5.5	0.0
3	2	1/4	1/4	4/4	2	1	vi		c#	i		vi	vi							m	1	1	3, 0, 4		3	3	0	14	0.0	0.0	5.375	0.0
4	3	1/4	1/4	4/4	2	1	iv%7		c#	i		iv%7	iv	%	7					%7	1	1	6, 3, 0, 4		6	6	0	8	0.0	0.0	2.0	0.0
4	3	3/4	3/4	4/4	2	1	V7(96)		c#	i		V7(96)	V		7	96				Mm7	1	1	8, 12, 4, 6	3	8	8	2	5	0.2857142857142857	0.125	1.25	0.09090909090909091
5	4	0	0	4/4	2	1	V7(9)		c#	i		V7(9)	V		7	9				Mm7	1	1	8, 12, 9, 6	3	8	8	0	2	0.0	0.0	0.5	0.0
5	4	1/4	1/4	4/4	2	1	i|PAC}		c#	i		i	i					PAC	}	m	1	1	7, 4, 8		7	7	0	35	0.0	0.0	8.5	0.0
7	6	1/4	1/4	4/4	2	1	iv6/iii		c#	i		iv6/iii	iv		6		iii			m	1	1	0, 4, 3		3	0	0	14	0.0	0.0	5.375	0.0
8	7	1/4	1/4	4/4	2	1	VI64/iii		c#	i		VI64/iii	VI		64		iii			M	1	1	1, 0, 4		0	1	0	9	0.0	0.0	2.25	0.0
8	7	3/4	3/4	4/4	2	1	V7(94)/iii		c#	i		V7(94)/iii	V		7	94	iii			Mm7	1	1	5, 4, 6, 3	0	5	5	2	6	0.25	0.125	1.5	0.07692307692307693
9	8	0	0	4/4	2	1	V7(9)/iii		c#	i		V7(9)/iii	V		7	9	iii			Mm7	1	1	5, 9, 6, 3	0	5	5	0	2	0.0	0.0	0.5	0.0
9	8	1/4	1/4	4/4	2	1	i/iii|PAC}		c#	i		i/iii	i				iii	PAC	}	m	1	1	4, 1, 5		4	4	0	20	0.0	0.0	4.0	0.0
10	9	1/4	1/4	4/4	2	1	i(#0)/iii		c#	i		i(#0)/iii	i			#0	iii			m	1	1	4, 1, 5		4	4	3	12	0.2	1.5	4.0	0.2727272727272727
11	10	1/4	1/4	4/4	2	1	i/iii		c#	i		i/iii	i				iii			m	1	1	4, 1, 5		4	4	0	5	0.0	0.0	0.9375	0.0
11	10	7/16	7/16	4/4	2	1	i(b2)/iii		c#	i		i(b2)/iii	i			b2	iii			m	1	1	-1, 1, 5		4	-1	0	10	0.0	0.0	1.5625	0.0
11	10	3/4	3/4	4/4	2	1	i/iii		c#	i		i/iii	i				iii			m	1	1	4, 1, 5		4	4	0	11	0.0	0.0	2.25	0.0
12	11	1/4	1/4	4/4	2	1	VI/bv		c#	i		VI/bv	VI				bv			M	1	1	-3, 1, -2		-3	-3	2	13	0.13333333333333333	1.0	3.875	0.20512820512820512
13	12	1/4	1/4	4/4	2	1	iv6/bv		c#	i		iv6/bv	iv		6		bv			m	1	1	-3, 1, 0		0	-3	0	10	0.0	0.0	2.5	0.0
13	12	3/4	3/4	4/4	2	1	V7(94)/bv		c#	i		V7(94)/bv	V		7	94	bv			Mm7	1	1	2, 1, 3, 0	-3	2	2	2	7	0.2222222222222222	0.125	1.75	0.06666666666666667
14	13	0	0	4/4	2	1	V7(9)/bv		c#	i		V7(9)/bv	V		7	9	bv			Mm7	1	1	2, 6, 3, 0	-3	2	2	0	2	0.0	0.0	0.5	0.0
14	13	1/4	1/4	4/4	2	1	i/bv|PAC}		c#	i		i/bv	i				bv	PAC	}	m	1	1	1, -2, 2		1	1	0	19	0.0	0.0	3.5	0.0
15	14	1/4	1/4	4/4	2	1	i(#0)/bv		c#	i		i(#0)/bv	i			#0	bv			m	1	1	1, -2, 2		1	1	3	12	0.2	1.5	4.0	0.2727272727272727
16	15	1/4	1/4	4/4	2	1	i/bv		c#	i		i/bv	i				bv			m	1	1	1, -2, 2		1	1	0	5	0.0	0.0	0.9375	0.0
16	15	7/16	7/16	4/4	2	1	i(b2)/bv		c#	i		i(b2)/bv	i			b2	bv			m	1	1	-4, -2, 2		1	-4	0	10	0.0	0.0	1.5625	0.0
16	15	3/4	3/4	4/4	2	1	i/bv		c#	i		i/bv	i				bv			m	1	1	1, -2, 2		1	1	0	11	0.0	0.0	2.25	0.0
17	16	1/4	1/4	4/4	2	1	i(#0)/bv	IV(b6)	c#	i		i(#0)/bv	i			#0	bv			m	1	1	1, -2, 2		1	1	3	12	0.2	1.5	3.375	0.3076923076923077
