mc	mn	mc_onset	mn_onset	timesig	staff	voice	label	offset_x	offset_y	offset	alt_label	globalkey	localkey	pedal	chord	special	numeral	form	figbass	changes	relativeroot	pedalend	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note	n_colored	n_untouched	count_ratio	dur_colored	dur_untouched	dur_ratio
128	124	0	0	4/4	2	1	IV64(+6){					e	VII		IV64(+6)		IV		64	+6				{	M	1	0	2, 1, 5	4	1	2	0.0	8.0	0.0	0.0	0.65625	0.0
128	124	1/8	1/8	4/4	2	1	IV64					e	VII		IV64		IV		64						M	1	0	2, 1, 5		1	2	0.0	8.0	0.0	0.0	0.6875	0.0
128	124	1/4	1/4	4/4	2	1	ii%2					e	VII		ii%2		ii	%	2						%7	1	0	2, 4, 1, -2		4	2	0.0	6.0	0.0	0.0	0.40625	0.0
128	124	3/8	3/8	4/4	2	1	viio43					e	VII		viio43		vii	o	43						o7	1	0	1, -2, 7, 4		7	1	0.0	8.0	0.0	0.0	0.4375	0.0
128	124	1/2	1/2	4/4	2	1	I					e	VII		I		I								M	1	0	2, 6, 3		2	2	6.0	23.0	0.20689655172413793	0.375	1.25	0.23076923076923078
128	124	31/32	31/32	4/4	2	1	V7/IV	-3.54545	-9.45455	/		e	VII		V7/IV		V		7		IV				Mm7	1	0	2, 6, 3, 0		2	2	0.0	3.0	0.0	0.0	0.09375	0.0
129	125	0	0	4/4	2	1	V.I6(b9)					e	V		I6(b9)		I		6	b9					M	1	0	9, 6, 5	0	5	9	0.0	6.0	0.0	0.0	0.59375	0.0
129	125	1/8	1/8	4/4	2	1	I6					e	V		I6		I		6						M	1	0	9, 6, 5		5	9	0.0	6.0	0.0	0.0	0.625	0.0
129	125	1/4	1/4	4/4	2	1	iv					e	V		iv		iv								m	1	0	4, 1, 5		4	4	2.0	8.0	0.2	0.25	0.46875	0.34782608695652173
129	125	1/2	1/2	4/4	2	1	vi.V2					e	vi		V2		V		2						Mm7	1	1	-1, 1, 5, 2		1	-1	6.0	34.0	0.15	0.375	1.59375	0.19047619047619047
130	126	0	0	4/4	2	1	i6					e	vi		i6		i		6						m	1	1	-3, 1, 0		0	-3	8.0	24.0	0.25	0.5	1.21875	0.2909090909090909
130	126	1/2	1/2	4/4	2	1	#viio43					e	vi		#viio43		#vii	o	43						o7	1	1	-1, -4, 5, 2		5	-1	8.0	32.0	0.2	0.5	1.46875	0.25396825396825395
131	127	0	0	4/4	2	1	V.V(64)					e	V		V(64)		V			64					M	1	0	6, 5, 9		6	6	8.0	22.0	0.26666666666666666	0.5	1.34375	0.2711864406779661
131	127	1/2	1/2	4/4	2	1	V7					e	V		V7		V		7						Mm7	1	0	6, 10, 7, 4		6	6	4.0	12.0	0.25	0.25	0.71875	0.25806451612903225
131	127	3/4	3/4	4/4	2	1	V7(6)					e	V		V7(6)		V		7	6					Mm7	1	0	6, 10, 9, 4		6	6	1.0	14.0	0.06666666666666667	0.03125	0.875	0.034482758620689655
131	127	31/32	31/32	4/4	2	1	V7					e	V		V7		V		7						Mm7	1	0	6, 10, 7, 4		6	6	0.0	2.0	0.0	0.0	0.0625	0.0
132	128	0	0	4/4	2	1	I|PAC}					e	V		I		I						PAC	}	M	1	0	5, 9, 6		5	5	0.0	4.0	0.0	0.0	0.5	0.0
132	128	1/8	1/8	4/4	2	1	I6{					e	V		I6		I		6					{	M	1	0	9, 6, 5		5	9	2.0	14.0	0.125	0.25	0.625	0.2857142857142857
132	128	3/8	3/8	4/4	2	1	I					e	V		I		I								M	1	0	5, 9, 6		5	5	0.0	26.0	0.0	0.0	1.0	0.0
132	128	7/8	7/8	4/4	2	1	I64					e	V		I64		I		64						M	1	0	6, 5, 9		5	6	0.0	7.0	0.0	0.0	0.3125	0.0
133	129	0	0	4/4	2	1	iv6					e	V		iv6		iv		6						m	1	0	1, 5, 4		4	1	2.0	28.0	0.06666666666666667	0.5	1.25	0.2857142857142857
133	129	1/2	1/2	4/4	2	1	bIIM43					e	V		bIIM43		bII	M	43						MM7	1	0	1, 5, 0, 4		0	1	2.0	18.0	0.1	0.5	0.75	0.4
133	129	3/4	3/4	4/4	2	1	viio2					e	V		viio2		vii	o	2						o7	1	0	1, 10, 7, 4		10	1	0.0	18.0	0.0	0.0	0.75	0.0
134	130	0	0	4/4	2	1	I64					e	V		I64		I		64						M	1	0	6, 5, 9		5	6	0.0	7.0	0.0	0.0	2.1666666666666665	0.0
134	130	5/12	5/12	4/4	2	1	I6					e	V		I6		I		6						M	1	0	9, 6, 5		5	9	2.0	5.0	0.2857142857142857	0.16666666666666666	1.6666666666666667	0.0909090909090909
134	130	7/12	7/12	4/4	2	1	I					e	V		I		I								M	1	0	5, 9, 6		5	5	0.0	2.0	0.0	0.0	0.16666666666666666	0.0
134	130	13/16	13/16	4/4	2	1	I64					e	V		I64		I		64						M	1	0	6, 5, 9		5	6	4.0	11.0	0.26666666666666666	0.1875	0.40625	0.3157894736842105
135	131	0	0	4/4	2	1	iv6					e	V		iv6		iv		6						m	1	0	1, 5, 4		4	1	2.0	28.0	0.06666666666666667	0.5	1.25	0.2857142857142857
135	131	1/2	1/2	4/4	2	1	bIIM43					e	V		bIIM43		bII	M	43						MM7	1	0	1, 5, 0, 4		0	1	2.0	18.0	0.1	0.5	0.75	0.4
135	131	3/4	3/4	4/4	2	1	ii%43					e	V		ii%43		ii	%	43						%7	1	0	1, 5, 7, 4		7	1	0.0	18.0	0.0	0.0	0.75	0.0
136	132	0	0	4/4	2	1	#III.viio7					e	#III		viio7		vii	o	7						o7	1	0	13, 10, 7, 4		13	13	0.0	18.0	0.0	0.0	1.0	0.0
136	132	1/4	1/4	4/4	2	1	V65					e	#III		V65		V		65						Mm7	1	0	13, 10, 7, 9		9	13	2.0	26.0	0.07142857142857142	0.125	1.0625	0.10526315789473684
136	132	5/8	5/8	4/4	2	1	V7					e	#III		V7		V		7						Mm7	1	0	9, 13, 10, 7		9	9	0.0	8.0	0.0	0.0	0.3125	0.0
136	132	3/4	3/4	4/4	2	1	V65					e	#III		V65		V		65						Mm7	1	0	13, 10, 7, 9		9	13	22.0	0.0	1.0	0.875	0.0	1.0
137	133	0	0	4/4	2	1	I(6)					e	#III		I(6)		I			6					M	1	0	8, 12, 11		8	8	8.0	0.0	1.0	0.5625	0.0	1.0
137	133	1/8	1/8	4/4	2	1	I					e	#III		I		I								M	1	0	8, 12, 9		8	8	11.0	0.0	1.0	0.5	0.0	1.0
137	133	3/8	3/8	4/4	2	1	I64					e	#III		I64		I		64						M	1	0	9, 8, 12		8	9	2.0	0.0	1.0	0.125	0.0	1.0
137	133	1/2	1/2	4/4	2	1	vii%7					e	#III		vii%7		vii	%	7						%7	1	0	13, 10, 7, 11		13	13	8.0	0.0	1.0	0.5625	0.0	1.0
137	133	5/8	5/8	4/4	2	1	V65					e	#III		V65		V		65						Mm7	1	0	13, 10, 7, 9		9	13	7.0	0.0	1.0	0.25	0.0	1.0
137	133	3/4	3/4	4/4	2	1	V					e	#III		V		V								M	1	0	9, 13, 10		9	9	6.0	0.0	1.0	0.375	0.0	1.0
138	134	0	0	4/4	2	1	#viio7/ii					e	#III		#viio7/ii		#vii	o	7		ii				o7	1	0	15, 12, 9, 6		15	15	24.0	6.0	0.8	4.375	0.375	0.9210526315789473
139	135	0	0	4/4	2	1	V.I(b6)					e	V		I(b6)		I			b6					M	1	0	5, 9, 1		5	5	0.0	8.0	0.0	0.0	0.5625	0.0
139	135	1/8	1/8	4/4	2	1	I					e	V		I		I								M	1	0	5, 9, 6		5	5	2.0	9.0	0.18181818181818182	0.125	0.375	0.25
139	135	3/8	3/8	4/4	2	1	I64					e	V		I64		I		64						M	1	0	6, 5, 9		5	6	0.0	2.0	0.0	0.0	0.125	0.0
139	135	1/2	1/2	4/4	2	1	viio7					e	V		viio7		vii	o	7						o7	1	0	10, 7, 4, 1		10	10	0.0	8.0	0.0	0.0	0.5625	0.0
139	135	5/8	5/8	4/4	2	1	V65					e	V		V65		V		65						Mm7	1	0	10, 7, 4, 6		6	10	0.0	7.0	0.0	0.0	0.25	0.0
139	135	3/4	3/4	4/4	2	1	V					e	V		V		V								M	1	0	6, 10, 7		6	6	2.0	4.0	0.3333333333333333	0.125	0.25	0.3333333333333333
140	136	0	0	4/4	2	1	VII.viio43/IV					e	VII		viio43/IV		vii	o	43		IV				o7	1	0	0, -3, 6, 3		6	0	8.0	22.0	0.26666666666666666	0.5	4.25	0.10526315789473684
141	137	0	0	4/4	2	1	I(b6)					e	VII		I(b6)		I			b6					M	1	0	2, 6, -2		2	2	0.0	8.0	0.0	0.0	0.5625	0.0
141	137	1/8	1/8	4/4	2	1	I					e	VII		I		I								M	1	0	2, 6, 3		2	2	2.0	9.0	0.18181818181818182	0.125	0.375	0.25
141	137	3/8	3/8	4/4	2	1	I64					e	VII		I64		I		64						M	1	0	3, 2, 6		2	3	0.0	2.0	0.0	0.0	0.125	0.0
141	137	1/2	1/2	4/4	2	1	viio7					e	VII		viio7		vii	o	7						o7	1	0	7, 4, 1, -2		7	7	0.0	8.0	0.0	0.0	0.5625	0.0
141	137	5/8	5/8	4/4	2	1	V65					e	VII		V65		V		65						Mm7	1	0	7, 4, 1, 3		3	7	0.0	7.0	0.0	0.0	0.25	0.0
141	137	3/4	3/4	4/4	2	1	V					e	VII		V		V								M	1	0	3, 7, 4		3	3	2.0	4.0	0.3333333333333333	0.125	0.25	0.3333333333333333
142	138	0	0	4/4	2	1	I(b6)					e	VII		I(b6)		I			b6					M	1	0	2, 6, -2		2	2	0.0	9.0	0.0	0.0	0.5625	0.0
142	138	1/8	1/8	4/4	2	1	I					e	VII		I		I								M	1	0	2, 6, 3		2	2	3.0	11.0	0.21428571428571427	0.1875	0.5	0.2727272727272727
142	138	3/8	3/8	4/4	2	1	I64					e	VII		I64		I		64						M	1	0	3, 2, 6		2	3	0.0	3.0	0.0	0.0	0.1875	0.0
142	138	1/2	1/2	4/4	2	1	viio7					e	VII		viio7		vii	o	7						o7	1	0	7, 4, 1, -2		7	7	0.0	9.0	0.0	0.0	0.5625	0.0
142	138	5/8	5/8	4/4	2	1	V6					e	VII		V6		V		6						M	1	0	7, 4, 3		3	7	0.0	7.0	0.0	0.0	0.25	0.0
142	138	3/4	3/4	4/4	2	1	V					e	VII		V		V								M	1	0	3, 7, 4		3	3	3.0	6.0	0.3333333333333333	0.1875	0.375	0.3333333333333333
143	139	0	0	4/4	2	1	iii.#viio65					e	iii		#viio65		#vii	o	65						o7	1	1	3, 0, -3, 6		6	3	4.0	14.0	0.2222222222222222	0.25	1.5	0.14285714285714285
143	139	3/8	3/8	4/4	2	1	#viio7					e	iii		#viio7		#vii	o	7						o7	1	1	6, 3, 0, -3		6	6	24.0	44.0	0.35294117647058826	1.5833333333333333	3.0	0.34545454545454546
146	142	0	0	4/4	2	1	iv.#viio65					e	iv		#viio65		#vii	o	65						o7	1	1	5, 2, -1, 8		8	5	4.0	14.0	0.2222222222222222	0.25	1.5	0.14285714285714285
146	142	3/8	3/8	4/4	2	1	#viio7					e	iv		#viio7		#vii	o	7						o7	1	1	8, 5, 2, -1		8	8	24.0	44.0	0.35294117647058826	1.5833333333333333	3.0	0.34545454545454546
149	145	0	0	4/4	2	1	V.viio65					e	V		viio65		vii	o	65						o7	1	0	7, 4, 1, 10		10	7	4.0	14.0	0.2222222222222222	0.25	1.5	0.14285714285714285
149	145	3/8	3/8	4/4	2	1	viio7					e	V		viio7		vii	o	7						o7	1	0	10, 7, 4, 1		10	10	0.0	20.0	0.0	0.0	1.25	0.0
150	146	0	0	4/4	2	1	#viio7/iii					e	V		#viio7/iii		#vii	o	7		iii				o7	1	0	14, 11, 8, 5		14	14	8.0	8.0	0.5	0.5	0.5	0.5
150	146	1/2	1/2	4/4	2	1	viio7/IV					e	V		viio7/IV		vii	o	7		IV				o7	1	0	9, 6, 3, 0		9	9	0.0	16.0	0.0	0.0	1.0	0.0
151	147	0	0	4/4	2	1	viio7/bV					e	V		viio7/bV		vii	o	7		bV				o7	1	0	4, 1, -2, -5		4	4	8.0	8.0	0.5	0.5	0.5	0.5
151	147	1/2	1/2	4/4	2	1	viio7/V					e	V		viio7/V		vii	o	7		V				o7	1	0	11, 8, 5, 2		11	11	64.0	63.0	0.5039370078740157	9.229166666666666	9.020833333333334	0.5057077625570776
153	149	0	0	4/4	2	1	#viio7/iii					e	V		#viio7/iii		#vii	o	7		iii				o7	1	0	14, 11, 8, 5		14	14	6.0	4.0	0.6	0.75	0.25	0.75
153	149	1/4	1/4	4/4	2	1	viio7/bIII					e	V		viio7/bIII		vii	o	7		bIII				o7	1	0	7, 4, 1, -2		7	7	0.0	94.0	0.0	0.0	7.75	0.0
155	151	1/4	1/4	4/4	2	1	#viio7/ii					e	V		#viio7/ii		#vii	o	7		ii				o7	1	0	12, 9, 6, 3		12	12	22.0	18.0	0.55	2.0	1.25	0.6153846153846154
156	152	1/4	1/4	4/4	2	1	viio7/bII					e	V		viio7/bII		vii	o	7		bII				o7	1	0	5, 2, -1, -4		5	5	10.0	30.0	0.25	0.75	2.375	0.24
157	153	1/4	1/4	4/4	2	1	viio7					e	V		viio7		vii	o	7						o7	1	0	10, 7, 4, 1		10	10	2.0	113.0	0.017391304347826087	2.0	9.75	0.1702127659574468
161	157	0	0	4/4	2	1	bi.V7					e	bi		V7		V		7						Mm7	1	1	-2, 2, -1, -4		-2	-2	0.0	5.0	0.0	0.0	2.5	0.0
161	157	1/2	1/2	4/4	2	1	V(64)					e	bi		V(64)		V			64					M	1	1	-2, -3, -6		-2	-2	0.0	4.0	0.0	0.0	2.0	0.0
162	158	0	0	4/4	2	1	V7					e	bi		V7		V		7						Mm7	1	1	-2, 2, -1, -4		-2	-2	0.0	4.0	0.0	0.0	2.0	0.0
162	158	1/2	1/2	4/4	2	1	bii.#viio43	0	-13	/		e	bii		#viio43		#vii	o	43						o7	1	1	-2, -5, 4, 1		4	-2	0.0	4.0	0.0	0.0	2.0	0.0
163	159	0	0	4/4	2	1	V2					e	bii		V2		V		2						Mm7	1	1	-2, 0, 4, 1		0	-2	0.0	8.0	0.0	0.0	4.0	0.0
164	160	0	0	4/4	2	1	i6|EC					e	bii		i6		i		6				EC		m	1	1	-4, 0, -1		-1	-4	0.0	4.0	0.0	0.0	1.0	0.0
165	161	0	0	4/4	2	1	i					e	bii		i		i								m	1	1	-1, -4, 0		-1	-1	1.0	2.0	0.3333333333333333	0.5	0.5	0.5
167	163	0	0	4/4	2	1	i6					e	bii		i6		i		6						m	1	1	-4, 0, -1		-1	-4	0.0	4.0	0.0	0.0	1.0	0.0
167	163	1/2	1/2	4/4	2	1	v64					e	bii		v64		v		64						m	1	1	1, 0, -3		0	1	0.0	4.0	0.0	0.0	1.0	0.0
168	164	0	0	4/4	2	1	I.viio65					e	I		viio65		vii	o	65						o7	1	0	6, 3, 0, 9		9	6	0.0	5.0	0.0	0.0	1.25	0.0
169	165	0	0	4/4	2	1	iio6				iv	e	I		iio6		ii	o	6						o	1	0	3, 0, 6		6	3	1.0	2.0	0.3333333333333333	0.5	0.5	0.5
171	167	0	0	4/4	2	1	viio65					e	I		viio65		vii	o	65						o7	1	0	6, 3, 0, 9		9	6	0.0	4.0	0.0	0.0	1.0	0.0
171	167	1/2	1/2	4/4	2	1	iv43					e	I		iv43		iv		43						mm7	1	0	4, 1, 3, 0		3	4	0.0	4.0	0.0	0.0	1.0	0.0
172	168	0	0	4/4	2	1	viio7					e	I		viio7		vii	o	7						o7	1	0	9, 6, 3, 0		9	9	5.0	21.0	0.19230769230769232	1.5	4.875	0.23529411764705882
173	169	11/2	11/2	4/4	2	1	V|HC}					e	I		V		V						HC	}	M	1	0	5, 9, 6		5	5	0.0	1.0	0.0	0.0	0.5	0.0
174	170	0	0	4/4	2	1	I{					e	I		I		I							{	M	1	0	4, 8, 5		4	4	0.0	4.0	0.0	0.0	0.7083333333333334	0.0
174	170	1/8	1/8	4/4	2	1	I(9)					e	I		I(9)		I			9					M	1	0	4, 8, 5	6	4	4	0.0	8.0	0.0	0.0	0.875	0.0
174	170	3/8	3/8	4/4	2	1	I					e	I		I		I								M	1	0	4, 8, 5		4	4	0.0	4.0	0.0	0.0	0.25	0.0
174	170	1/2	1/2	4/4	2	1	vi					e	I		vi		vi								m	1	0	7, 4, 8		7	7	0.0	4.0	0.0	0.0	0.7083333333333334	0.0
174	170	5/8	5/8	4/4	2	1	vi(9)					e	I		vi(9)		vi			9					m	1	0	7, 4, 8	9	7	7	0.0	8.0	0.0	0.0	0.875	0.0
174	170	7/8	7/8	4/4	2	1	vi					e	I		vi		vi								m	1	0	7, 4, 8		7	7	0.0	4.0	0.0	0.0	0.25	0.0
175	171	0	0	4/4	2	1	viio7/V					e	I		viio7/V		vii	o	7		V				o7	1	0	10, 7, 4, 1		10	10	0.0	8.0	0.0	0.0	0.9583333333333334	0.0
175	171	1/4	1/4	4/4	2	1	V(#7+b6)					e	I		V(#7+b6)		V			#7+b6					M	1	0	5, 9, 6	10, 1	5	5	0.0	4.0	0.0	0.0	0.4583333333333333	0.0
175	171	3/8	3/8	4/4	2	1	V					e	I		V		V								M	1	0	5, 9, 6		5	5	1.0	5.0	0.16666666666666666	0.08333333333333333	0.2916666666666667	0.2222222222222222
175	171	1/2	1/2	4/4	2	1	viio7					e	I		viio7		vii	o	7						o7	1	0	9, 6, 3, 0		9	9	0.0	12.0	0.0	0.0	1.4583333333333333	0.0
175	171	7/8	7/8	4/4	2	1	V65					e	I		V65		V		65						Mm7	1	0	9, 6, 3, 5		5	9	0.0	5.0	0.0	0.0	0.375	0.0
176	172	0	0	4/4	2	1	I					e	I		I		I								M	1	0	4, 8, 5		4	4	0.0	4.0	0.0	0.0	0.7083333333333334	0.0
176	172	1/8	1/8	4/4	2	1	IM7					e	I		IM7		I	M	7						MM7	1	0	4, 8, 5, 9		4	4	1.0	11.0	0.08333333333333333	0.25	0.875	0.2222222222222222
176	172	1/2	1/2	4/4	2	1	vi					e	I		vi		vi								m	1	0	7, 4, 8		7	7	0.0	4.0	0.0	0.0	0.7083333333333334	0.0
176	172	5/8	5/8	4/4	2	1	vi7					e	I		vi7		vi		7						mm7	1	0	7, 4, 8, 5		7	7	1.0	11.0	0.08333333333333333	0.25	0.875	0.2222222222222222
177	173	0	0	4/4	2	1	#vi.Fr6					e	#vi		Fr6	Fr	V		43	b5	V				Fr	1	1	3, 7, 9, 13		9	3	0.0	20.0	0.0	0.0	2.2916666666666665	0.0
177	173	1/2	1/2	4/4	2	1	V					e	#vi		V		V								M	1	1	8, 12, 9		8	8	0.0	16.0	0.0	0.0	2.2916666666666665	0.0
178	174	0	0	4/4	2	1	V65/V					e	#vi		V65/V		V		65		V				Mm7	1	1	13, 10, 7, 9		9	13	3.0	6.0	0.3333333333333333	0.125	1.0833333333333333	0.10344827586206898
178	174	1/4	1/4	4/4	2	1	I.V7(+6)/V					e	I		V7(+6)/V		V		7	+6	V				Mm7	1	0	6, 10, 7, 4	9	6	6	0.0	10.0	0.0	0.0	1.0833333333333333	0.0
178	174	7/16	7/16	4/4	2	1	V7/V					e	I		V7/V		V		7		V				Mm7	1	0	6, 10, 7, 4		6	6	0.0	3.0	0.0	0.0	0.125	0.0
178	174	1/2	1/2	4/4	2	1	V7(94)					e	I		V7(94)		V		7	94					Mm7	1	0	5, 4, 6, 3	7	5	5	0.0	5.0	0.0	0.0	0.8333333333333334	0.0
178	174	5/8	5/8	4/4	2	1	V7(#4#2)					e	I		V7(#4#2)		V		7	#4#2					Mm7	1	0	5, 14, 11, 3		5	5	0.0	6.0	0.0	0.0	0.75	0.0
178	174	3/4	3/4	4/4	2	1	V7					e	I		V7		V		7						Mm7	1	0	5, 9, 6, 3		5	5	0.0	5.0	0.0	0.0	0.375	0.0
178	174	7/8	7/8	4/4	2	1	V7(#5)					e	I		V7(#5)		V		7	#5					Mm7	1	0	5, 9, 13, 3		5	5	0.0	5.0	0.0	0.0	0.375	0.0
179	175	0	0	4/4	2	1	I|IAC}{					e	I		I		I						IAC	}{	M	1	0	4, 8, 5		4	4	0.0	7.0	0.0	0.0	0.5416666666666666	0.0
179	175	1/8	1/8	4/4	2	1	I(9)					e	I		I(9)		I			9					M	1	0	4, 8, 5	6	4	4	0.0	12.0	0.0	0.0	0.9166666666666666	0.0
179	175	3/8	3/8	4/4	2	1	I					e	I		I		I								M	1	0	4, 8, 5		4	4	0.0	8.0	0.0	0.0	0.5	0.0
179	175	1/2	1/2	4/4	2	1	vi					e	I		vi		vi								m	1	0	7, 4, 8		7	7	0.0	7.0	0.0	0.0	0.5416666666666666	0.0
179	175	5/8	5/8	4/4	2	1	vi(9)					e	I		vi(9)		vi			9					m	1	0	7, 4, 8	9	7	7	0.0	12.0	0.0	0.0	0.9166666666666666	0.0
179	175	7/8	7/8	4/4	2	1	vi					e	I		vi		vi								m	1	0	7, 4, 8		7	7	0.0	8.0	0.0	0.0	0.5	0.0
180	176	0	0	4/4	2	1	viio7/V					e	I		viio7/V		vii	o	7		V				o7	1	0	10, 7, 4, 1		10	10	0.0	13.0	0.0	0.0	1.0416666666666667	0.0
180	176	1/4	1/4	4/4	2	1	V(#7)					e	I		V(#7)		V			#7					M	1	0	5, 9, 6	10	5	5	0.0	7.0	0.0	0.0	0.5416666666666666	0.0
180	176	3/8	3/8	4/4	2	1	V					e	I		V		V								M	1	0	5, 9, 6		5	5	2.0	8.0	0.2	0.16666666666666666	0.3333333333333333	0.3333333333333333
180	176	1/2	1/2	4/4	2	1	viio7(#0)					e	I		viio7(#0)		vii	o	7	#0					o7	1	0	9, 6, 3, 0		9	9	1.0	13.0	0.07142857142857142	0.125	1.125	0.1
180	176	3/4	3/4	4/4	2	1	viio7					e	I		viio7		vii	o	7						o7	1	0	9, 6, 3, 0		9	9	0.0	6.0	0.0	0.0	0.3333333333333333	0.0
180	176	7/8	7/8	4/4	2	1	V65					e	I		V65		V		65						Mm7	1	0	9, 6, 3, 5		5	9	0.0	8.0	0.0	0.0	0.5	0.0
181	177	0	0	4/4	2	1	I					e	I		I		I								M	1	0	4, 8, 5		4	4	0.0	7.0	0.0	0.0	0.6666666666666666	0.0
181	177	1/8	1/8	4/4	2	1	I(9)					e	I		I(9)		I			9					M	1	0	4, 8, 5	6	4	4	0.0	12.0	0.0	0.0	0.9166666666666666	0.0
181	177	3/8	3/8	4/4	2	1	I					e	I		I		I								M	1	0	4, 8, 5		4	4	0.0	8.0	0.0	0.0	0.5	0.0
181	177	1/2	1/2	4/4	2	1	vi					e	I		vi		vi								m	1	0	7, 4, 8		7	7	0.0	7.0	0.0	0.0	0.6666666666666666	0.0
181	177	5/8	5/8	4/4	2	1	vi(9)					e	I		vi(9)		vi			9					m	1	0	7, 4, 8	9	7	7	0.0	12.0	0.0	0.0	0.9166666666666666	0.0
181	177	7/8	7/8	4/4	2	1	vi					e	I		vi		vi								m	1	0	7, 4, 8		7	7	0.0	8.0	0.0	0.0	0.5	0.0
182	178	0	0	4/4	2	1	#vi.Fr6					e	#vi		Fr6	Fr	V		43	b5	V				Fr	1	1	3, 7, 9, 13		9	3	0.0	33.0	0.0	0.0	2.3333333333333335	0.0
182	178	1/2	1/2	4/4	2	1	V					e	#vi		V		V								M	1	1	8, 12, 9		8	8	0.0	25.0	0.0	0.0	1.6666666666666667	0.0
183	179	0	0	4/4	2	1	Fr6					e	#vi		Fr6	Fr	V		43	b5	V				Fr	1	1	3, 7, 9, 13		9	3	0.0	18.0	0.0	0.0	1.2916666666666667	0.0
183	179	1/4	1/4	4/4	2	1	Ger6					e	#vi		Ger6	Ger	vii	o	65	b3	V				Ger	1	1	3, 7, 4, 13		13	3	5.0	10.0	0.3333333333333333	0.20833333333333334	0.7708333333333334	0.2127659574468085
183	179	15/32	15/32	4/4	2	1	Fr6					e	#vi		Fr6	Fr	V		43	b5	V				Fr	1	1	3, 7, 9, 13		9	3	0.0	2.0	0.0	0.0	0.0625	0.0
183	179	1/2	1/2	4/4	2	1	V|HC}					e	#vi		V		V						HC	}	M	1	1	8, 12, 9		8	8	0.0	21.0	0.0	0.0	1.6666666666666667	0.0
184	180	0	0	4/4	2	1	I.ii{					e	I		ii		ii							{	m	1	0	6, 3, 7		6	6	0.0	6.0	0.0	0.0	0.5833333333333334	0.0
184	180	1/8	1/8	4/4	2	1	ii(+4)					e	I		ii(+4)		ii			+4					m	1	0	6, 3, 7	5	6	6	0.0	10.0	0.0	0.0	1.25	0.0
184	180	3/8	3/8	4/4	2	1	ii					e	I		ii		ii								m	1	0	6, 3, 7		6	6	0.0	7.0	0.0	0.0	0.625	0.0
184	180	1/2	1/2	4/4	2	1	vi					e	I		vi		vi								m	1	0	7, 4, 8		7	7	0.0	6.0	0.0	0.0	0.5833333333333334	0.0
184	180	5/8	5/8	4/4	2	1	vi(9)					e	I		vi(9)		vi			9					m	1	0	7, 4, 8	9	7	7	0.0	10.0	0.0	0.0	1.25	0.0
184	180	7/8	7/8	4/4	2	1	vi					e	I		vi		vi								m	1	0	7, 4, 8		7	7	0.0	7.0	0.0	0.0	0.625	0.0
185	181	0	0	4/4	2	1	ii%43					e	I		ii%43		ii	%	43						%7	1	0	0, 4, 6, 3		6	0	1.0	13.0	0.07142857142857142	0.125	1.1666666666666667	0.0967741935483871
185	181	1/4	1/4	4/4	2	1	V7					e	I		V7		V		7						Mm7	1	0	5, 9, 6, 3		5	5	0.0	12.0	0.0	0.0	1.0416666666666667	0.0
185	181	1/2	1/2	4/4	2	1	I					e	I		I		I								M	1	0	4, 8, 5		4	4	0.0	19.0	0.0	0.0	1.875	0.0
186	182	0	0	4/4	2	1	III.ii					e	III		ii		ii								m	1	0	3, 0, 4		3	3	0.0	6.0	0.0	0.0	0.5833333333333334	0.0
186	182	1/8	1/8	4/4	2	1	ii(+4)					e	III		ii(+4)		ii			+4					m	1	0	3, 0, 4	2	3	3	0.0	10.0	0.0	0.0	1.25	0.0
186	182	3/8	3/8	4/4	2	1	ii					e	III		ii		ii								m	1	0	3, 0, 4		3	3	0.0	7.0	0.0	0.0	0.625	0.0
186	182	1/2	1/2	4/4	2	1	vi					e	III		vi		vi								m	1	0	4, 1, 5		4	4	0.0	6.0	0.0	0.0	0.5833333333333334	0.0
186	182	5/8	5/8	4/4	2	1	vi(9)					e	III		vi(9)		vi			9					m	1	0	4, 1, 5	6	4	4	0.0	10.0	0.0	0.0	1.25	0.0
186	182	7/8	7/8	4/4	2	1	vi					e	III		vi		vi								m	1	0	4, 1, 5		4	4	0.0	7.0	0.0	0.0	0.625	0.0
187	183	0	0	4/4	2	1	ii%43					e	III		ii%43		ii	%	43						%7	1	0	-3, 1, 3, 0		3	-3	1.0	14.0	0.06666666666666667	0.125	1.3333333333333333	0.08571428571428572
187	183	1/4	1/4	4/4	2	1	V7					e	III		V7		V		7						Mm7	1	0	2, 6, 3, 0		2	2	0.0	11.0	0.0	0.0	0.9583333333333334	0.0
187	183	1/2	1/2	4/4	2	1	I					e	III		I		I								M	1	0	1, 5, 2		1	1	0.0	14.0	0.0	0.0	1.2083333333333333	0.0
188	184	0	0	4/4	2	1	bVI6					e	III		bVI6		bVI		6						M	1	0	1, -2, -3		-3	1	0.0	3.0	0.0	0.0	0.20833333333333334	0.0
188	184	1/8	1/8	4/4	2	1	bVI6(2)					e	III		bVI6(2)		bVI		6	2					M	1	0	1, -2, 6		-3	1	3.0	4.0	0.42857142857142855	0.3333333333333333	0.16666666666666666	0.6666666666666666
188	184	3/8	3/8	4/4	2	1	bVI					e	III		bVI		bVI								M	1	0	-3, 1, -2		-3	-3	1.0	6.0	0.14285714285714285	0.041666666666666664	0.4166666666666667	0.0909090909090909
