mc	mn	mc_onset	mn_onset	timesig	staff	voice	label	offset_x	offset_y	offset	alt_label	globalkey	localkey	pedal	chord	special	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note	n_colored	n_untouched	count_ratio	dur_colored	dur_untouched	dur_ratio
1	1	0	0	3/8	2	1	Ab.I[I{					Ab	I	I	I		I						{	M	0	0	-4, 0, -3		-4.0	-4.0	4	29	0.12121212121212122	0.16666666666666666	2.4583333333333335	0.06349206349206349
5	5	0	0	3/8	2	1	V7					Ab	I	I	V7		V		7					Mm7	0	0	-3, 1, -2, -5		-3.0	-3.0	5	14	0.2631578947368421	0.3333333333333333	1.1666666666666667	0.2222222222222222
7	7	0	0	3/8	2	1	I					Ab	I	I	I		I							M	0	0	-4, 0, -3		-4.0	-4.0	2	16	0.1111111111111111	0.08333333333333333	1.4166666666666667	0.05555555555555555
9	9	0	0	3/8	2	1	V7					Ab	I	I	V7		V		7					Mm7	0	0	-3, 1, -2, -5		-3.0	-3.0	6	13	0.3157894736842105	0.4583333333333333	1.0416666666666667	0.3055555555555555
11	11	0	0	3/8	2	1	I					Ab	I	I	I		I							M	0	0	-4, 0, -3		-4.0	-4.0	3	16	0.15789473684210525	0.20833333333333334	1.2916666666666667	0.1388888888888889
13	13	0	0	3/8	2	1	V7					Ab	I	I	V7		V		7					Mm7	0	0	-3, 1, -2, -5		-3.0	-3.0	5	14	0.2631578947368421	0.3333333333333333	1.1666666666666667	0.2222222222222222
15	15	0	0	3/8	2	1	I					Ab	I	I	I		I							M	0	0	-4, 0, -3		-4.0	-4.0	2	16	0.1111111111111111	0.08333333333333333	1.4166666666666667	0.05555555555555555
17	17	0	0	3/8	2	1	V7					Ab	I	I	V7		V		7					Mm7	0	0	-3, 1, -2, -5		-3.0	-3.0	6	13	0.3157894736842105	0.4583333333333333	1.0416666666666667	0.3055555555555555
19	19	0	0	3/8	2	1	I|PAC}					Ab	I	I	I		I					PAC	}	M	0	0	-4, 0, -3		-4.0	-4.0	2	15	0.11764705882352941	0.08333333333333333	1.2916666666666667	0.0606060606060606
21	21	0	0	3/8	2	1	V7{					Ab	I	I	V7		V		7				{	Mm7	0	0	-3, 1, -2, -5		-3.0	-3.0	6	18	0.25	0.4583333333333333	1.7916666666666667	0.2037037037037037
23	23	0	0	3/8	2	1	I					Ab	I	I	I		I							M	0	0	-4, 0, -3		-4.0	-4.0	2	20	0.09090909090909091	0.08333333333333333	2.1666666666666665	0.037037037037037035
25	25	0	0	3/8	2	1	V7					Ab	I	I	V7		V		7					Mm7	0	0	-3, 1, -2, -5		-3.0	-3.0	8	16	0.3333333333333333	0.7083333333333334	1.5416666666666667	0.3148148148148148
27	27	0	0	3/8	2	1	I					Ab	I	I	I		I							M	0	0	-4, 0, -3		-4.0	-4.0	6	18	0.25	0.5833333333333334	1.6666666666666667	0.2592592592592593
29	29	0	0	3/8	2	1	V7					Ab	I	I	V7		V		7					Mm7	0	0	-3, 1, -2, -5		-3.0	-3.0	6	18	0.25	0.4583333333333333	1.7916666666666667	0.2037037037037037
31	31	0	0	3/8	2	1	I					Ab	I	I	I		I							M	0	0	-4, 0, -3		-4.0	-4.0	2	20	0.09090909090909091	0.08333333333333333	2.1666666666666665	0.037037037037037035
33	33	0	0	3/8	2	1	V7					Ab	I	I	V7		V		7					Mm7	0	0	-3, 1, -2, -5		-3.0	-3.0	8	18	0.3076923076923077	0.5833333333333334	1.6666666666666667	0.2592592592592593
35	35	0	0	3/8	2	1	I]|PAC}					Ab	I	I	I		I					PAC	}	M	0	0	-4, 0, -3		-4.0	-4.0	2	15	0.11764705882352941	0.08333333333333333	1.5416666666666667	0.05128205128205128
37	37	0	0	3/8	2	1	IV{					Ab	I		IV		IV						{	M	0	0	-5, -1, -4		-5.0	-5.0	2	17	0.10526315789473684	0.08333333333333333	1.4166666666666667	0.05555555555555555
39	39	0	0	3/8	2	1	iv					Ab	I		iv		iv							m	0	0	-5, -8, -4		-5.0	-5.0	2	15	0.11764705882352941	0.08333333333333333	1.4166666666666667	0.05555555555555555
41	41	0	0	3/8	2	1	IV					Ab	I		IV		IV							M	0	0	-5, -1, -4		-5.0	-5.0	2	17	0.10526315789473684	0.08333333333333333	1.4166666666666667	0.05555555555555555
43	43	0	0	3/8	2	1	iv					Ab	I		iv		iv							m	0	0	-5, -8, -4		-5.0	-5.0	16	0	1.0	1.3125	0.0	1.0
44	44	9/32	9/32	3/8	2	1	iv					Ab	I		iv		iv							m	0	0	-5, -8, -4		-5.0	-5.0	5	0	1.0	0.15625	0.0	1.0
45	45	0	0	3/8	2	1	#V.V65					Ab	#V		V65		V		65					Mm7	0	0	9, 6, 3, 5		5.0	9.0	1	8	0.1111111111111111	0.041666666666666664	0.7083333333333334	0.05555555555555555
46	46	0	0	3/8	2	1	IM7					Ab	#V		IM7		I	M	7					MM7	0	0	4, 8, 5, 9		4.0	4.0	1	8	0.1111111111111111	0.041666666666666664	0.7083333333333334	0.05555555555555555
47	47	0	0	3/8	2	1	V65					Ab	#V		V65		V		65					Mm7	0	0	9, 6, 3, 5		5.0	9.0	1	8	0.1111111111111111	0.041666666666666664	0.7083333333333334	0.05555555555555555
48	48	0	0	3/8	2	1	IM7					Ab	#V		IM7		I	M	7					MM7	0	0	4, 8, 5, 9		4.0	4.0	1	8	0.1111111111111111	0.041666666666666664	0.7083333333333334	0.05555555555555555
49	49	0	0	3/8	2	1	V65					Ab	#V		V65		V		65					Mm7	0	0	9, 6, 3, 5		5.0	9.0	1	10	0.09090909090909091	0.041666666666666664	1.0833333333333333	0.037037037037037035
50	50	0	0	3/8	2	1	IM7					Ab	#V		IM7		I	M	7					MM7	0	0	4, 8, 5, 9		4.0	4.0	1	10	0.09090909090909091	0.041666666666666664	1.0833333333333333	0.037037037037037035
51	51	0	0	3/8	2	1	V65					Ab	#V		V65		V		65					Mm7	0	0	9, 6, 3, 5		5.0	9.0	1	10	0.09090909090909091	0.041666666666666664	1.0833333333333333	0.037037037037037035
