mc	mn	mc_onset	mn_onset	timesig	staff	voice	label	alt_label	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note	n_colored	n_untouched	count_ratio	dur_colored	dur_untouched	dur_ratio
1	0	0	7/8	4/4	2	1	E.viio2{		E	I		viio2	vii	o	2				{	o7	0	0	0, 9, 6, 3		9	0	1	4	0.2	0.125	0.5	0.2
2	1	0	0	4/4	2	1	V43/V		E	I		V43/V	V		43		V			Mm7	0	0	7, 4, 6, 10		6	7	4	7	0.36363636363636365	1.0	1.125	0.47058823529411764
2	1	7/8	7/8	4/4	2	1	viio7		E	I		viio7	vii	o	7					o7	0	0	9, 6, 3, 0		9	9	1	4	0.2	0.125	0.5	0.2
3	2	0	0	4/4	2	1	V43/bVII		E	I		V43/bVII	V		43		bVII			Mm7	0	0	4, 1, 3, 7		3	4	4	7	0.36363636363636365	1.0	1.125	0.47058823529411764
3	2	7/8	7/8	4/4	2	1	viio65		E	I		viio65	vii	o	65					o7	0	0	6, 3, 0, 9		9	6	0	5	0.0	0.0	0.625	0.0
4	3	0	0	4/4	2	1	V43/bII		E	I		V43/bII	V		43		bII			Mm7	0	0	1, -2, 0, 4		0	1	0	7	0.0	0.0	1.125	0.0
4	3	3/8	3/8	4/4	2	1	viio43		E	I		viio43	vii	o	43					o7	0	0	3, 0, 9, 6		9	3	2	3	0.4	0.5	0.375	0.5714285714285714
4	3	1/2	1/2	4/4	2	1	V43/III		E	I		V43/III	V		43		III			Mm7	0	0	10, 7, 9, 13		9	10	5	0	1.0	0.875	0.0	1.0
4	3	7/8	7/8	4/4	2	1	viio2		E	I		viio2	vii	o	2					o7	0	0	0, 9, 6, 3		9	0	1	4	0.2	0.125	0.5	0.2
5	4	0	0	4/4	2	1	V43/V		E	I		V43/V	V		43		V			Mm7	0	0	7, 4, 6, 10		6	7	2	5	0.2857142857142857	0.5	0.625	0.4444444444444444
5	4	3/8	3/8	4/4	2	1	viio43		E	I		viio43	vii	o	43					o7	0	0	3, 0, 9, 6		9	3	0	5	0.0	0.0	0.875	0.0
5	4	1/2	1/2	4/4	2	1	V65/V		E	I		V65/V	V		65		V			Mm7	0	0	10, 7, 4, 6		6	10	2	3	0.4	0.5	0.375	0.5714285714285714
5	4	7/8	7/8	4/4	2	1	viio2		E	I		viio2	vii	o	2					o7	0	0	0, 9, 6, 3		9	0	1	4	0.2	0.125	0.5	0.2
