mc	mn	mc_onset	mn_onset	timesig	staff	voice	label	offset_x	offset_y	offset	globalkey	localkey	pedal	chord	special	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note	n_colored	n_untouched	count_ratio	dur_colored	dur_untouched	dur_ratio
1	1	1/4	1/4	12/8	2	1	Ab.I{				Ab	I		I		I						{	M	0	0	-4, 0, -3		-4.0	-4.0	0	1	0.0	0.0	0.125	0.0
1	1	3/8	3/8	12/8	2	1	V7(4)				Ab	I		V7(4)		V		7	4				Mm7	0	0	-3, -4, -2, -5		-3.0	-3.0	0	5	0.0	0.0	0.5625	0.0
1	1	9/16	9/16	12/8	2	1	V7	-0.382019	3.69101	/	Ab	I		V7		V		7					Mm7	0	0	-3, 1, -2, -5		-3.0	-3.0	0	4	0.0	0.0	0.3125	0.0
1	1	3/4	3/4	12/8	2	1	I(9)				Ab	I		I(9)		I			9				M	0	0	-4, 0, -3	-2	-4.0	-4.0	0	5	0.0	0.0	0.5625	0.0
1	1	15/16	15/16	12/8	2	1	I				Ab	I		I		I							M	0	0	-4, 0, -3		-4.0	-4.0	0	4	0.0	0.0	0.3125	0.0
1	1	9/8	9/8	12/8	2	1	V7(4)				Ab	I		V7(4)		V		7	4				Mm7	0	0	-3, -4, -2, -5		-3.0	-3.0	0	5	0.0	0.0	0.5625	0.0
1	1	21/16	21/16	12/8	2	1	V7				Ab	I		V7		V		7					Mm7	0	0	-3, 1, -2, -5		-3.0	-3.0	0	4	0.0	0.0	0.3125	0.0
2	2	0	0	12/8	2	1	I(9)				Ab	I		I(9)		I			9				M	0	0	-4, 0, -3	-2	-4.0	-4.0	0	5	0.0	0.0	0.5625	0.0
2	2	3/16	3/16	12/8	2	1	I				Ab	I		I		I							M	0	0	-4, 0, -3		-4.0	-4.0	0	4	0.0	0.0	0.3125	0.0
2	2	3/8	3/8	12/8	2	1	IV(4)				Ab	I		IV(4)		IV			4				M	0	0	-5, 1, -4		-5.0	-5.0	0	5	0.0	0.0	0.5625	0.0
2	2	9/16	9/16	12/8	2	1	IV				Ab	I		IV		IV							M	0	0	-5, -1, -4		-5.0	-5.0	0	4	0.0	0.0	0.3125	0.0
2	2	3/4	3/4	12/8	2	1	I6(6)				Ab	I		I6(6)		I		6	6				M	0	0	0, -1, -4		-4.0	0.0	0	3	0.0	0.0	0.375	0.0
2	2	7/8	7/8	12/8	2	1	I6				Ab	I		I6		I		6					M	0	0	0, -3, -4		-4.0	0.0	0	6	0.0	0.0	0.5	0.0
2	2	9/8	9/8	12/8	2	1	vi%43				Ab	I		vi%43		vi	%	43					%7	0	0	-7, -3, -1, -4		-1.0	-7.0	0	5	0.0	0.0	0.5625	0.0
2	2	21/16	21/16	12/8	2	1	V43/V				Ab	I		V43/V		V		43		V			Mm7	0	0	-1, -4, -2, 2		-2.0	-1.0	0	4	0.0	0.0	0.3125	0.0
3	3	0	0	12/8	2	1	ii%7				Ab	I		ii%7		ii	%	7					%7	0	0	-2, -5, -8, -4		-2.0	-2.0	1	7	0.125	0.0625	0.6875	0.08333333333333333
3	3	3/8	3/8	12/8	2	1	V7(4)				Ab	I		V7(4)		V		7	4				Mm7	0	0	-3, -4, -2, -5		-3.0	-3.0	0	5	0.0	0.0	0.5625	0.0
3	3	9/16	9/16	12/8	2	1	V7				Ab	I		V7		V		7					Mm7	0	0	-3, 1, -2, -5		-3.0	-3.0	0	4	0.0	0.0	0.3125	0.0
